unified_serial	source_kind	section	unit_id	page	locus_or_field	source_id	visible_owner	visible_surface	normalized_id	primary_layer	portable_core_value_de	local_expansion_de	component_axes	layer_rule_de	r221_revision
510	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.53	A129	A1_LEFT_OUTER_STAR_STATION_02	dchdar	ASTRO_LOCAL_129	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
511	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.54	A130	A1_LEFT_OUTER_STAR_STATION_03	y	MC123	COMMON_PORTABLE_SURFACE	dies	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
512	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.54	A131	A1_LEFT_OUTER_STAR_STATION_03	saldal	ASTRO_LOCAL_131	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s/d.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
513	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.55	A132	A1_LEFT_OUTER_STAR_STATION_04	ytodal	ASTRO_LOCAL_132	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ytod.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
514	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.56	A133	A1_LEFT_OUTER_STAR_STATION_05	tol	MC153	COMMON_PORTABLE_SURFACE	weiter	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
515	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.56	A134	A1_LEFT_OUTER_STAR_STATION_05	daiin	MC039	COMMON_PORTABLE_SURFACE	Sollwert	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
516	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.57	A135	A1_LEFT_OUTER_STAR_STATION_06	otar	MC121	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
517	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.57	A136	A1_LEFT_OUTER_STAR_STATION_06	dy	MC123	COMMON_PORTABLE_SURFACE	dies	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
518	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.58	A137	A1_LEFT_OUTER_STAR_STATION_07	cho	MC034	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
519	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.58	A138	A1_LEFT_OUTER_STAR_STATION_07	dal	MC154	COMMON_PORTABLE_SURFACE	dorthin	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
520	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.58	A139	A1_LEFT_OUTER_STAR_STATION_07	g	ASTRO_LOCAL_139	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_OUTER_STAR_STATION_07: Gradwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
521	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.59	A140	A1_LEFT_OUTER_STAR_STATION_08	ytchodly	ASTRO_LOCAL_140	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
522	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.60	A141	A1_LEFT_OUTER_STAR_STATION_09	octhys	ASTRO_LOCAL_141	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_OUTER_STAR_STATION_09: sekundäre Grundbedingung.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
523	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.61	A142	A1_LEFT_OUTER_STAR_STATION_10	ytokar	ASTRO_LOCAL_142	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
524	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.62	A143	A1_LEFT_OUTER_STAR_STATION_11	otolor	ASTRO_LOCAL_143	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
525	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.63	A144	A1_LEFT_OUTER_STAR_STATION_12	okodar	ASTRO_LOCAL_144	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
526	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.64	A145	A1_RIGHT_PHASE_STATION_01	s	ASTRO_LOCAL_145	ASTRO_LOCAL_EXEMPLAR	NONE	A1_RIGHT_PHASE_STATION_01: Nebenwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
527	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.64	A146	A1_RIGHT_PHASE_STATION_01	air	ASTRO_LOCAL_146	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A1_RIGHT_PHASE_STATION_01: Himmels-, Ring- oder Zeigerlauf.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
528	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.65	A147	A1_RIGHT_PHASE_STATION_02	soear	ASTRO_LOCAL_147	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A1_RIGHT_PHASE_STATION_02: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest soe.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
529	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.66	A148	A1_RIGHT_PHASE_STATION_03	cpheey	ASTRO_LOCAL_148	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A1_RIGHT_PHASE_STATION_03: lange oder volle Diagrammstufe; lokaler Namensrest cph/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
530	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.67	A149	A1_RIGHT_PHASE_STATION_04	okodar	ASTRO_LOCAL_149	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A1_RIGHT_PHASE_STATION_04: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
531	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.68	A150	A1_RIGHT_PHASE_STATION_05	oepchod	ASTRO_LOCAL_150	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A1_RIGHT_PHASE_STATION_05: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oepc/d.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
532	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.69	A151	A1_RIGHT_PHASE_STATION_06	s	ASTRO_LOCAL_151	ASTRO_LOCAL_EXEMPLAR	NONE	A1_RIGHT_PHASE_STATION_06: Nebenwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
533	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.69	A152	A1_RIGHT_PHASE_STATION_06	ay	ASTRO_LOCAL_152	ASTRO_LOCAL_EXEMPLAR	NONE	A1_RIGHT_PHASE_STATION_06: aktueller Hauptwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
534	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.70	A153	A1_RIGHT_PHASE_STATION_07	osar	ASTRO_LOCAL_153	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A1_RIGHT_PHASE_STATION_07: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest os.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
535	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.71	A154	A1_RIGHT_PHASE_STATION_08	oran	ASTRO_LOCAL_154	ASTRO_LOCAL_EXEMPLAR	NONE	Radstelle A1_RIGHT_PHASE_STATION_08: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest an.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
536	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A155	A1_LEFT_OUTER_RING_TEXT	dar	MC055	COMMON_PORTABLE_SURFACE	davon	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: vom bezeichneten Ausgangsplatz.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
537	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A156	A1_LEFT_OUTER_RING_TEXT	aldaiin	ASTRO_LOCAL_156	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest d.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
538	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A157	A1_LEFT_OUTER_RING_TEXT	ydaiin	ASTRO_LOCAL_157	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
539	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A158	A1_LEFT_OUTER_RING_TEXT	qkoy	ASTRO_LOCAL_158	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_OUTER_RING_TEXT: neue Grundklasse.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
540	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A159	A1_LEFT_OUTER_RING_TEXT	ydaiin	ASTRO_LOCAL_159	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yd.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
541	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A160	A1_LEFT_OUTER_RING_TEXT	qofair	ASTRO_LOCAL_160	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest qof.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
542	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A161	A1_LEFT_OUTER_RING_TEXT	ypair	ASTRO_LOCAL_161	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest yp.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
543	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A162	A1_LEFT_OUTER_RING_TEXT	ykoaiin	ASTRO_LOCAL_162	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yko.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
544	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A163	A1_LEFT_OUTER_RING_TEXT	ydoly	ASTRO_LOCAL_163	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest yd/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
545	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A164	A1_LEFT_OUTER_RING_TEXT	ytalchos	ASTRO_LOCAL_164	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: Zielsektor, Zielstern oder Zielfeld + Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest yt/c/s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
546	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A165	A1_LEFT_OUTER_RING_TEXT	oly	ASTRO_LOCAL_165	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
547	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.72	A166	A1_LEFT_OUTER_RING_TEXT	okey	MC007	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Ring- oder Bandstelle A1_LEFT_OUTER_RING_TEXT: in kurzer Stufe setzen.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
548	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.73	A167	A1_RIGHT_OUTER_RING_TEXT	sshey	ASTRO_LOCAL_167	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
549	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.73	A168	A1_RIGHT_OUTER_RING_TEXT	sy	MC123	COMMON_PORTABLE_SURFACE	dies	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: dieser lokale Diagrammposten.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
550	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.73	A169	A1_RIGHT_OUTER_RING_TEXT	shees	ASTRO_LOCAL_169	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Position oder Bedingung halten + lange oder volle Diagrammstufe; lokaler Namensrest s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
551	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.73	A170	A1_RIGHT_OUTER_RING_TEXT	qeykeey	ASTRO_LOCAL_170	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest qeyk/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
552	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.73	A171	A1_RIGHT_OUTER_RING_TEXT	ykchey	ASTRO_LOCAL_171	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
553	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.73	A172	A1_RIGHT_OUTER_RING_TEXT	ykchey	ASTRO_LOCAL_172	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ey.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
554	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.73	A173	A1_RIGHT_OUTER_RING_TEXT	qokeochy	ASTRO_LOCAL_173	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest q/eochy.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
555	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.73	A174	A1_RIGHT_OUTER_RING_TEXT	oaiin	ASTRO_LOCAL_174	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest o.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
556	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.73	A175	A1_RIGHT_OUTER_RING_TEXT	okol	ASTRO_LOCAL_175	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
557	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.73	A176	A1_RIGHT_OUTER_RING_TEXT	ar	ASTRO_LOCAL_176	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
558	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.73	A177	A1_RIGHT_OUTER_RING_TEXT	olar	ASTRO_LOCAL_177	ASTRO_LOCAL_EXEMPLAR	NONE	Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
559	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A178	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	yshey	ASTRO_LOCAL_178	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: abgelesener oder freigegebener Wert; lokaler Namensrest y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
560	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A179	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	qokeeody	ASTRO_LOCAL_179	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest q/ody.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
561	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A180	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	cheos	ASTRO_LOCAL_180	ASTRO_LOCAL_EXEMPLAR	NONE	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: sekundärer Ablesewert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
562	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A181	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	oeeos	ASTRO_LOCAL_181	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: lange oder volle Diagrammstufe; lokaler Namensrest o/os.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
563	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A182	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	qockhy	ASTRO_LOCAL_182	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest qo/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
564	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A183	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	chos	ASTRO_LOCAL_183	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
565	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A184	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	aiin	MC039	COMMON_PORTABLE_SURFACE	Sollwert	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
566	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A185	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	okeeody	ASTRO_LOCAL_185	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
567	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A186	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	qokoaiin	ASTRO_LOCAL_186	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Diagrammposten setzen oder aktivieren + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest q/o.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
568	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A187	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	odain	ASTRO_LOCAL_187	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest od.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
569	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A188	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ar	ASTRO_LOCAL_188	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
570	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A189	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	air	ASTRO_LOCAL_189	ASTRO_LOCAL_EXEMPLAR	NONE	Legendenstelle A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: Himmels-, Ring- oder Zeigerlauf.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
571	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.74	A190	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	ay	ASTRO_LOCAL_190	ASTRO_LOCAL_EXEMPLAR	NONE	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED: aktueller Hauptwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
572	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.1	A191	A2_LEFT_PANEL_HEADER	shokchy	ASTRO_LOCAL_191	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_LEFT_PANEL_HEADER: Himmelsobjekt oder Eingangsbedingung + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest s/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
573	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.1	A192	A2_LEFT_PANEL_HEADER	chteey	ASTRO_LOCAL_192	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_LEFT_PANEL_HEADER: lange oder volle Diagrammstufe; lokaler Namensrest cht/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
574	ASTRO_GROUP	ASTRO	A2	f68r1	f68r1.1	A193	A2_LEFT_PANEL_HEADER	choteey	ASTRO_LOCAL_193	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A2_LEFT_PANEL_HEADER: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ch/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
