event_id	physical_page	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	edition_source
P912-E2302	f70v	f70v2.21	CURRENT_BASE	dair	D_ADDR+AIR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Unterplatz, Ringlauf.	PASS1002
P912-E2303	f70v	f70v2.21	CURRENT_BASE	shchey	SH+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Bezug halten, dieser Platz.	PASS1002
P912-E2304	f70v	f70v2.21	CURRENT_BASE	daiin	AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: verzeichneter Sollwert.	PASS1002
P912-E2305	f70v	f70v2.21	CURRENT_BASE	chalaly	CH+AL+AL+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Klassenkennung, Zielplatz, dieser Platz.	PASS1002
P912-E2306	f70v	f70v2.21	CURRENT_BASE	oteody	OT+E+O+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz.	PASS1002
P912-E2307	f70v	f70v2.21	CURRENT_BASE	chotol	CH+OT+OL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Klassenkennung, nächster Platz, gleiche Reihe weiter.	PASS1002
P912-E2308	f70v	f70v2.21	CURRENT_BASE	chedy	CHD+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: zum nächsten Platz wechseln, dieser Platz.	PASS1002
P912-E2309	f70v	f70v2.21	CURRENT_BASE	oteotey	OT+E+O+T+E+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz.	PASS1002
P912-E2310	f70v	f70v2.21	CURRENT_BASE	oteeeor	OT+EEE+OR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, voller Grad, Eintragsklasse.	PASS1002
P912-E2311	f70v	f70v2.21	CURRENT_BASE	ar	AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	PASS1002
P912-E2312	f70v	f70v2.21	CURRENT_BASE	alody	AL+O+DY	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Zielplatz, Reihe aufrufen, Eintrag schließen.	PASS1002
P912-E2313	f70v	f70v2.21	CURRENT_BASE	daiir	DA+IIN+R	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe, Zustandsmarke.	PASS1002
P912-E2314	f70v	f70v2.21	CURRENT_BASE	oteedar	OT+EE+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Quell- oder Bezugsstelle.	PASS1002
P912-E2315	f70v	f70v2.21	CURRENT_BASE	oteey	OT+EE+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, dieser Platz.	PASS1002
P912-E2316	f70v	f70v2.21	CURRENT_BASE	teey	T+EE+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz einstellen, zweiter Grad, dieser Platz.	PASS1002
P912-E2317	f70v	f70v2.21	CURRENT_BASE	dalal	AL+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Zielplatz.	PASS1002
P912-E2318	f70v	f70v2.21	CURRENT_BASE	cheoltey	CH+E+OL+T+E+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, gleiche Reihe weiter, Platz einstellen, erster Grad, dieser Platz.	PASS1002
P912-E2319	f70v	f70v2.21	CURRENT_BASE	oteedy	OT+EE+DY	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Eintrag schließen.	PASS1002
P912-E2320	f70v	f70v2.21	CURRENT_BASE	sheeteey	SH+EE+T+EE+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Platz einstellen, zweiter Grad, dieser Platz.	PASS1002
P912-E2321	f70v	f70v2.21	CURRENT_BASE	okeeol	OK+EE+OL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, gleiche Reihe weiter.	PASS1002
P912-E2322	f70v	f70v2.21	CURRENT_BASE	ykeeos	Y+K+EE+O+S_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, zweiter Grad, Reihe aufrufen, Sternbezug.	PASS1002
P912-E2323	f70v	f70v2.21	CURRENT_BASE	shey	SH+E+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, dieser Platz.	PASS1002
P912-E2324	f70v	f70v2.21	CURRENT_BASE	ykair	Y+K+AIR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, Ringlauf.	PASS1002
P912-E2325	f70v	f70v2.21	CURRENT_BASE	arar	AR+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	PASS1002
P912-E2326	f70v	f70v2.21	CURRENT_BASE	alos	AL+O+S_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Zielplatz, Reihe aufrufen, Sternbezug.	PASS1002
P912-E2327	f70v	f70v2.22	CURRENT_BASE	otar	OT+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.	PASS1002
P912-E2328	f70v	f70v2.22	CURRENT_BASE	am	AM_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Innenplatz.	PASS1002
P912-E2329	f70v	f70v2.23	CURRENT_BASE	otar	OT+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.	PASS1002
P912-E2330	f70v	f70v2.23	CURRENT_BASE	al	AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Zielplatz.	PASS1002
P912-E2331	f70v	f70v2.24	CURRENT_BASE	otalar	OT+AL+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Quell- oder Bezugsstelle.	PASS1002
P912-E2332	f70v	f70v2.25	CURRENT_BASE	otalam	OT+AL+AM_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Innenplatz.	PASS1002
P912-E2333	f70v	f70v2.26	CURRENT_BASE	dolaram	D_ADDR+OL+AR+AM_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Unterplatz, gleiche Reihe weiter, Quell- oder Bezugsstelle, Innenplatz.	PASS1002
P912-E2334	f70v	f70v2.27	CURRENT_BASE	okaram	OK+AR+AM_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Quell- oder Bezugsstelle, Innenplatz.	PASS1002
P912-E2335	f70v	f70v2.28	CURRENT_BASE	oteosal	OT+E+O+S_ADDR+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug, Zielplatz.	PASS1002
P912-E2336	f70v	f70v2.29	CURRENT_BASE	salols	S_LABEL+AL+OL+S_LABEL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: s-Zeichen, Zielplatz, gleiche Reihe weiter, s-Zeichen.	PASS1002
P912-E2337	f70v	f70v2.30	CURRENT_BASE	okaldal	OK+AL+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz.	PASS1002
P912-E2338	f70v	f70v2.31	CURRENT_BASE	ykolaiin	Y+K+OL+AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, gleiche Reihe weiter, verzeichneter Sollwert.	PASS1002
P912-E2339	f70v	f70v2.32	CURRENT_BASE	otal	OT+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.	PASS1002
P912-E2340	f70v	f70v2.32	CURRENT_BASE	daly	AL+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Zielplatz, dieser Platz.	PASS1002
P912-E2341	f70v	f70v2.32	CURRENT_BASE	oteoal	OT+E+O+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Zielplatz.	PASS1002
P912-E2342	f70v	f70v2.32	CURRENT_BASE	dal	AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Zielplatz.	PASS1002
P912-E2343	f70v	f70v2.32	CURRENT_BASE	aildy	A_ADDR+IIN+L+DY	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: lokale Adresse, Indexstufe, Verbindung, Eintrag schließen.	PASS1002
P912-E2344	f70v	f70v2.32	CURRENT_BASE	otaiin	OT+AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, verzeichneter Sollwert.	PASS1002
P912-E2345	f70v	f70v2.32	CURRENT_BASE	ar	AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	PASS1002
P912-E2346	f70v	f70v2.32	CURRENT_BASE	oteey	OT+EE+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, dieser Platz.	PASS1002
P912-E2347	f70v	f70v2.32	CURRENT_BASE	shal	SH+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Bezug halten, Zielplatz.	PASS1002
P912-E2348	f70v	f70v2.32	CURRENT_BASE	o	O	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Reihe aufrufen.	PASS1002
P912-E2349	f70v	f70v2.32	CURRENT_BASE	qoteeal	OT+EE+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Zielplatz.	PASS1002
P912-E2350	f70v	f70v2.32	CURRENT_BASE	ar	AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	PASS1002
P912-E2351	f70v	f70v2.32	CURRENT_BASE	al	AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Zielplatz.	PASS1002
P912-E2352	f70v	f70v2.32	CURRENT_BASE	otaiin	OT+AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, verzeichneter Sollwert.	PASS1002
P912-E2353	f70v	f70v2.32	CURRENT_BASE	al	AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Zielplatz.	PASS1002
P912-E2354	f70v	f70v2.32	CURRENT_BASE	teodaiin	T+E+O+AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz einstellen, erster Grad, Reihe aufrufen, verzeichneter Sollwert.	PASS1002
P912-E2355	f70v	f70v2.32	CURRENT_BASE	oteeo	OT+EE+O	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen.	PASS1002
P912-E2356	f70v	f70v2.32	CURRENT_BASE	cthey	CTH+E+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Bereitschaftsklasse, erster Grad, dieser Platz.	PASS1002
P912-E2357	f70v	f70v2.32	CURRENT_BASE	oteeos	OT+EE+O+S_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Sternbezug.	PASS1002
P912-E2358	f70v	f70v2.32	CURRENT_BASE	oteos	OT+E+O+S_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug.	PASS1002
P912-E2359	f70v	f70v2.32	CURRENT_BASE	aiin	AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: verzeichneter Sollwert.	PASS1002
P912-E2360	f70v	f70v2.32	CURRENT_BASE	daim	DA+IIN+M_LOCAL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe, m-Zeichen.	PASS1002
P912-E2361	f70v	f70v2.33	CURRENT_BASE	otolal	OT+OL+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, gleiche Reihe weiter, Zielplatz.	PASS1002
P912-E2362	f88r	f88r.1	CURRENT_BASE	otorchety	OT+OR+CH+E+T+Y	LOKALES DROGENETIKETT KOPIEREN	WURZELBÜNDEL	PASS1002
P912-E2363	f88r	f88r.2	CURRENT_BASE	osal	O+S+AL	LOKALES DROGENETIKETT KOPIEREN	SPINDELWURZEL	PASS1002
P912-E2364	f88r	f88r.3	CURRENT_BASE	orald	OR+AL+D_ADDR	LOKALES DROGENETIKETT KOPIEREN	FASERWURZELBÜNDEL	PASS1002
P912-E2365	f88r	f88r.4	CURRENT_BASE	oldar	OL+DA+R	LOKALES DROGENETIKETT KOPIEREN	KNOLLENWURZEL	PASS1002
P912-E2366	f88r	f88r.5	CURRENT_BASE	otoky	OT+OK+Y	LOKALES DROGENETIKETT KOPIEREN	SCHLINGWURZEL	PASS1002
P912-E2367	f88r	f88r.6	CURRENT_BASE	otaly	OT+AL+Y	LOKALES DROGENETIKETT KOPIEREN	LANZETTBLATT	PASS1002
P912-E2368	f88r	f88r.7	CURRENT_BASE	dorsheoy	D_ADDR+OR+SH+E+O+Y	TEIL · ANSATZ · HALTEN · KURZ · AUSFÜHREN · POSTEN	TEIL · ANSATZ · HALTEN · KURZ · AUSFÜHREN · POSTEN	PASS1002
P912-E2369	f88r	f88r.7	CURRENT_BASE	ctheol	CTH+E+OL	BEREIT · KURZ · FORTSETZEN	BEREIT · KURZ · FORTSETZEN	PASS1002
P912-E2370	f88r	f88r.7	CURRENT_BASE	qockhey	O+CKH+E+Y	AUSFÜHREN · DURCHLASS · KURZ · POSTEN	AUSFÜHREN · DURCHLASS · KURZ · POSTEN	PASS1002
P912-E2371	f88r	f88r.7	CURRENT_BASE	dory	D_ADDR+OR+Y	TEIL · ANSATZ · POSTEN	TEIL · ANSATZ · POSTEN	PASS1002
P912-E2372	f88r	f88r.7	CURRENT_BASE	sheor	SH+E+OR	HALTEN · KURZ · ANSATZ	HALTEN · KURZ · ANSATZ	PASS1002
P912-E2373	f88r	f88r.7	CURRENT_BASE	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	HALTEN · FORTSETZEN · NEBENWEG · NEHMEN · ANSATZ	HALTEN · FORTSETZEN · NEBENWEG · ENTNEHMEN · ANSATZ	PASS1002
P912-E2374	f88r	f88r.7	CURRENT_BASE	dal	AL	ZIEL	ZIELSTELLE	PASS1002
P912-E2375	f88r	f88r.7	CURRENT_BASE	chcthol	CH+CTH+OL	NEHMEN · BEREIT · FORTSETZEN	ENTNEHMEN · BEREIT · FORTSETZEN	PASS1002
P912-E2376	f88r	f88r.8	CURRENT_BASE	ral	R+AL	MERKEN · ZIEL	MERKEN · ZIELSTELLE	PASS1002
P912-E2377	f88r	f88r.8	CURRENT_BASE	sheom	SH+E+O+AM_ADDR	HALTEN · KURZ · AUSFÜHREN · INNEN	HALTEN · KURZ · AUSFÜHREN · INNEN	PASS1002
P912-E2378	f88r	f88r.8	CURRENT_BASE	keol	K+E+OL	GEBEN · KURZ · FORTSETZEN	ZUGEBEN · KURZ · FORTSETZEN	PASS1002
P912-E2379	f88r	f88r.8	CURRENT_BASE	chear	CH+E+AR	NEHMEN · KURZ · QUELLE	ENTNEHMEN · KURZ · VORRAT	PASS1002
P912-E2380	f88r	f88r.8	CURRENT_BASE	shekor	SH+E+K+OR	HALTEN · KURZ · GEBEN · ANSATZ	HALTEN · KURZ · ZUGEBEN · ANSATZ	PASS1002
P912-E2381	f88r	f88r.8	CURRENT_BASE	qokor	OK+OR	SETZEN · ANSATZ	ANSETZEN · ANSATZ	PASS1002
P912-E2382	f88r	f88r.8	CURRENT_BASE	daiin	AIIN	MASS	MASS	PASS1002
P912-E2383	f88r	f88r.8	CURRENT_BASE	sar	S+AR	AUSWÄHLEN · QUELLE	AUSWÄHLEN · VORRAT	PASS1002
P912-E2384	f88r	f88r.8	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	PASS1002
P912-E2385	f88r	f88r.8	CURRENT_BASE	aiin	AIIN	MASS	MASS	PASS1002
P912-E2386	f88r	f88r.8	CURRENT_BASE	oky	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	PASS1002
P912-E2387	f88r	f88r.8	CURRENT_BASE	sam	S+AM_ADDR	AUSWÄHLEN · INNEN	AUSWÄHLEN · INNEN	PASS1002
P912-E2388	f88r	f88r.9	CURRENT_BASE	oain	O+AIN	AUSFÜHREN · PORTION	AUSFÜHREN · PORTION	PASS1002
P912-E2389	f88r	f88r.9	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	PASS1002
P912-E2390	f88r	f88r.9	CURRENT_BASE	om	O+AM_ADDR	AUSFÜHREN · INNEN	AUSFÜHREN · INNEN	PASS1002
P912-E2391	f88r	f88r.9	CURRENT_BASE	otam	OT+AM_ADDR	DANACH · INNEN	DANACH · INNEN	PASS1002
P912-E2392	f88r	f88r.9	CURRENT_BASE	okeom	OK+E+O+AM_ADDR	SETZEN · KURZ · AUSFÜHREN · INNEN	ANSETZEN · KURZ · AUSFÜHREN · INNEN	PASS1002
P912-E2393	f88r	f88r.9	CURRENT_BASE	cheeor	CH+EE+OR	NEHMEN · LÄNGER · ANSATZ	ENTNEHMEN · LÄNGER · ANSATZ	PASS1002
P912-E2394	f88r	f88r.9	CURRENT_BASE	qokeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	ANSETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	PASS1002
P912-E2395	f88r	f88r.9	CURRENT_BASE	dar	D_ADDR+AR	TEIL · QUELLE	TEIL · VORRAT	PASS1002
P912-E2396	f88r	f88r.9	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	PASS1002
P912-E2397	f88r	f88r.9	CURRENT_BASE	om	O+AM_ADDR	AUSFÜHREN · INNEN	AUSFÜHREN · INNEN	PASS1002
P912-E2398	f88r	f88r.9	CURRENT_BASE	cheody	CHEO+Y	AUSZUG · POSTEN	AUSZUG · POSTEN	PASS1002
P912-E2399	f88r	f88r.10	CURRENT_BASE	qokeol	OK+E+OL	SETZEN · KURZ · FORTSETZEN	ANSETZEN · KURZ · FORTSETZEN	PASS1002
P912-E2400	f88r	f88r.10	CURRENT_BASE	cheol	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN	PASS1002
P912-E2401	f88r	f88r.10	CURRENT_BASE	saiin	S+AIIN	AUSWÄHLEN · MASS	AUSWÄHLEN · MASS	PASS1002
P912-E2402	f88r	f88r.10	CURRENT_BASE	cheos	CHEO+S	AUSZUG · AUSWÄHLEN	AUSZUG · AUSWÄHLEN	PASS1002
P912-E2403	f88r	f88r.10	CURRENT_BASE	cheol	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN	PASS1002
P912-E2404	f88r	f88r.10	CURRENT_BASE	doleeey	D_ADDR+OL+EEE+Y	TEIL · FORTSETZEN · VOLL · POSTEN	TEIL · FORTSETZEN · VOLL · POSTEN	PASS1002
P912-E2405	f88r	f88r.10	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	PASS1002
P912-E2406	f88r	f88r.10	CURRENT_BASE	cheom	CHEO+AM_ADDR	AUSZUG · INNEN	AUSZUG · INNEN	PASS1002
P912-E2407	f88r	f88r.10	CURRENT_BASE	cheojam	CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	AUSZUG · VERBINDEN · ORT · INNEN	AUSZUG · VERBINDEN · ORT · INNEN	PASS1002
P912-E2408	f88r	f88r.11	CURRENT_BASE	yokeody	Y+OK+E+O+D_ADDR+Y	POSTEN · SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	POSTEN · ANSETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	PASS1002
P912-E2409	f88r	f88r.11	CURRENT_BASE	cheom	CHEO+AM_ADDR	AUSZUG · INNEN	AUSZUG · INNEN	PASS1002
P912-E2410	f88r	f88r.11	CURRENT_BASE	qoor	CARRIER_Q+O+OR	BEGINN · AUSFÜHREN · ANSATZ	BEGINNEN · AUSFÜHREN · ANSATZ	PASS1002
P912-E2411	f88r	f88r.11	CURRENT_BASE	cheeb	CH+EE+LOCAL_CHAR_B	NEHMEN · LÄNGER · PAAR	ENTNEHMEN · LÄNGER · PAAR	PASS1002
P912-E2412	f88r	f88r.11	CURRENT_BASE	ykeor	Y+K+E+OR	POSTEN · GEBEN · KURZ · ANSATZ	POSTEN · ZUGEBEN · KURZ · ANSATZ	PASS1002
P912-E2413	f88r	f88r.11	CURRENT_BASE	shy	Y	POSTEN	POSTEN	PASS1002
P912-E2414	f88r	f88r.11	CURRENT_BASE	sam	S+AM_ADDR	AUSWÄHLEN · INNEN	AUSWÄHLEN · INNEN	PASS1002
P912-E2415	f88r	f88r.12	CURRENT_BASE	otaldy	OT+AL+DY	LOKALES DROGENETIKETT KOPIEREN	GABELWURZELSTOCK	PASS1002
P912-E2416	f88r	f88r.13	CURRENT_BASE	oram	OR+A_ADDR+AM_ADDR	LOKALES DROGENETIKETT KOPIEREN	HÄNGEWURZEL	PASS1002
P912-E2417	f88r	f88r.14	CURRENT_BASE	dary	DA+R+Y	LOKALES DROGENETIKETT KOPIEREN	ZAHNKÖRPER	PASS1002
P912-E2418	f88r	f88r.15	CURRENT_BASE	okol	OK+OL	LOKALES DROGENETIKETT KOPIEREN	FASERWURZELSTOCK	PASS1002
P912-E2419	f88r	f88r.16	CURRENT_BASE	sorory	S+OR+OR+Y	LOKALES DROGENETIKETT KOPIEREN	FLECKKNOLLE	PASS1002
P912-E2420	f88r	f88r.17	CURRENT_BASE	otyda	OT+Y+DA	LOKALES DROGENETIKETT KOPIEREN	BLATTZWEIG	PASS1002
P912-E2421	f88r	f88r.18	CURRENT_BASE	koay	K+O+A_ADDR+Y	GEBEN · AUSFÜHREN · ORT · POSTEN	ZUGEBEN · AUSFÜHREN · ORT · POSTEN	PASS1002
P912-E2422	f88r	f88r.18	CURRENT_BASE	cphol	CPH+OL	UMLEITEN · FORTSETZEN	UMLEITEN · FORTSETZEN	PASS1002
P912-E2423	f88r	f88r.18	CURRENT_BASE	orchor	OR+CH+OR	ANSATZ · NEHMEN · ANSATZ	ANSATZ · ENTNEHMEN · ANSATZ	PASS1002
P912-E2424	f88r	f88r.18	CURRENT_BASE	pcheoly	P+CHEO+L+Y	EINSETZEN · AUSZUG · LEITEN · POSTEN	EINSETZEN · AUSZUG · LEITEN · POSTEN	PASS1002
P912-E2425	f88r	f88r.18	CURRENT_BASE	otchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	DANACH · ENTNEHMEN · FORTSETZEN	PASS1002
P912-E2426	f88r	f88r.18	CURRENT_BASE	oldy	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS	PASS1002
P912-E2427	f88r	f88r.18	CURRENT_BASE	salsaly	S+AL+S+AL+Y	AUSWÄHLEN · ZIEL · AUSWÄHLEN · ZIEL · POSTEN	AUSWÄHLEN · ZIELSTELLE · AUSWÄHLEN · ZIELSTELLE · POSTEN	PASS1002
P912-E2428	f88r	f88r.19	CURRENT_BASE	dchey	CH+E+Y	NEHMEN · KURZ · POSTEN	ENTNEHMEN · KURZ · POSTEN	PASS1002
P912-E2429	f88r	f88r.19	CURRENT_BASE	chokol	OK+OL	SETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	PASS1002
P912-E2430	f88r	f88r.19	CURRENT_BASE	daiin	AIIN	MASS	MASS	PASS1002
P912-E2431	f88r	f88r.19	CURRENT_BASE	qoekol	CARRIER_Q+O+E+K+OL	BEGINN · AUSFÜHREN · KURZ · GEBEN · FORTSETZEN	BEGINNEN · AUSFÜHREN · KURZ · ZUGEBEN · FORTSETZEN	PASS1002
P912-E2432	f88r	f88r.19	CURRENT_BASE	qoekol	CARRIER_Q+O+E+K+OL	BEGINN · AUSFÜHREN · KURZ · GEBEN · FORTSETZEN	BEGINNEN · AUSFÜHREN · KURZ · ZUGEBEN · FORTSETZEN	PASS1002
P912-E2433	f88r	f88r.19	CURRENT_BASE	qockhol	CARRIER_Q+O+CKH+OL	BEGINN · AUSFÜHREN · DURCHLASS · FORTSETZEN	BEGINNEN · AUSFÜHREN · DURCHLASS · FORTSETZEN	PASS1002
P912-E2434	f88r	f88r.19	CURRENT_BASE	okol	OK+OL	SETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	PASS1002
P912-E2435	f88r	f88r.19	CURRENT_BASE	cheol	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN	PASS1002
P912-E2436	f88r	f88r.20	CURRENT_BASE	dsheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	HALTEN · KURZ · FORTSETZEN	PASS1002
P912-E2437	f88r	f88r.20	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	ANSETZEN · LÄNGER · POSTEN	PASS1002
P912-E2438	f88r	f88r.20	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	PASS1002
P912-E2439	f88r	f88r.20	CURRENT_BASE	chy	Y	POSTEN	POSTEN	PASS1002
P912-E2440	f88r	f88r.20	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	PASS1002
P912-E2441	f88r	f88r.20	CURRENT_BASE	aiin	AIIN	MASS	MASS	PASS1002
P912-E2442	f88r	f88r.20	CURRENT_BASE	chor	CH+OR	NEHMEN · ANSATZ	ENTNEHMEN · ANSATZ	PASS1002
P912-E2443	f88r	f88r.20	CURRENT_BASE	oteor	OT+E+OR	DANACH · KURZ · ANSATZ	DANACH · KURZ · ANSATZ	PASS1002
P912-E2444	f88r	f88r.20	CURRENT_BASE	aiin	AIIN	MASS	MASS	PASS1002
P912-E2445	f88r	f88r.20	CURRENT_BASE	chosals	CH+O+S+AL+S	NEHMEN · AUSFÜHREN · AUSWÄHLEN · ZIEL · AUSWÄHLEN	ENTNEHMEN · AUSFÜHREN · AUSWÄHLEN · ZIELSTELLE · AUSWÄHLEN	PASS1002
P912-E2446	f88r	f88r.21	CURRENT_BASE	teol	E+OL	KURZ · FORTSETZEN	KURZ · FORTSETZEN	PASS1002
P912-E2447	f88r	f88r.21	CURRENT_BASE	chor	CH+OR	NEHMEN · ANSATZ	ENTNEHMEN · ANSATZ	PASS1002
P912-E2448	f88r	f88r.21	CURRENT_BASE	olsheody	O+LSH+E+O+D_ADDR+Y	AUSFÜHREN · SPÜLEN · KURZ · AUSFÜHREN · TEIL · POSTEN	AUSFÜHREN · SPÜLEN · KURZ · AUSFÜHREN · TEIL · POSTEN	PASS1002
