dictionary_entry_id	surfaces	component_recipe	atomic_pocket_sequence_de	observed_channel	observed_channel_reading_de	events	pages
P912-D0536	odas	O+DA+S	GANG + ZWEIT + WAHL	WORKSHOP_PROSE	Arbeitsgang ausführen; zweite Arbeitsstufe; Arbeitsvariante auswählen	1	f67r2
P912-D0012	air	AIR	LAUFWEG	WORKSHOP_PROSE	Flüssigkeits- oder Stationslauf	2	f67r2
P912-D0020	alaiin	AL+AIIN	ZIEL + SOLLWERT	WORKSHOP_PROSE	Ziel- oder Anschlussstelle; Sollmaß	1	f67r2
P912-D0367	dokan	D_ADDR+OK+AN	UNTER + START + ZUSATZ	WORKSHOP_PROSE	bezeichneter Teil; Arbeitsgang ansetzen; weiteren Posten zugeben	1	f67r2
P912-D0542	oear	O+E+AR	GANG + KURZ + QUELLE	WORKSHOP_PROSE	Arbeitsgang ausführen; kurz oder direkt; Entnahmestelle	1	f67r2
P912-D0534	odal	O+DA+L	GANG + ZWEIT + VERBINDUNG	WORKSHOP_PROSE	Arbeitsgang ausführen; zweite Arbeitsstufe; entlang des Arbeitswegs führen	1	f67r2
P912-D0556	ofar	O+LOCAL_CHAR_F+AR	GANG + F + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; lokales Bildzeichen; Quell- oder Bezugsstelle	1	f67r2
P912-D0551	oeoldan	O+E+OL+D_ADDR+AN	GANG + KURZ + WEITER + UNTER + ZUSATZ	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; erster Grad; dieselbe Reihe fortführen; Unterplatz; zusätzlicher Eintrag	1	f67r2
P912-D0217	chol	OL	WEITER	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren	1	f67r2
P912-D0406	giin	LOCAL_CHAR_G+IIN	GLOKAL + STUFE	WORKSHOP_PROSE	lokales Schreibzeichen; Arbeitsstufe	1	f67r2
P912-D0656	okol	OK+OL	START + WEITER	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	2	f67r2
P912-D1379	ytor	Y+T+OR	DIES + EINSTELLUNG + EINTRAG	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ansatz oder Zubereitung	1	f67r2
P912-D0740	or	OR	EINTRAG	WORKSHOP_PROSE	Ansatz oder Zubereitung	1	f67r2
P912-D1372	ytoaiin	Y+T+O+AIIN	DIES + EINSTELLUNG + GANG + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; verzeichneter Sollwert	1	f67r2
P912-D0853	otoldos	OT+OL+D_ADDR+O+S	NAECHST + WEITER + UNTER + GANG + WAHL	WORKSHOP_PROSE	danach oder nächster Posten; im selben Arbeitsgang fortfahren; bezeichneter Teil; Arbeitsgang ausführen; Arbeitsvariante auswählen	1	f67r2
P912-D0527	octhole	O+CTH+OL+E	GANG + BEREIT + WEITER + KURZ	WORKSHOP_PROSE	Arbeitsgang ausführen; bis bereit führen; im selben Arbeitsgang fortfahren; kurz oder direkt	1	f67r2
P912-D1214	sor	S+OR	WAHL + EINTRAG	WORKSHOP_PROSE	Arbeitsvariante auswählen; Ansatz oder Zubereitung	1	f67r2
P912-D0101	chedaiin	CHD+AIIN	WECHSEL + SOLLWERT	WORKSHOP_PROSE	Arbeitsgut umsetzen; Sollmaß	1	f67r2
P912-D1367	yteos	Y+T+E+O+S_ADDR	DIES + EINSTELLUNG + KURZ + GANG + STERNORT	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; bezeichnete s-Stelle	1	f67r2
P912-D0565	oiin	O+IIN	GANG + STUFE	WORKSHOP_PROSE	Arbeitsgang ausführen; Arbeitsstufe	1	f67r2
P912-D0561	og	O+G_LABEL	GANG + G	WORKSHOP_PROSE	Arbeitsgang ausführen; lokales Schreibzeichen	1	f67r2
P912-D1376	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	DIES + EINSTELLUNG + GANG + KURZ + GANG + EINSATZ + AUSWAHL + KURZ + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	1	f67r2
P912-D0134	chekody	CHK+O+D_ADDR+Y	BEHANDLUNG + GANG + UNTER + DIES	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f67r2
P912-D1219	sosho	S+O+SH+O	WAHL + GANG + HALT + GANG	WORKSHOP_PROSE	Arbeitsvariante auswählen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Arbeitsgang ausführen	1	f67r2
P912-D0231	chos	CH+O+S	AUSWAHL + GANG + WAHL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	2	f67r2
P912-D0521	ockhy	O+CKH+Y	GANG + DURCHLASS + DIES	WORKSHOP_PROSE	Arbeitsgang ausführen; durch einen Durchlass führen; dieser Arbeitsgegenstand	1	f67r2
P912-D0751	os	OS	DAZU	WORKSHOP_PROSE	dazu oder außerdem	2	f67r2
P912-D1030	qsg	CARRIER_Q+S+G_LABEL	EINTRITT + WAHL + G	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsvariante auswählen; lokales Schreibzeichen	1	f67r2
P912-D0559	ofydy	O+LOCAL_CHAR_F+Y+DY	GANG + F + DIES + ENDE	WORKSHOP_PROSE	Arbeitsgang ausführen; lokales Schreibzeichen; dieser Arbeitsgegenstand; Arbeitsschritt schließen	1	f67r2
P912-D1151	sheody	SH+E+O+D_ADDR+Y	HALT + KURZ + GANG + UNTER + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f67r2
P912-D1277	ycheody	Y+CHEO+D_ADDR+Y	DIES + AUSZUG + UNTER + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Auszug; bezeichneter Teil; dieser Arbeitsgegenstand	1	f67r2
P912-D0399	es	E+S	KURZ + WAHL	WORKSHOP_PROSE	kurz oder direkt; Arbeitsvariante auswählen	1	f67r2
P912-D0530	odaiiin	O+DA+LOCAL_CHAR_I+IIN	GANG + ZWEIT + I + STUFE	WORKSHOP_PROSE	Arbeitsgang ausführen; zweite Arbeitsstufe; lokales Schreibzeichen; Arbeitsstufe	1	f67r2
P912-D1291	yekees	Y+E+K+EE+S	DIES + KURZ + ZUORDNUNG + LANG + WAHL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; kurz oder direkt; Material zugeben; länger oder gehalten; Arbeitsvariante auswählen	1	f67r2
P912-D0743	oraly	OR+AL+Y	EINTRAG + ZIEL + DIES	WORKSHOP_PROSE	Ansatz oder Zubereitung; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	1	f67r2
P912-D1293	yfain	Y+LOCAL_CHAR_F+AIN	DIES + F + EINHEIT	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; lokales Bildzeichen; Einheit oder Index	1	f67r2
P912-D1262	todaiin	T+O+AIIN	EINSTELLUNG + GANG + SOLLWERT	WORKSHOP_PROSE	Arbeitsgang einstellen; Arbeitsgang ausführen; Sollmaß	1	f67r2
P912-D0299	dain	AIN	EINHEIT	WORKSHOP_PROSE	Portion	1	f67r2
P912-D0199	choer	CH+O+E+R	AUSWAHL + GANG + KURZ + MARKE	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; kurz oder direkt; Zustand kennzeichnen	1	f67r2
P912-D0198	choeea	CH+O+EE+A_ADDR	AUSWAHL + GANG + LANG + ADRESSE	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; länger oder gehalten; lokale Arbeitsstelle	1	f67r2
P912-D1077	sal	S+AL	WAHL + ZIEL	WORKSHOP_PROSE	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle	1	f67r2
P912-D0283	dadaiin	DA+D_ADDR+AIIN	ZWEIT + UNTER + SOLLWERT	WORKSHOP_PROSE	zweite Arbeitsstufe; bezeichneter Teil; Sollmaß	1	f67r2
P912-D1025	qotoear	OT+O+E+AR	NAECHST + GANG + KURZ + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Reihe aufrufen; erster Grad; Quell- oder Bezugsstelle	1	f67r2
P912-D0337	dchdar	D_ADDR+CHD+AR	UNTER + WECHSEL + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Unterplatz; zu Gegen- oder Folgeplatz wechseln; Quell- oder Bezugsstelle	1	f67r2
P912-D1273	y	Y	DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz	1	f67r2
P912-D1082	saldal	S+AL+DA+L	WAHL + ZIEL + ZWEIT + VERBINDUNG	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; Zielplatz; zweite Bildstufe; Bildverbindung	1	f67r2
P912-D1373	ytodal	Y+T+O+DA+L	DIES + EINSTELLUNG + GANG + ZWEIT + VERBINDUNG	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; Reihe aufrufen; zweite Bildstufe; Bildverbindung	1	f67r2
P912-D1265	tol	T+OL	EINSTELLUNG + WEITER	OWNER_ADDRESS_OR_DIAGRAM	Platz oder Wert einstellen; dieselbe Reihe fortführen	1	f67r2
P912-D0291	daiin	AIIN	SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	verzeichneter Sollwert	1	f67r2
P912-D0786	otar	OT+AR	NAECHST + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Quell- oder Bezugsstelle	4	f67r2,f70v
P912-D0392	dy	Y	DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz	2	f67r2,f70v
P912-D0184	cho	HO	TEIL	OWNER_ADDRESS_OR_DIAGRAM	Teil oder Mitglied der Bildklasse	1	f67r2
P912-D0309	dal	AL	ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Zielplatz	1	f67r2
P912-D0405	g	G_LABEL	G	OWNER_ADDRESS_OR_DIAGRAM	lokales Bildzeichen	1	f67r2
P912-D1359	ytchodly	Y+T+CH+O+D_ADDR+L+Y	DIES + EINSTELLUNG + AUSWAHL + GANG + UNTER + VERBINDUNG + DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz; Bildverbindung; dieser Bildplatz	1	f67r2
P912-D0528	octhys	O+CTH+Y+S	GANG + BEREIT + DIES + WAHL	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Bereitschaftsklasse; dieser Bildplatz; Bildklasse auswählen	1	f67r2
P912-D1378	ytokar	Y+T+OK+AR	DIES + EINSTELLUNG + START + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Platz oder Wert einstellen; Bildplatz aktivieren; Quell- oder Bezugsstelle	1	f67r2
P912-D0854	otolor	OT+OL+OR	NAECHST + WEITER + EINTRAG	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; dieselbe Reihe fortführen; Eintragsklasse	1	f67r2
P912-D0646	okodar	OK+O+DA+R	START + GANG + ZWEIT + MARKE	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Reihe aufrufen; zweite Bildstufe; Zustandsmarke	2	f67r2
P912-D0011	air	AIR	LAUFWEG	OWNER_ADDRESS_OR_DIAGRAM	Ringlauf	1	f67r2
P912-D1195	soear	S+O+E+AR	WAHL + GANG + KURZ + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; Reihe aufrufen; erster Grad; Quell- oder Bezugsstelle	1	f67r2
P912-D0261	cpheey	CPH+EE+Y	GEGENLAUF + LANG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Gegenplatz; zweiter Grad; dieser Bildplatz	1	f67r2
P912-D0552	oepchod	O+E+P+CH+O+D_ADDR	GANG + KURZ + EINSATZ + AUSWAHL + GANG + UNTER	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; erster Grad; Platz besetzen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Unterplatz	1	f67r2
P912-D0054	ay	A_ADDR+Y	ADRESSE + DIES	OWNER_ADDRESS_OR_DIAGRAM	lokale Bildadresse; dieser Bildplatz	1	f67r2
P912-D0754	osar	O+S+AR	GANG + WAHL + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Bildklasse auswählen; Quell- oder Bezugsstelle	1	f67r2
P912-D0745	oran	OR+AN	EINTRAG + ZUSATZ	OWNER_ADDRESS_OR_DIAGRAM	Eintragsklasse; zusätzlicher Eintrag	1	f67r2
P912-D0324	dar	D_ADDR+AR	UNTER + QUELLE	WORKSHOP_PROSE	bezeichneter Teil; Entnahmestelle	1	f67r2
P912-D0023	aldaiin	AL+D_ADDR+AIIN	ZIEL + UNTER + SOLLWERT	WORKSHOP_PROSE	Ziel- oder Anschlussstelle; bezeichneter Teil; Sollmaß	1	f67r2
P912-D1284	ydaiin	Y+D_ADDR+AIIN	DIES + UNTER + SOLLWERT	WORKSHOP_PROSE	dieser Arbeitsgegenstand; bezeichneter Teil; Sollmaß	2	f67r2
P912-D0910	qkoy	CARRIER_Q+K+O+Y	EINTRITT + ZUORDNUNG + GANG + DIES	WORKSHOP_PROSE	neuen Kartenblock beginnen; Material zugeben; Arbeitsgang ausführen; dieser Arbeitsgegenstand	1	f67r2
P912-D0929	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	EINTRITT + GANG + F + LAUFWEG	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; lokales Schreibzeichen; Flüssigkeits- oder Stationslauf	1	f67r2
P912-D1347	ypair	Y+P+AIR	DIES + EINSATZ + LAUFWEG	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material einsetzen; Flüssigkeits- oder Stationslauf	1	f67r2
P912-D1337	ykoaiin	Y+K+O+AIIN	DIES + ZUORDNUNG + GANG + SOLLWERT	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Arbeitsgang ausführen; Sollmaß	1	f67r2
P912-D1289	ydoly	Y+D_ADDR+OL+Y	DIES + UNTER + WEITER + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; bezeichneter Teil; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	1	f67r2
P912-D1358	ytalchos	Y+T+AL+CH+O+S	DIES + EINSTELLUNG + ZIEL + AUSWAHL + GANG + WAHL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	1	f67r2
P912-D0720	oly	OL+Y	WEITER + DIES	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	1	f67r2
P912-D0642	okey	OK+E+Y	START + KURZ + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; dieser Arbeitsgegenstand	1	f67r2
P912-D1227	sshey	S+SH+E+Y	WAHL + HALT + KURZ + DIES	WORKSHOP_PROSE	Arbeitsvariante auswählen; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	1	f67r2
P912-D1231	sy	Y	DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand	1	f67r2
P912-D1139	shees	SH+EE+S	HALT + LANG + WAHL	WORKSHOP_PROSE	Arbeitsgegenstand halten; länger oder gehalten; Arbeitsvariante auswählen	1	f67r2
P912-D0909	qeykeey	CARRIER_Q+E+Y+K+EE+Y	EINTRITT + KURZ + DIES + ZUORDNUNG + LANG + DIES	WORKSHOP_PROSE	neuen Kartenblock beginnen; kurz oder direkt; dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	1	f67r2
P912-D1310	ykchey	Y+K+CH+E+Y	DIES + ZUORDNUNG + AUSWAHL + KURZ + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	2	f67r2
P912-D0965	qokeochy	OK+E+O+CH+Y	START + KURZ + GANG + AUSWAHL + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f67r2
P912-D0510	oaiin	O+AIIN	GANG + SOLLWERT	WORKSHOP_PROSE	Arbeitsgang ausführen; Sollmaß	1	f67r2
P912-D0680	olar	OL+AR	WEITER + QUELLE	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Entnahmestelle	1	f67r2
P912-D1353	yshey	Y+SH+E+Y	DIES + HALT + KURZ + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	1	f67r2
P912-D0960	qokeeody	OK+EE+O+D_ADDR+Y	START + LANG + GANG + UNTER + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f67r2
P912-D0156	cheos	CHEO+S	AUSZUG + WAHL	WORKSHOP_PROSE	Auszug; Arbeitsvariante auswählen	1	f67r2
P912-D0547	oeeos	O+EE+O+S	GANG + LANG + GANG + WAHL	WORKSHOP_PROSE	Arbeitsgang ausführen; länger oder gehalten; Arbeitsgang ausführen; Arbeitsvariante auswählen	1	f67r2
P912-D0918	qockhy	CARRIER_Q+O+CKH+Y	EINTRITT + GANG + DURCHLASS + DIES	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; durch einen Durchlass führen; dieser Arbeitsgegenstand	1	f67r2
P912-D0618	okeeody	OK+EE+O+D_ADDR+Y	START + LANG + GANG + UNTER + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f67r2
P912-D0972	qokoaiin	OK+O+AIIN	START + GANG + SOLLWERT	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsgang ausführen; Sollmaß	1	f67r2
P912-D0532	odain	O+D_ADDR+AIN	GANG + UNTER + EINHEIT	WORKSHOP_PROSE	Arbeitsgang ausführen; bezeichneter Teil; Portion	1	f67r2
P912-D0055	ay	A_ADDR+Y	ADRESSE + DIES	WORKSHOP_PROSE	lokale Arbeitsstelle; dieser Arbeitsgegenstand	1	f67r2
P912-D1173	shokchy	SH+OK+CH+Y	HALT + START + AUSWAHL + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f68r1
P912-D0244	chteey	CH+T+EE+Y	AUSWAHL + EINSTELLUNG + LANG + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	1	f68r1
P912-D0234	choteey	CH+OT+EE+Y	AUSWAHL + NAECHST + LANG + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand	1	f68r1
P912-D0264	cphol	CPH+OL	GEGENLAUF + WEITER	WORKSHOP_PROSE	umleiten; im selben Arbeitsgang fortfahren	1	f68r1
P912-D0153	cheor	CHEO+R	AUSZUG + MARKE	WORKSHOP_PROSE	Auszug; Zustand kennzeichnen	1	f68r1
P912-D0724	opcheeol	O+P+CH+EE+OL	GANG + EINSATZ + AUSWAHL + LANG + WEITER	WORKSHOP_PROSE	Arbeitsgang ausführen; Material einsetzen; bezeichneten Anteil entnehmen; länger oder gehalten; im selben Arbeitsgang fortfahren	1	f68r1
P912-D0860	otor	OT+OR	NAECHST + EINTRAG	WORKSHOP_PROSE	danach oder nächster Posten; Ansatz oder Zubereitung	1	f68r1
P912-D0190	choctheeey	CH+O+CTH+EEE+Y	AUSWAHL + GANG + BEREIT + VOLL + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bis bereit führen; vollständig; dieser Arbeitsgegenstand	1	f68r1
P912-D0600	okchoal	OK+CH+O+AL	START + AUSWAHL + GANG + ZIEL	WORKSHOP_PROSE	Arbeitsgang ansetzen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	1	f68r1
P912-D1261	tochso	T+O+CH+S+O	EINSTELLUNG + GANG + AUSWAHL + WAHL + GANG	WORKSHOP_PROSE	Arbeitsgang einstellen; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen; Arbeitsgang ausführen	1	f68r1
P912-D0796	otchl	OT+CH+L	NAECHST + AUSWAHL + VERBINDUNG	WORKSHOP_PROSE	danach oder nächster Posten; bezeichneten Anteil entnehmen; entlang des Arbeitswegs führen	1	f68r1
P912-D0957	qokeeedy	OK+EEE+DY	START + VOLL + ENDE	WORKSHOP_PROSE	Arbeitsgang ansetzen; vollständig; Arbeitsschritt schließen	1	f68r1
P912-D0125	cheey	SH+EE+Y	HALT + LANG + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	1	f68r1
P912-D0122	cheeteey	CH+EE+T+EE+Y	AUSWAHL + LANG + EINSTELLUNG + LANG + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; länger oder gehalten; Arbeitsgang einstellen; länger oder gehalten; dieser Arbeitsgegenstand	1	f68r1
P912-D1365	yteody	Y+T+E+O+DY	DIES + EINSTELLUNG + KURZ + GANG + ENDE	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Arbeitsschritt schließen	1	f68r1
P912-D0240	chpor	CH+P+OR	AUSWAHL + EINSATZ + EINTRAG	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Material einsetzen; Ansatz oder Zubereitung	1	f68r1
P912-D0145	cheokorchey	CHEO+K+OR+CH+E+Y	AUSZUG + ZUORDNUNG + EINTRAG + AUSWAHL + KURZ + DIES	WORKSHOP_PROSE	Auszug; Material zugeben; Ansatz oder Zubereitung; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	1	f68r1
P912-D0192	chod	CH+O+D_ADDR	AUSWAHL + GANG + UNTER	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil	1	f68r1
P912-D1163	shey	SH+E+Y	HALT + KURZ + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	1	f68r1
P912-D0913	qocheey	CARRIER_Q+O+CH+EE+Y	EINTRITT + GANG + AUSWAHL + LANG + DIES	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; bezeichneten Anteil entnehmen; länger oder gehalten; dieser Arbeitsgegenstand	1	f68r1
P912-D0203	chokal	OK+AL	START + ZIEL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle	1	f68r1
P912-D0627	okeey	OK+EE+Y	START + LANG + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; dieser Arbeitsgegenstand	1	f68r1
P912-D1051	ror	R+OR	MARKE + EINTRAG	WORKSHOP_PROSE	Zustand kennzeichnen; Ansatz oder Zubereitung	1	f68r1
P912-D0397	eckhear	E+CKH+E+AR	KURZ + DURCHLASS + KURZ + QUELLE	WORKSHOP_PROSE	kurz oder direkt; durch einen Durchlass führen; kurz oder direkt; Entnahmestelle	1	f68r1
P912-D0327	daram	DA+R+A_ADDR+AM_ADDR	ZWEIT + MARKE + ADRESSE + INNEN	WORKSHOP_PROSE	zweite Arbeitsstufe; Zustand kennzeichnen; lokale Arbeitsstelle; Innenstelle	1	f68r1
P912-D0347	dchor	D_ADDR+CH+OR	UNTER + AUSWAHL + EINTRAG	WORKSHOP_PROSE	bezeichneter Teil; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	1	f68r1
P912-D0568	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	START + ADRESSE + I + STUFE	WORKSHOP_PROSE	Arbeitsgang ansetzen; lokale Arbeitsstelle; lokales Schreibzeichen; Arbeitsstufe	1	f68r1
P912-D1344	yky	Y+K+Y	DIES + ZUORDNUNG + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand	1	f68r1
P912-D0335	dary	DA+R+Y	ZWEIT + MARKE + DIES	WORKSHOP_PROSE	zweite Arbeitsstufe; Zustand kennzeichnen; dieser Arbeitsgegenstand	1	f68r1
P912-D0175	chkchykoly	CHK+CH+Y+K+OL+Y	BEHANDLUNG + AUSWAHL + DIES + ZUORDNUNG + WEITER + DIES	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand; Material zugeben; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	1	f68r1
P912-D0645	okodaly	OK+O+DA+L+Y	START + GANG + ZWEIT + VERBINDUNG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Reihe aufrufen; zweite Bildstufe; Bildverbindung; dieser Bildplatz	1	f68r1
P912-D0537	odchecthy	O+D_ADDR+CH+E+CTH+Y	GANG + UNTER + AUSWAHL + KURZ + BEREIT + DIES	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Unterplatz; Klasse oder Figur kennzeichnen; erster Grad; Bereitschaftsklasse; dieser Bildplatz	1	f68r1
P912-D0792	otcheody	OT+CHEO+D_ADDR+Y	NAECHST + AUSZUG + UNTER + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; lokaler Eintrag; Unterplatz; dieser Bildplatz	1	f68r1
P912-D0644	okoaly	OK+O+AL+Y	START + GANG + ZIEL + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Reihe aufrufen; Zielplatz; dieser Bildplatz	1	f68r1
P912-D0187	chocfhy	CH+O+CFH+Y	AUSWAHL + GANG + TRENNEN + DIES	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; Reihe aufrufen; Trennklasse; dieser Bildplatz	1	f68r1
P912-D0525	octhey	O+CTH+E+Y	GANG + BEREIT + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Bereitschaftsklasse; erster Grad; dieser Bildplatz	1	f68r1
P912-D0865	otshey	OT+SH+E+Y	NAECHST + HALT + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Bezug festhalten; erster Grad; dieser Bildplatz	1	f68r1
P912-D0872	otydy	OT+Y+D_ADDR+Y	NAECHST + DIES + UNTER + DIES	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; dieser Bildplatz; Unterplatz; dieser Bildplatz	1	f68r1
P912-D0608	okear	OK+E+AR	START + KURZ + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; erster Grad; Quell- oder Bezugsstelle	1	f68r1
P912-D0262	cphocthy	CPH+O+CTH+Y	GEGENLAUF + GANG + BEREIT + DIES	OWNER_ADDRESS_OR_DIAGRAM	Gegenplatz; Reihe aufrufen; Bereitschaftsklasse; dieser Bildplatz	1	f68r1
