page	locus	section	language	hand	y_occurrences	y_ordinals	context_classes	zl3b_line	v35_token_glosses_de	v36_token_glosses_de	v36_working_translation_de	base_unknown_tokens	v36_unknown_tokens
f53r	f53r.8	H	A	1	1	8	Y_MEDIAL_LEFT_CLOSE	qotchol dar qoty chtor oltsho ykeeod o y toyd	Material: kalt und trocken | abgemessene Fraktion I | kalt am Anfang des Grades | [chtor:?] | [oltsho:?] | [ykeeod:?] | [o:?] | [y:?] | [toyd:?]	Material: kalt und trocken | abgemessene Fraktion I | kalt am Anfang des Grades | [chtor:?] | [oltsho:?] | [ykeeod:?] | [o:?] | Eintragsteil abgeschlossen | [toyd:?]	Material: kalt und trocken; abgemessene Fraktion I; kalt am Anfang des Grades; [chtor:?]; [oltsho:?]; [ykeeod:?]; [o:?]; [toyd:?]	6	5
f54v	f54v.13	H	A	1	1	1	Y_BOS_ENTRY	y chol okal yckhey	[y:?] | trocken; nominal trockenes Gut/Material | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [yckhey:?]	Eintrag: | trocken; nominal trockenes Gut/Material | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [yckhey:?]	Eintrag: trocken; nominal trockenes Gut/Material; Rohstoffklasse I im Ansatz, heiß am Gradanfang; [yckhey:?]	2	1
f55r	f55r.2	H	B	2	1	6	Y_MEDIAL_UNRESOLVED_HINGE	okair or aiin chody ykair y qokar okar ol ykar ar al	[okair:?] | Drogenportion | Menge III | [chody:?] | [ykair:?] | [y:?] | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ykar:?] | Drogenfraktion I | Rohstoffklasse I	[okair:?] | Drogenportion | Menge III | [chody:?] | [ykair:?] | hierzu: | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ykar:?] | Drogenfraktion I | Rohstoffklasse I	[okair:?]; Drogenportion; Menge III; [chody:?]; [ykair:?]; hierzu: heiße Drogenfraktion I; heiße Drogenfraktion I im Ansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [ykar:?]; Drogenfraktion I; Rohstoffklasse I	5	4
f55r	f55r.5	H	B	2	1	1	Y_BOS_ENTRY	y or aiin okal chol kchoy pchtchdy oaiin okasor olkam	[y:?] | Drogenportion | Menge III | Rohstoffklasse I im Ansatz, heiß am Gradanfang | trocken; nominal trockenes Gut/Material | [kchoy:?] | [pchtchdy:?] | Ansatzmenge III | [okasor:?] | heißes Material [terminal-M]	Eintrag: | Drogenportion | Menge III | Rohstoffklasse I im Ansatz, heiß am Gradanfang | trocken; nominal trockenes Gut/Material | [kchoy:?] | [pchtchdy:?] | Ansatzmenge III | [okasor:?] | heißes Material [terminal-M]	Eintrag: Drogenportion; Menge III; Rohstoffklasse I im Ansatz, heiß am Gradanfang; trocken; nominal trockenes Gut/Material; [kchoy:?]; [pchtchdy:?]; Ansatzmenge III; [okasor:?]; heißes Material [terminal-M]	4	3
f55r	f55r.6	H	B	2	1	5	Y_MEDIAL_BIDIRECTIONAL_HINGE	tcho daiin sho ke y kedy okol chdy	[tcho:?] | Grad-/Maßwert III | feuchter Ansatz | [ke:?] | [y:?] | heiß in der Mitte des Grades, abgeschlossen | [okol:?] | trocken am Anfang des Grades, abgeschlossen	[tcho:?] | Grad-/Maßwert III | feuchter Ansatz | [ke:?] | ; hierzu: | heiß in der Mitte des Grades, abgeschlossen | [okol:?] | trocken am Anfang des Grades, abgeschlossen	[tcho:?]; Grad-/Maßwert III; feuchter Ansatz; [ke:?]; hierzu: heiß in der Mitte des Grades, abgeschlossen; [okol:?]; trocken am Anfang des Grades, abgeschlossen	4	3
f55v	f55v.10	H	B	2	1	9	Y_MEDIAL_BIDIRECTIONAL_HINGE	oaiin ol s aiin okaiin oky ytaiin otar y kal ykar ol	Ansatzmenge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [s:?] | Menge III | heiß, Grad III, im Ansatzrahmen | heißer Ansatz am Anfang des Grades | [ytaiin:?] | kalte Drogenfraktion I im Ansatz | [y:?] | Rohstoffklasse I, heiß am Gradanfang | [ykar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Ansatzmenge III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [s:?] | Menge III | heiß, Grad III, im Ansatzrahmen | heißer Ansatz am Anfang des Grades | [ytaiin:?] | kalte Drogenfraktion I im Ansatz | ; hierzu: | Rohstoffklasse I, heiß am Gradanfang | [ykar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Ansatzmenge III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [s:?]; Menge III; heiß, Grad III, im Ansatzrahmen; heißer Ansatz am Anfang des Grades; [ytaiin:?]; kalte Drogenfraktion I im Ansatz; hierzu: Rohstoffklasse I, heiß am Gradanfang; [ykar:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	4	3
f55v	f55v.11	H	B	2	1	9	Y_MEDIAL_LEFT_CLOSE	ykaiin cheoar cheeky oldy aiin okal oltchy or y orain	[ykaiin:?] | [cheoar:?] | [cheeky:?] | [oldy:?] | Menge III | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [oltchy:?] | Drogenportion | [y:?] | [orain:?]	[ykaiin:?] | [cheoar:?] | [cheeky:?] | [oldy:?] | Menge III | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [oltchy:?] | Drogenportion | Eintragsteil abgeschlossen | [orain:?]	[ykaiin:?]; [cheoar:?]; [cheeky:?]; [oldy:?]; Menge III; Rohstoffklasse I im Ansatz, heiß am Gradanfang; [oltchy:?]; Drogenportion; [orain:?]	7	6
f55v	f55v.8	H	B	2	1	11	Y_EOS_CLOSE	tar chedy qokaiin okar qol otar cho ar talody okar y	kalte Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | heiße Drogenfraktion I im Ansatz | [qol:?] | kalte Drogenfraktion I im Ansatz | [cho:?] | Drogenfraktion I | [talody:?] | heiße Drogenfraktion I im Ansatz | [y:?]	kalte Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | heiße Drogenfraktion I im Ansatz | [qol:?] | kalte Drogenfraktion I im Ansatz | [cho:?] | Drogenfraktion I | [talody:?] | heiße Drogenfraktion I im Ansatz | Eintrag abgeschlossen	kalte Drogenfraktion I; trocken in der Mitte des Grades, abgeschlossen; heiß, Grad III; heiße Drogenfraktion I im Ansatz; [qol:?]; kalte Drogenfraktion I im Ansatz; [cho:?]; Drogenfraktion I; [talody:?]; heiße Drogenfraktion I im Ansatz.	4	3
f56r	f56r.1	H	A	1	1	4	Y_MEDIAL_UNRESOLVED_HINGE	o chal chchs y oty esedy chy ychocphy chorchy chy	[o:?] | Rohstoffklasse I, trocken am Gradanfang | [chchs:?] | [y:?] | kalter Ansatz am Anfang des Grades | [esedy:?] | trocken am Anfang des Grades | [ychocphy:?] | [chorchy:?] | trocken am Anfang des Grades	[o:?] | Rohstoffklasse I, trocken am Gradanfang | [chchs:?] | hierzu: | kalter Ansatz am Anfang des Grades | [esedy:?] | trocken am Anfang des Grades | [ychocphy:?] | [chorchy:?] | trocken am Anfang des Grades	[o:?]; Rohstoffklasse I, trocken am Gradanfang; [chchs:?]; hierzu: kalter Ansatz am Anfang des Grades; [esedy:?]; trocken am Anfang des Grades; [ychocphy:?]; [chorchy:?]; trocken am Anfang des Grades	6	5
f56r	f56r.10	H	A	1	1	5	Y_MEDIAL_BIDIRECTIONAL_HINGE	yt chor otchy chok y t chey r okaiin	[yt:?] | Pflanzen-/Reproduktionsteil | kalt-trockener Ansatz am Anfang des Grades | [chok:?] | [y:?] | [t:?] | trocken in der Mitte des Grades | [r:?] | heiß, Grad III, im Ansatzrahmen	[yt:?] | Pflanzen-/Reproduktionsteil | kalt-trockener Ansatz am Anfang des Grades | [chok:?] | ; hierzu: | [t:?] | trocken in der Mitte des Grades | [r:?] | heiß, Grad III, im Ansatzrahmen	[yt:?]; Pflanzen-/Reproduktionsteil; kalt-trockener Ansatz am Anfang des Grades; [chok:?]; hierzu: [t:?]; trocken in der Mitte des Grades; [r:?]; heiß, Grad III, im Ansatzrahmen	5	4
f56r	f56r.6	H	A	1	1	6	Y_EOS_CLOSE	ykcho dy dchey keey daiin y	[ykcho:?] | [dy:?] | [dchey:?] | heiß am Ende des Grades | Grad-/Maßwert III | [y:?]	[ykcho:?] | [dy:?] | [dchey:?] | heiß am Ende des Grades | Grad-/Maßwert III | Eintrag abgeschlossen	[ykcho:?]; [dy:?]; [dchey:?]; heiß am Ende des Grades; Grad-/Maßwert III.	4	3
f56v	f56v.10	H	A	1	1	7	Y_MEDIAL_RIGHT_REFERENCE	ol kchy ksho shy ytol chotor y dy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß und trocken am Anfang des Grades | [ksho:?] | feucht am Anfang des Grades | [ytol:?] | [chotor:?] | [y:?] | [dy:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß und trocken am Anfang des Grades | [ksho:?] | feucht am Anfang des Grades | [ytol:?] | [chotor:?] | hierzu: | [dy:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß und trocken am Anfang des Grades; [ksho:?]; feucht am Anfang des Grades; [ytol:?]; [chotor:?]; hierzu: [dy:?]	5	4
f58r	f58r.6	S	A	3	1	5	Y_MEDIAL_UNRESOLVED_HINGE	torchey otaiin chary oteor y otal dalchor ykeey choltam	[torchey:?] | kalt im Zubereitungsrahmen, Grad III | [chary:?] | [oteor:?] | [y:?] | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [dalchor:?] | [ykeey:?] | [choltam:?]	[torchey:?] | kalt im Zubereitungsrahmen, Grad III | [chary:?] | [oteor:?] | hierzu: | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [dalchor:?] | [ykeey:?] | [choltam:?]	[torchey:?]; kalt im Zubereitungsrahmen, Grad III; [chary:?]; [oteor:?]; hierzu: Rohstoffklasse I im Ansatz, kalt am Gradanfang; [dalchor:?]; [ykeey:?]; [choltam:?]	7	6
f58v	f58v.11	S	A	3	1	6	Y_MEDIAL_LEFT_CLOSE	tchol shol tor qokair or y ykaiin dory okaiir chodaiin otals	[tchol:?] | feucht; nominal feuchtes Gut/Material | kalte Drogenportion | [qokair:?] | Drogenportion | [y:?] | [ykaiin:?] | abgemessene Portion | [okaiir:?] | [chodaiin:?] | [otals:?]	[tchol:?] | feucht; nominal feuchtes Gut/Material | kalte Drogenportion | [qokair:?] | Drogenportion | Eintragsteil abgeschlossen | [ykaiin:?] | abgemessene Portion | [okaiir:?] | [chodaiin:?] | [otals:?]	[tchol:?]; feucht; nominal feuchtes Gut/Material; kalte Drogenportion; [qokair:?]; Drogenportion; [ykaiin:?]; abgemessene Portion; [okaiir:?]; [chodaiin:?]; [otals:?]	7	6
f58v	f58v.13	S	A	3	1	9	Y_MEDIAL_BIDIRECTIONAL_HINGE	qoeear alkeain ytal chos alor okal chcthy tal y kar	[qoeear:?] | [alkeain:?] | [ytal:?] | [chos:?] | [alor:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | Rohstoffklasse I, kalt am Gradanfang | [y:?] | heiße Drogenfraktion I	[qoeear:?] | [alkeain:?] | [ytal:?] | [chos:?] | [alor:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | Rohstoffklasse I, kalt am Gradanfang | ; hierzu: | heiße Drogenfraktion I	[qoeear:?]; [alkeain:?]; [ytal:?]; [chos:?]; [alor:?]; Rohstoffklasse I im Ansatz, heiß am Gradanfang; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; Rohstoffklasse I, kalt am Gradanfang; hierzu: heiße Drogenfraktion I	6	5
f58v	f58v.2	S	A	3	1	5	Y_MEDIAL_UNRESOLVED_HINGE	dair or aiin tair y qotalody s aiin okeody qotair ar alor orky	abgemessene Fraktion II | Drogenportion | Menge III | [tair:?] | [y:?] | [qotalody:?] | [s:?] | Menge III | [okeody:?] | [qotair:?] | Drogenfraktion I | [alor:?] | [orky:?]	abgemessene Fraktion II | Drogenportion | Menge III | [tair:?] | hierzu: | [qotalody:?] | [s:?] | Menge III | [okeody:?] | [qotair:?] | Drogenfraktion I | [alor:?] | [orky:?]	abgemessene Fraktion II; Drogenportion; Menge III; [tair:?]; hierzu: [qotalody:?]; [s:?]; Menge III; [okeody:?]; [qotair:?]; Drogenfraktion I; [alor:?]; [orky:?]	8	7
f58v	f58v.27	S	A	3	1	5	Y_MEDIAL_LEFT_CLOSE	qokar s aiin al y qokchedy qoekaly odaiin qokar char alaiinom	heiße Drogenfraktion I | [s:?] | Menge III | Rohstoffklasse I | [y:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [qoekaly:?] | Zubereitungsdosis III | heiße Drogenfraktion I | [char:?] | [alaiinom:?]	heiße Drogenfraktion I | [s:?] | Menge III | Rohstoffklasse I | Eintragsteil abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | [qoekaly:?] | Zubereitungsdosis III | heiße Drogenfraktion I | [char:?] | [alaiinom:?]	heiße Drogenfraktion I; [s:?]; Menge III; Rohstoffklasse I; heiß und trocken in der Mitte des Grades, abgeschlossen; [qoekaly:?]; Zubereitungsdosis III; heiße Drogenfraktion I; [char:?]; [alaiinom:?]	5	4
f58v	f58v.4	S	A	3	1	4	Y_MEDIAL_BIDIRECTIONAL_HINGE	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal	Drogenportion | Menge III | [okair:?] | [y:?] | abgemessene Fraktion II | Rohstoffklasse I | Rohstoffklasse I, heiß am Gradanfang | heiß, Grad III | [qokaly:?] | heiße Drogenfraktion I im Ansatz | [olkaly:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang	Drogenportion | Menge III | [okair:?] | ; hierzu: | abgemessene Fraktion II | Rohstoffklasse I | Rohstoffklasse I, heiß am Gradanfang | heiß, Grad III | [qokaly:?] | heiße Drogenfraktion I im Ansatz | [olkaly:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang	Drogenportion; Menge III; [okair:?]; hierzu: abgemessene Fraktion II; Rohstoffklasse I; Rohstoffklasse I, heiß am Gradanfang; heiß, Grad III; [qokaly:?]; heiße Drogenfraktion I im Ansatz; [olkaly:?]; Rohstoffklasse I im Ansatz, heiß am Gradanfang	4	3
f58v	f58v.7	S	A	3	1	1	Y_BOS_ENTRY	y daiin qokeey qokar lchedy qokalor sheols oteor aiin cheky	[y:?] | Grad-/Maßwert III | heiß am Ende des Grades | heiße Drogenfraktion I | getrocknetes Drogenholz | [qokalor:?] | [sheols:?] | [oteor:?] | Menge III | [cheky:?]	Eintrag: | Grad-/Maßwert III | heiß am Ende des Grades | heiße Drogenfraktion I | getrocknetes Drogenholz | [qokalor:?] | [sheols:?] | [oteor:?] | Menge III | [cheky:?]	Eintrag: Grad-/Maßwert III; heiß am Ende des Grades; heiße Drogenfraktion I; getrocknetes Drogenholz; [qokalor:?]; [sheols:?]; [oteor:?]; Menge III; [cheky:?]	5	4
f5v	f5v.4	H	A	1	1	9	Y_MEDIAL_BIDIRECTIONAL_HINGE	qotor shees otol ykoiin shol daiin cthor okch y taiin	kalte Drogenportion | [shees:?] | kaltes Zubereitungsgut | [ykoiin:?] | feucht; nominal feuchtes Gut/Material | Qualitätsgrad III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [okch:?] | [y:?] | kalt, Grad III	kalte Drogenportion | [shees:?] | kaltes Zubereitungsgut | [ykoiin:?] | feucht; nominal feuchtes Gut/Material | Qualitätsgrad III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [okch:?] | ; hierzu: | kalt, Grad III	kalte Drogenportion; [shees:?]; kaltes Zubereitungsgut; [ykoiin:?]; feucht; nominal feuchtes Gut/Material; Qualitätsgrad III; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; [okch:?]; hierzu: kalt, Grad III	4	3
f66r	f66r.16	T	B	5	1	1	Y_LABEL_SIGLUM	y	[y:?]	Beschriftungszeichen	[Beschriftungszeichen]	1	0
f66r	f66r.20	T	B	5	1	1	Y_LABEL_SIGLUM	y	[y:?]	Beschriftungszeichen	[Beschriftungszeichen]	1	0
f66r	f66r.29	T	B	5	1	1	Y_LABEL_SIGLUM	y	[y:?]	Beschriftungszeichen	[Beschriftungszeichen]	1	0
f66r	f66r.32	T	B	5	1	1	Y_LABEL_SIGLUM	y	[y:?]	Beschriftungszeichen	[Beschriftungszeichen]	1	0
f66r	f66r.62	T	B	5	1	7	Y_MEDIAL_RIGHT_REFERENCE	ol cheeky daiir chky axor akar y daiin	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheeky:?] | abgemessene Fraktion III | [chky:?] | [axor:?] | [akar:?] | [y:?] | Grad-/Maßwert III	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheeky:?] | abgemessene Fraktion III | [chky:?] | [axor:?] | [akar:?] | hierzu: | Grad-/Maßwert III	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [cheeky:?]; abgemessene Fraktion III; [chky:?]; [axor:?]; [akar:?]; hierzu: Grad-/Maßwert III	5	4
f6r	f6r.1	H	A	1	1	2	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	foar y shol cholor cphol chor ch chopchol otcham	[foar:?] | [y:?] | feucht; nominal feuchtes Gut/Material | trockene Zutat | [cphol:?] | Pflanzen-/Reproduktionsteil | [ch:?] | [chopchol:?] | [otcham:?]	[foar:?] | hierzu: | feucht; nominal feuchtes Gut/Material | trockene Zutat | [cphol:?] | Pflanzen-/Reproduktionsteil | [ch:?] | [chopchol:?] | [otcham:?]	[foar:?]; hierzu: feucht; nominal feuchtes Gut/Material; trockene Zutat; [cphol:?]; Pflanzen-/Reproduktionsteil; [ch:?]; [chopchol:?]; [otcham:?]	6	5
f6r	f6r.14	H	A	1	1	3	Y_MEDIAL_UNRESOLVED_HINGE	ysho taiin y kaiim	[ysho:?] | kalt, Grad III | [y:?] | [kaiim:?]	[ysho:?] | kalt, Grad III | hierzu: | [kaiim:?]	[ysho:?]; kalt, Grad III; hierzu: [kaiim:?]	3	2
f6v	f6v.17	H	A	1	1	1	Y_BOS_ENTRY	y chaies ckhal cthodam dy	[y:?] | [chaies:?] | [ckhal:?] | [cthodam:?] | [dy:?]	Eintrag: | [chaies:?] | [ckhal:?] | [cthodam:?] | [dy:?]	Eintrag: [chaies:?]; [ckhal:?]; [cthodam:?]; [dy:?]	5	4
f6v	f6v.4	H	A	1	2	1|6	Y_BOS_ENTRY|Y_MEDIAL_UNRESOLVED_HINGE	y shckhy ytchoy s os y jajy dchy dey okody ytody	[y:?] | Arzneikompositum: feucht, Gradanfang | [ytchoy:?] | [s:?] | [os:?] | [y:?] | [jajy:?] | [dchy:?] | [dey:?] | [okody:?] | [ytody:?]	Eintrag: | Arzneikompositum: feucht, Gradanfang | [ytchoy:?] | [s:?] | [os:?] | hierzu: | [jajy:?] | [dchy:?] | [dey:?] | [okody:?] | [ytody:?]	Eintrag: Arzneikompositum: feucht, Gradanfang; [ytchoy:?]; [s:?]; [os:?]; hierzu: [jajy:?]; [dchy:?]; [dey:?]; [okody:?]; [ytody:?]	10	8
f75v	f75v.57	B	B	2	1	3	Y_MEDIAL_RIGHT_REFERENCE	okedy qek y tedar oly	heißer Ansatz in der Mitte des Grades, abgeschlossen | [qek:?] | [y:?] | [tedar:?] | [oly:?]	heißer Ansatz in der Mitte des Grades, abgeschlossen | [qek:?] | hierzu: | [tedar:?] | [oly:?]	heißer Ansatz in der Mitte des Grades, abgeschlossen; [qek:?]; hierzu: [tedar:?]; [oly:?]	4	3
f76r	f76r.1	T	B	2	1	12	Y_EOS_CLOSE	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain as y	[potchokor:?] | [chcfhdy:?] | [opshdy:?] | [qolp:?] | [chcphy:?] | [chcphdy:?] | [opshey:?] | [qofshy:?] | [opchdy:?] | [sain:?] | [as:?] | [y:?]	[potchokor:?] | [chcfhdy:?] | [opshdy:?] | [qolp:?] | [chcphy:?] | [chcphdy:?] | [opshey:?] | [qofshy:?] | [opchdy:?] | [sain:?] | [as:?] | Eintrag abgeschlossen	[potchokor:?]; [chcfhdy:?]; [opshdy:?]; [qolp:?]; [chcphy:?]; [chcphdy:?]; [opshey:?]; [qofshy:?]; [opchdy:?]; [sain:?]; [as:?].	12	11
f76r	f76r.13	T	B	2	1	10	Y_MEDIAL_BIDIRECTIONAL_HINGE	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	heiß am Ende des Grades, abgeschlossen | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | Arzneikompositum: trocken, Gradmitte | Rohstoffklasse I im Ansatz, heiß am Gradanfang | heiß, Grad III, im Ansatzrahmen | feuchtes Arzneikompositum in der Gradmitte | heißer Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | abgemessene Rohstoffmenge I | [y:?] | Rohstoffklasse I, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | Samenfraktion I	heiß am Ende des Grades, abgeschlossen | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | Arzneikompositum: trocken, Gradmitte | Rohstoffklasse I im Ansatz, heiß am Gradanfang | heiß, Grad III, im Ansatzrahmen | feuchtes Arzneikompositum in der Gradmitte | heißer Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | abgemessene Rohstoffmenge I | ; hierzu: | Rohstoffklasse I, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | Samenfraktion I	heiß am Ende des Grades, abgeschlossen; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; Arzneikompositum: trocken, Gradmitte; Rohstoffklasse I im Ansatz, heiß am Gradanfang; heiß, Grad III, im Ansatzrahmen; feuchtes Arzneikompositum in der Gradmitte; heißer Ansatz am Ende des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades; abgemessene Rohstoffmenge I; hierzu: Rohstoffklasse I, heiß am Gradanfang; trocken in der Mitte des Grades, abgeschlossen; Samenfraktion I	1	0
f76r	f76r.25	T	B	2	1	14	Y_EOS_CLOSE	qoloin chey qokeey lchedy chckhy chey ky chey qolal lklchey lchedy chey llaiir y	[qoloin:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | getrocknetes Drogenholz | Arzneikompositum: trocken, Gradanfang | trocken in der Mitte des Grades | heiß am Anfang des Grades | trocken in der Mitte des Grades | [qolal:?] | [lklchey:?] | getrocknetes Drogenholz | trocken in der Mitte des Grades | [llaiir:?] | [y:?]	[qoloin:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | getrocknetes Drogenholz | Arzneikompositum: trocken, Gradanfang | trocken in der Mitte des Grades | heiß am Anfang des Grades | trocken in der Mitte des Grades | [qolal:?] | [lklchey:?] | getrocknetes Drogenholz | trocken in der Mitte des Grades | [llaiir:?] | Eintrag abgeschlossen	[qoloin:?]; trocken in der Mitte des Grades; heiß am Ende des Grades; getrocknetes Drogenholz; Arzneikompositum: trocken, Gradanfang; trocken in der Mitte des Grades; heiß am Anfang des Grades; trocken in der Mitte des Grades; [qolal:?]; [lklchey:?]; getrocknetes Drogenholz; trocken in der Mitte des Grades; [llaiir:?].	5	4
f76r	f76r.29	T	B	2	2	12|14	Y_MEDIAL_LEFT_CLOSE|Y_EOS_CLOSE	qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain y laiin y	heiße Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiße Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad II | abgemessene Fraktion I | feucht in der Mitte des Grades | [lshcthy:?] | heiße Drogenfraktion I im Ansatz | heiß im Zubereitungsrahmen, Grad II | [y:?] | Drogenholz, Typ/Charge III | [y:?]	heiße Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | heiße Drogenfraktion I | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad II | abgemessene Fraktion I | feucht in der Mitte des Grades | [lshcthy:?] | heiße Drogenfraktion I im Ansatz | heiß im Zubereitungsrahmen, Grad II | Eintragsteil abgeschlossen | Drogenholz, Typ/Charge III | Eintrag abgeschlossen	heiße Drogenfraktion I; feucht in der Mitte des Grades, abgeschlossen; feucht in der Mitte des Grades, abgeschlossen; heiße Drogenfraktion I; feucht in der Mitte des Grades, abgeschlossen; heiß, Grad II; abgemessene Fraktion I; feucht in der Mitte des Grades; [lshcthy:?]; heiße Drogenfraktion I im Ansatz; heiß im Zubereitungsrahmen, Grad II; Drogenholz, Typ/Charge III.	3	1
