action_ordinal	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	action_slot_id	anchor_event_id	action_root	gdt584_rule_id	written_carrier_count	written_carrier_roots	typing_card_id	reference_scope_card_id	selection_route	source_pointer	source_distance_hosts	skipped_incompatible_source_count	selection_blocker	source_layer	reference_mode	object_class	object_lemma_de	grammatical_gender	determiner_de	rendered_object_np_de	participant_count	participant_lemma_sequence_de	upstream_clause_de	gdt597_completed_clause_de	default_is_replaceable	guard
245	G407-S510	11	f82r	ACTION:G407-E3264@3:CHD	RUNNING:G407-E3264@3	G407-E3264	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3264@3:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
246	G407-S510	12	f82r	ACTION:G407-E3265@1:T	RUNNING:G407-E3265@1	G407-E3265	T	T_BIO_STATION_REGULATE	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_CONDITION_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	CONDITION	Stationsbedingung	FEMININE	die	die Stationsbedingung	1	Stationsbedingung	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
247	G407-S510	15	f82r	ACTION:G407-E3266@2:CHD	RUNNING:G407-E3266@2	G407-E3266	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3264@3:CHD	4	1	NONE	GDT589_WRITTEN_TARGET	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle denselben Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
248	G407-S513	1	f82r	ACTION:G407-E3269@1:CHD	RUNNING:G407-E3269@1	G407-E3269	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken	Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
249	G407-S513	3	f82r	ACTION:G407-E3272@1:S	RUNNING:G407-E3272@1	G407-E3272	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
250	G407-S513	14	f82r	ACTION:G407-E3281@2:CHD	RUNNING:G407-E3281@2	G407-E3281	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3279@1:OK	3	1	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle denselben Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
251	G407-S515	1	f82r	ACTION:G407-E3283@2:CHD	RUNNING:G407-E3283@2	G407-E3283	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
252	G407-S518	3	f82r	ACTION:G407-E3290@1:CHD	RUNNING:G407-E3290@1	G407-E3290	CHD	CHD_BIO_TREAT	2	Y+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3290@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
253	G407-S519	1	f82r	ACTION:G407-E3293@2:CHD	RUNNING:G407-E3293@2	G407-E3293	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
254	G407-S521	4	f82r	ACTION:G407-E3299@1:S	RUNNING:G407-E3299@1	G407-E3299	S	S_REST_SELECT	2	AIIN+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3299@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsmaß|Stationsansatz	Wähle das Stationsmaß und den Stationsansatz aus	Wähle das Stationsmaß und den Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
255	G407-S522	3	f82r	ACTION:G407-E3306@1:CHD	RUNNING:G407-E3306@1	G407-E3306	CHD	CHD_BIO_TREAT	2	Y+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3306@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
256	G407-S523	1	f82r	ACTION:G407-E3309@2:T	RUNNING:G407-E3309@2	G407-E3309	T	T_PHYSICAL_GRADE_TEMPER	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3309@2:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere den Stationsansatz auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	Temperiere den Stationsansatz auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
257	G407-S524	5	f82r	ACTION:G407-E3312@3:CHD	RUNNING:G407-E3312@3	G407-E3312	CHD	CHD_BIO_TREAT	1	AIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3312@3:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	PORTION	Anwendungsportion	FEMININE	die	die Anwendungsportion	1	Anwendungsportion	Behandle die Anwendungsportion	Behandle die Anwendungsportion	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
258	G407-S526	2	f82r	ACTION:G407-E3317@1:CHD	RUNNING:G407-E3317@1	G407-E3317	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken	Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
259	G407-S526	5	f82r	ACTION:G407-E3321@1:S	RUNNING:G407-E3321@1	G407-E3321	S	S_BIO_DIVERT	3	AIIN+OR+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3321@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	3	Mengenangabe|Beckeninhalt|Strom	Leite die angegebene Menge des Beckeninhalts als Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite die angegebene Menge des Beckeninhalts als Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
260	G407-S527	3	f82r	ACTION:G407-E3329@3:S	RUNNING:G407-E3329@3	G407-E3329	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3328@2:CH	2	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Wähle die Einheit an der Stations-Hauptstelle aus	Wähle denselben Stationsansatz an der Stations-Hauptstelle aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
261	G407-S531	1	f82r	ACTION:G407-E3341@1:S	RUNNING:G407-E3341@1	G407-E3341	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q02_RIGHT_SAME_EVENT_DEFINITE	RIGHT_SAME_EVENT_COMPATIBLE_SOURCE	ACTION:G407-E3341@4:SH	1	0	NONE	GDT596_COMPLETED_SH	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Wähle die Einheit an der Stations-Hauptstelle aus	Wähle den Stationsansatz an der Stations-Hauptstelle aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
262	G407-S531	4	f82r	ACTION:G407-E3345@1:CHD	RUNNING:G407-E3345@1	G407-E3345	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3345@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
263	G407-S531	18	f82r	ACTION:G407-E3356@3:S	RUNNING:G407-E3356@3	G407-E3356	S	S_REST_SELECT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3356@3:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Wähle den Stationsansatz aus	Wähle den Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
264	G407-S531	21	f82r	ACTION:G407-E3358@2:T	RUNNING:G407-E3358@2	G407-E3358	T	T_PHYSICAL_GRADE_TEMPER	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3358@2:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere den Stationsansatz auf Grad I	Temperiere den Stationsansatz auf Grad I	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
265	G407-S532	1	f82r	ACTION:G407-E3364@2:CHD	RUNNING:G407-E3364@2	G407-E3364	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
266	G407-S534	3	f82r	ACTION:G407-E3369@1:S	RUNNING:G407-E3369@1	G407-E3369	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom zur Zielstation oder ins Zielbecken um	Leite den Strom zur Zielstation oder ins Zielbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
267	G407-S535	3	f82r	ACTION:G407-E3377@4:S	RUNNING:G407-E3377@4	G407-E3377	S	S_REST_SELECT	0	NONE	T04_STABLE_CLASS_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	UNIT	Stationseinheit	FEMININE	die	die Stationseinheit	1	Stationseinheit	Wähle die Einheit in Anwendungsform, auf Grad I und als neuer Bad- oder Stationsansatz aus	Wähle die Stationseinheit in Anwendungsform, auf Grad I und als neuer Bad- oder Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
268	G407-S537	4	f82r	ACTION:G407-E3382@2:CHD	RUNNING:G407-E3382@2	G407-E3382	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3381@3:K	1	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
269	G407-S539	2	f82r	ACTION:G407-E3389@2:CHD	RUNNING:G407-E3389@2	G407-E3389	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung	Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
270	G407-S539	4	f82r	ACTION:G407-E3390@3:S	RUNNING:G407-E3390@3	G407-E3390	S	S_REST_SELECT	2	AIIN+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3390@3:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsmaß|Stationsansatz	Wähle das Stationsmaß und den Stationsansatz aus	Wähle das Stationsmaß und den Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
271	G407-S539	10	f82r	ACTION:G407-E3395@2:CHD	RUNNING:G407-E3395@2	G407-E3395	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3394@1:OK	2	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle denselben Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
272	G407-S545	1	f82r	ACTION:G407-E3402@3:CHD	RUNNING:G407-E3402@3	G407-E3402	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz in Anwendungsform und über den Stationskontakt oder die Leitung	Behandle den Stationsansatz in Anwendungsform und über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
273	G407-S548	4	f82r	ACTION:G407-E3407@3:T	RUNNING:G407-E3407@3	G407-E3407	T	T_PHYSICAL_GRADE_TEMPER	2	Y+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3407@3:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsansatz	Temperiere den Stationsansatz auf Grad I	Temperiere den Stationsansatz auf Grad I	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
274	G407-S548	12	f82r	ACTION:G407-E3414@2:CHD	RUNNING:G407-E3414@2	G407-E3414	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3413@1:SH	1	0	NONE	GDT596_COMPLETED_SH	ANAPHORIC	BODY	Körper	MASCULINE	denselben	denselben Körper	1	Körper	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Körper über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
275	G407-S550	1	f82r	ACTION:G407-E3416@2:CHD	RUNNING:G407-E3416@2	G407-E3416	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle den Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
276	G407-S551	2	f82r	ACTION:G407-E3417@2:CHD	RUNNING:G407-E3417@2	G407-E3417	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3417@2:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
277	G407-S555	6	f82r	ACTION:G407-E3434@2:CHD	RUNNING:G407-E3434@2	G407-E3434	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3433@2:SH	1	0	NONE	GDT596_COMPLETED_SH	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
278	G407-S556	5	f82r	ACTION:G407-E3439@2:CHD	RUNNING:G407-E3439@2	G407-E3439	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E3438@1:CH	1	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
279	G407-S556	6	f82r	ACTION:G407-E3440@1:T	RUNNING:G407-E3440@1	G407-E3440	T	T_BIO_STATION_REGULATE	1	AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3440@1:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	MEASURE	Stationsmaß	NEUTER	das	das Stationsmaß	1	Stationsmaß	Reguliere das Stationsmaß	Reguliere das Stationsmaß	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
280	G407-S556	16	f82r	ACTION:G407-E3449@1:S	RUNNING:G407-E3449@1	G407-E3449	S	S_REST_SELECT	1	AIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E3449@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	PORTION	Anwendungsportion	FEMININE	die	die Anwendungsportion	1	Anwendungsportion	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
281	G407-S557	1	f83r	ACTION:G407-E3455@1:T	RUNNING:G407-E3455@1	G407-E3455	T	T_BIO_STATION_REGULATE	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_CONDITION_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	CONDITION	Stationsbedingung	FEMININE	die	die Stationsbedingung	1	Stationsbedingung	Reguliere die Stationsbedingung	Reguliere die Stationsbedingung	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
