scope	record	at	word	G	M	R	row_status
LINE	f17v|f17v.1-f17v.23	f17v.13:6	sheol	⟦sheol⟧	⟦sheol⟧	⟦sheol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.14:1	olo	⟦olo⟧	⟦olo⟧	⟦olo⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.14:2	r	⟦r⟧	⟦r⟧	⟦r⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.14:3	okeeol	⟦okeeol⟧	⟦okeeol⟧	⟦okeeol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.14:4	chodaiin	⟦chodaiin⟧	⟦chodaiin⟧	⟦chodaiin⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.14:5	okeol	⟦okeol⟧	⟦okeol⟧	⟦okeol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.14:6	tchory	⟦tchory⟧	⟦tchory⟧	⟦tchory⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.15:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.15:2	cthy	Kraut	Kraut	Kraut	recorded
LINE	f17v|f17v.1-f17v.23	f17v.15:3	che'eky	⟦che'eky⟧	⟦che'eky⟧	⟦che'eky⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.15:4	cheo	⟦cheo⟧	⟦cheo⟧	⟦cheo⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.15:5	otor	⟦otor⟧	⟦otor⟧	⟦otor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.15:6	oteol	⟦oteol⟧	⟦oteol⟧	⟦oteol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.16:1	okcheol	⟦okcheol⟧	⟦okcheol⟧	⟦okcheol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.16:2	chol	trocken	trocken	trocken	recorded
LINE	f17v|f17v.1-f17v.23	f17v.16:3	okeol	⟦okeol⟧	⟦okeol⟧	⟦okeol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.16:4	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
LINE	f17v|f17v.1-f17v.23	f17v.16:5	otcheolom	⟦otcheolom⟧	⟦otcheolom⟧	⟦otcheolom⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.17:1	qoain	⟦qoain⟧	⟦qoain⟧	⟦qoain⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.17:2	[s:e']ar	⟦[s:e']ar⟧	⟦[s:e']ar⟧	⟦[s:e']ar⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.17:3	she	⟦she⟧	⟦she⟧	⟦she⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.17:4	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.17:5	qopchaiin	⟦qopchaiin⟧	⟦qopchaiin⟧	⟦qopchaiin⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.17:6	cthor	⟦cthor⟧	⟦cthor⟧	⟦cthor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.18:1	otor	⟦otor⟧	⟦otor⟧	⟦otor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.18:2	cheeor	⟦cheeor⟧	⟦cheeor⟧	⟦cheeor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.18:3	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.18:4	chol	trocken	trocken	trocken	recorded
LINE	f17v|f17v.1-f17v.23	f17v.18:5	dor	⟦dor⟧	⟦dor⟧	⟦dor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.18:6	chr	⟦chr⟧	⟦chr⟧	⟦chr⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.18:7	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.18:8	eees	⟦eees⟧	⟦eees⟧	⟦eees⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.19:1	dain	?: ? im Grad B [Skala offen] [fehlend=material,quality]	?: Menge B·U [fehlend=material]	Masse(?) / Masse(?) = B [fehlend=material,denominator]	recorded
LINE	f17v|f17v.1-f17v.23	f17v.19:2	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.19:3	qoaiin	⟦qoaiin⟧	⟦qoaiin⟧	⟦qoaiin⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.19:4	cthor	⟦cthor⟧	⟦cthor⟧	⟦cthor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.19:5	cholchom	⟦cholchom⟧	⟦cholchom⟧	⟦cholchom⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	⟦ykeey⟧	⟦ykeey⟧	⟦ykeey⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.20:2	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.20:3	cheor	⟦cheor⟧	⟦cheor⟧	⟦cheor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.20:4	chol	trocken	trocken	trocken	recorded
LINE	f17v|f17v.1-f17v.23	f17v.20:5	sho	füge hinzu Zusatzportion [Bezug=f17v.20:6]	füge hinzu Zusatzportion [Bezug=f17v.20:6]	füge hinzu Zusatzportion [Bezug=f17v.20:6]	recorded
LINE	f17v|f17v.1-f17v.23	f17v.20:6	odaiin	Zusatzportion	Zusatzportion	Zusatzportion	recorded
LINE	f17v|f17v.1-f17v.23	f17v.21:1	oal	⟦oal⟧	⟦oal⟧	⟦oal⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.21:2	sheor	⟦sheor⟧	⟦sheor⟧	⟦sheor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.21:3	sholor	⟦sholor⟧	⟦sholor⟧	⟦sholor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.21:4	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.21:5	shecthy	⟦shecthy⟧	⟦shecthy⟧	⟦shecthy⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.21:6	cpheor	⟦cpheor⟧	⟦cpheor⟧	⟦cpheor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.21:7	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f17v|f17v.1-f17v.23	f17v.22:1	qokeee	⟦qokeee⟧	⟦qokeee⟧	⟦qokeee⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.22:2	dar	⟦dar⟧	⟦dar⟧	⟦dar⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.22:3	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.22:4	keeor	⟦keeor⟧	⟦keeor⟧	⟦keeor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.22:5	cheeol	⟦cheeol⟧	⟦cheeol⟧	⟦cheeol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.22:6	ctheey	⟦ctheey⟧	⟦ctheey⟧	⟦ctheey⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.22:7	cthy	Kraut	Kraut	Kraut	recorded
LINE	f17v|f17v.1-f17v.23	f17v.23:1	chkeey	⟦chkeey⟧	⟦chkeey⟧	⟦chkeey⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.23:2	okeor	⟦okeor⟧	⟦okeor⟧	⟦okeor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.23:3	sh[a:o]r	⟦sh[a:o]r⟧	⟦sh[a:o]r⟧	⟦sh[a:o]r⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.23:4	okeom	⟦okeom⟧	⟦okeom⟧	⟦okeom⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.8:1	toy	⟦toy⟧	⟦toy⟧	⟦toy⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.8:2	tchey	⟦tchey⟧	⟦tchey⟧	⟦tchey⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.8:3	qo	⟦qo⟧	⟦qo⟧	⟦qo⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.8:4	dchol	⟦dchol⟧	⟦dchol⟧	⟦dchol⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.8:5	qokchs	⟦qokchs⟧	⟦qokchs⟧	⟦qokchs⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.8:6	dom	⟦dom⟧	⟦dom⟧	⟦dom⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.9:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.9:2	oky	⟦oky⟧	⟦oky⟧	⟦oky⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.9:3	chor	Blüten	Blüten	Blüten	recorded
LINE	f19v|f19v.8-f19v.14	f19v.9:4	yt[o:a]l	⟦yt[o:a]l⟧	⟦yt[o:a]l⟧	⟦yt[o:a]l⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.9:5	chol	trocken	trocken	trocken	recorded
LINE	f19v|f19v.8-f19v.14	f19v.9:6	oky	⟦oky⟧	⟦oky⟧	⟦oky⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.9:7	ddor	⟦ddor⟧	⟦ddor⟧	⟦ddor⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.10:1	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f19v|f19v.8-f19v.14	f19v.10:2	chor	Blüten	Blüten	Blüten	recorded
LINE	f19v|f19v.8-f19v.14	f19v.10:3	daiin	Blüten: ? im Grad C [Skala offen] [fehlend=quality]	Blüten: Menge C·U [fehlend=]	Masse(Blüten) / Masse(?) = C [fehlend=denominator]	recorded
LINE	f19v|f19v.8-f19v.14	f19v.10:4	qoko[r:n]	⟦qoko[r:n]⟧	⟦qoko[r:n]⟧	⟦qoko[r:n]⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.10:5	y	⟦y⟧	⟦y⟧	⟦y⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.10:6	okchan	⟦okchan⟧	⟦okchan⟧	⟦okchan⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.11:1	qotol	⟦qotol⟧	⟦qotol⟧	⟦qotol⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.11:2	d[o:a]r	⟦d[o:a]r⟧	⟦d[o:a]r⟧	⟦d[o:a]r⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.11:3	okchor	⟦okchor⟧	⟦okchor⟧	⟦okchor⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.11:4	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f19v|f19v.8-f19v.14	f19v.11:5	cthor	⟦cthor⟧	⟦cthor⟧	⟦cthor⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.11:6	otam	⟦otam⟧	⟦otam⟧	⟦otam⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.12:1	otch	⟦otch⟧	⟦otch⟧	⟦otch⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.12:2	okchodshy	⟦okchodshy⟧	⟦okchodshy⟧	⟦okchodshy⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.12:3	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f19v|f19v.8-f19v.14	f19v.12:4	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.12:5	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.12:6	dai[s:r]	⟦dai[s:r]⟧	⟦dai[s:r]⟧	⟦dai[s:r]⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.13:1	yees	⟦yees⟧	⟦yees⟧	⟦yees⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.13:2	ykchol	⟦ykchol⟧	⟦ykchol⟧	⟦ykchol⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.13:3	oty	⟦oty⟧	⟦oty⟧	⟦oty⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.13:4	ytor	⟦ytor⟧	⟦ytor⟧	⟦ytor⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.13:5	ytar	⟦ytar⟧	⟦ytar⟧	⟦ytar⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.13:6	ytchor	zerkleinerte Blüten	zerkleinerte Blüten	zerkleinerte Blüten	recorded
LINE	f19v|f19v.8-f19v.14	f19v.13:7	ytaiin	⟦ytaiin⟧	⟦ytaiin⟧	⟦ytaiin⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.14:1	otchol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
LINE	f19v|f19v.8-f19v.14	f19v.14:2	cheaiin	⟦cheaiin⟧	⟦cheaiin⟧	⟦cheaiin⟧	recorded
LINE	f19v|f19v.8-f19v.14	f19v.14:3	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
LINE	f22v|f22v.6-f22v.16	f22v.6:1	fshor	⟦fshor⟧	⟦fshor⟧	⟦fshor⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.6:2	shy	feucht	feucht	feucht	recorded
LINE	f22v|f22v.6-f22v.16	f22v.6:3	tchor	⟦tchor⟧	⟦tchor⟧	⟦tchor⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.6:4	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.7:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.7:2	chor	Blüten	Blüten	Blüten	recorded
LINE	f22v|f22v.6-f22v.16	f22v.7:3	qokchol	⟦qokchol⟧	⟦qokchol⟧	⟦qokchol⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.7:4	chory	⟦chory⟧	⟦chory⟧	⟦chory⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.8:1	qotchy	zerkleinere Kraut [Bezug=f22v.8:2]	zerkleinere Kraut [Bezug=f22v.8:2]	zerkleinere Kraut [Bezug=f22v.8:2]	recorded
LINE	f22v|f22v.6-f22v.16	f22v.8:2	cthy	Kraut	Kraut	Kraut	recorded
LINE	f22v|f22v.6-f22v.16	f22v.8:3	qokol	⟦qokol⟧	⟦qokol⟧	⟦qokol⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.8:4	daiin	Kraut: ? im Grad C [Skala offen] [fehlend=quality]	Kraut: Menge C·U [fehlend=]	Masse(Kraut) / Masse(?) = C [fehlend=denominator]	recorded
LINE	f22v|f22v.6-f22v.16	f22v.8:5	dam	⟦dam⟧	⟦dam⟧	⟦dam⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.9:1	okshor	⟦okshor⟧	⟦okshor⟧	⟦okshor⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.9:2	shody	⟦shody⟧	⟦shody⟧	⟦shody⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.9:3	chol	trocken	trocken	trocken	recorded
LINE	f22v|f22v.6-f22v.16	f22v.9:4	tchol	⟦tchol⟧	⟦tchol⟧	⟦tchol⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.9:5	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.9:6	daiin	?: trocken im Grad C [Skala offen] [fehlend=material]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f22v|f22v.6-f22v.16	f22v.10:1	qokchy	⟦qokchy⟧	⟦qokchy⟧	⟦qokchy⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.10:2	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f22v|f22v.6-f22v.16	f22v.10:3	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.10:4	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.10:5	ytal	⟦ytal⟧	⟦ytal⟧	⟦ytal⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.11:1	sokaiin	⟦sokaiin⟧	⟦sokaiin⟧	⟦sokaiin⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.11:2	oty	⟦oty⟧	⟦oty⟧	⟦oty⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.11:3	dy	⟦dy⟧	⟦dy⟧	⟦dy⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.12:1	ychky	⟦ychky⟧	⟦ychky⟧	⟦ychky⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.12:2	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f22v|f22v.6-f22v.16	f22v.12:3	cthy	Kraut	Kraut	Kraut	recorded
LINE	f22v|f22v.6-f22v.16	f22v.13:1	okchain	⟦okchain⟧	⟦okchain⟧	⟦okchain⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.13:2	chkoldy	⟦chkoldy⟧	⟦chkoldy⟧	⟦chkoldy⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.13:3	shotoly	⟦shotoly⟧	⟦shotoly⟧	⟦shotoly⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.14:1	qotch[y:?]	⟦qotch[y:?]⟧	⟦qotch[y:?]⟧	⟦qotch[y:?]⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.14:2	olshly	⟦olshly⟧	⟦olshly⟧	⟦olshly⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.14:3	shol	feucht	feucht	feucht	recorded
LINE	f22v|f22v.6-f22v.16	f22v.14:4	daiin	?: feucht im Grad C [Skala offen] [fehlend=material]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f22v|f22v.6-f22v.16	f22v.15:1	sho	füge hinzu Kraut [Bezug=f22v.15:2]	füge hinzu Kraut [Bezug=f22v.15:2]	füge hinzu Kraut [Bezug=f22v.15:2]	recorded
LINE	f22v|f22v.6-f22v.16	f22v.15:2	cthy	Kraut	Kraut	Kraut	recorded
LINE	f22v|f22v.6-f22v.16	f22v.15:3	chocthy	Pflanzenmark	Pflanzenmark	Pflanzenmark	recorded
LINE	f22v|f22v.6-f22v.16	f22v.15:4	qokchy	⟦qokchy⟧	⟦qokchy⟧	⟦qokchy⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.15:5	dory	⟦dory⟧	⟦dory⟧	⟦dory⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.16:1	saiinchy	⟦saiinchy⟧	⟦saiinchy⟧	⟦saiinchy⟧	recorded
LINE	f22v|f22v.6-f22v.16	f22v.16:2	daldalol	⟦daldalol⟧	⟦daldalol⟧	⟦daldalol⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.4:1	qokoldy	⟦qokoldy⟧	⟦qokoldy⟧	⟦qokoldy⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.4:2	okaiir	⟦okaiir⟧	⟦okaiir⟧	⟦okaiir⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.4:3	ykaiil	⟦ykaiil⟧	⟦ykaiil⟧	⟦ykaiil⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.4:4	g	⟦g⟧	⟦g⟧	⟦g⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.4:5	qokeey	⟦qokeey⟧	⟦qokeey⟧	⟦qokeey⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.4:6	ofchol	⟦ofchol⟧	⟦ofchol⟧	⟦ofchol⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.4:7	dain	?: ? im Grad B [Skala offen] [fehlend=material,quality]	?: Menge B·U [fehlend=material]	Masse(?) / Masse(?) = B [fehlend=material,denominator]	recorded
LINE	f23r|f23r.4-f23r.5	f23r.4:8	yfchor	⟦yfchor⟧	⟦yfchor⟧	⟦yfchor⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.4:9	olfchor	⟦olfchor⟧	⟦olfchor⟧	⟦olfchor⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.4:10	otchald	⟦otchald⟧	⟦otchald⟧	⟦otchald⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.5:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.5:2	qokchol	⟦qokchol⟧	⟦qokchol⟧	⟦qokchol⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.5:3	ytym	⟦ytym⟧	⟦ytym⟧	⟦ytym⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.5:4	chol	trocken	trocken	trocken	recorded
LINE	f23r|f23r.4-f23r.5	f23r.5:5	da[ir:in]	⟦da[ir:in]⟧	⟦da[ir:in]⟧	⟦da[ir:in]⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.5:6	chol	trocken	trocken	trocken	recorded
LINE	f23r|f23r.4-f23r.5	f23r.5:7	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.5:8	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.5:9	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.5:10	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
LINE	f23r|f23r.4-f23r.5	f23r.5:11	dain	?: trocken im Grad B [Skala offen] [fehlend=material]	?: Menge B·U [fehlend=material]	Masse(?) / Masse(?) = B [fehlend=material,denominator]	recorded
LINE	f24r|f24r.1-f24r.20	f24r.1:1	por	⟦por⟧	⟦por⟧	⟦por⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.1:2	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.1:3	y	⟦y⟧	⟦y⟧	⟦y⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.1:4	chor	Blüten	Blüten	Blüten	recorded
LINE	f24r|f24r.1-f24r.20	f24r.1:5	opchar	⟦opchar⟧	⟦opchar⟧	⟦opchar⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.1:6	she	⟦she⟧	⟦she⟧	⟦she⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.1:7	cheol	⟦cheol⟧	⟦cheol⟧	⟦cheol⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.1:8	daiin	Blüten: ? im Grad C [Skala offen] [fehlend=quality]	Blüten: Menge C·U [fehlend=]	Masse(Blüten) / Masse(?) = C [fehlend=denominator]	recorded
LINE	f24r|f24r.1-f24r.20	f24r.1:9	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.2:1	qotaiin	abgeteilte Portion	abgeteilte Portion	abgeteilte Portion	recorded
LINE	f24r|f24r.1-f24r.20	f24r.2:2	char	⟦char⟧	⟦char⟧	⟦char⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.2:3	odaiin	Zusatzportion	Zusatzportion	Zusatzportion	recorded
LINE	f24r|f24r.1-f24r.20	f24r.2:4	okai{ikh}al	⟦okai{ikh}al⟧	⟦okai{ikh}al⟧	⟦okai{ikh}al⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.2:5	oky	⟦oky⟧	⟦oky⟧	⟦oky⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.3:1	ycthar	⟦ycthar⟧	⟦ycthar⟧	⟦ycthar⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.3:2	cthal	⟦cthal⟧	⟦cthal⟧	⟦cthal⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.3:3	okol	⟦okol⟧	⟦okol⟧	⟦okol⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.3:4	qotar	⟦qotar⟧	⟦qotar⟧	⟦qotar⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.3:5	ckhy	⟦ckhy⟧	⟦ckhy⟧	⟦ckhy⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.4:1	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.4:2	chckhaly	⟦chckhaly⟧	⟦chckhaly⟧	⟦chckhaly⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.4:3	cthar	⟦cthar⟧	⟦cthar⟧	⟦cthar⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.4:4	eeor	⟦eeor⟧	⟦eeor⟧	⟦eeor⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.4:5	chees	⟦chees⟧	⟦chees⟧	⟦chees⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.4:6	da	⟦da⟧	⟦da⟧	⟦da⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.5:1	qodar	⟦qodar⟧	⟦qodar⟧	⟦qodar⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.5:2	cho	⟦cho⟧	⟦cho⟧	⟦cho⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.5:3	r	⟦r⟧	⟦r⟧	⟦r⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.5:4	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.5:5	cthy	Kraut	Kraut	Kraut	recorded
LINE	f24r|f24r.1-f24r.20	f24r.5:6	cthe	⟦cthe⟧	⟦cthe⟧	⟦cthe⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.5:7	keom	⟦keom⟧	⟦keom⟧	⟦keom⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.6:1	oeeeos	⟦oeeeos⟧	⟦oeeeos⟧	⟦oeeeos⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.6:2	cthor	⟦cthor⟧	⟦cthor⟧	⟦cthor⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.6:3	otal	⟦otal⟧	⟦otal⟧	⟦otal⟧	recorded
LINE	f24r|f24r.1-f24r.20	f24r.6:4	qocthol	⟦qocthol⟧	⟦qocthol⟧	⟦qocthol⟧	recorded
