occurrence_ordinal	occurrence_id	occurrence_kind	source_selector	physical_page	register	topology_family	locus	line_number	token_ordinal_in_line	surface	legacy_statement_id	legacy_owner	panel_id	record_id	component_id	context_scope	context_owner_id	semantic_export_credit
3238	G407-E2049	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	3	sheedy	G407-S245	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3239	G407-E2050	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	4	qokaldy	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3240	G407-E2051	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	5	chepy	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3241	G407-E2052	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	6	dain	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3242	G407-E2053	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	7	alolor	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3243	G407-E2054	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	8	olain	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3244	G407-E2055	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	9	chedy	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3245	G407-E2056	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	10	shecthy	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3246	G407-E2057	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	11	qokey	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3247	G407-E2058	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	12	lor	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3248	G407-E2059	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	1	qoloin	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3249	G407-E2060	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	2	chey	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3250	G407-E2061	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	3	qokeey	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3251	G407-E2062	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	4	lchedy	G407-S246	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3252	G407-E2063	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	5	chckhy	G407-S247	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3253	G407-E2064	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	6	chey	G407-S247	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3254	G407-E2065	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	7	ky	G407-S247	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3255	G407-E2066	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	8	chey	G407-S247	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3256	G407-E2067	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	9	qolal	G407-S247	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3257	G407-E2068	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	10	lklchey	G407-S247	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3258	G407-E2069	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	11	lchedy	G407-S247	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3259	G407-E2070	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	12	chey	G407-S248	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3260	G407-E2071	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	13	llaiir	G407-S248	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3261	G407-E2072	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	14	y	G407-S248	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3262	G407-E2073	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	1	shedal	G407-S248	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3263	G407-E2074	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	2	shey	G407-S248	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3264	G407-E2075	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	3	qokey	G407-S248	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3265	G407-E2076	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	4	qolchedy	G407-S248	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3266	G407-E2077	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	5	qolain	G407-S249	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3267	G407-E2078	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	6	ain	G407-S249	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3268	G407-E2079	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	7	chey	G407-S249	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3269	G407-E2080	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	8	qokaiin	G407-S249	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3270	G407-E2081	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	9	okain	G407-S249	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3271	G407-E2082	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	10	cheedy	G407-S249	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3272	G407-E2083	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	11	lchey	G407-S249	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3273	G407-E2084	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	12	l	G407-S249	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3274	G407-E2085	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	13	oly	G407-S249	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3275	G407-E2086	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	14	dy	G407-S249	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3276	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0729	LOCAL_ADDRESS_OR_LABEL	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.27	27	1	k	NONE	Merkzeichen für unbebilderter Textabschnitt A7	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3277	G407-E2087	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	1	soin	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3278	G407-E2088	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	2	sheey	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3279	G407-E2089	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	3	chear	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3280	G407-E2090	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	4	ol	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3281	G407-E2091	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	5	aiin	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3282	G407-E2092	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	6	chodaiin	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3283	G407-E2093	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	7	qokaiin	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3284	G407-E2094	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	8	chey	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3285	G407-E2095	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	9	qokalchey	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3286	G407-E2096	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	10	dal	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3287	G407-E2097	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	11	chdy	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3288	G407-E2098	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	12	dal	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3289	G407-E2099	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	13	ytal	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3290	G407-E2100	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	1	qokar	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3291	G407-E2101	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	2	shedy	G407-S250	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3292	G407-E2102	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	3	shedy	G407-S251	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3293	G407-E2103	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	4	qokar	G407-S252	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3294	G407-E2104	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	5	shedy	G407-S252	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3295	G407-E2105	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	6	qokain	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3296	G407-E2106	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	7	dar	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3297	G407-E2107	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	8	shey	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3298	G407-E2108	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	9	lshcthy	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3299	G407-E2109	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	10	okar	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3300	G407-E2110	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	11	okain	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3301	G407-E2111	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	12	y	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3302	G407-E2112	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	13	laiin	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3303	G407-E2113	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	14	y	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3304	G407-E2114	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	1	darchey	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3305	G407-E2115	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	2	cheolchey	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3306	G407-E2116	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	3	shcthy	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3307	G407-E2117	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	4	chedy	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3308	G407-E2118	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	5	qo	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3309	G407-E2119	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	6	qokey	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3310	G407-E2120	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	7	dalaiin	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3311	G407-E2121	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	8	sheeky	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3312	G407-E2122	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	9	qokain	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3313	G407-E2123	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	10	olky	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3314	G407-E2124	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	11	sain	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3315	G407-E2125	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	12	chy	G407-S253	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3316	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0769	LOCAL_ADDRESS_OR_LABEL	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.31	31	1	r	NONE	Merkzeichen für unbebilderter Textabschnitt A8	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3317	G407-E2126	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.32	32	1	cheo	G407-S254	unbebilderter Textabschnitt A8	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3318	G407-E2127	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.32	32	2	r	G407-S254	unbebilderter Textabschnitt A8	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3319	G407-E2128	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.32	32	3	ain	G407-S254	unbebilderter Textabschnitt A8	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3320	G407-E2129	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.32	32	4	okaiin	G407-S254	unbebilderter Textabschnitt A8	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3321	G407-E2130	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.32	32	5	dain	G407-S254	unbebilderter Textabschnitt A8	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3322	G407-E2131	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.32	32	6	chey	G407-S254	unbebilderter Textabschnitt A8	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
