line_ordinal	source_selector	physical_page	register	topology_family	locus	line_number	paragraph_start	paragraph_end	line_kind	token_count	running_event_count	local_card_count	coarse_page_owner_id	legacy_owner_ids	panel_ids	record_ids	component_ids	context_scope	eva_clean	semantic_export_credit
611	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.11	11	0	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A3	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qotedshedy qorain oteedy chedy ol chdy raiiin chekain dain chckhy sal oty	ZERO__STRUCTURAL_CROSSWALK_ONLY
612	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.12	12	0	0	RUNNING_PROSE	14	14	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A3	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	solshedy qool qctheed shdy qa ol keey dain saiin s ar shedy qokeor okeedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
613	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.13	13	0	0	RUNNING_PROSE	13	13	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A3	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	ZERO__STRUCTURAL_CROSSWALK_ONLY
614	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.14	14	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F76R_TEXT_PAGE	Merkzeichen für unbebilderter Textabschnitt A4	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	s	ZERO__STRUCTURAL_CROSSWALK_ONLY
615	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.15	15	0	0	RUNNING_PROSE	13	13	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	chorshedy qoked okees al ar aiin ar ain chckheed lchedy shedy qolair chedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
616	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	0	0	RUNNING_PROSE	11	11	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qotes chedy shckhy qokeey okeey kain checkhy qokeedy qotey qotain chekair	ZERO__STRUCTURAL_CROSSWALK_ONLY
617	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	0	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro	ZERO__STRUCTURAL_CROSSWALK_ONLY
618	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.18	18	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F76R_TEXT_PAGE	Merkzeichen für unbebilderter Textabschnitt A5	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	o	ZERO__STRUCTURAL_CROSSWALK_ONLY
619	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	0	0	RUNNING_PROSE	11	11	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dcheedy qolchey qokeey qokeey chedy qokar shedy shedy lshedy qolchedy otedyl	ZERO__STRUCTURAL_CROSSWALK_ONLY
620	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	0	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dshedy qo chedy lchedy qokey qolchey qotain chckhy shckhy lchar okar alchdy	ZERO__STRUCTURAL_CROSSWALK_ONLY
621	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	0	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokchsdy okeey lchedy qo olain ot shedy qotaly dar sain shedy oleeed	ZERO__STRUCTURAL_CROSSWALK_ONLY
622	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.22	22	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F76R_TEXT_PAGE	Merkzeichen für unbebilderter Textabschnitt A6	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	l	ZERO__STRUCTURAL_CROSSWALK_ONLY
623	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	0	0	RUNNING_PROSE	13	13	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sheedy qokedy chedy chedy qokain chckhy olchy l ain shedy olaiin chedy qokey	ZERO__STRUCTURAL_CROSSWALK_ONLY
624	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	0	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dalshedy qol sheedy qokaldy chepy dain alolor olain chedy shecthy qokey lor	ZERO__STRUCTURAL_CROSSWALK_ONLY
625	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.25	25	0	0	RUNNING_PROSE	14	14	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qoloin chey qokeey lchedy chckhy chey ky chey qolal lklchey lchedy chey llaiir y	ZERO__STRUCTURAL_CROSSWALK_ONLY
626	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.26	26	0	0	RUNNING_PROSE	14	14	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	shedal shey qokey qolchedy qolain ain chey qokaiin okain cheedy lchey l oly dy	ZERO__STRUCTURAL_CROSSWALK_ONLY
627	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.27	27	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F76R_TEXT_PAGE	Merkzeichen für unbebilderter Textabschnitt A7	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	k	ZERO__STRUCTURAL_CROSSWALK_ONLY
628	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.28	28	0	0	RUNNING_PROSE	13	13	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	soin sheey chear ol aiin chodaiin qokaiin chey qokalchey dal chdy dal ytal	ZERO__STRUCTURAL_CROSSWALK_ONLY
629	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.29	29	0	0	RUNNING_PROSE	14	14	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain y laiin y	ZERO__STRUCTURAL_CROSSWALK_ONLY
630	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.30	30	0	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A7	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	darchey cheolchey shcthy chedy qo qokey dalaiin sheeky qokain olky sain chy	ZERO__STRUCTURAL_CROSSWALK_ONLY
631	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.31	31	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F76R_TEXT_PAGE	Merkzeichen für unbebilderter Textabschnitt A8	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	r	ZERO__STRUCTURAL_CROSSWALK_ONLY
632	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.32	32	0	0	RUNNING_PROSE	14	14	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A8	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	cheo r ain okaiin dain chey dalshedy qokaiin cheol shy chedy rain chedy shy	ZERO__STRUCTURAL_CROSSWALK_ONLY
633	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.33	33	0	0	RUNNING_PROSE	16	16	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A8	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokedy lkey kal shedy qopchey qo l pchedy okchy chckhy shey lol r ol sheey dar	ZERO__STRUCTURAL_CROSSWALK_ONLY
634	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.34	34	0	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A8	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	cheor shey qoolkal shedy shedy shey shedy ollchy shlches shcthy sain oly	ZERO__STRUCTURAL_CROSSWALK_ONLY
635	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.35	35	0	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A8	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy	ZERO__STRUCTURAL_CROSSWALK_ONLY
636	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.36	36	0	0	RUNNING_PROSE	15	15	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A8	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokal shedy sheol cheol alshy chol chdy talor ol alor chol okeor ar o oly	ZERO__STRUCTURAL_CROSSWALK_ONLY
637	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.37	37	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F76R_TEXT_PAGE	Merkzeichen für unbebilderter Textabschnitt A9	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	s	ZERO__STRUCTURAL_CROSSWALK_ONLY
638	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.38	38	0	1	RUNNING_PROSE	6	6	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A9	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	oteey lchey chey olsheol qokal chal	ZERO__STRUCTURAL_CROSSWALK_ONLY
639	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.39	39	1	0	RUNNING_PROSE	10	10	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt B	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	polalchdy pshedy opchedy qokas yksheol qokeedy oty lshed chpsheedy ytal	ZERO__STRUCTURAL_CROSSWALK_ONLY
640	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.40	40	0	0	RUNNING_PROSE	13	13	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt B	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qolchey shckhy qokey lchy opchey dain shdy qokedar olchdy sor oty dy lchedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
641	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.41	41	0	0	RUNNING_PROSE	13	13	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt B	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sain ar okedy lcheey qokey shckhy otedy qokal shey qoky dain chedy qokchdyl	ZERO__STRUCTURAL_CROSSWALK_ONLY
642	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.42	42	0	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt B	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dain chey lsh daiin chey lchedy qolain qotal shedy dy shecthy otalam	ZERO__STRUCTURAL_CROSSWALK_ONLY
643	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.43	43	0	1	RUNNING_PROSE	10	10	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt B	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sor shey qokey qokar sheeoldy chol oly chaly lol chdy	ZERO__STRUCTURAL_CROSSWALK_ONLY
644	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.44	44	1	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt C	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	poleedaran shckhy qoty ykar alol lkaiin ol shedy otain okar opar kolpy	ZERO__STRUCTURAL_CROSSWALK_ONLY
645	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.45	45	0	0	RUNNING_PROSE	13	13	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt C	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	y shedy qo or okain shey qokaiin okeedy qochy as oin sheey chckhy	ZERO__STRUCTURAL_CROSSWALK_ONLY
646	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.46	46	0	0	RUNNING_PROSE	10	10	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt C	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dain shear okedy otedy okedy lchedy chedy okar chedy otarain	ZERO__STRUCTURAL_CROSSWALK_ONLY
647	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.47	47	0	0	RUNNING_PROSE	11	11	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt C	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dain chckhy or aiin sheey qockhey olchdar sheey otedy olain oky	ZERO__STRUCTURAL_CROSSWALK_ONLY
648	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.48	48	0	0	RUNNING_PROSE	10	10	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt C	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	saiin shckhy lkeedy qoky okain ytain oteedy okedor shedy qokal	ZERO__STRUCTURAL_CROSSWALK_ONLY
649	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.49	49	0	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt C	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	saiin olaiin oky shol sain oky l kar chedy lkar al loral	ZERO__STRUCTURAL_CROSSWALK_ONLY
650	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.50	50	0	1	RUNNING_PROSE	8	8	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt C	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	pchedy sal dol shdy olkedy qokaiin otal rory	ZERO__STRUCTURAL_CROSSWALK_ONLY
651	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.51	51	1	0	RUNNING_PROSE	11	11	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt D	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qkor shedy shey keedy sal raiin opchdy dar chedy qopchedy rorol	ZERO__STRUCTURAL_CROSSWALK_ONLY
652	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.52	52	0	0	RUNNING_PROSE	9	9	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt D	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	olsheed qokedy qokeedy qokedy lkedy lsheedy okar shedy otain	ZERO__STRUCTURAL_CROSSWALK_ONLY
653	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.53	53	0	0	RUNNING_PROSE	11	11	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt D	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	saiin qol shedy ol chedor chal shed qoteedy dshdy okal chedyl	ZERO__STRUCTURAL_CROSSWALK_ONLY
654	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.54	54	0	0	RUNNING_PROSE	11	11	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt D	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dal or chedy qolaiin okedal olchedy chdol olchedy choly aiin y	ZERO__STRUCTURAL_CROSSWALK_ONLY
655	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.55	55	0	0	RUNNING_PROSE	10	10	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt D	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sain sheey or ar al solshey okeedy ldaiin checkhey okedalor	ZERO__STRUCTURAL_CROSSWALK_ONLY
656	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.56	56	0	1	RUNNING_PROSE	6	6	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt D	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokaiin ol shedy qokeey or shdy	ZERO__STRUCTURAL_CROSSWALK_ONLY
657	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.1	1	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F77R_APPARATUS_PAGE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	F77_TOP_ARCH	NONE	LEFT_ENDPOINT_FIGURE_PORT	DEEP_PANEL_COMPONENT_LABEL	darchdar	ZERO__STRUCTURAL_CROSSWALK_ONLY
658	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.2	2	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F77R_APPARATUS_PAGE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	F77_TOP_ARCH	NONE	INNER_PORT_1	DEEP_PANEL_COMPONENT_LABEL	olkchs	ZERO__STRUCTURAL_CROSSWALK_ONLY
659	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.3	3	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F77R_APPARATUS_PAGE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	F77_TOP_ARCH	NONE	INNER_PORT_2	DEEP_PANEL_COMPONENT_LABEL	otedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
660	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.4	4	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F77R_APPARATUS_PAGE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	F77_TOP_ARCH	NONE	INNER_PORT_3	DEEP_PANEL_COMPONENT_LABEL	otork	ZERO__STRUCTURAL_CROSSWALK_ONLY
661	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.5	5	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F77R_APPARATUS_PAGE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	F77_TOP_ARCH	NONE	INNER_PORT_4	DEEP_PANEL_COMPONENT_LABEL	otol	ZERO__STRUCTURAL_CROSSWALK_ONLY
662	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.6	6	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F77R_APPARATUS_PAGE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	F77_TOP_ARCH	NONE	INNER_PORT_5	DEEP_PANEL_COMPONENT_LABEL	dchdy	ZERO__STRUCTURAL_CROSSWALK_ONLY
663	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.7	7	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F77R_APPARATUS_PAGE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	F77_TOP_ARCH	NONE	INNER_PORT_6	DEEP_PANEL_COMPONENT_LABEL	soral	ZERO__STRUCTURAL_CROSSWALK_ONLY
664	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.8	8	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F77R_APPARATUS_PAGE	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	F77_TOP_ARCH	NONE	RIGHT_ENDPOINT_FIGURE_PORT	DEEP_PANEL_COMPONENT_LABEL	dotedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
665	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.9	9	1	0	RUNNING_PROSE	9	9	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	poldarais ol qokol chey qopchedy qopchedy dylches olkedy loly	ZERO__STRUCTURAL_CROSSWALK_ONLY
666	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.10	10	0	0	RUNNING_PROSE	10	10	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	tolchd ar shey qotaiin qotedy qokol chdy qokain chetey sal	ZERO__STRUCTURAL_CROSSWALK_ONLY
667	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.11	11	0	0	RUNNING_PROSE	9	9	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham	ZERO__STRUCTURAL_CROSSWALK_ONLY
668	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.12	12	0	0	RUNNING_PROSE	8	8	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	solteedy qoteedy qodeedy chedaiin chedy shedaiin shealol ched	ZERO__STRUCTURAL_CROSSWALK_ONLY
669	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.13	13	0	0	RUNNING_PROSE	10	10	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
670	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.14	14	0	0	RUNNING_PROSE	8	8	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
671	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.15	15	0	0	RUNNING_PROSE	10	10	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol	ZERO__STRUCTURAL_CROSSWALK_ONLY
672	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.16	16	0	0	RUNNING_PROSE	8	8	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	ZERO__STRUCTURAL_CROSSWALK_ONLY
673	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.17	17	0	0	RUNNING_PROSE	9	9	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol	ZERO__STRUCTURAL_CROSSWALK_ONLY
674	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.18	18	0	0	RUNNING_PROSE	11	11	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	daiin cheedy lshey qo l or chees sheckhedy qol cheedy qotaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
675	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.19	19	0	0	RUNNING_PROSE	9	9	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	ZERO__STRUCTURAL_CROSSWALK_ONLY
676	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.20	20	0	0	RUNNING_PROSE	8	8	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
677	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.21	21	0	0	RUNNING_PROSE	8	8	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny	ZERO__STRUCTURAL_CROSSWALK_ONLY
678	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.22	22	0	0	RUNNING_PROSE	10	10	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	qoteedy al lchedy r oin chy chedaiin cheey okedy qoky	ZERO__STRUCTURAL_CROSSWALK_ONLY
679	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.23	23	0	0	RUNNING_PROSE	8	8	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokal	ZERO__STRUCTURAL_CROSSWALK_ONLY
680	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.24	24	0	1	RUNNING_PROSE	7	7	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_TOP_ARCH	F77_P1	NONE	DEEP_PANEL_RECORD	daiin dol shor cphey lfcheal shear qolchy	ZERO__STRUCTURAL_CROSSWALK_ONLY
681	f77r	f77r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f77r.25	25	1	0	RUNNING_PROSE	8	8	0	F77R_APPARATUS_PAGE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	F77_MIDDLE_BODY	F77_P2	NONE	DEEP_PANEL_RECORD	otedy qokar shedy qokal shedar dal chedy daror	ZERO__STRUCTURAL_CROSSWALK_ONLY
