root	working_value_de	global_running_event_id	global_running_ordinal	physical_page	register	locus	source_statement_id	owner_de	surface	component_recipe	card_ordinal	atom_ordinal_in_card	flat_atom_ordinal	leave_one_page_support_class	other_surface_pages	other_recipe_pages	unsupported_adjacent_pairs	working_core_reading_de	semantic_disposition
CHD	BEARBEITEN	G407-E2397	2397	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	CARRIER_Q+O+P+CHD+Y	1	4	4	EXACT_SURFACE_FROM_OTHER_PAGE	f76r|f81r|f83r	f76r|f81r|f83r	NONE	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2397	2397	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	CARRIER_Q+O+P+CHD+Y	1	5	5	EXACT_SURFACE_FROM_OTHER_PAGE	f76r|f81r|f83r	f76r|f81r|f83r	NONE	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
P	EINSETZEN	G407-E2398	2398	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	CARRIER_Q+O+P+CHD+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f76r|f81r|f83r	f76r|f81r|f83r	NONE	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E2398	2398	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	CARRIER_Q+O+P+CHD+Y	1	4	4	EXACT_SURFACE_FROM_OTHER_PAGE	f76r|f81r|f83r	f76r|f81r|f83r	NONE	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2398	2398	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	CARRIER_Q+O+P+CHD+Y	1	5	5	EXACT_SURFACE_FROM_OTHER_PAGE	f76r|f81r|f83r	f76r|f81r|f83r	NONE	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2399	2399	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dylches	D_ADDR+Y+L+CH+E+S	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f76r	NONE	HIER · POSTEN · VERBINDUNG · NEHMEN · GRAD I · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
L	VERBINDUNG	G407-E2399	2399	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dylches	D_ADDR+Y+L+CH+E+S	1	3	3	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f76r	NONE	HIER · POSTEN · VERBINDUNG · NEHMEN · GRAD I · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E2399	2399	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dylches	D_ADDR+Y+L+CH+E+S	1	4	4	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f76r	NONE	HIER · POSTEN · VERBINDUNG · NEHMEN · GRAD I · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E2399	2399	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dylches	D_ADDR+Y+L+CH+E+S	1	6	6	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f76r	NONE	HIER · POSTEN · VERBINDUNG · NEHMEN · GRAD I · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2400	2400	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	olkedy	OL+K+E+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f76r|f81r	f75r|f76r|f81r	NONE	FORTSETZEN · GEBEN · GRAD I · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
K	GEBEN	G407-E2400	2400	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	olkedy	OL+K+E+DY	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f76r|f81r	f75r|f76r|f81r	NONE	FORTSETZEN · GEBEN · GRAD I · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
L	VERBINDUNG	G407-E2401	2401	f77r	BIOLOGICAL	f77r.9	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	loly	L+OL+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f81r	f81r	NONE	VERBINDUNG · FORTSETZEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2401	2401	f77r	BIOLOGICAL	f77r.9	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	loly	L+OL+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f81r	f81r	NONE	VERBINDUNG · FORTSETZEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2401	2401	f77r	BIOLOGICAL	f77r.9	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	loly	L+OL+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f81r	f81r	NONE	VERBINDUNG · FORTSETZEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E2402	2402	f77r	BIOLOGICAL	f77r.10	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tolchd	T+OL+CHD	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	EINSTELLEN · FORTSETZEN · BEARBEITEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2402	2402	f77r	BIOLOGICAL	f77r.10	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tolchd	T+OL+CHD	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	EINSTELLEN · FORTSETZEN · BEARBEITEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E2402	2402	f77r	BIOLOGICAL	f77r.10	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tolchd	T+OL+CHD	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	EINSTELLEN · FORTSETZEN · BEARBEITEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E2403	2403	f77r	BIOLOGICAL	f77r.10	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ar	AR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f55v|f67r2|f71v|f72r|f75r|f76r|f81r|f83r|f88r|f89r|f95v	f10r|f1r|f55v|f67r2|f71v|f72r|f75r|f76r|f81r|f82r|f83r|f88r|f89r|f95v	NONE	AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E2404	2404	f77r	BIOLOGICAL	f77r.10	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shey	SH+E+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f11r|f13r|f1r|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r	f11r|f13r|f1r|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	HALTEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2404	2404	f77r	BIOLOGICAL	f77r.10	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shey	SH+E+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f11r|f13r|f1r|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r	f11r|f13r|f1r|f68r1|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	HALTEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E2405	2405	f77r	BIOLOGICAL	f77r.10	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotaiin	OT+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f82r|f83r|f95v	f71v|f72r|f82r|f83r|f95v	NONE	DANACH · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E2405	2405	f77r	BIOLOGICAL	f77r.10	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotaiin	OT+AIIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f82r|f83r|f95v	f71v|f72r|f82r|f83r|f95v	NONE	DANACH · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E2406	2406	f77r	BIOLOGICAL	f77r.10	P1009-S302	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotedy	OT+E+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r|f95v	NONE	DANACH · GRAD I · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E2407	2407	f77r	BIOLOGICAL	f77r.10	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokol	OK+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f17r|f81r|f83r|f88r|f89r	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f71v|f81r|f83r|f88r|f88v|f89r	NONE	SETZEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2407	2407	f77r	BIOLOGICAL	f77r.10	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokol	OK+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f17r|f81r|f83r|f88r|f89r	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f71v|f81r|f83r|f88r|f88v|f89r	NONE	SETZEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E2408	2408	f77r	BIOLOGICAL	f77r.10	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chdy	CHD+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f56r|f75r|f76r|f81v|f82r|f83r|f95v	f1r|f55v|f56r|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2408	2408	f77r	BIOLOGICAL	f77r.10	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chdy	CHD+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f56r|f75r|f76r|f81v|f82r|f83r|f95v	f1r|f55v|f56r|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E2409	2409	f77r	BIOLOGICAL	f77r.10	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokain	OK+AIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	f18r|f1r|f55v|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	SETZEN · ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIN	ANTEIL	G407-E2409	2409	f77r	BIOLOGICAL	f77r.10	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokain	OK+AIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	f18r|f1r|f55v|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	SETZEN · ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E2410	2410	f77r	BIOLOGICAL	f77r.10	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chetey	CH+E+T+E+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r	f72r	NONE	NEHMEN · GRAD I · EINSTELLEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E2410	2410	f77r	BIOLOGICAL	f77r.10	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chetey	CH+E+T+E+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f72r	f72r	NONE	NEHMEN · GRAD I · EINSTELLEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2410	2410	f77r	BIOLOGICAL	f77r.10	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chetey	CH+E+T+E+Y	1	5	5	EXACT_SURFACE_FROM_OTHER_PAGE	f72r	f72r	NONE	NEHMEN · GRAD I · EINSTELLEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E2411	2411	f77r	BIOLOGICAL	f77r.10	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sal	S+AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f72r|f75r|f76r|f81v|f82r	f67r2|f72r|f75r|f76r|f81v|f82r	NONE	WÄHLEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E2411	2411	f77r	BIOLOGICAL	f77r.10	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sal	S+AL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f72r|f75r|f76r|f81v|f82r	f67r2|f72r|f75r|f76r|f81v|f82r	NONE	WÄHLEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E2412	2412	f77r	BIOLOGICAL	f77r.11	P1009-S303	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f76r|f81r|f82r|f83r	f72r|f75r|f76r|f81r|f82r|f83r	NONE	DANACH · GRAD II · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E2413	2413	f77r	BIOLOGICAL	f77r.11	P1009-S304	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f76r|f81v|f82r|f83r|f95v	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f95v	NONE	SETZEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E2413	2413	f77r	BIOLOGICAL	f77r.11	P1009-S304	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin	OK+AIIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f76r|f81v|f82r|f83r|f95v	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f95v	NONE	SETZEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E2414	2414	f77r	BIOLOGICAL	f77r.11	P1009-S304	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	SH+E+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f76r|f81r|f81v|f82r|f83r|f88v|f95v	f75r|f76r|f81r|f81v|f82r|f83r|f88v|f95v	NONE	HALTEN · GRAD I · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2415	2415	f77r	BIOLOGICAL	f77r.11	P1009-S305	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chol	OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f56r|f67r2|f72r|f76r|f81r|f88r|f89r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E2416	2416	f77r	BIOLOGICAL	f77r.11	P1009-S305	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	SH+E+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f76r|f81r|f81v|f82r|f83r|f88v|f95v	f75r|f76r|f81r|f81v|f82r|f83r|f88v|f95v	NONE	HALTEN · GRAD I · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E2417	2417	f77r	BIOLOGICAL	f77r.11	P1009-S306	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shcthey	SH+CH+T+E+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f83r	f83r	NONE	HALTEN · NEHMEN · EINSTELLEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E2417	2417	f77r	BIOLOGICAL	f77r.11	P1009-S306	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shcthey	SH+CH+T+E+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f83r	f83r	NONE	HALTEN · NEHMEN · EINSTELLEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E2417	2417	f77r	BIOLOGICAL	f77r.11	P1009-S306	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shcthey	SH+CH+T+E+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f83r	f83r	NONE	HALTEN · NEHMEN · EINSTELLEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2417	2417	f77r	BIOLOGICAL	f77r.11	P1009-S306	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shcthey	SH+CH+T+E+Y	1	5	5	EXACT_SURFACE_FROM_OTHER_PAGE	f83r	f83r	NONE	HALTEN · NEHMEN · EINSTELLEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E2418	2418	f77r	BIOLOGICAL	f77r.11	P1009-S306	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f76r|f81r|f82r|f83r	f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r	NONE	SETZEN · GRAD II · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E2419	2419	f77r	BIOLOGICAL	f77r.11	P1009-S307	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	oteedy	OT+EE+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f75r|f76r	f72r|f75r|f76r|f81r|f82r|f83r	NONE	DANACH · GRAD II · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E2420	2420	f77r	BIOLOGICAL	f77r.11	P1009-S308	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cham	CH+AM_ADDR	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f89r	NONE	NEHMEN · HIER	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2421	2421	f77r	BIOLOGICAL	f77r.12	P1009-S308	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	solteedy	OL+T+EE+DY	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f95v	NONE	FORTSETZEN · EINSTELLEN · GRAD II · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E2421	2421	f77r	BIOLOGICAL	f77r.12	P1009-S308	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	solteedy	OL+T+EE+DY	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f95v	NONE	FORTSETZEN · EINSTELLEN · GRAD II · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OT	DANACH	G407-E2422	2422	f77r	BIOLOGICAL	f77r.12	P1009-S309	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy	OT+EE+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f76r|f81r|f82r|f83r	f72r|f75r|f76r|f81r|f82r|f83r	NONE	DANACH · GRAD II · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E2424	2424	f77r	BIOLOGICAL	f77r.12	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedaiin	CHD+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f72r|f83r|f95v	f67r2|f72r|f83r|f95v	NONE	BEARBEITEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E2424	2424	f77r	BIOLOGICAL	f77r.12	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedaiin	CHD+AIIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f67r2|f72r|f83r|f95v	f67r2|f72r|f83r|f95v	NONE	BEARBEITEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E2425	2425	f77r	BIOLOGICAL	f77r.12	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	f1r|f55v|f56r|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2425	2425	f77r	BIOLOGICAL	f77r.12	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	CHD+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	f1r|f55v|f56r|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E2426	2426	f77r	BIOLOGICAL	f77r.12	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedaiin	SH+E+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f82r|f83r	f82r|f83r	NONE	HALTEN · GRAD I · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E2426	2426	f77r	BIOLOGICAL	f77r.12	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedaiin	SH+E+AIIN	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f82r|f83r	f82r|f83r	NONE	HALTEN · GRAD I · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E2427	2427	f77r	BIOLOGICAL	f77r.12	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shealol	SH+E+AL+OL	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · GRAD I · ZIELORT · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E2427	2427	f77r	BIOLOGICAL	f77r.12	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shealol	SH+E+AL+OL	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · GRAD I · ZIELORT · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2427	2427	f77r	BIOLOGICAL	f77r.12	P1009-S311	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shealol	SH+E+AL+OL	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	HALTEN · GRAD I · ZIELORT · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
