surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	gdt528_rank	gdt528_revised_rank	gdt528_top1	gdt529_rank	gdt529_revised_rank	gdt529_top1	gdt529_top5	truth_gdt528_score	truth_square_feature	truth_gdt529_score	truth_square_trace	top1_gdt528_score	top1_square_feature	top1_gdt529_score	top1_square_trace	top1_alignment_trace	decision_change_class	working_policy	gdt530_working_recipe	gdt530_working_rank	gdt530_literal_reading_de	gdt530_short_phrase_de	gdt530_evidence	gdt530_policy	gdt531_working_recipe	gdt531_working_rank	gdt531_literal_reading_de	gdt531_short_phrase_de	gdt531_evidence	gdt531_policy
sholfordaiin	1	f66r	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	1	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN | SH+OL+LOCAL_CHAR_F+OR+AIIN | SH+OL+LOCAL_CHAR_F+OR+DA+AIIN | SH+OL+LOCAL_CHAR_F+OR+D_ADDR+IIN | SH+OL+LOCAL_CHAR_F+OR+DA+IIN	6.065890151	0.000000000	6.065890151	NO_TERMINAL_M	6.065890151	0.000000000	6.065890151	NO_TERMINAL_M	sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	HALTEN · FORTSETZEN · [LOCAL_CHAR_F:STEUERUNG=HIER] · EINHEIT · [D_ADDR:STEUERUNG=HIER] · WERT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	HALTEN · FORTSETZEN · [LOCAL_CHAR_F:STEUERUNG=HIER] · EINHEIT · [D_ADDR:STEUERUNG=HIER] · WERT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
shso	1	f31r	SH+S+O	SH+S+O	1	1	SH+S+O	1	1	SH+S+O	SH+S+O | S+S+O | S+SH+S+O | SH+S+OT | SH+S+O+LOCAL_CHAR_I	3.183931926	0.000000000	3.183931926	NO_TERMINAL_M	3.183931926	0.000000000	3.183931926	NO_TERMINAL_M	sh=>sh~SH@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	SH+S+O	1	HALTEN · WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	SH+S+O	1	HALTEN · WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
shtchy	1	f4r	SH+T+CH+Y	SH+T+CH+Y	1	1	SH+T+CH+Y	1	1	SH+T+CH+Y	SH+T+CH+Y | SH+T+Y | SH+T+LOCAL_C+Y | S+T+CH+Y | S+SH+T+CH+Y	5.046624361	0.000000000	5.046624361	NO_TERMINAL_M	5.046624361	0.000000000	5.046624361	NO_TERMINAL_M	sh=>sh~SH@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	SH+T+CH+Y	1	HALTEN · EINSTELLEN · NEHMEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	SH+T+CH+Y	1	HALTEN · EINSTELLEN · NEHMEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
shyshol	1	f4r	SH+Y+SH+OL	SH+Y+SH+OL	1	1	SH+Y+SH+OL	1	1	SH+Y+SH+OL	SH+Y+SH+OL | Y+SH+OL | SH+Y+OL | S+Y+SH+OL | SH+Y+SH+O+L	4.859455844	0.000000000	4.859455844	NO_TERMINAL_M	4.859455844	0.000000000	4.859455844	NO_TERMINAL_M	sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	SH+Y+SH+OL	1	HALTEN · POSTEN · HALTEN · FORTSETZEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	SH+Y+SH+OL	1	HALTEN · POSTEN · HALTEN · FORTSETZEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
shytchy	1	f4r	SH+Y+T+CH+Y	SH+Y+T+CH+Y	1	1	SH+Y+T+CH+Y	1	1	SH+Y+T+CH+Y	SH+Y+T+CH+Y | SH+Y+T+Y | SH+Y+T+LOCAL_C+Y | Y+T+CH+Y | Y+T+Y	5.037153005	0.000000000	5.037153005	NO_TERMINAL_M	5.037153005	0.000000000	5.037153005	NO_TERMINAL_M	sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	SH+Y+T+CH+Y	1	HALTEN · POSTEN · EINSTELLEN · NEHMEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	SH+Y+T+CH+Y	1	HALTEN · POSTEN · EINSTELLEN · NEHMEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
soaiin	1	f20v	S+O+AIIN	S+O+AIIN	1	1	S+O+AIIN	1	1	S+O+AIIN	S+O+AIIN | SH+O+AIIN | S+O+IIN | S+OT+AIIN | S+O+A_ADDR+AIIN	1.624786449	0.000000000	1.624786449	NO_TERMINAL_M	1.624786449	0.000000000	1.624786449	NO_TERMINAL_M	s=>s~S@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	S+O+AIIN	1	WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · WERT	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	S+O+AIIN	1	WÄHLEN · [O:STEUERUNG=AUSFÜHRUNG] · WERT	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
tcheo	1	f66r	T+CH+E+O	T+CH+E+O	1	1	T+CH+E+O	1	1	T+CH+E+O	T+CH+E+O | T+LOCAL_C+E+O | T+E+O | T+CH+O | T+LOCAL_C+SH+E+O	1.133459127	0.000000000	1.133459127	NO_TERMINAL_M	1.133459127	0.000000000	1.133459127	NO_TERMINAL_M	t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	T+CH+E+O	1	EINSTELLEN · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	T+CH+E+O	1	EINSTELLEN · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
tocpheey	1	f66r	T+O+CH+P+EE+Y	T+O+CH+P+EE+Y	1	1	T+O+CH+P+EE+Y	1	1	T+O+CH+P+EE+Y	T+O+CH+P+EE+Y | T+CH+P+EE+Y | T+O+CH+P+SH+EE+Y | T+O+LOCAL_C+P+EE+Y | OT+CH+P+EE+Y	5.041377281	0.000000000	5.041377281	NO_TERMINAL_M	5.041377281	0.000000000	5.041377281	NO_TERMINAL_M	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | cph=>cph~CH+P@edit0+alias0.505 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	T+O+CH+P+EE+Y	1	EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSETZEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	T+O+CH+P+EE+Y	1	EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSETZEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
todeeey	1	f66r	T+O+D_ADDR+EEE+Y	T+O+D_ADDR+EEE+Y	1	1	T+O+D_ADDR+EEE+Y	1	1	T+O+D_ADDR+EEE+Y	T+O+D_ADDR+EEE+Y | T+O+EEE+Y | T+O+D_ADDR+EE+E+Y | T+O+D_ADDR+E+EE+Y | T+O+E+EE+Y	6.024654873	0.000000000	6.024654873	NO_TERMINAL_M	6.024654873	0.000000000	6.024654873	NO_TERMINAL_M	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | eee=>eee~EEE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	T+O+D_ADDR+EEE+Y	1	EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · [EEE:STEUERUNG=GRAD III] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	T+O+D_ADDR+EEE+Y	1	EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · [EEE:STEUERUNG=GRAD III] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
tolchedy	1	f66r	T+OL+CHD+DY	T+OL+CHD+DY	1	1	T+OL+CHD+DY	1	1	T+OL+CHD+DY	T+OL+CHD+DY | T+OL+CHD+Y | T+OL+CH+E+DY | T+OL+LOCAL_C+E+DY | T+OL+CH+DY	6.032265945	0.000000000	6.032265945	NO_TERMINAL_M	6.032265945	0.000000000	6.032265945	NO_TERMINAL_M	t=>t~T@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | che=>chd~CHD@edit1+alias0.500 | dy=>dy~DY@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	T+OL+CHD+DY	1	EINSTELLEN · FORTSETZEN · BEARBEITEN · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	T+OL+CHD+DY	1	EINSTELLEN · FORTSETZEN · BEARBEITEN · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
tolshy	1	f20v	T+OL+SH+Y	T+OL+SH+Y	1	1	T+OL+SH+Y	1	1	T+OL+SH+Y	T+OL+SH+Y | T+OL+Y | T+O+L+SH+Y | T+OL+S+Y | T+OL+S+SH+Y	4.161702133	0.000000000	4.161702133	NO_TERMINAL_M	4.161702133	0.000000000	4.161702133	NO_TERMINAL_M	t=>t~T@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	T+OL+SH+Y	1	EINSTELLEN · FORTSETZEN · HALTEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	T+OL+SH+Y	1	EINSTELLEN · FORTSETZEN · HALTEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
tosheo	1	f66r	T+O+SH+E+O	T+O+SH+E+O	1	1	T+O+SH+E+O	1	1	T+O+SH+E+O	T+O+SH+E+O | T+O+S+SH+E+O | T+O+S+E+O | T+O+SH+E+O+D_ADDR | T+OS+SH+E+O	3.388420809	0.000000000	3.388420809	NO_TERMINAL_M	3.388420809	0.000000000	3.388420809	NO_TERMINAL_M	t=>t~T@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	T+O+SH+E+O	1	EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	T+O+SH+E+O	1	EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
tshokeody	1	f31r	T+SH+OK+E+O+D_ADDR+Y	T+SH+OK+E+O+D_ADDR+Y	1	1	T+SH+OK+E+O+D_ADDR+Y	1	1	T+SH+OK+E+O+D_ADDR+Y	T+SH+OK+E+O+D_ADDR+Y | T+SH+OK+E+O+DY | SH+OK+E+O+D_ADDR+Y | T+OK+E+O+D_ADDR+Y | T+SH+OK+E+O+Y	5.749749134	0.000000000	5.749749134	NO_TERMINAL_M	5.749749134	0.000000000	5.749749134	NO_TERMINAL_M	t=>t~T@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	T+SH+OK+E+O+D_ADDR+Y	1	EINSTELLEN · HALTEN · SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	T+SH+OK+E+O+D_ADDR+Y	1	EINSTELLEN · HALTEN · SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
tydy	1	f4r	T+Y+DY	T+Y+DY	1	1	T+Y+DY	1	1	T+Y+DY	T+Y+DY | T+Y+Y | Y+T+DY | T+Y+D_ADDR+Y | Y+T+Y	3.139557062	0.000000000	3.139557062	NO_TERMINAL_M	3.139557062	0.000000000	3.139557062	NO_TERMINAL_M	t=>t~T@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	T+Y+DY	1	EINSTELLEN · POSTEN · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	T+Y+DY	1	EINSTELLEN · POSTEN · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
x	3	f66r	LOCAL_X	LOCAL_X	1	1	LOCAL_X	1	1	LOCAL_X	LOCAL_X	3.113567624	0.000000000	3.113567624	NO_TERMINAL_M	3.113567624	0.000000000	3.113567624	NO_TERMINAL_M	x=>x~LOCAL_X@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	LOCAL_X	1	[LOKALES_X:ZEICHEN_ODER_NAMENSKERN]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	LOCAL_X	1	[LOKALES_X:ZEICHEN_ODER_NAMENSKERN]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
yches	1	f31r	Y+CH+E+S	Y+CH+E+S	1	1	Y+CH+E+S	1	1	Y+CH+E+S	Y+CH+E+S | Y+E+S | Y+LOCAL_C+E+S | Y+CH+S | Y+CH+E+O	2.825992577	0.000000000	2.825992577	NO_TERMINAL_M	2.825992577	0.000000000	2.825992577	NO_TERMINAL_M	y=>y~Y@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	Y+CH+E+S	1	POSTEN · NEHMEN · [E:STEUERUNG=GRAD I] · WÄHLEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	Y+CH+E+S	1	POSTEN · NEHMEN · [E:STEUERUNG=GRAD I] · WÄHLEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
ykeedar	1	f31r	Y+K+EE+D_ADDR+AR	Y+K+EE+D_ADDR+AR	1	1	Y+K+EE+D_ADDR+AR	1	1	Y+K+EE+D_ADDR+AR	Y+K+EE+D_ADDR+AR | Y+K+D_ADDR+AR | Y+K+EE+DA+R | Y+K+EE+DA+AR | Y+K+EE+D_ADDR+A_ADDR+R	2.759000065	0.000000000	2.759000065	NO_TERMINAL_M	2.759000065	0.000000000	2.759000065	NO_TERMINAL_M	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	Y+K+EE+D_ADDR+AR	1	POSTEN · GEBEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · AUSGANG	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	Y+K+EE+D_ADDR+AR	1	POSTEN · GEBEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · AUSGANG	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
ykeol	1	f66r	Y+K+E+OL	Y+K+E+OL	1	1	Y+K+E+OL	1	1	Y+K+E+OL	Y+K+E+OL | Y+K+E+O+L | Y+K+E+O+AL | Y+OL+K+E | Y+K+E+O+D_ADDR+L	0.379838756	0.000000000	0.379838756	NO_TERMINAL_M	0.379838756	0.000000000	0.379838756	NO_TERMINAL_M	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	Y+K+E+OL	1	POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · FORTSETZEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	Y+K+E+OL	1	POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · FORTSETZEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
ykesho	1	f66r	Y+K+E+SH+O	Y+K+E+SH+O	1	1	Y+K+E+SH+O	1	1	Y+K+E+SH+O	Y+K+E+SH+O | Y+K+E+O | Y+K+E+S_ADDR+O | Y+K+E+S_ADDR+SH+O | Y+K+E+S+O	3.130259407	0.000000000	3.130259407	NO_TERMINAL_M	3.130259407	0.000000000	3.130259407	NO_TERMINAL_M	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	Y+K+E+SH+O	1	POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · HALTEN · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	Y+K+E+SH+O	1	POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · HALTEN · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
ykoiin	1	f20v	Y+K+O+IIN	Y+K+O+IIN	1	1	Y+K+O+IIN	1	1	Y+K+O+IIN	Y+K+O+IIN | Y+K+O+AIIN | Y+K+O+IIN+T | Y+K+O+AIN | Y+K+O+LOCAL_CHAR_I+IIN	2.603201584	0.000000000	2.603201584	NO_TERMINAL_M	2.603201584	0.000000000	2.603201584	NO_TERMINAL_M	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	Y+K+O+IIN	1	POSTEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	Y+K+O+IIN	1	POSTEN · GEBEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
ykshedy	1	f66r	Y+K+SH+E+DY	Y+K+SH+E+DY	1	1	Y+K+SH+E+DY	1	1	Y+K+SH+E+DY	Y+K+SH+E+DY | SH+E+DY | Y+K+SH+E+Y | SH+E+Y | Y+K+S+SH+E+DY	2.027082140	0.000000000	2.027082140	NO_TERMINAL_M	2.027082140	0.000000000	2.027082140	NO_TERMINAL_M	y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	Y+K+SH+E+DY	1	POSTEN · GEBEN · HALTEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	Y+K+SH+E+DY	1	POSTEN · GEBEN · HALTEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
ypches	1	f66r	Y+P+CH+E+S	Y+P+CH+E+S	1	1	Y+P+CH+E+S	1	1	Y+P+CH+E+S	Y+P+CH+E+S | Y+P+E+S | Y+P+LOCAL_C+E+S | Y+P+CH+LOCAL_C+E+S | Y+P+CH+E+O	2.901846501	0.000000000	2.901846501	NO_TERMINAL_M	2.901846501	0.000000000	2.901846501	NO_TERMINAL_M	y=>y~Y@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	Y+P+CH+E+S	1	POSTEN · EINSETZEN · NEHMEN · [E:STEUERUNG=GRAD I] · WÄHLEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	Y+P+CH+E+S	1	POSTEN · EINSETZEN · NEHMEN · [E:STEUERUNG=GRAD I] · WÄHLEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
