global_group_serial	source_kind	register	unit_id	page	local_serial	locus	field_or_address	statement_or_station	exact_identity	surface_display_only	formal_control	mnemonic_or_status	structural_status	iatromedical_content_class	IATROMEDICAL_SIMPLE_BATH_ELECTION	practical_content_class	PRACTICAL_MATERIAL_PROCESS_SCHEDULE	content_preference	content_status	roundtrip_status
442	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	61	f67r2.24	f67r2.24:3	I24	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.24::3::11901	ar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Maßnahmen im Exemplar.	SCHEDULE	für das Schattentrocknen Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
443	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	62	f67r2.25	f67r2.25:1	I25	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.25::1::11902	ydam	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Prüfe nun die schädlichen Verbindungen von Saturn und Mars.	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
444	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	63	f67r2.26	f67r2.26:1	I26	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.26::1::11903	yteoor	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bei schädlichem Aspekt verschiebe	SCHEDULE	für das Zerkleinern Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
445	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	64	f67r2.26	f67r2.26:2	I26	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.26::2::11904	yto	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] den starken Eingriff	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
446	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	65	f67r2.26	f67r2.26:3	I26	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.26::3::11905	ykor	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] und wähle Schonung.	SCHEDULE	für das Einweichen Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
447	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	66	f67r2.27	f67r2.27:1	I27	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.27::1::11906	okeo	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bei Sonnenverbrennung des	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
448	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	67	f67r2.27	f67r2.27:2	I27	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.27::2::11907	r	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Mondes halte	SCHEDULE	für das Färbebad Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
449	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	68	f67r2.27	f67r2.27:3	I27	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.27::3::11908	aiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] die beabsichtigte	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
450	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	69	f67r2.27	f67r2.27:4	I27	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.27::4::11909	am	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Maßnahme zurück.	SCHEDULE	für das Duftöl Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
451	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	70	f67r2.28	f67r2.28:1	P03	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.28::1::11910	okain	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SEVEN_PLANET_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Planet 3: Mars; überlieferte Grundqualität: heiß	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
452	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	71	f67r2.28	f67r2.28:2	P03	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.28::2::11911	am	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SEVEN_PLANET_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] und trocken; als Tages- oder Stundenherr prüfen.	SCHEDULE	für das Erwärmen Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
453	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	72	f67r2.29	f67r2.29:1	I29	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.29::1::11912	ytody	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Bei guter Verbindung eines Wohltäters	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
454	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	73	f67r2.29	f67r2.29:2	I29	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.29::2::11913	saiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] darf eine milde Behandlung erfolgen.	SCHEDULE	für das Filtern Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
455	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	74	f67r2.30	f67r2.30:1	I30	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.30::1::11914	ochol	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Wähle die Anwendung nach Krankheit,	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
456	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	75	f67r2.30	f67r2.30:2	I30	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.30::2::11915	olol	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Kräften und sichtbarer Körperstelle.	SCHEDULE	für den Badedienst Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
457	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	76	f67r2.31	f67r2.31:1	P04	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.31::1::11916	opcholdy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SEVEN_PLANET_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 4: Sonne; überlieferte Grundqualität: warm und trocken; als Tages- oder Stundenherr prüfen.	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
458	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	77	f67r2.32	f67r2.32:1	I32	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.32::1::11917	dosar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bei Fülle kann	SCHEDULE	für Reinigung und Vorratsschluss Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
459	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	78	f67r2.32	f67r2.32:2	I32	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.32::2::11918	odas	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] das lokale Exemplar	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
460	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	79	f67r2.32	f67r2.32:3	I32	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.32::3::11919	air	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] Aderlass oder	SCHEDULE	prüfe für die Wurzelernte Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
461	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	80	f67r2.32	f67r2.32:4	I32	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.32::4::11920	alaiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Schröpfen erwägen.	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
462	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	81	f67r2.33	f67r2.33:1	I33	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.33::1::11921	dokan	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bei Schwäche meide starke	SCHEDULE	prüfe für die Blütenernte Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
463	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	82	f67r2.33	f67r2.33:2	I33	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.33::2::11922	oear	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Entleerung und vermindere	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
464	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	83	f67r2.33	f67r2.33:3	I33	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.33::3::11923	odal	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] das gewöhnliche Maß.	SCHEDULE	prüfe für die Blattsichtung Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
465	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	84	f67r2.34	f67r2.34:1	P05	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.34::1::11924	ofar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SEVEN_PLANET_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Planet 5: Venus; überlieferte Grundqualität: kühl	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
466	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	85	f67r2.34	f67r2.34:2	P05	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.34::2::11925	oeoldan	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SEVEN_PLANET_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] und feucht; als Tages- oder Stundenherr prüfen.	SCHEDULE	prüfe für das Schattentrocknen Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
467	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	86	f67r2.35	f67r2.35:1	I35	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.35::1::11926	chol	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Für Bad und	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
468	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	87	f67r2.35	f67r2.35:2	I35	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.35::2::11927	giin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Salbung wähle nur	SCHEDULE	prüfe für das Zerkleinern Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
469	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	88	f67r2.35	f67r2.35:3	I35	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.35::3::11928	okol	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] eine gemäßigte Wärme.	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
470	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	89	f67r2.36	f67r2.36:1	I36	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.36::1::11929	ytor	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Für Trank und Arznei	SCHEDULE	prüfe für das Einweichen Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
471	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	90	f67r2.36	f67r2.36:2	I36	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.36::2::11930	daiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] wahre das im	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
472	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	91	f67r2.36	f67r2.36:3	I36	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.36::3::11931	or	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Rezept vorgeschriebene Maß.	SCHEDULE	prüfe für das Färbebad Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
473	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	92	f67r2.37	f67r2.37:1	P06	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.37::1::11932	ytoaiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SEVEN_PLANET_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 6: Merkur; überlieferte Grundqualität: wechselnd nach Verbindung; als Tages- oder Stundenherr prüfen.	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
474	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	93	f67r2.38	f67r2.38:1	I38	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.38::1::11933	otoldos	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Am Kopf handle nicht stark, solange	SCHEDULE	prüfe für das Duftöl Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
475	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	94	f67r2.38	f67r2.38:2	I38	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.38::2::11934	octhole	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] der Mond im Widder steht.	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
476	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	95	f67r2.39	f67r2.39:1	I39	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.39::1::11935	sor	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Hals und Kehle handle	SCHEDULE	prüfe für das Erwärmen Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
477	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	96	f67r2.39	f67r2.39:2	I39	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.39::2::11936	chedaiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] nicht stark, solange der	SCHEDULE	und freie Feuerstelle. Am vierten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
478	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	97	f67r2.39	f67r2.39:3	I39	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.39::3::11937	dy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Stier steht.	SCHEDULE	für das Filtern Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
479	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	98	f67r2.40	f67r2.40:1	I40	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.40::1::11938	yteos	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Armen und Händen	SCHEDULE	freie Feuerstelle. Am vierten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
480	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	99	f67r2.40	f67r2.40:2	I40	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.40::2::11939	oiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	SCHEDULE	für den Badedienst Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
