group_serial	page	unit_id	locus	event_index	source_event_serial	astro_local_group_identity	surface_ZL3b	locus_role	inventory_item	formal_value	mnemonic	iatromedical_content_class	IATROMEDICAL_ELECTION	practical_content_class	PRACTICAL_SCHEDULE	content_preference	external_label_status	rotation_start_status	direct_f68_f69_mapping	content_status
224	f68r1	A2	f68r1.10	1	12199	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.10::1::12199	otcheody	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S02; externer Picatrix-Vergleichsname: Albatain; dort überlieferte Operationsklasse: Wasserlauf, Brunnen oder Saat.	SCHEDULE	das Hauptbecken. An Stelle	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
225	f68r1	A2	f68r1.11	1	12200	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.11::1::12200	okoaly	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S03; externer Picatrix-Vergleichsname: Alcorata; dort überlieferte Operationsklasse: Seefahrt, Feuerarbeit oder Jagd.	SCHEDULE	16 scheuere das	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
226	f68r1	A2	f68r1.12	1	12201	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.12::1::12201	chocfhy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S04	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S04; externer Picatrix-Vergleichsname: Aldebatam; dort überlieferte Operationsklasse: Bauten, Quellen oder Trennung.	SCHEDULE	Nebenbecken. An Stelle 17	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
227	f68r1	A2	f68r1.13	1	12202	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.13::1::12202	octhey	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S05	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S05; externer Picatrix-Vergleichsname: Altintas; dort überlieferte Operationsklasse: Lernen, Reise oder Bau verbessern.	SCHEDULE	öffne den ersten	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
228	f68r1	A2	f68r1.14	1	12203	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.14::1::12203	otshey	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S06	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S06; externer Picatrix-Vergleichsname: Achaia; dort überlieferte Operationsklasse: Ernte oder Arzneiwirkung hemmen.	SCHEDULE	Zulauf. An Stelle 18	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
229	f68r1	A2	f68r1.15	1	12204	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.15::1::12204	otydy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S07	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S07; externer Picatrix-Vergleichsname: Aldira; dort überlieferte Operationsklasse: Handel, Ernte oder sichere Schifffahrt.	SCHEDULE	prüfe den zweiten	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
230	f68r1	A2	f68r1.16	1	12205	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.16::1::12205	okear	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S08	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S08; externer Picatrix-Vergleichsname: Anathea; dort überlieferte Operationsklasse: Freundschaft, Reise oder Verwahrung.	SCHEDULE	Zulauf. An Stelle	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
231	f68r1	A2	f68r1.17	1	12206	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.17::1::12206	cphocthy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S09	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S09; externer Picatrix-Vergleichsname: Atraff; dort überlieferte Operationsklasse: Streit, Schaden oder Abwehr.	SCHEDULE	19 spüle den Rücklauf.	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
232	f68r1	A2	f68r1.18	1	12207	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.18::1::12207	ytchody	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S10	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S10; externer Picatrix-Vergleichsname: Algebhal; dort überlieferte Operationsklasse: Ehe, Gebäude oder Beistand.	SCHEDULE	An Stelle 20	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
233	f68r1	A2	f68r1.19	1	12208	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.19::1::12208	otys	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S11	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S11; externer Picatrix-Vergleichsname: Ozobea; dort überlieferte Operationsklasse: Befreiung, Handel oder festen Bau.	SCHEDULE	reinige den unteren Ablauf.	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
234	f68r1	A2	f68r1.20	1	12209	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.20::1::12209	olor	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S12	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S12; externer Picatrix-Vergleichsname: Acarfa; dort überlieferte Operationsklasse: Pflanzen, Besitz oder Schifffahrt.	SCHEDULE	An Stelle 21	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
235	f68r1	A2	f68r1.21	1	12210	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.21::1::12210	ockhy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S13	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S13; externer Picatrix-Vergleichsname: Alahuc; dort überlieferte Operationsklasse: Handel, Saat, Reise oder Bau.	SCHEDULE	zähle Eimer und Schöpfgefäße.	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
236	f68r1	A2	f68r1.22	1	12211	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.22::1::12211	ofcheor	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S14	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S14; externer Picatrix-Vergleichsname: Acimech; dort überlieferte Operationsklasse: Kranke heilen, Reise oder Freundschaft.	SCHEDULE	An Stelle 22	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
237	f68r1	A2	f68r1.23	1	12212	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.23::1::12212	otchdy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S15	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S15; externer Picatrix-Vergleichsname: Algafra; dort überlieferte Operationsklasse: Brunnen, Schatzsuche oder Trennung.	SCHEDULE	trockne die Handtücher. An	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
238	f68r1	A2	f68r1.24	1	12213	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.24::1::12213	otykchs	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S16	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S16; externer Picatrix-Vergleichsname: Aculine; dort überlieferte Operationsklasse: Befreiung oder Zwietracht.	SCHEDULE	Stelle 23 wasche	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
239	f68r1	A2	f68r1.25	1	12214	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.25::1::12214	otol	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S17	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S17; externer Picatrix-Vergleichsname: Alichil; dort überlieferte Operationsklasse: dauerhafte Freundschaft, Bau oder Schifffahrt.	SCHEDULE	die Arbeitskleider. An Stelle	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
240	f68r1	A2	f68r1.26	1	12215	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.26::1::12215	otor	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S18	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S18; externer Picatrix-Vergleichsname: Alcalb; dort überlieferte Operationsklasse: Bau, Befreiung oder Streit.	SCHEDULE	24 scheuere Boden	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
241	f68r1	A2	f68r1.27	1	12216	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.27::1::12216	oiinar	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S19	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S19; externer Picatrix-Vergleichsname: Exaula; dort überlieferte Operationsklasse: Krieg, Ernte, Reise oder Gefangenschaft.	SCHEDULE	und Rinnen. An Stelle	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
242	f68r1	A2	f68r1.28	1	12217	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.28::1::12217	okoldy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S20	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S20; externer Picatrix-Vergleichsname: Nahaym; dort überlieferte Operationsklasse: Tiere zähmen, Rückkehr oder Versammlung.	SCHEDULE	25 trockne Bänke	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
243	f68r1	A2	f68r1.29	1	12218	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.29::1::12218	ykchdy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S21	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S21; externer Picatrix-Vergleichsname: Elbelda; dort überlieferte Operationsklasse: Bau, Ernte, Reise oder Trennung.	SCHEDULE	und Bretter. An	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
244	f68r1	A2	f68r1.30	1	12219	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.30::1::12219	oeeody	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S22	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S22; externer Picatrix-Vergleichsname: Cadaldeba; dort überlieferte Operationsklasse: Krankheit heilen oder Gefangene lösen.	SCHEDULE	Stelle 26 versiegle die	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
245	f68r1	A2	f68r1.31	1	12220	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.31::1::12220	ocphy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S23	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S23; externer Picatrix-Vergleichsname: Cacidebehah; dort überlieferte Operationsklasse: Krankheit heilen oder Gefangene lösen.	SCHEDULE	Vorratsgläser. An Stelle	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
246	f68r1	A2	f68r1.32	1	12221	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.32::1::12221	okeeodal	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S24	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S24; externer Picatrix-Vergleichsname: Zazedahot; dort überlieferte Operationsklasse: Handel, Ehe oder Sieg.	SCHEDULE	27 prüfe Rechnung und	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
247	f68r1	A2	f68r1.33	1	12222	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.33::1::12222	okshor	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S25	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S25; externer Picatrix-Vergleichsname: Cadalhacia; dort überlieferte Operationsklasse: Körperglied binden, Streit oder Bau.	SCHEDULE	Verbrauch. An Stelle	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
248	f68r1	A2	f68r1.34	1	12223	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.34::1::12223	osdaiin	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S26	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S26; externer Picatrix-Vergleichsname: Almiquidam; dort überlieferte Operationsklasse: Liebe, Reise oder festen Bau.	SCHEDULE	28 halte Ruhetag und	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
249	f68r1	A2	f68r1.35	1	12224	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.35::1::12224	otochedy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S27	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S27; externer Picatrix-Vergleichsname: Algrafaium; dort überlieferte Operationsklasse: Krankheit heilen, Handel oder Gefahr.	SCHEDULE	mache die Monatsaufnahme.	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
250	f68r1	A2	f68r1.36	1	12225	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.36::1::12225	dolchedy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S28	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S28; externer Picatrix-Vergleichsname: Arexe; dort überlieferte Operationsklasse: Ernte, Reise, Frieden oder Gefangenschaft.	SCHEDULE	Beginne in der hier	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
251	f68r1	A2	f68r1.37	1	12226	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::1::12226	oky	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	CENTRE_LEGEND	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/5; KEINE KARTENGLOSSE] Der Mond besitzt	SCHEDULE	redaktionell gesetzten Reihenfolge	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
252	f68r1	A2	f68r1.37	2	12227	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::2::12227	okchdy	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	CENTRE_LEGEND	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/5; KEINE KARTENGLOSSE] in dieser lokalen	SCHEDULE	oder in einer im	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
253	f68r1	A2	f68r1.37	3	12228	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::3::12228	okardy	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	CENTRE_LEGEND	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/5; KEINE KARTENGLOSSE] Editionswelt einen vollständigen	SCHEDULE	lokalen Exemplar ausdrücklich	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
254	f68r1	A2	f68r1.37	4	12229	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.37::4::12229	qear	CENTRAL_CATALOGUE_LEGEND_LOCAL_SOURCE_TEXT	CENTRE_LEGEND	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 4/5; KEINE KARTENGLOSSE] Kreis aus achtundzwanzig	SCHEDULE	notierten Drehung; übertrage keine	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
