event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	event_template	parse_status	iatromedical_source_segment	practical_source_segment	content_relation	semantic_ceiling
286	f83r	f83r.16	B3	F098	B3-S026	d72f71baff01cd0a0406	chldaiin	OPAQUE_PAYLOAD + <ARG_AIIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:nach dem Absetzen]	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
287	f83r	f83r.16	B3	F098	B3-S026	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Charge an den nächsten Lauf übergeben;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
288	f83r	f83r.16	B3	F098	B3-S026	1645e612504fcef59ced	qokain	SET(<ARG_AIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A010+A011+A022:gib einen abgemessenen Anteil in das Gefäß]	LOCAL_EXEMPLAR[offenen Arbeitsstand fortschreiben;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
289	f83r	f83r.16	B3	F098	B3-S026	e0b630cb1b5df5e7105b	checthy	OPAQUE_PAYLOAD	NONCLOSE	NONE	BEREIT?	STATE_GATE	UNIQUE_EXACT	[CARD:BEREIT?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003] [EXEMPLAR:A004+A011+A022:den örtlichen Prüfzustand der Charge feststellen]	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
290	f83r	f83r.16	B3	F098	B3-S026	d788d8d72d41b25a3c71	chealror	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A012+A022:bis der Strom klar wird]	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
291	f83r	f83r.20	B3	F099	B3-S026	3b70942557b3a40e8030	solkeedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A022:lasse die Flüssigkeit sich setzen und beende den Schritt]	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
292	f83r	f83r.20	B3	F100	B3-S027	ff178343c18e287ce3b7	qoteedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A004+A006+A008+A011+A014+A022:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
293	f83r	f83r.20	B3	F101	B3-S028	0275fbf14e07935b0a45	qokeey	OPAQUE_PAYLOAD	NONCLOSE	NONE	TEMPERIEREN?	ACTION_TEMPER	UNIQUE_EXACT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003] [EXEMPLAR:A005+A008+A011+A015+A022:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
294	f83r	f83r.20	B3	F101	B3-S028	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	UNIQUE_EXACT	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T013] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A022:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
295	f83r	f83r.20	B3	F102	B3-S029	dcda95c81a5460feb191	sol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003;PREVIOUS_ITEM=B3:I001] [EXEMPLAR:A010+A011+A013+A022:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F102]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
296	f83r	f83r.20	B3	F102	B3-S029	9247e38d29c79a0d2fa5	cheeety	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A005+A009+A011+A015+A022:nach der ersten Spülung]	LOCAL_EXEMPLAR[Leitung bis zum klaren Lauf spülen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
297	f83r	f83r.20	B3	F102	B3-S029	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	UNIQUE_EXACT	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A022:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
298	f83r	f83r.20	B3	F103	B3-S030	276a7c2d74d1143446f4	qoky	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANWENDEN?	ACTION_APPLY	UNIQUE_EXACT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F103]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
299	f83r	f83r.20	B3	F103	B3-S030	2f1c5e56e8f0ff459065	saiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	MASS?	PARAMETER_ASSIGN	UNIQUE_EXACT	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B3:F103:M]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
300	f83r	f83r.22	B3	F104	B3-S030	b154ff779abe5f196c80	schedair	OPAQUE_PAYLOAD + <ARG_AIR>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A012+A022:ziehe die klare Flüssigkeit ab]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
301	f83r	f83r.22	B3	F104	B3-S030	4de12cf322dfb76ded1e	otchedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:mische zu gleichen Teilen und beende den Schritt]	LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
302	f83r	f83r.22	B3	F105	B3-S031	7d25241b0e56c836372a	qokeedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
303	f83r	f83r.22	B3	F106	B3-S032	d784b2abcaf1a3703de2	chedain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A005+A011+A015+A022:beginne die Spülung]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
304	f83r	f83r.22	B3	F106	B3-S032	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
305	f83r	f83r.22	B3	F106	B3-S032	1779decef17481ec2853	qotedaiin	FRAME_OT(OPAQUE_PAYLOAD + <ARG_AIIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A011+A022:das breite Gefäß]	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
306	f83r	f83r.22	B3	F106	B3-S032	54d0e228ca346110af05	otaiin	MARK(<ARG_AIIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A009+A011+A022:für dieselbe Dauer wie zuvor]	LOCAL_EXEMPLAR[Filtrat im Zielbecken auffangen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
307	f83r	f83r.22	B3	F106	B3-S032	c45ebac60774620561e2	otedy	CLOSE(FRAME_OT(OPAQUE_PAYLOAD))	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Klarheit ziehen und beende den Schritt]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
308	f83r	f83r.22	B3	F107	B3-S033	04a3877f0fc81b7597c9	ldy	CLOSE(LINK)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A022:ziehe es ab und beende den Schritt]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
309	f83r	f83r.24	B3	F108	B3-S034	2c82523794dcb7d2b343	soiiin	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:bis es klar ist]	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
310	f83r	f83r.24	B3	F108	B3-S034	e0b630cb1b5df5e7105b	checthy	OPAQUE_PAYLOAD	NONCLOSE	NONE	BEREIT?	STATE_GATE	UNIQUE_EXACT	[CARD:BEREIT?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I004] [EXEMPLAR:A004+A011+A022:den örtlichen Prüfzustand der Charge feststellen]	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
311	f83r	f83r.24	B3	F108	B3-S034	80ebbbbf238eee9f0aef	chety	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Gleichmäßig bearbeiten]	LOCAL_EXEMPLAR[Charge an den nächsten Lauf übergeben;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
312	f83r	f83r.24	B3	F108	B3-S034	54d0e228ca346110af05	otaiin	MARK(<ARG_AIIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A009+A011+A022:für dieselbe Dauer wie zuvor]	LOCAL_EXEMPLAR[offenen Arbeitsstand fortschreiben;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
313	f83r	f83r.24	B3	F108	B3-S034	7811a7daff25d476e28d	olsaly	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A011+A022:das untere Becken]	LOCAL_EXEMPLAR[fertige Charge markieren;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
314	f83r	f83r.24	B3	F108	B3-S034	bc4f1f5c006c74a4d26d	shedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
315	f83r	f83r.25	B4	F109	B4-S001	7d25241b0e56c836372a	qokeedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A006+A008+A011+A015+A023:tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
316	f83r	f83r.25	B4	F110	B4-S002	e2eb77ca9d9e1a8ba29a	qolchey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A009+A011+A023:fülle danach das Gefäß]	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
317	f83r	f83r.25	B4	F110	B4-S002	0275fbf14e07935b0a45	qokeey	OPAQUE_PAYLOAD	NONCLOSE	NONE	TEMPERIEREN?	ACTION_TEMPER	UNIQUE_EXACT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I001] [EXEMPLAR:A005+A008+A011+A015+A023:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
318	f83r	f83r.25	B4	F110	B4-S002	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	UNIQUE_EXACT	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A023:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
319	f83r	f83r.25	B4	F111	B4-S003	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
320	f83r	f83r.25	B4	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	MARK(<ARG_AL>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A003+A011+A023:zum unteren Ablauf hin]	LOCAL_EXEMPLAR[Leitungsöffnung ausstreichen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
321	f83r	f83r.26	B4	F112	B4-S003	faf321940aed922846a9	otchey	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	NONE	ANTEIL?	SELECT_PART	UNIQUE_EXACT	[CARD:ANTEIL?] [REGISTER:OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;PREVIOUS_ITEM=B4:I001] [EXEMPLAR:A010+A011+A023:einen recordlokalen Anteil auswählen]	ANTEIL?=bezeichnete Teilcharge wählen ; LOCAL_ARGUMENT[Teilcharge aus B4:F112]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
322	f83r	f83r.26	B4	F112	B4-S003	0275fbf14e07935b0a45	qokeey	OPAQUE_PAYLOAD	NONCLOSE	NONE	TEMPERIEREN?	ACTION_TEMPER	UNIQUE_EXACT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002] [EXEMPLAR:A005+A008+A011+A015+A023:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
323	f83r	f83r.26	B4	F112	B4-S003	276a7c2d74d1143446f4	qoky	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANWENDEN?	ACTION_APPLY	UNIQUE_EXACT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002] [EXEMPLAR:A001+A004+A005+A006+A010+A011+A015+A023:den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F112]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
324	f83r	f83r.26	B4	F112	B4-S003	dcda95c81a5460feb191	tol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002;PREVIOUS_ITEM=B4:I001] [EXEMPLAR:A010+A011+A013+A023:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F112]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
325	f83r	f83r.26	B4	F112	B4-S003	bc4f1f5c006c74a4d26d	shedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Wärmequelle am Becken anlegen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
326	f83r	f83r.26	B4	F113	B4-S004	eb2e4bc143f623ee03ac	qokylddy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A004+A006+A008+A011+A023:lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
327	f83r	f83r.27	B4	F114	B4-S005	53cd0637c6820ba5e91f	dain	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A011+A023:durch ein Tuch]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
328	f83r	f83r.27	B4	F114	B4-S005	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
329	f83r	f83r.27	B4	F114	B4-S005	7d25241b0e56c836372a	qokeedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A006+A008+A011+A015+A023:tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
