statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	constituent_loci	physical_line_count	internal_cross_line_boundaries	event_count	event_serials	exact_card_sequence	closure_sequence	entry_boundary_class	exit_boundary_class	ordered_template_sequence	parse_status	recognized_event_count	exemplar_only_event_count	record_reset_status	pre_state	owner_active_target_previous_operations	inferred_missing_slots	operation_trace	post_state	backward_from_full_transition_log	backward_from_post_state_only	iatromedical_statement_exemplar	practical_statement_exemplar	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	strongest_segmentation_rival	semantic_contract
B4-S004	B4	f83r	4	F113	f83r.26	1	NONE	1	326	eb2e4bc143f623ee03ac	F113:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I002) -> TARGET/STATION:CARRY(B4:T002) -> PREVIOUS_ITEM:CARRY(B4:I001)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	YES	YES	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A004+A006+A008+A011+A023:lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=bezeichneten Lauf warm reinigen [Ganzfeldexemplar B4, Feld 5/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B4-S005	B4	f83r	5	F114	f83r.27	1	NONE	3	327|328|329	53cd0637c6820ba5e91f|6f7ff8287eddf4da9fdb|7d25241b0e56c836372a	F114:TERMINAL	NEXT_PARALLEL_CELL	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	3	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002;PREVIOUS_ITEM=B4:I001	CARRY/INTRODUCE/INTRODUCE/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I002) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I003) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B4:T003;LOCAL_CLOTH)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	YES	NO	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A011+A023:durch ein Tuch] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A006+A008+A011+A015+A023:tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=START_NEW_CLAUSE: f83r.27 kann ein eigener Filtrationsabschnitt sein.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 6/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B4-S006	B4	f83r	6	F115	f83r.27	1	NONE	1	330	d68bc8de3bcee09db23c	F115:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T003;PREVIOUS_ITEM=B4:I002	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I003) -> TARGET/STATION:CARRY(B4:T003) -> PREVIOUS_ITEM:CARRY(B4:I002) -> TARGET/STATION:INTRODUCE(B4:T004;LOCAL_CLOTH)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	YES	NO	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 7/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B4-S007	B4	f83r	7	F116	f83r.27	1	NONE	1	331	d68bc8de3bcee09db23c	F116:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T004;PREVIOUS_ITEM=B4:I002	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I003) -> TARGET/STATION:CARRY(B4:T004) -> PREVIOUS_ITEM:CARRY(B4:I002) -> TARGET/STATION:INTRODUCE(B4:T005;LOCAL_CLOTH)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	YES	NO	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	LOCAL_EXEMPLAR[Spülwasser zuführen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 8/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B4-S008	B4	f83r	8	F117	f83r.28	1	NONE	4	332|333|334|335	2f1c5e56e8f0ff459065|2c1a5fd92b9e3c762242|92e43836d82f98bf02d3|7db18b2f0fb7ed0fcfd3	F117:TERMINAL	NEXT_PARALLEL_CELL	WITHIN_LOCUS_FIELD_BOUNDARY	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > TERMINAL_FLUSH	AMBIGUOUS	2	2	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I003;TARGET/STATION=B4:T005;PREVIOUS_ITEM=B4:I002	CARRY/INTRODUCE/INTRODUCE/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I003) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I004) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B4:T006;LOCAL_FIRST_OPENING) -> TARGET/STATION:INTRODUCE(B4:T007;LOCAL_MARKED_TARGET)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	YES	NO	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I004] [EXEMPLAR:A010+A011+A023:den aktiven Posten nach der örtlichen Vorschrift bemessen] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A008+A011+A023:solange es noch warm ist] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A003+A009+A011+A014+A023:die erste Öffnung] ; [CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A023:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B4:F117:M] ; LOCAL_EXEMPLAR[Leitung bis zum klaren Lauf spülen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Spülrest getrennt auffangen;keine Kartenbedeutung] ; SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=START_NEW_CLAUSE: der neue Parametersatz kann eine neue Prozessphase eröffnen.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 9/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B4-S009	B4	f83r	9	F118	f83r.28	1	NONE	1	336	bc4f1f5c006c74a4d26d	F118:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I004) -> TARGET/STATION:CARRY(B4:T007) -> PREVIOUS_ITEM:CARRY(B4:I003)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	YES	YES	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Rückstand filtern [Ganzfeldexemplar B4, Feld 10/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B4-S010	B4	f83r	10	F119	f83r.28	1	NONE	1	337	1b1ffdd869fb1429ad03	F119:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I004) -> TARGET/STATION:CARRY(B4:T007) -> PREVIOUS_ITEM:CARRY(B4:I003)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	YES	YES	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A007+A008+A011+A015+A023:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=unten ablassen [Ganzfeldexemplar B4, Feld 11/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B4-S011	B4	f83r	11	F120|F121	f83r.35|f83r.37	2	B4-LB05	7	338|339|340|341|342|343|344	2f1c5e56e8f0ff459065|d904bf7b044dd3922781|daf32e6db9e04413ce7f|1645e612504fcef59ced|6f7ff8287eddf4da9fdb|dcda95c81a5460feb191|b958a512ca6a3559e86e	F120:OPEN > F121:TERMINAL	START_NEW_CLAUSE	WITHIN_LOCUS_FIELD_BOUNDARY	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > LINK_ACTIVE > EXEMPLAR_ONLY	AMBIGUOUS	2	5	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007;PREVIOUS_ITEM=B4:I003	CARRY/INTRODUCE/INTRODUCE/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I004) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I005) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B4:T008;LOCAL_BROAD_VESSEL)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	YES	NO	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005] [EXEMPLAR:A010+A011+A023:den aktiven Posten nach der örtlichen Vorschrift bemessen] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A023:bei sanfter Wärme] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A011+A023:das breite Gefäß] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A010+A011+A023:gib einen abgemessenen Anteil in das Gefäß] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist] ; [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005;PREVIOUS_ITEM=B4:I004] [EXEMPLAR:A010+A011+A013+A023:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A023:wasche zweimal und beende den Schritt]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B4:F120:M] ; LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[vorigen Arbeitsstand aufnehmen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Rückgabe an die Vorstation buchen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung] ; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F121] ; LOCAL_EXEMPLAR[Charge in den Sammellauf ablassen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=RESUME_ACTIVE_ITEM: der explizite Rückgriff kann eine neue Klausel statt unmittelbare Fortsetzung markieren.; NONMEDICAL=unten ablassen [Ganzfeldexemplar B4, Feld 12/20] || unten ablassen [Ganzfeldexemplar B4, Feld 13/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B4-S012	B4	f83r	12	F122	f83r.37	1	NONE	1	345	de7321bface5628e35d6	F122:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	TERMINAL_DRAIN	UNIQUE	1	0	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY/CARRY/RESUME/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I005) -> TARGET/STATION:CARRY(B4:T008) -> PREVIOUS_ITEM:CARRY(B4:I004) -> TARGET/STATION:RESUME(B4:T008;TARGET_SENSITIVE_ACTION)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	YES	YES	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008] [EXEMPLAR:A001+A002+A003+A011+A013+A023:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=unten ablassen [Ganzfeldexemplar B4, Feld 14/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B4-S013	B4	f83r	13	F123	f83r.37	1	NONE	2	346|347	232195d6ff2f326322f7|bc4f1f5c006c74a4d26d	F123:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	2	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B4:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B4:I005) -> TARGET/STATION:CARRY(B4:T008) -> PREVIOUS_ITEM:CARRY(B4:I004)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	YES	YES	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A003+A011+A013+A023:lasse die Mischung einlaufen] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=unten ablassen [Ganzfeldexemplar B4, Feld 15/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B4-S014	B4	f83r	14	F124	f83r.38	1	NONE	4	348|349|350|351	7a4bb8136330ee4e6e56|b921a237be883a820352|ecce30bc8dcc400bf2c8|8aedd154964a78e555d6	F124:TERMINAL	START_NEW_CLAUSE	START_NEW_CLAUSE	LINK_ACTIVE > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	1	3	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008;PREVIOUS_ITEM=B4:I004	CARRY/INTRODUCE/INTRODUCE/INTRODUCE	OWNER	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I005) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I006) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> ACTIVE_ITEM/PREPARATION:RESUME_OR_CONFIRM(B4:I006;ANSATZ?) -> TARGET/STATION:INTRODUCE(B4:T009;LOCAL_MARKED_TARGET)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I006;TARGET/STATION=B4:T009;PREVIOUS_ITEM=B4:I005	YES	NO	[CARD:ANSATZ?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I006;PREVIOUS_ITEM=B4:I005] [EXEMPLAR:A010+A011+A013+A023:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A023:Diese aktive Portion] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A004+A011+A014+A023:über der örtlich bezeichneten Stelle] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A005+A011+A015+A023:gebrauche sie sofort und beende den Schritt]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F124] ; LOCAL_EXEMPLAR[Charge in den Sammellauf ablassen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Restlauf am Auslass beobachten;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Ablauf wieder schließen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=NEXT_PARALLEL_CELL: beide können benachbarte Abschlusszellen desselben Durchgangs sein.; NONMEDICAL=neu ansetzen [Ganzfeldexemplar B4, Feld 16/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B4-S015	B4	f83r	15	F125|F126	f83r.39|f83r.41	2	B4-LB08	6	352|353|354|355|356|357	1645e612504fcef59ced|b5df9126607030b95175|9da1b6ac2c929daea697|21ed2873b71e57269c08|42cdc187d5b9ffc60063|de7321bface5628e35d6	F125:OPEN > F126:TERMINAL	START_NEW_CLAUSE	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > STATE_GATE > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > TERMINAL_DRAIN	AMBIGUOUS	2	4	WITHIN_RECORD_TRANSITION	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I006;TARGET/STATION=B4:T009;PREVIOUS_ITEM=B4:I005	CARRY/INTRODUCE/INTRODUCE/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B4:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B4:I006) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B4:I007) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE) -> TARGET/STATION:INTRODUCE(B4:T010;LOCAL_UPPER_RUN)	OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T010;PREVIOUS_ITEM=B4:I006	YES	NO	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A010+A011+A023:gib einen abgemessenen Anteil in das Gefäß] ; [CARD:KLAR?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I007] [EXEMPLAR:A004+A011+A023:den örtlichen Prüfzustand der Charge feststellen] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A023:ein abgemessener Anteil] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A009+A011+A023:für die angegebene Dauer] ; [REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A003+A009+A011+A023:öffne danach den oberen Lauf] ; [CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T010] [EXEMPLAR:A001+A002+A003+A011+A013+A023:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung] ; KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4] ; LOCAL_EXEMPLAR[Bodensatz zurückhalten;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Klarstand im Register buchen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung] ; ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=NEXT_PARALLEL_CELL: F126 kann eine unabhängige Ablasszelle sein.; NONMEDICAL=neu ansetzen [Ganzfeldexemplar B4, Feld 17/20] || neu ansetzen [Ganzfeldexemplar B4, Feld 18/20]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
