edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard	gdt583_target_slot_count	gdt583_target_roots	gdt583_rule_ids	gdt583_refined_slot_trace_de	gdt583_refined_working_clause_de	gdt583_guard
3597	G407-E3597	G407-S596	1	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	tchedy	T+CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Stationsposten ein und bearbeite ihn.	Stelle den Stationsposten ein und bearbeite ihn.	Stelle den Stationsposten ein und bearbeite ihn.	Stelle den Stationsposten ein und bearbeite ihn.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den Stationsposten ein und bearbeite ihn.	Stelle den Stationsposten ein und bearbeite ihn.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:T=Reguliere oder temperiere|RUNNING:G407-E3597@1|ACTION:G407-E3597@1:T] [2:CHD=Behandle|RUNNING:G407-E3597@2|ACTION:G407-E3597@2:CHD] [3:Y=Stationsansatz|RUNNING:G407-E3597@3|ACTION:G407-E3597@2:CHD]	Reguliere oder temperiere; Behandle: Stationsansatz.	Stelle den Stationsposten ein und bearbeite ihn.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	2	CHD|T	CHD_BIO_TREAT|T_BIO_STATION_REGULATE	[1:T=Reguliere die Station|RUNNING:G407-E3597@1|ACTION:G407-E3597@1:T|T_BIO_STATION_REGULATE] [2:CHD=Behandle|RUNNING:G407-E3597@2|ACTION:G407-E3597@2:CHD|CHD_BIO_TREAT] [3:Y=Stationsansatz|RUNNING:G407-E3597@3|ACTION:G407-E3597@2:CHD|GDT582_RETAINED_NON_TARGET]	Reguliere die Station; Behandle: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3598	G407-E3598	G407-S596	2	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokchdy	OK+CHD+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:OK=Beschicke oder bereite vor|RUNNING:G407-E3598@1|ACTION:G407-E3598@1:OK] [2:CHD=Behandle|RUNNING:G407-E3598@2|ACTION:G407-E3598@2:CHD] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3598@3|CONTROL:G407-E3598@3:DY]	Beschicke oder bereite vor; Behandle; im Steuerrahmen [CONTROL:G407-E3598@3:DY]: Arbeitsgang abschließen.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:OK=Beschicke oder bereite vor|RUNNING:G407-E3598@1|ACTION:G407-E3598@1:OK|GDT582_RETAINED_NON_TARGET] [2:CHD=Behandle|RUNNING:G407-E3598@2|ACTION:G407-E3598@2:CHD|CHD_BIO_TREAT] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3598@3|CONTROL:G407-E3598@3:DY|GDT582_RETAINED_NON_TARGET]	Beschicke oder bereite vor; Behandle; im Steuerrahmen [CONTROL:G407-E3598@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3601	G407-E3601	G407-S597	3	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:CHD=Behandle|RUNNING:G407-E3601@1|ACTION:G407-E3601@1:CHD] [2:Y=Stationsansatz|RUNNING:G407-E3601@2|ACTION:G407-E3601@1:CHD]	Behandle: Stationsansatz.	Bearbeite den Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:CHD=Behandle|RUNNING:G407-E3601@1|ACTION:G407-E3601@1:CHD|CHD_BIO_TREAT] [2:Y=Stationsansatz|RUNNING:G407-E3601@2|ACTION:G407-E3601@1:CHD|GDT582_RETAINED_NON_TARGET]	Behandle: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3603	G407-E3603	G407-S597	5	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	checthy	CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten und stelle ihn ein.	Entnimm den Stationsposten und stelle ihn ein.	Entnimm den Stationsposten und stelle ihn ein.	Entnimm den Stationsposten und stelle ihn ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Entnimm den Stationsposten und stelle ihn ein.	Entnimm den Stationsposten und stelle ihn ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:CH=Entnimm oder lass ab|RUNNING:G407-E3603@1|ACTION:G407-E3603@1:CH] [2:T=Reguliere oder temperiere|RUNNING:G407-E3603@2|ACTION:G407-E3603@2:T] [3:Y=Stationsansatz|RUNNING:G407-E3603@3|ACTION:G407-E3603@2:T]	Entnimm oder lass ab; Reguliere oder temperiere: Stationsansatz.	Entnimm den Stationsposten und stelle ihn ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_BIO_STATION_REGULATE	[1:CH=Entnimm oder lass ab|RUNNING:G407-E3603@1|ACTION:G407-E3603@1:CH|GDT582_RETAINED_NON_TARGET] [2:T=Reguliere die Station|RUNNING:G407-E3603@2|ACTION:G407-E3603@2:T|T_BIO_STATION_REGULATE] [3:Y=Stationsansatz|RUNNING:G407-E3603@3|ACTION:G407-E3603@2:T|GDT582_RETAINED_NON_TARGET]	Entnimm oder lass ab; Reguliere die Station: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3607	G407-E3607	G407-S597	9	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shckhey	SH+CH+K+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:SH=Halte oder bade|RUNNING:G407-E3607@1|ACTION:G407-E3607@1:SH] [2:CH=Entnimm oder lass ab|RUNNING:G407-E3607@2|ACTION:G407-E3607@2:CH] [3:K=Führe zu|RUNNING:G407-E3607@3|ACTION:G407-E3607@3:K] [4:E=auf Grad I|RUNNING:G407-E3607@4|ACTION:G407-E3607@3:K] [5:Y=Stationsansatz|RUNNING:G407-E3607@5|ACTION:G407-E3607@3:K]	Halte oder bade; Entnimm oder lass ab; Führe zu: auf Grad I, Stationsansatz.	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E3607@1|ACTION:G407-E3607@1:SH|SH_REST_HOLD] [2:CH=Entnimm oder lass ab|RUNNING:G407-E3607@2|ACTION:G407-E3607@2:CH|GDT582_RETAINED_NON_TARGET] [3:K=Führe zu|RUNNING:G407-E3607@3|ACTION:G407-E3607@3:K|GDT582_RETAINED_NON_TARGET] [4:E=auf Grad I|RUNNING:G407-E3607@4|ACTION:G407-E3607@3:K|GDT582_RETAINED_NON_TARGET] [5:Y=Stationsansatz|RUNNING:G407-E3607@5|ACTION:G407-E3607@3:K|GDT582_RETAINED_NON_TARGET]	Halte; Entnimm oder lass ab; Führe zu: auf Grad I, Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3608	G407-E3608	G407-S597	10	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ytaiin	Y+T+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Stationsposten und den Stationswert ein.	Stelle den Stationsposten und den Stationswert ein.	Stelle den Stationsposten und den Stationswert ein.	Stelle den Stationsposten und den Stationswert ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den Stationsposten und den Stationswert ein.	Stelle den Stationsposten und den Stationswert ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:Y=Stationsansatz|RUNNING:G407-E3608@1|ACTION:G407-E3608@2:T] [2:T=Reguliere oder temperiere|RUNNING:G407-E3608@2|ACTION:G407-E3608@2:T] [3:AIIN=Stations- oder Badmaß|RUNNING:G407-E3608@3|ACTION:G407-E3608@2:T]	Reguliere oder temperiere: Stationsansatz, Stations- oder Badmaß.	Stelle den Stationsposten und den Stationswert ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_BIO_STATION_REGULATE	[1:Y=Stationsansatz|RUNNING:G407-E3608@1|ACTION:G407-E3608@2:T|GDT582_RETAINED_NON_TARGET] [2:T=Reguliere die Station|RUNNING:G407-E3608@2|ACTION:G407-E3608@2:T|T_BIO_STATION_REGULATE] [3:AIIN=Stations- oder Badmaß|RUNNING:G407-E3608@3|ACTION:G407-E3608@2:T|GDT582_RETAINED_NON_TARGET]	Reguliere die Station: Stationsansatz, Stations- oder Badmaß.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3609	G407-E3609	G407-S597	11	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shechy	SH+E+CH+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten und entnimm ihn; auf Grad I.	Halte den Stationsposten und entnimm ihn; auf Grad I.	Halte den Stationsposten und entnimm ihn; auf Grad I.	Halte den Stationsposten und entnimm ihn; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten und entnimm ihn; auf Grad I.	Halte den Stationsposten und entnimm ihn; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:SH=Halte oder bade|RUNNING:G407-E3609@1|ACTION:G407-E3609@1:SH] [2:E=auf Grad I|RUNNING:G407-E3609@2|ACTION:G407-E3609@1:SH] [3:CH=Entnimm oder lass ab|RUNNING:G407-E3609@3|ACTION:G407-E3609@3:CH] [4:Y=Stationsansatz|RUNNING:G407-E3609@4|ACTION:G407-E3609@3:CH]	Halte oder bade: auf Grad I; Entnimm oder lass ab: Stationsansatz.	Halte den Stationsposten und entnimm ihn; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_BIO_BATHE	[1:SH=Halte im Bad|RUNNING:G407-E3609@1|ACTION:G407-E3609@1:SH|SH_BIO_BATHE] [2:E=auf Grad I|RUNNING:G407-E3609@2|ACTION:G407-E3609@1:SH|GDT582_RETAINED_NON_TARGET] [3:CH=Entnimm oder lass ab|RUNNING:G407-E3609@3|ACTION:G407-E3609@3:CH|GDT582_RETAINED_NON_TARGET] [4:Y=Stationsansatz|RUNNING:G407-E3609@4|ACTION:G407-E3609@3:CH|GDT582_RETAINED_NON_TARGET]	Halte im Bad: auf Grad I; Entnimm oder lass ab: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3610	G407-E3610	G407-S597	12	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	schety	S+CH+E+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Wähle den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Wähle den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Wähle den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Wähle den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:S=Wähle oder leite um|RUNNING:G407-E3610@1|ACTION:G407-E3610@1:S] [2:CH=Entnimm oder lass ab|RUNNING:G407-E3610@2|ACTION:G407-E3610@2:CH] [3:E=auf Grad I|RUNNING:G407-E3610@3|ACTION:G407-E3610@2:CH] [4:T=Reguliere oder temperiere|RUNNING:G407-E3610@4|ACTION:G407-E3610@4:T] [5:Y=Stationsansatz|RUNNING:G407-E3610@5|ACTION:G407-E3610@4:T]	Wähle oder leite um; Entnimm oder lass ab: auf Grad I; Reguliere oder temperiere: Stationsansatz.	Wähle den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	2	S|T	S_REST_SELECT|T_BIO_STATION_REGULATE	[1:S=Wähle aus|RUNNING:G407-E3610@1|ACTION:G407-E3610@1:S|S_REST_SELECT] [2:CH=Entnimm oder lass ab|RUNNING:G407-E3610@2|ACTION:G407-E3610@2:CH|GDT582_RETAINED_NON_TARGET] [3:E=auf Grad I|RUNNING:G407-E3610@3|ACTION:G407-E3610@2:CH|GDT582_RETAINED_NON_TARGET] [4:T=Reguliere die Station|RUNNING:G407-E3610@4|ACTION:G407-E3610@4:T|T_BIO_STATION_REGULATE] [5:Y=Stationsansatz|RUNNING:G407-E3610@5|ACTION:G407-E3610@4:T|GDT582_RETAINED_NON_TARGET]	Wähle aus; Entnimm oder lass ab: auf Grad I; Reguliere die Station: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3611	G407-E3611	G407-S597	13	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	pdalshdy	P+DA+L+SH+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten ein und halte ihn; über die sichtbare Verbindung; auf der zweiten Stufe; an der D-Stelle.	Setze den Stationsposten ein und halte ihn; über die sichtbare Verbindung; auf der zweiten Stufe; an der D-Stelle.	Setze den Stationsposten ein und halte ihn; über die sichtbare Verbindung; auf der zweiten Stufe; an der D-Stelle.	Setze den Stationsposten ein und halte ihn; über die sichtbare Verbindung; auf der zweiten Stufe; an der D-Stelle.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	P	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze den Stationsposten ein und halte ihn; über die sichtbare Verbindung; auf der zweiten Stufe; an der D-Stelle.	Setze den Stationsposten ein und halte ihn; über die sichtbare Verbindung; auf der zweiten Stufe; an der D-Stelle.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	6	6	0	[1:P=Bringe ein oder wende an|RUNNING:G407-E3611@1|ACTION:G407-E3611@1:P] [2:DA=im zweiten Durchgang|RUNNING:G407-E3611@2|ACTION:G407-E3611@1:P] [3:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3611@3|ACTION:G407-E3611@4:SH] [4:SH=Halte oder bade|RUNNING:G407-E3611@4|ACTION:G407-E3611@4:SH] [5:D_ADDR=an der Stations-Arbeitsstelle|RUNNING:G407-E3611@5|ACTION:G407-E3611@4:SH] [6:Y=Stationsansatz|RUNNING:G407-E3611@6|ACTION:G407-E3611@4:SH]	Bringe ein oder wende an: im zweiten Durchgang; Halte oder bade: über den Stationskontakt oder die Leitung, an der Stations-Arbeitsstelle, Stationsansatz.	Setze den Stationsposten ein und halte ihn; über die sichtbare Verbindung; auf der zweiten Stufe; an der D-Stelle.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_BIO_BATHE	[1:P=Bringe ein oder wende an|RUNNING:G407-E3611@1|ACTION:G407-E3611@1:P|GDT582_RETAINED_NON_TARGET] [2:DA=im zweiten Durchgang|RUNNING:G407-E3611@2|ACTION:G407-E3611@1:P|GDT582_RETAINED_NON_TARGET] [3:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3611@3|ACTION:G407-E3611@4:SH|GDT582_RETAINED_NON_TARGET] [4:SH=Halte im Bad|RUNNING:G407-E3611@4|ACTION:G407-E3611@4:SH|SH_BIO_BATHE] [5:D_ADDR=an der Stations-Arbeitsstelle|RUNNING:G407-E3611@5|ACTION:G407-E3611@4:SH|GDT582_RETAINED_NON_TARGET] [6:Y=Stationsansatz|RUNNING:G407-E3611@6|ACTION:G407-E3611@4:SH|GDT582_RETAINED_NON_TARGET]	Bringe ein oder wende an: im zweiten Durchgang; Halte im Bad: über den Stationskontakt oder die Leitung, an der Stations-Arbeitsstelle, Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3612	G407-E3612	G407-S597	14	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shocphedy	SH+O+CH+P+E+DY	STATE_CARD	DY	Halte denselben Stationsposten und entnimm ihn und setze ihn ein; als Ausführung und auf Grad I; schließe den Schritt.	Halte denselben Stationsposten und entnimm ihn und setze ihn ein; als Ausführung und auf Grad I; schließe den Schritt.	Halte denselben Stationsposten und entnimm ihn und setze ihn ein; als Ausführung und auf Grad I; schließe den Schritt.	Halte denselben Stationsposten und entnimm ihn und setze ihn ein; als Ausführung und auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsposten und entnimm ihn und setze ihn ein; als Ausführung und auf Grad I; schließe den Schritt.	Halte denselben Stationsposten und entnimm ihn und setze ihn ein; als Ausführung und auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	6	5	1	[1:SH=Halte oder bade|RUNNING:G407-E3612@1|ACTION:G407-E3612@1:SH] [2:O=in Anwendungsform|RUNNING:G407-E3612@2|ACTION:G407-E3612@1:SH] [3:CH=Entnimm oder lass ab|RUNNING:G407-E3612@3|ACTION:G407-E3612@3:CH] [4:P=Bringe ein oder wende an|RUNNING:G407-E3612@4|ACTION:G407-E3612@4:P] [5:E=auf Grad I|RUNNING:G407-E3612@5|ACTION:G407-E3612@4:P] [6:DY=Arbeitsgang abschließen|RUNNING:G407-E3612@6|CONTROL:G407-E3612@6:DY]	Halte oder bade: in Anwendungsform; Entnimm oder lass ab; Bringe ein oder wende an: auf Grad I; im Steuerrahmen [CONTROL:G407-E3612@6:DY]: Arbeitsgang abschließen.	Halte denselben Stationsposten und entnimm ihn und setze ihn ein; als Ausführung und auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_BIO_BATHE	[1:SH=Halte im Bad|RUNNING:G407-E3612@1|ACTION:G407-E3612@1:SH|SH_BIO_BATHE] [2:O=in Anwendungsform|RUNNING:G407-E3612@2|ACTION:G407-E3612@1:SH|GDT582_RETAINED_NON_TARGET] [3:CH=Entnimm oder lass ab|RUNNING:G407-E3612@3|ACTION:G407-E3612@3:CH|GDT582_RETAINED_NON_TARGET] [4:P=Bringe ein oder wende an|RUNNING:G407-E3612@4|ACTION:G407-E3612@4:P|GDT582_RETAINED_NON_TARGET] [5:E=auf Grad I|RUNNING:G407-E3612@5|ACTION:G407-E3612@4:P|GDT582_RETAINED_NON_TARGET] [6:DY=Arbeitsgang abschließen|RUNNING:G407-E3612@6|CONTROL:G407-E3612@6:DY|GDT582_RETAINED_NON_TARGET]	Halte im Bad: in Anwendungsform; Entnimm oder lass ab; Bringe ein oder wende an: auf Grad I; im Steuerrahmen [CONTROL:G407-E3612@6:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3614	G407-E3614	G407-S598	2	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	STATE_CARD	DY	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Halte oder bade|RUNNING:G407-E3614@1|ACTION:G407-E3614@1:SH] [2:E=auf Grad I|RUNNING:G407-E3614@2|ACTION:G407-E3614@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3614@3|CONTROL:G407-E3614@3:DY]	Halte oder bade: auf Grad I; im Steuerrahmen [CONTROL:G407-E3614@3:DY]: Arbeitsgang abschließen.	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_BIO_BATHE	[1:SH=Halte im Bad|RUNNING:G407-E3614@1|ACTION:G407-E3614@1:SH|SH_BIO_BATHE] [2:E=auf Grad I|RUNNING:G407-E3614@2|ACTION:G407-E3614@1:SH|GDT582_RETAINED_NON_TARGET] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3614@3|CONTROL:G407-E3614@3:DY|GDT582_RETAINED_NON_TARGET]	Halte im Bad: auf Grad I; im Steuerrahmen [CONTROL:G407-E3614@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
