assignment_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	root	primary_governor_key	direct_governor_tokens	governor_group_tokens	governor_object_scope	same_card_action_inventory	previous_visible_action	next_visible_action	gdt582_broad_default_de	gdt583_rule_id	gdt583_working_default_de	gdt583_concrete_sense_de	gdt583_reading_tier	gdt583_change_status	gdt583_rationale	gdt583_context_signature	gdt583_guard
767	RUNNING:G407-E2432@1	RUNNING_ATOM	G407-E2432	G407-S323	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shol	1	SH	ACTION:G407-E2432@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	BIOLOGICAL::D[SH]::G[SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
768	RUNNING:G407-E2433@1	RUNNING_ATOM	G407-E2433	G407-S323	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tedy	1	T	ACTION:G407-E2433@1:T	E|T	E|T	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Reguliere oder temperiere	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	Charge, Bad oder Ansatz auf die geschriebene Stufe temperieren	GRADE_HOSTED_SUBREADING	LEXICALLY_REFINED	Grad ist direkt von T oder einer auf T endenden Aktionskette gehostet	BIOLOGICAL::D[E|T]::G[E|T]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
769	RUNNING:G407-E2434@1	RUNNING_ATOM	G407-E2434	G407-S324	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	1	CHD	ACTION:G407-E2434@1:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|Y]::G[CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
770	RUNNING:G407-E2435@2	RUNNING_ATOM	G407-E2435	G407-S324	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheedy	2	SH	ACTION:G407-E2435@2:SH	D_ADDR|EE|L|SH|Y	D_ADDR|EE|L|SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[D_ADDR|EE|L|SH|Y]::G[D_ADDR|EE|L|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
771	RUNNING:G407-E2438@1	RUNNING_ATOM	G407-E2438	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	1	CHD	ACTION:G407-E2438@1:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|Y]::G[CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
772	RUNNING:G407-E2439@1	RUNNING_ATOM	G407-E2439	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sokcheey	1	S	ACTION:G407-E2439@1:S	S	S	SAME_CARD_DIRECT_HOST	CH|OK|S	NONE	OK	Wähle oder leite um	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	BIOLOGICAL::D[S]::G[S]::P[NONE]::N[OK]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
773	RUNNING:G407-E2440@1	RUNNING_ATOM	G407-E2440	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sain	1	S	ACTION:G407-E2440@1:S	AIN|S	AIN|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle oder leite um	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	BIOLOGICAL::D[AIN|S]::G[AIN|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
774	RUNNING:G407-E2441@1	RUNNING_ATOM	G407-E2441	G407-S325	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheeol	1	SH	ACTION:G407-E2441@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	BIOLOGICAL::D[SH]::G[SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
775	RUNNING:G407-E2444@1	RUNNING_ATOM	G407-E2444	G407-S326	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	1	SH	ACTION:G407-E2444@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[E|SH]::G[E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
776	RUNNING:G407-E2448@1	RUNNING_ATOM	G407-E2448	G407-S330	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	1	SH	ACTION:G407-E2448@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[E|SH]::G[E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
777	RUNNING:G407-E2450@1	RUNNING_ATOM	G407-E2450	G407-S331	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	1	SH	ACTION:G407-E2450@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[E|SH]::G[E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
778	RUNNING:G407-E2452@1	RUNNING_ATOM	G407-E2452	G407-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheety	1	SH	ACTION:G407-E2452@1:SH	EE|SH	EE|SH	SAME_CARD_DIRECT_HOST	SH|T	NONE	T	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[EE|SH]::G[EE|SH]::P[NONE]::N[T]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
779	RUNNING:G407-E2452@3	RUNNING_ATOM	G407-E2452	G407-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheety	3	T	ACTION:G407-E2452@3:T	T|Y	T|Y	SAME_CARD_DIRECT_HOST	SH|T	SH	NONE	Reguliere oder temperiere	T_AFTER_SH_COOL	Kühle ab	nach dem Halte-, Zieh- oder Badschritt abkühlen	REPEATED_DIRECTIONAL_SEQUENCE	LEXICALLY_REFINED	sichtbare Umkehrfolge SH→T im selben festen Kartenhost	BIOLOGICAL::D[T|Y]::G[T|Y]::P[SH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
780	RUNNING:G407-E2455@2	RUNNING_ATOM	G407-E2455	G407-S332	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchedy	2	CHD	ACTION:G407-E2455@2:CHD	CHD|L	CHD|L	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|L]::G[CHD|L]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
781	RUNNING:G407-E2457@1	RUNNING_ATOM	G407-E2457	G407-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sshedy	1	S	ACTION:G407-E2457@1:S	S	L|S	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	S|SH	NONE	SH	Wähle oder leite um	S_BIO_DIVERT	Leite um	Fluss oder Anwendung zwischen Stationen umleiten	RELATION_HOST_SUBREADING	LEXICALLY_REFINED	Ziel-, Quellen-, Kontakt- oder Wegrelation im vollständigen S-Host	BIOLOGICAL::D[S]::G[L|S]::P[NONE]::N[SH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
782	RUNNING:G407-E2457@2	RUNNING_ATOM	G407-E2457	G407-S333	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sshedy	2	SH	ACTION:G407-E2457@2:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	S|SH	S	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[E|SH]::G[E|SH]::P[S]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
783	RUNNING:G407-E2459@1	RUNNING_ATOM	G407-E2459	G407-S334	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	1	CHD	ACTION:G407-E2459@1:CHD	CHD|Y	AIIN|CHD|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|Y]::G[AIIN|CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
784	RUNNING:G407-E2461@1	RUNNING_ATOM	G407-E2461	G407-S334	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	1	SH	ACTION:G407-E2461@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[E|SH]::G[E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
785	RUNNING:G407-E2462@2	RUNNING_ATOM	G407-E2462	G407-S335	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qolcheedy	2	SH	ACTION:G407-E2462@2:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	BIOLOGICAL::D[SH]::G[SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
786	RUNNING:G407-E2468@1	RUNNING_ATOM	G407-E2468	G407-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheed	1	SH	ACTION:G407-E2468@1:SH	D_ADDR|EE|SH	CARRIER_Q|D_ADDR|EE|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[D_ADDR|EE|SH]::G[CARRIER_Q|D_ADDR|EE|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
787	RUNNING:G407-E2470@1	RUNNING_ATOM	G407-E2470	G407-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	saiin	1	S	ACTION:G407-E2470@1:S	AIIN|S	AIIN|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle oder leite um	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	BIOLOGICAL::D[AIIN|S]::G[AIIN|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
788	RUNNING:G407-E2471@1	RUNNING_ATOM	G407-E2471	G407-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheety	1	SH	ACTION:G407-E2471@1:SH	EE|SH	EE|SH	SAME_CARD_DIRECT_HOST	SH|T	NONE	T	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[EE|SH]::G[EE|SH]::P[NONE]::N[T]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
789	RUNNING:G407-E2471@3	RUNNING_ATOM	G407-E2471	G407-S340	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheety	3	T	ACTION:G407-E2471@3:T	T|Y	T|Y	SAME_CARD_DIRECT_HOST	SH|T	SH	NONE	Reguliere oder temperiere	T_AFTER_SH_COOL	Kühle ab	nach dem Halte-, Zieh- oder Badschritt abkühlen	REPEATED_DIRECTIONAL_SEQUENCE	LEXICALLY_REFINED	sichtbare Umkehrfolge SH→T im selben festen Kartenhost	BIOLOGICAL::D[T|Y]::G[T|Y]::P[SH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
790	RUNNING:G407-E2476@2	RUNNING_ATOM	G407-E2476	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lshey	2	SH	ACTION:G407-E2476@2:SH	E|L|SH|Y	E|L|OR|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[E|L|SH|Y]::G[E|L|OR|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
791	RUNNING:G407-E2480@1	RUNNING_ATOM	G407-E2480	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chees	1	SH	ACTION:G407-E2480@1:SH	EE|SH|S_ADDR	EE|SH|S_ADDR	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[EE|SH|S_ADDR]::G[EE|SH|S_ADDR]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
792	RUNNING:G407-E2481@1	RUNNING_ATOM	G407-E2481	G407-S341	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheckhedy	1	SH	ACTION:G407-E2481@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	CH|K|SH	NONE	CH	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[E|SH]::G[E|SH]::P[NONE]::N[CH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
793	RUNNING:G407-E2487@2	RUNNING_ATOM	G407-E2487	G407-S343	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheey	2	SH	ACTION:G407-E2487@2:SH	EE|L|SH|Y	EE|L|SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[EE|L|SH|Y]::G[EE|L|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
794	RUNNING:G407-E2495@1	RUNNING_ATOM	G407-E2495	G407-S345	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheal	1	SH	ACTION:G407-E2495@1:SH	AL|E|SH	AL|E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[AL|E|SH]::G[AL|E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
795	RUNNING:G407-E2499@1	RUNNING_ATOM	G407-E2499	G407-S346	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheey	1	SH	ACTION:G407-E2499@1:SH	EE|SH|Y	EE|SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[EE|SH|Y]::G[EE|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
796	RUNNING:G407-E2501@2	RUNNING_ATOM	G407-E2501	G407-S347	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dalchedy	2	CHD	ACTION:G407-E2501@2:CHD	AL|CHD	AL|CHD	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[AL|CHD]::G[AL|CHD]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
797	RUNNING:G407-E2502@1	RUNNING_ATOM	G407-E2502	G407-S348	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedaiin	1	CHD	ACTION:G407-E2502@1:CHD	AIIN|CHD	AIIN|CHD	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[AIIN|CHD]::G[AIIN|CHD]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
798	RUNNING:G407-E2503@1	RUNNING_ATOM	G407-E2503	G407-S348	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	1	SH	ACTION:G407-E2503@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[E|SH]::G[E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
799	RUNNING:G407-E2507@1	RUNNING_ATOM	G407-E2507	G407-S351	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	1	CHD	ACTION:G407-E2507@1:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|Y]::G[CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
800	RUNNING:G407-E2508@1	RUNNING_ATOM	G407-E2508	G407-S351	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shear	1	SH	ACTION:G407-E2508@1:SH	AR|E|SH	AIIN|AR|E|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[AR|E|SH]::G[AIIN|AR|E|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
801	RUNNING:G407-E2512@2	RUNNING_ATOM	G407-E2512	G407-S352	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchedy	2	CHD	ACTION:G407-E2512@2:CHD	CHD|L	CHD|L	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|L]::G[CHD|L]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
