argument_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	context_voice_working_clause_de	guard
656	G407-E2825	G407-S420	f81r	BIOLOGICAL	okeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
657	G407-E2827	G407-S421	f81r	BIOLOGICAL	qokedy	OK+E+DY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Setze dieselbe Stationseinheit im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
658	G407-E2828	G407-S422	f81r	BIOLOGICAL	sheedy	SH+EE+DY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Halte dieselbe Stationseinheit; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
659	G407-E2830	G407-S423	f81r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: bearbeite denselben Stationsposten; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
660	G407-E2831	G407-S424	f81r	BIOLOGICAL	olam	OL+AM_ADDR	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
661	G407-E2833	G407-S424	f81r	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
662	G407-E2839	G407-S424	f81r	BIOLOGICAL	dshedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
663	G407-E2845	G407-S425	f81r	BIOLOGICAL	lol	L+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten; über die sichtbare Verbindung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
664	G407-E2846	G407-S425	f81r	BIOLOGICAL	qotal	OT+AL	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: halte denselben Stationsposten; zur Zielstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
665	G407-E2848	G407-S425	f81r	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
666	G407-E2849	G407-S425	f81r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
667	G407-E2851	G407-S425	f81r	BIOLOGICAL	ol	OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter im laufenden Gang: bearbeite denselben Stationswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
668	G407-E2853	G407-S425	f81r	BIOLOGICAL	ol	OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter im laufenden Gang: bearbeite denselben Stationswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
669	G407-E2862	G407-S425	f81r	BIOLOGICAL	ody	O+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Im laufenden Gang: Setze denselben Stationsposten ein; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
670	G407-E2865	G407-S426	f81r	BIOLOGICAL	qotaldar	OT+AL+D_ADDR+AR	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: entnimm denselben Stationsposten; zur Zielstation; an der bezeichneten Stelle; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
671	G407-E2866	G407-S426	f81r	BIOLOGICAL	otedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: entnimm denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
672	G407-E2869	G407-S427	f81r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
673	G407-E2870	G407-S428	f81r	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
674	G407-E2876	G407-S428	f81r	BIOLOGICAL	pchedy	P+CHD+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
675	G407-E2878	G407-S429	f81r	BIOLOGICAL	oteol	OT+E+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
676	G407-E2879	G407-S429	f81r	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
677	G407-E2881	G407-S429	f81r	BIOLOGICAL	shedy	SH+E+DY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
678	G407-E2883	G407-S430	f81r	BIOLOGICAL	sol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: wähle denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
679	G407-E2885	G407-S430	f81r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
680	G407-E2886	G407-S431	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
681	G407-E2887	G407-S432	f81r	BIOLOGICAL	dol	D_ADDR+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: führe denselben Stationsposten zu; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
682	G407-E2889	G407-S432	f81r	BIOLOGICAL	qokesdy	OK+E+S+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten im Stationsgang an und wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
683	G407-E2897	G407-S433	f81r	BIOLOGICAL	sheedy	SH+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
684	G407-E2904	G407-S434	f81r	BIOLOGICAL	ol	OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter im laufenden Gang: führe denselben Stationswert zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
685	G407-E2906	G407-S434	f81r	BIOLOGICAL	shedy	SH+E+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Halte denselben Stationswert; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
686	G407-E2907	G407-S435	f81r	BIOLOGICAL	qokedy	OK+E+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
687	G407-E2909	G407-S436	f81r	BIOLOGICAL	olkar	OL+K+AR	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Weiter: führe dieselbe Stationseinheit zu; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
688	G407-E2910	G407-S436	f81r	BIOLOGICAL	ol	OL	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Weiter im laufenden Gang: führe dieselbe Stationseinheit zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
689	G407-E2913	G407-S436	f81r	BIOLOGICAL	sol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
690	G407-E2914	G407-S436	f81r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
691	G407-E2915	G407-S437	f81r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
692	G407-E2916	G407-S437	f81r	BIOLOGICAL	lchedy	L+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
693	G407-E2917	G407-S438	f81r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
694	G407-E2919	G407-S439	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
695	G407-E2926	G407-S441	f81v	BIOLOGICAL	keedy	K+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
696	G407-E2930	G407-S442	f81v	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: führe denselben Stationsposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
697	G407-E2931	G407-S442	f81v	BIOLOGICAL	pchedy	P+CHD+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
698	G407-E2935	G407-S443	f81v	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
699	G407-E2940	G407-S444	f81v	BIOLOGICAL	ol	OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter im laufenden Gang: wähle denselben Stationswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
700	G407-E2944	G407-S444	f81v	BIOLOGICAL	ol	OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: führe denselben Stationsanteil zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
701	G407-E2945	G407-S444	f81v	BIOLOGICAL	rol	R+OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter: markiere denselben Stationsanteil.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
702	G407-E2949	G407-S444	f81v	BIOLOGICAL	olkeedy	OL+K+EE+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter: führe denselben Stationswert zu; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
703	G407-E2950	G407-S445	f81v	BIOLOGICAL	okedy	OK+E+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
704	G407-E2955	G407-S446	f81v	BIOLOGICAL	oldy	OL+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
705	G407-E2960	G407-S447	f81v	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: führe denselben Stationsposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
706	G407-E2970	G407-S447	f81v	BIOLOGICAL	okeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
707	G407-E2977	G407-S448	f81v	BIOLOGICAL	ol	OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
708	G407-E2985	G407-S448	f81v	BIOLOGICAL	daldy	AL+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Im laufenden Gang: Setze denselben Stationsanteil im Stationsgang an; zur Zielstation; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
709	G407-E2987	G407-S449	f81v	BIOLOGICAL	ol	OL	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Weiter im laufenden Gang: setze dieselbe Stationseinheit im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
710	G407-E2993	G407-S449	f81v	BIOLOGICAL	schedy	CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
711	G407-E2994	G407-S450	f81v	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
712	G407-E2997	G407-S450	f81v	BIOLOGICAL	shedy	SH+E+DY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
713	G407-E2998	G407-S451	f81v	BIOLOGICAL	sheedy	SH+EE+DY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Halte dieselbe Stationseinheit; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
714	G407-E3002	G407-S452	f81v	BIOLOGICAL	cphedy	CH+P+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	2	2	Entnimm denselben Stationsanteil und setze denselben Stationsanteil ein; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
715	G407-E3003	G407-S453	f81v	BIOLOGICAL	oldy	OL+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: setze denselben Stationsanteil ein; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
716	G407-E3011	G407-S454	f81v	BIOLOGICAL	daiidy	DA+IIN+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Im laufenden Gang: Führe denselben Stationsposten zu; auf der zweiten Stufe; auf der Stufe; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
717	G407-E3015	G407-S455	f81v	BIOLOGICAL	okeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
718	G407-E3016	G407-S456	f81v	BIOLOGICAL	otedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
719	G407-E3017	G407-S457	f81v	BIOLOGICAL	okshedy	OK+SH+E+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten im Stationsgang an und halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
720	G407-E3031	G407-S458	f81v	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
721	G407-E3032	G407-S458	f81v	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
722	G407-E3034	G407-S458	f81v	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
723	G407-E3035	G407-S459	f81v	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
724	G407-E3049	G407-S465	f81v	BIOLOGICAL	dshedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
725	G407-E3053	G407-S466	f81v	BIOLOGICAL	okedy	OK+E+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
726	G407-E3055	G407-S467	f81v	BIOLOGICAL	qokedy	OK+E+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
727	G407-E3059	G407-S468	f81v	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
728	G407-E3067	G407-S468	f81v	BIOLOGICAL	shedy	SH+E+DY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
729	G407-E3069	G407-S469	f81v	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
730	G407-E3072	G407-S469	f81v	BIOLOGICAL	lshedy	L+SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
731	G407-E3076	G407-S470	f81v	BIOLOGICAL	sshkchdy	SH+K+CHD+DY	Y	den Stationsposten	denselben Stationsposten	3	3	Halte denselben Stationsposten und führe denselben Stationsposten zu und bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
732	G407-E3078	G407-S471	f81v	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
733	G407-E3079	G407-S471	f81v	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
734	G407-E3080	G407-S472	f81v	BIOLOGICAL	qolchedy	OL+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
735	G407-E3085	G407-S473	f81v	BIOLOGICAL	qokchdy	OK+CHD+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
736	G407-E3087	G407-S474	f81v	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
737	G407-E3089	G407-S474	f81v	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: führe denselben Stationsposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
738	G407-E3090	G407-S474	f81v	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
739	G407-E3091	G407-S475	f81v	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
740	G407-E3092	G407-S476	f81v	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
741	G407-E3096	G407-S477	f81v	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: führe denselben Stationsposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
742	G407-E3097	G407-S477	f81v	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
743	G407-E3100	G407-S478	f81v	BIOLOGICAL	dedy	D_ADDR+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Im laufenden Gang: Führe denselben Stationsposten zu; an der bezeichneten Stelle; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
744	G407-E3103	G407-S479	f81v	BIOLOGICAL	dol	D_ADDR+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
745	G407-E3108	G407-S479	f81v	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
746	G407-E3110	G407-S480	f81v	BIOLOGICAL	qoldy	OL+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: stelle denselben Stationsposten ein; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
747	G407-E3111	G407-S481	f81v	BIOLOGICAL	ltedy	L+T+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Stelle denselben Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
748	G407-E3115	G407-S482	f81v	BIOLOGICAL	lshedy	L+SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
749	G407-E3116	G407-S483	f81v	BIOLOGICAL	lshedy	L+SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
