locus_row	diagram_id	page	locus	group_count	group_serials	opaque_local_ids	surface_sequence	complete_visible_label	v71_owner_status	selected_visible_owner	local_namespace	local_owner_kind	silent_argument_default	visible_basis	continuous_local_reading	source_status	confidence	historical_celestial_rival	technical_formal_rival	contradiction	orientation_status	cross_namespace_join	prose_card_import	global_7x12	semantic_ceiling
125	A3	f69v	f69v.14	1	375	A3:G120	okeod	okeod	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_11	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 11 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_11] setze das vollständige opake Lokaletikett «okeod». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
126	A3	f69v	f69v.15	1	376	A3:G121	oteeys	oteeys	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_12	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 12 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_12] setze das vollständige opake Lokaletikett «oteeys». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
127	A3	f69v	f69v.16	1	377	A3:G122	oteol	oteol	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_13	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 13 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_13] setze das vollständige opake Lokaletikett «oteol». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
128	A3	f69v	f69v.17	1	378	A3:G123	ykeydy	ykeydy	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_14	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 14 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_14] setze das vollständige opake Lokaletikett «ykeydy». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
129	A3	f69v	f69v.18	1	379	A3:G124	okeod	okeod	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_15	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 15 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_15] setze das vollständige opake Lokaletikett «okeod». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
130	A3	f69v	f69v.19	1	380	A3:G125	saral	saral	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_16	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 16 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_16] setze das vollständige opake Lokaletikett «saral». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
131	A3	f69v	f69v.20	1	381	A3:G126	saiir	saiir	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_17	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 17 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_17] setze das vollständige opake Lokaletikett «saiir». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
132	A3	f69v	f69v.21	1	382	A3:G127	okolar	okolar	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_18	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 18 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_18] setze das vollständige opake Lokaletikett «okolar». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
133	A3	f69v	f69v.22	1	383	A3:G128	ykeody	ykeody	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_19	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 19 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_19] setze das vollständige opake Lokaletikett «ykeody». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
134	A3	f69v	f69v.23	1	384	A3:G129	sarydy	sarydy	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_20	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 20 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_20] setze das vollständige opake Lokaletikett «sarydy». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
135	A3	f69v	f69v.24	1	385	A3:G130	otchy	otchy	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_21	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 21 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_21] setze das vollständige opake Lokaletikett «otchy». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
136	A3	f69v	f69v.25	2	386|387	A3:G131|A3:G132	okeey|dy	okeey dy	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_22	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 22 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_22] setze das vollständige opake Lokaletikett «okeey dy». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
137	A3	f69v	f69v.26	2	388|389	A3:G133|A3:G134	okey|d	okey d	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_23	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 23 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_23] setze das vollständige opake Lokaletikett «okey d». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
138	A3	f69v	f69v.27	1	390	A3:G135	okeod	okeod	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_24	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 24 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_24] setze das vollständige opake Lokaletikett «okeod». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
139	A3	f69v	f69v.28	1	391	A3:G136	okodchy	okodchy	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_25	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 25 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_25] setze das vollständige opake Lokaletikett «okodchy». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
140	A3	f69v	f69v.29	1	392	A3:G137	okeody	okeody	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_26	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 26 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_26] setze das vollständige opake Lokaletikett «okeody». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
141	A3	f69v	f69v.30	1	393	A3:G138	okcheys	okcheys	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_27	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 27 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_27] setze das vollständige opake Lokaletikett «okcheys». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
142	A3	f69v	f69v.31	2	394|395	A3:G139|A3:G140	oar|alys	oar alys	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_28	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 28 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_28] setze das vollständige opake Lokaletikett «oar alys». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
