changed_event_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	sigla_card_ids	source_clause_de	target_clause_de	source_roundtrip_de	guard
421	G407-E3354	G407-S531	f82r	BIOLOGICAL	keeedy	K+EEE+D_ADDR+Y	GDT576-C01	Führe den Stationsposten zu; auf Grad III; an der bezeichneten Stelle.	Führe den Stationsposten zu; auf Grad III; an der D-Stelle.	Führe den Stationsposten zu; auf Grad III; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
422	G407-E3356	G407-S531	f82r	BIOLOGICAL	rasy	R+A_ADDR+S+Y	GDT576-C02	Markiere den Stationsposten und wähle ihn; an der bezeichneten Stelle.	Markiere den Stationsposten und wähle ihn; an der A-Stelle.	Markiere den Stationsposten und wähle ihn; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
423	G407-E3367	G407-S534	f82r	BIOLOGICAL	lcheedy	L+CH+EE+D_ADDR+Y	GDT576-C01	Entnimm den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	Entnimm den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der D-Stelle.	Entnimm den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
424	G407-E3376	G407-S535	f82r	BIOLOGICAL	dol	D_ADDR+OL	GDT576-C01	Weiter im laufenden Gang: markiere denselben Stationsposten; an der bezeichneten Stelle.	Weiter im laufenden Gang: markiere denselben Stationsposten; an der D-Stelle.	Weiter im laufenden Gang: markiere denselben Stationsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
425	G407-E3412	G407-S548	f82r	BIOLOGICAL	d	D_ADDR	GDT576-C01	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; an der D-Stelle.	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
426	G407-E3430	G407-S555	f82r	BIOLOGICAL	rag	R+A_ADDR+G_LABEL	GDT576-C02|GDT576-C10	Markiere denselben Stationsposten; an der bezeichneten Stelle und mit der lokalen Variante.	Markiere denselben Stationsposten; an der A-Stelle und beim G-Vermerk.	Markiere denselben Stationsposten; an der bezeichneten Stelle und mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
427	G407-E3433	G407-S555	f82r	BIOLOGICAL	rsheedy	R+SH+EE+D_ADDR+Y	GDT576-C01	Markiere den Stationsposten und halte ihn; auf Grad II; an der bezeichneten Stelle.	Markiere den Stationsposten und halte ihn; auf Grad II; an der D-Stelle.	Markiere den Stationsposten und halte ihn; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
428	G407-E3438	G407-S556	f82r	BIOLOGICAL	cheedy	CH+EE+D_ADDR+Y	GDT576-C01	Entnimm den Stationsposten; auf Grad II; an der bezeichneten Stelle.	Entnimm den Stationsposten; auf Grad II; an der D-Stelle.	Entnimm den Stationsposten; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
429	G407-E3472	G407-S560	f83r	BIOLOGICAL	dor	D_ADDR+OR	GDT576-C01	Im laufenden Gang bearbeite die Stationseinheit; an der bezeichneten Stelle.	Im laufenden Gang bearbeite die Stationseinheit; an der D-Stelle.	Im laufenden Gang bearbeite die Stationseinheit; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
430	G407-E3482	G407-S563	f83r	BIOLOGICAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang setze denselben Stationswert im Stationsgang an; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Stationswert im Stationsgang an; von der Ausgangsstation; an der D-Stelle.	Im laufenden Gang setze denselben Stationswert im Stationsgang an; von der Ausgangsstation; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
431	G407-E3486	G407-S565	f83r	BIOLOGICAL	chkedy	CH+K+E+D_ADDR+Y	GDT576-C01	Entnimm den Stationsposten und führe ihn zu; auf Grad I; an der bezeichneten Stelle.	Entnimm den Stationsposten und führe ihn zu; auf Grad I; an der D-Stelle.	Entnimm den Stationsposten und führe ihn zu; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
432	G407-E3492	G407-S566	f83r	BIOLOGICAL	deey	D_ADDR+EE+Y	GDT576-C01	Im laufenden Gang bearbeite den Stationsposten; auf Grad II; an der bezeichneten Stelle.	Im laufenden Gang bearbeite den Stationsposten; auf Grad II; an der D-Stelle.	Im laufenden Gang bearbeite den Stationsposten; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
433	G407-E3496	G407-S566	f83r	BIOLOGICAL	cheg	CH+E+LOCAL_CHAR_G	GDT576-C09	Entnimm denselben Stationsposten; auf Grad I; mit der lokalen Variante.	Entnimm denselben Stationsposten; auf Grad I; mit der g-Variante.	Entnimm denselben Stationsposten; auf Grad I; mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
434	G407-E3512	G407-S572	f83r	BIOLOGICAL	lsheedy	L+SH+EE+D_ADDR+Y	GDT576-C01	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der D-Stelle.	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
435	G407-E3513	G407-S572	f83r	BIOLOGICAL	qeeedy	CARRIER_Q+EEE+D_ADDR+Y	GDT576-C01	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und auf Grad III; an der bezeichneten Stelle.	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und auf Grad III; an der D-Stelle.	Im laufenden Gang halte den Stationsposten; als neuen Einsatz und auf Grad III; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
436	G407-E3517	G407-S572	f83r	BIOLOGICAL	rsheedy	R+SH+EE+D_ADDR+Y	GDT576-C01	Markiere den Stationsposten und halte ihn; auf Grad II; an der bezeichneten Stelle.	Markiere den Stationsposten und halte ihn; auf Grad II; an der D-Stelle.	Markiere den Stationsposten und halte ihn; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
437	G407-E3530	G407-S578	f83r	BIOLOGICAL	lsheedy	L+SH+EE+D_ADDR+Y	GDT576-C01	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der D-Stelle.	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
438	G407-E3533	G407-S579	f83r	BIOLOGICAL	shedkedy	SH+E+K+E+D_ADDR+Y	GDT576-C01	Halte den Stationsposten und führe ihn zu; auf Grad I und auf Grad I; an der bezeichneten Stelle.	Halte den Stationsposten und führe ihn zu; auf Grad I und auf Grad I; an der D-Stelle.	Halte den Stationsposten und führe ihn zu; auf Grad I und auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
439	G407-E3534	G407-S579	f83r	BIOLOGICAL	qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	GDT576-C01	Setze den Stationsposten ein und halte ihn; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Setze den Stationsposten ein und halte ihn; als neuen Einsatz und als Ausführung; an der D-Stelle.	Setze den Stationsposten ein und halte ihn; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
440	G407-E3538	G407-S579	f83r	BIOLOGICAL	cheeb	CH+EE+LOCAL_CHAR_B	GDT576-C11	Entnimm denselben Stationsposten; auf Grad II; mit der lokalen Variante.	Entnimm denselben Stationsposten; auf Grad II; mit der b-Variante.	Entnimm denselben Stationsposten; auf Grad II; mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
441	G407-E3548	G407-S579	f83r	BIOLOGICAL	sam	S+AM_ADDR	GDT576-C03	Wähle denselben Stationsposten; an der bezeichneten Stelle.	Wähle denselben Stationsposten; an der AM-Stelle.	Wähle denselben Stationsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
442	G407-E3563	G407-S583	f83r	BIOLOGICAL	sheckhdy	SH+E+CH+K+D_ADDR+Y	GDT576-C01	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I; an der bezeichneten Stelle.	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I; an der D-Stelle.	Halte den Stationsposten, entnimm ihn und führe ihn zu; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
443	G407-E3572	G407-S586	f83r	BIOLOGICAL	altedy	AL+T+E+D_ADDR+Y	GDT576-C01	Stelle den Stationsposten ein; zur Zielstation; auf Grad I; an der bezeichneten Stelle.	Stelle den Stationsposten ein; zur Zielstation; auf Grad I; an der D-Stelle.	Stelle den Stationsposten ein; zur Zielstation; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
444	G407-E3605	G407-S597	f83r	BIOLOGICAL	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	GDT576-C01|GDT576-C01	Entnimm den Stationsposten und führe ihn zu; auf Grad I, als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Entnimm den Stationsposten und führe ihn zu; auf Grad I, als Ausführung und auf Grad I; an der D-Stelle und an der D-Stelle.	Entnimm den Stationsposten und führe ihn zu; auf Grad I, als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
445	G407-E3606	G407-S597	f83r	BIOLOGICAL	lkeed	L+K+EE+D_ADDR	GDT576-C01	Führe denselben Stationsposten zu; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	Führe denselben Stationsposten zu; über die sichtbare Verbindung; auf Grad II; an der D-Stelle.	Führe denselben Stationsposten zu; über die sichtbare Verbindung; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
446	G407-E3611	G407-S597	f83r	BIOLOGICAL	pdalshdy	P+DA+L+SH+D_ADDR+Y	GDT576-C01	Setze den Stationsposten ein und halte ihn; über die sichtbare Verbindung; auf der zweiten Stufe; an der bezeichneten Stelle.	Setze den Stationsposten ein und halte ihn; über die sichtbare Verbindung; auf der zweiten Stufe; an der D-Stelle.	Setze den Stationsposten ein und halte ihn; über die sichtbare Verbindung; auf der zweiten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
447	G407-E3616	G407-S599	f83r	BIOLOGICAL	otshdy	OT+SH+D_ADDR+Y	GDT576-C01	Danach: halte den Stationsposten; an der bezeichneten Stelle.	Danach: halte den Stationsposten; an der D-Stelle.	Danach: halte den Stationsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
448	G407-E3617	G407-S599	f83r	BIOLOGICAL	qokedol	OK+E+D_ADDR+OL	GDT576-C01	Weiter: setze denselben Stationsposten im Stationsgang an; auf Grad I; an der bezeichneten Stelle.	Weiter: setze denselben Stationsposten im Stationsgang an; auf Grad I; an der D-Stelle.	Weiter: setze denselben Stationsposten im Stationsgang an; auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
449	G407-E3618	G407-S599	f83r	BIOLOGICAL	shdy	SH+D_ADDR+Y	GDT576-C01	Halte den Stationsposten; an der bezeichneten Stelle.	Halte den Stationsposten; an der D-Stelle.	Halte den Stationsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
450	G407-E3619	G407-S599	f83r	BIOLOGICAL	soldy	S+OL+D_ADDR+Y	GDT576-C01	Weiter: wähle den Stationsposten; an der bezeichneten Stelle.	Weiter: wähle den Stationsposten; an der D-Stelle.	Weiter: wähle den Stationsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
451	G407-E3631	G407-S602	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	GDT576-C01	Weiter: führe den Stationsposten zu; auf Grad II; an der bezeichneten Stelle.	Weiter: führe den Stationsposten zu; auf Grad II; an der D-Stelle.	Weiter: führe den Stationsposten zu; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
452	G407-E3640	G407-S605	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	GDT576-C01	Weiter: führe den Stationsposten zu; auf Grad II; an der bezeichneten Stelle.	Weiter: führe den Stationsposten zu; auf Grad II; an der D-Stelle.	Weiter: führe den Stationsposten zu; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
453	G407-E3648	G407-S609	f83r	BIOLOGICAL	chckhdy	CH+CH+K+D_ADDR+Y	GDT576-C01	Entnimm den Stationsposten zweimal und führe ihn zu; an der bezeichneten Stelle.	Entnimm den Stationsposten zweimal und führe ihn zu; an der D-Stelle.	Entnimm den Stationsposten zweimal und führe ihn zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
454	G407-E3664	G407-S616	f83r	BIOLOGICAL	shecthedy	SH+E+CH+T+E+D_ADDR+Y	GDT576-C01	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I und auf Grad I; an der bezeichneten Stelle.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I und auf Grad I; an der D-Stelle.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I und auf Grad I; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
455	G407-E3668	G407-S616	f83r	BIOLOGICAL	soiiin	S+O+LOCAL_CHAR_I+IIN	GDT576-C08	Wähle denselben Stationsposten; als Ausführung und auf der bezeichneten Stufe; mit der lokalen Variante.	Wähle denselben Stationsposten; als Ausführung und auf der bezeichneten Stufe; mit der i-Variante.	Wähle denselben Stationsposten; als Ausführung und auf der bezeichneten Stufe; mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
456	G407-E3685	G407-S620	f83r	BIOLOGICAL	qokylddy	OK+Y+L+D_ADDR+DY	GDT576-C01	Setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung; an der bezeichneten Stelle; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung; an der D-Stelle; schließe den Schritt.	Setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung; an der bezeichneten Stelle; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
457	G407-E3700	G407-S628	f83r	BIOLOGICAL	kesd	K+E+S_ADDR+D_ADDR	GDT576-C04|GDT576-C01	Führe denselben Stationsposten zu; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Führe denselben Stationsposten zu; auf Grad I; an der S-Stelle und an der D-Stelle.	Führe denselben Stationsposten zu; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
458	G407-E3723	G407-S636	f83r	BIOLOGICAL	dolshed	D_ADDR+OL+SH+E	GDT576-C01	Weiter: halte denselben Stationsposten; an der bezeichneten Stelle; auf Grad I.	Weiter: halte denselben Stationsposten; an der D-Stelle; auf Grad I.	Weiter: halte denselben Stationsposten; an der bezeichneten Stelle; auf Grad I.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
459	G407-E3758	G407-S643	f83r	BIOLOGICAL	chcthdy	CH+CH+T+D_ADDR+Y	GDT576-C01	Entnimm den Stationsposten zweimal und stelle ihn ein; an der bezeichneten Stelle.	Entnimm den Stationsposten zweimal und stelle ihn ein; an der D-Stelle.	Entnimm den Stationsposten zweimal und stelle ihn ein; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
460	G407-E3796	G407-S648	f88r	PHARMA	dorsheoy	D_ADDR+OR+SH+E+O+Y	GDT576-C01	Halte die Ansatzeinheit und den Drogenposten; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Halte die Ansatzeinheit und den Drogenposten; auf Grad I und als Ausführung; an der D-Stelle.	Halte die Ansatzeinheit und den Drogenposten; auf Grad I und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
461	G407-E3799	G407-S648	f88r	PHARMA	dory	D_ADDR+OR+Y	GDT576-C01	Im laufenden Gang gib die Ansatzeinheit und den Drogenposten zu; an der bezeichneten Stelle.	Im laufenden Gang gib die Ansatzeinheit und den Drogenposten zu; an der D-Stelle.	Im laufenden Gang gib die Ansatzeinheit und den Drogenposten zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
462	G407-E3801	G407-S648	f88r	PHARMA	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	GDT576-C05	Weiter: halte die Ansatzeinheit und nimm sie; an der bezeichneten Stelle.	Weiter: halte die Ansatzeinheit und nimm sie; bei der f-Kennmarke.	Weiter: halte die Ansatzeinheit und nimm sie; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
463	G407-E3805	G407-S648	f88r	PHARMA	sheom	SH+E+O+AM_ADDR	GDT576-C03	Halte dieselbe Ansatzeinheit; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Halte dieselbe Ansatzeinheit; auf Grad I und als Ausführung; an der AM-Stelle.	Halte dieselbe Ansatzeinheit; auf Grad I und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
464	G407-E3815	G407-S648	f88r	PHARMA	sam	S+AM_ADDR	GDT576-C03	Wähle denselben Drogenposten; an der bezeichneten Stelle.	Wähle denselben Drogenposten; an der AM-Stelle.	Wähle denselben Drogenposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
465	G407-E3818	G407-S648	f88r	PHARMA	om	O+AM_ADDR	GDT576-C03	Im laufenden Gang wähle dieselbe Ansatzeinheit; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang wähle dieselbe Ansatzeinheit; als Ausführung; an der AM-Stelle.	Im laufenden Gang wähle dieselbe Ansatzeinheit; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
466	G407-E3819	G407-S648	f88r	PHARMA	otam	OT+AM_ADDR	GDT576-C03	Danach im laufenden Gang: wähle dieselbe Ansatzeinheit; an der bezeichneten Stelle.	Danach im laufenden Gang: wähle dieselbe Ansatzeinheit; an der AM-Stelle.	Danach im laufenden Gang: wähle dieselbe Ansatzeinheit; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
467	G407-E3820	G407-S648	f88r	PHARMA	okeom	OK+E+O+AM_ADDR	GDT576-C03	Setze dieselbe Ansatzeinheit als Ansatz an; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Setze dieselbe Ansatzeinheit als Ansatz an; auf Grad I und als Ausführung; an der AM-Stelle.	Setze dieselbe Ansatzeinheit als Ansatz an; auf Grad I und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
468	G407-E3822	G407-S648	f88r	PHARMA	qokeody	OK+E+O+D_ADDR+Y	GDT576-C01	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung; an der D-Stelle.	Setze den Drogenposten als Ansatz an; auf Grad I und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
469	G407-E3823	G407-S648	f88r	PHARMA	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang setze denselben Drogenposten als Ansatz an; vom Ausgangsgefäß; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Drogenposten als Ansatz an; vom Ausgangsgefäß; an der D-Stelle.	Im laufenden Gang setze denselben Drogenposten als Ansatz an; vom Ausgangsgefäß; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
470	G407-E3825	G407-S648	f88r	PHARMA	om	O+AM_ADDR	GDT576-C03	Im laufenden Gang setze dieselbe Ansatzeinheit als Ansatz an; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang setze dieselbe Ansatzeinheit als Ansatz an; als Ausführung; an der AM-Stelle.	Im laufenden Gang setze dieselbe Ansatzeinheit als Ansatz an; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
471	G407-E3832	G407-S648	f88r	PHARMA	doleeey	D_ADDR+OL+EEE+Y	GDT576-C01	Weiter im laufenden Gang: nimm den Drogenposten; an der bezeichneten Stelle; auf Grad III.	Weiter im laufenden Gang: nimm den Drogenposten; an der D-Stelle; auf Grad III.	Weiter im laufenden Gang: nimm den Drogenposten; an der bezeichneten Stelle; auf Grad III.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
472	G407-E3834	G407-S648	f88r	PHARMA	cheom	CH+E+O+AM_ADDR	GDT576-C03	Nimm dieselbe Ansatzeinheit; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm dieselbe Ansatzeinheit; auf Grad I und als Ausführung; an der AM-Stelle.	Nimm dieselbe Ansatzeinheit; auf Grad I und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
473	G407-E3835	G407-S648	f88r	PHARMA	cheojam	CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	GDT576-C12|GDT576-C02|GDT576-C03	Nimm dieselbe Ansatzeinheit; auf Grad I und als Ausführung; mit der lokalen Variante, an der bezeichneten Stelle und an der bezeichneten Stelle.	Nimm dieselbe Ansatzeinheit; auf Grad I und als Ausführung; mit der j-Variante, an der A-Stelle und an der AM-Stelle.	Nimm dieselbe Ansatzeinheit; auf Grad I und als Ausführung; mit der lokalen Variante, an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
