assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	atom_position_zero_based	atom	source_family	function_value	learned_head_de	family_frame_id	sigla_card_id	scope	source_fragment_de	target_fragment_de	source_start	source_end	target_start	target_end	guard
461	G407-E3433	G407-S555	f82r	BIOLOGICAL	rsheedy	R+SH+EE+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	56	82	56	71	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
462	G407-E3438	G407-S556	f82r	BIOLOGICAL	cheedy	CH+EE+D_ADDR+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	41	67	41	56	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
463	G407-E3472	G407-S560	f83r	BIOLOGICAL	dor	D_ADDR+OR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	49	75	49	64	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
464	G407-E3482	G407-S563	f83r	BIOLOGICAL	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	92	118	92	107	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
465	G407-E3486	G407-S565	f83r	BIOLOGICAL	chkedy	CH+K+E+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	57	83	57	72	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
466	G407-E3492	G407-S566	f83r	BIOLOGICAL	deey	D_ADDR+EE+Y	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	61	87	61	76	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
467	G407-E3496	G407-S566	f83r	BIOLOGICAL	cheg	CH+E+LOCAL_CHAR_G	2	LOCAL_CHAR_G	LOCAL_VARIANT	VARIANTENVERWEIS	g-Variante	GDT576-F04	GDT576-C09	PLAIN	mit der lokalen Variante	mit der g-Variante	46	70	46	64	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
468	G407-E3512	G407-S572	f83r	BIOLOGICAL	lsheedy	L+SH+EE+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	70	96	70	85	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
469	G407-E3513	G407-S572	f83r	BIOLOGICAL	qeeedy	CARRIER_Q+EEE+D_ADDR+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	80	106	80	95	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
470	G407-E3517	G407-S572	f83r	BIOLOGICAL	rsheedy	R+SH+EE+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	56	82	56	71	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
471	G407-E3530	G407-S578	f83r	BIOLOGICAL	lsheedy	L+SH+EE+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	70	96	70	85	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
472	G407-E3533	G407-S579	f83r	BIOLOGICAL	shedkedy	SH+E+K+E+D_ADDR+Y	4	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	70	96	70	85	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
473	G407-E3534	G407-S579	f83r	BIOLOGICAL	qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	4	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	82	108	82	97	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
474	G407-E3538	G407-S579	f83r	BIOLOGICAL	cheeb	CH+EE+LOCAL_CHAR_B	2	LOCAL_CHAR_B	LOCAL_VARIANT	VARIANTENVERWEIS	b-Variante	GDT576-F04	GDT576-C11	PLAIN	mit der lokalen Variante	mit der b-Variante	47	71	47	65	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
475	G407-E3548	G407-S579	f83r	BIOLOGICAL	sam	S+AM_ADDR	1	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	32	58	32	48	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
476	G407-E3563	G407-S583	f83r	BIOLOGICAL	sheckhdy	SH+E+CH+K+D_ADDR+Y	4	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	68	94	68	83	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
477	G407-E3572	G407-S586	f83r	BIOLOGICAL	altedy	AL+T+E+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	60	86	60	75	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
478	G407-E3605	G407-S597	f83r	BIOLOGICAL	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	88	114	88	103	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
479	G407-E3605	G407-S597	f83r	BIOLOGICAL	dcheokedy	D_ADDR+CH+E+O+K+E+D_ADDR+Y	6	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	119	145	108	123	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
480	G407-E3606	G407-S597	f83r	BIOLOGICAL	lkeed	L+K+EE+D_ADDR	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	79	105	79	94	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
481	G407-E3611	G407-S597	f83r	BIOLOGICAL	pdalshdy	P+DA+L+SH+D_ADDR+Y	4	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	98	124	98	113	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
482	G407-E3616	G407-S599	f83r	BIOLOGICAL	otshdy	OT+SH+D_ADDR+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	34	60	34	49	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
483	G407-E3617	G407-S599	f83r	BIOLOGICAL	qokedol	OK+E+D_ADDR+OL	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	71	97	71	86	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
484	G407-E3618	G407-S599	f83r	BIOLOGICAL	shdy	SH+D_ADDR+Y	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	26	52	26	41	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
485	G407-E3619	G407-S599	f83r	BIOLOGICAL	soldy	S+OL+D_ADDR+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	34	60	34	49	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
486	G407-E3631	G407-S602	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	50	76	50	65	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
487	G407-E3640	G407-S605	f83r	BIOLOGICAL	solkeedy	OL+K+EE+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	50	76	50	65	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
488	G407-E3648	G407-S609	f83r	BIOLOGICAL	chckhdy	CH+CH+K+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	53	79	53	68	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
489	G407-E3664	G407-S616	f83r	BIOLOGICAL	shecthedy	SH+E+CH+T+E+D_ADDR+Y	5	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	85	111	85	100	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
490	G407-E3668	G407-S616	f83r	BIOLOGICAL	soiiin	S+O+LOCAL_CHAR_I+IIN	2	LOCAL_CHAR_I	LOCAL_VARIANT	VARIANTENVERWEIS	i-Variante	GDT576-F04	GDT576-C08	PLAIN	mit der lokalen Variante	mit der i-Variante	79	103	79	97	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
491	G407-E3685	G407-S620	f83r	BIOLOGICAL	qokylddy	OK+Y+L+D_ADDR+DY	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	76	102	76	91	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
492	G407-E3700	G407-S628	f83r	BIOLOGICAL	kesd	K+E+S_ADDR+D_ADDR	2	S_ADDR	ADDRESS	STELLENVERWEIS	S-Stelle	GDT576-F01	GDT576-C04	PLAIN	an der bezeichneten Stelle	an der S-Stelle	47	73	47	62	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
493	G407-E3700	G407-S628	f83r	BIOLOGICAL	kesd	K+E+S_ADDR+D_ADDR	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	78	104	67	82	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
494	G407-E3723	G407-S636	f83r	BIOLOGICAL	dolshed	D_ADDR+OL+SH+E	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	40	66	40	55	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
495	G407-E3758	G407-S643	f83r	BIOLOGICAL	chcthdy	CH+CH+T+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	55	81	55	70	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
496	G407-E3796	G407-S648	f88r	PHARMA	dorsheoy	D_ADDR+OR+SH+E+O+Y	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	77	103	77	92	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
497	G407-E3799	G407-S648	f88r	PHARMA	dory	D_ADDR+OR+Y	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	65	91	65	80	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
498	G407-E3801	G407-S648	f88r	PHARMA	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	2	LOCAL_CHAR_F	ADDRESS	STELLENVERWEIS	f-Kennmarke	GDT576-F02	GDT576-C05	PLAIN	an der bezeichneten Stelle	bei der f-Kennmarke	46	72	46	65	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
499	G407-E3805	G407-S648	f88r	PHARMA	sheom	SH+E+O+AM_ADDR	3	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	61	87	61	77	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
500	G407-E3815	G407-S648	f88r	PHARMA	sam	S+AM_ADDR	1	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	30	56	30	46	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
501	G407-E3818	G407-S648	f88r	PHARMA	om	O+AM_ADDR	1	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	64	90	64	80	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
502	G407-E3819	G407-S648	f88r	PHARMA	otam	OT+AM_ADDR	1	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	56	82	56	72	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
503	G407-E3820	G407-S648	f88r	PHARMA	okeom	OK+E+O+AM_ADDR	3	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	75	101	75	91	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
504	G407-E3822	G407-S648	f88r	PHARMA	qokeody	OK+E+O+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	69	95	69	84	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
505	G407-E3823	G407-S648	f88r	PHARMA	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	81	107	81	96	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
506	G407-E3825	G407-S648	f88r	PHARMA	om	O+AM_ADDR	1	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	78	104	78	94	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
507	G407-E3832	G407-S648	f88r	PHARMA	doleeey	D_ADDR+OL+EEE+Y	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	49	75	49	64	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
508	G407-E3834	G407-S648	f88r	PHARMA	cheom	CH+E+O+AM_ADDR	3	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	60	86	60	76	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
509	G407-E3835	G407-S648	f88r	PHARMA	cheojam	CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	3	LOCAL_CHAR_J	LOCAL_VARIANT	VARIANTENVERWEIS	j-Variante	GDT576-F04	GDT576-C12	PLAIN	mit der lokalen Variante	mit der j-Variante	60	84	60	78	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
510	G407-E3835	G407-S648	f88r	PHARMA	cheojam	CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	4	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	86	112	80	95	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
511	G407-E3835	G407-S648	f88r	PHARMA	cheojam	CH+E+O+LOCAL_CHAR_J+A_ADDR+AM_ADDR	5	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	117	143	100	116	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
512	G407-E3836	G407-S648	f88r	PHARMA	yokeody	Y+OK+E+O+D_ADDR+Y	4	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	106	132	106	121	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
513	G407-E3837	G407-S648	f88r	PHARMA	cheom	CH+E+O+AM_ADDR	3	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	60	86	60	76	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
514	G407-E3839	G407-S648	f88r	PHARMA	cheeb	CH+EE+LOCAL_CHAR_B	2	LOCAL_CHAR_B	LOCAL_VARIANT	VARIANTENVERWEIS	b-Variante	GDT576-F04	GDT576-C11	PLAIN	mit der lokalen Variante	mit der b-Variante	42	66	42	60	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
515	G407-E3842	G407-S648	f88r	PHARMA	sam	S+AM_ADDR	1	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	30	56	30	46	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
516	G407-E3843	G407-S649	f88r	PHARMA	koay	K+O+A_ADDR+Y	2	A_ADDR	ADDRESS	STELLENVERWEIS	A-Stelle	GDT576-F01	GDT576-C02	PLAIN	an der bezeichneten Stelle	an der A-Stelle	41	67	41	56	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
517	G407-E3870	G407-S650	f88r	PHARMA	olsheody	O+L+SH+E+O+D_ADDR+Y	5	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	97	123	97	112	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
518	G407-E3875	G407-S650	f88r	PHARMA	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	50	76	50	65	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
519	G407-E3875	G407-S650	f88r	PHARMA	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	4	LOCAL_CHAR_G	LOCAL_VARIANT	VARIANTENVERWEIS	g-Variante	GDT576-F04	GDT576-C09	PLAIN	mit der lokalen Variante	mit der g-Variante	81	105	70	88	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
520	G407-E3886	G407-S651	f88r	PHARMA	poldy	P+OL+D_ADDR+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	36	62	36	51	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
521	G407-E3912	G407-S652	f88r	PHARMA	chody	CH+O+D_ADDR+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	39	65	39	54	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
522	G407-E3923	G407-S652	f88r	PHARMA	ofal	O+LOCAL_CHAR_F+AL	1	LOCAL_CHAR_F	ADDRESS	STELLENVERWEIS	f-Kennmarke	GDT576-F02	GDT576-C05	PLAIN	an der bezeichneten Stelle	bei der f-Kennmarke	78	104	78	97	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
523	G407-E3924	G407-S652	f88r	PHARMA	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	66	92	66	81	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
524	G407-E3927	G407-S652	f88r	PHARMA	dol	D_ADDR+OL	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	55	81	55	70	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
525	G407-E3929	G407-S652	f88r	PHARMA	cheom	CH+E+O+AM_ADDR	3	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	60	86	60	76	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
526	G407-E3930	G407-S653	f88v	PHARMA	teodal	T+E+O+D_ADDR+AL	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	58	84	58	73	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
527	G407-E3937	G407-S653	f88v	PHARMA	saldaiin	S+AL+D_ADDR+AIIN	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	37	63	37	52	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
528	G407-E3938	G407-S653	f88v	PHARMA	dshor	D_ADDR+SH+OR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	25	51	25	40	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
529	G407-E3940	G407-S653	f88v	PHARMA	qokeody	OK+E+O+D_ADDR+Y	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	69	95	69	84	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
530	G407-E3946	G407-S653	f88v	PHARMA	qokeom	OK+E+O+AM_ADDR	3	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	73	99	73	89	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
531	G407-E3955	G407-S654	f88v	PHARMA	cheokam	CH+E+O+K+AM_ADDR	4	AM_ADDR	ADDRESS	STELLENVERWEIS	AM-Stelle	GDT576-F01	GDT576-C03	PLAIN	an der bezeichneten Stelle	an der AM-Stelle	75	101	75	91	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
532	G407-E3957	G407-S654	f88v	PHARMA	keeod	K+EE+O+D_ADDR	3	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	63	89	63	78	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
533	G407-E3961	G407-S654	f88v	PHARMA	chody	CH+O+D_ADDR+Y	2	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	39	65	39	54	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
534	G407-E3965	G407-S654	f88v	PHARMA	dar	D_ADDR+AR	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	67	93	67	82	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
535	G407-E3968	G407-S654	f88v	PHARMA	daraly	D_ADDR+AR+AL+Y	0	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	80	106	80	95	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
536	G407-E3972	G407-S657	f88v	PHARMA	oldaiin	OL+D_ADDR+AIIN	1	D_ADDR	ADDRESS	STELLENVERWEIS	D-Stelle	GDT576-F01	GDT576-C01	PLAIN	an der bezeichneten Stelle	an der D-Stelle	49	75	49	64	LEARNED_SIGLUM_VOICE_ONLY__SOURCE_ATOM_POSITION_RETAINED
