stream_ordinal	event_id	statement_id	physical_page	register	owner_de	surface	component_recipe	intake_tier	state_bank_was_new	active_action_before	active_argument_before	explicit_action_roots	explicit_argument_roots	inherited_action_root	inherited_argument_root	active_action_after	active_argument_after	reader_status	reader_clause_de	baseline_reader_clause_de	order_repair_rule	clause_changed_by_order_repair	state_matches_gdt436	expected_order_safe_clause_de	clause_matches_gdt437	meaning_change
2904	G407-E2904	G404-S052	f81r	BIOLOGICAL	F81R_LOWER_POOL	ol	OL	T0_EXACT_OBSERVED	NO	K	AIIN	NONE	NONE	K	AIIN	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang führe den Stationswert [wie zuvor] zu.	Weiter im laufenden Gang führe den Stationswert [wie zuvor] zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang führe den Stationswert [wie zuvor] zu.	YES	NO
2905	G407-E2905	G404-S052	f81r	BIOLOGICAL	F81R_LOWER_POOL	l	L	T0_EXACT_OBSERVED	NO	K	AIIN	NONE	NONE	K	AIIN	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang führe den Stationswert [wie zuvor] zu; über die sichtbare Verbindung.	Im laufenden Gang führe den Stationswert [wie zuvor] zu; über die sichtbare Verbindung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang führe den Stationswert [wie zuvor] zu; über die sichtbare Verbindung.	YES	NO
2906	G407-E2906	G404-S052	f81r	BIOLOGICAL	F81R_LOWER_POOL	shedy	SH+E+DY	T0_EXACT_OBSERVED	NO	K	AIIN	SH	NONE	NONE	AIIN	SH	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO
2907	G407-E2907	G404-S053	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokedy	OK+E+DY	T0_EXACT_OBSERVED	NO	SH	AIIN	OK	NONE	NONE	AIIN	OK	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO
2908	G407-E2908	G404-S054	f81r	BIOLOGICAL	F81R_LOWER_POOL	sor	S+OR	T0_EXACT_OBSERVED	NO	OK	AIIN	S	OR	NONE	NONE	S	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle die Stationseinheit.	Wähle die Stationseinheit.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle die Stationseinheit.	YES	NO
2909	G407-E2909	G404-S054	f81r	BIOLOGICAL	F81R_LOWER_POOL	olkar	OL+K+AR	T0_EXACT_OBSERVED	NO	S	OR	K	NONE	NONE	OR	K	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter führe die Stationseinheit [wie zuvor] zu; von der Ausgangsstation.	Weiter führe die Stationseinheit [wie zuvor] zu; von der Ausgangsstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter führe die Stationseinheit [wie zuvor] zu; von der Ausgangsstation.	YES	NO
2910	G407-E2910	G404-S054	f81r	BIOLOGICAL	F81R_LOWER_POOL	ol	OL	T0_EXACT_OBSERVED	NO	K	OR	NONE	NONE	K	OR	K	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang führe die Stationseinheit [wie zuvor] zu.	Weiter im laufenden Gang führe die Stationseinheit [wie zuvor] zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang führe die Stationseinheit [wie zuvor] zu.	YES	NO
2911	G407-E2911	G404-S054	f81r	BIOLOGICAL	F81R_LOWER_POOL	kaiin	K+AIIN	T0_EXACT_OBSERVED	NO	K	OR	K	AIIN	NONE	NONE	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Führe den Stationswert zu.	Führe den Stationswert zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Führe den Stationswert zu.	YES	NO
2912	G407-E2912	G404-S054	f81r	BIOLOGICAL	F81R_LOWER_POOL	olkshdy	OL+K+SH+D_ADDR+Y	T0_EXACT_OBSERVED	NO	K	AIIN	K|SH	Y	NONE	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter führe den Stationsposten zu und halte den Stationsposten; an der bezeichneten Stelle.	Weiter führe den Stationsposten zu und halte den Stationsposten; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter führe den Stationsposten zu und halte den Stationsposten; an der bezeichneten Stelle.	YES	NO
2913	G407-E2913	G404-S054	f81r	BIOLOGICAL	F81R_LOWER_POOL	sol	OL	T0_EXACT_OBSERVED	NO	SH	Y	NONE	NONE	SH	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	YES	NO
2914	G407-E2914	G404-S054	f81r	BIOLOGICAL	F81R_LOWER_POOL	shedy	SH+E+DY	T0_EXACT_OBSERVED	NO	SH	Y	SH	NONE	NONE	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO
2915	G407-E2915	G404-S055	f81r	BIOLOGICAL	F81R_LOWER_POOL	ol	OL	T0_EXACT_OBSERVED	NO	SH	Y	NONE	NONE	SH	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	YES	NO
2916	G407-E2916	G404-S055	f81r	BIOLOGICAL	F81R_LOWER_POOL	lchedy	L+CHD+DY	T0_EXACT_OBSERVED	NO	SH	Y	CHD	NONE	NONE	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	YES	NO
2917	G407-E2917	G404-S056	f81r	BIOLOGICAL	F81R_LOWER_POOL	shedy	SH+E+DY	T0_EXACT_OBSERVED	NO	CHD	Y	SH	NONE	NONE	Y	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	YES	NO
2918	G407-E2918	G404-S057	f81r	BIOLOGICAL	F81R_LOWER_POOL	shy	Y	T0_EXACT_OBSERVED	NO	SH	Y	NONE	Y	SH	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang halte den Stationsposten.	Im laufenden Gang halte den Stationsposten.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang halte den Stationsposten.	YES	NO
2919	G407-E2919	G404-S057	f81r	BIOLOGICAL	F81R_LOWER_POOL	olkedy	OL+K+E+DY	T0_EXACT_OBSERVED	NO	SH	Y	K	NONE	NONE	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	YES	NO
2920	G407-E2920	G404-S058	f81r	BIOLOGICAL	F81R_LOWER_POOL	ches	CH+E+S	T0_EXACT_OBSERVED	NO	K	Y	CH|S	NONE	NONE	Y	S	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; auf Grad I.	Entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; auf Grad I.	YES	NO
2921	G407-E2921	G404-S058	f81r	BIOLOGICAL	F81R_LOWER_POOL	ar	AR	T0_EXACT_OBSERVED	NO	S	Y	NONE	NONE	S	Y	S	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	Im laufenden Gang wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	YES	NO
2922	G407-E2922	G404-S058	f81r	BIOLOGICAL	F81R_LOWER_POOL	or	OR	T0_EXACT_OBSERVED	NO	S	Y	NONE	OR	S	NONE	S	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang wähle die Stationseinheit.	Im laufenden Gang wähle die Stationseinheit.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang wähle die Stationseinheit.	YES	NO
2923	G407-E2923	G404-S058	f81r	BIOLOGICAL	F81R_LOWER_POOL	oraiiin	OR+LOCAL_CHAR_I+AIIN	T0_EXACT_OBSERVED	NO	S	OR	NONE	OR|AIIN	S	NONE	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang wähle die Stationseinheit und den Stationswert; mit der lokalen Variante.	Im laufenden Gang wähle die Stationseinheit und den Stationswert; mit der lokalen Variante.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang wähle die Stationseinheit und den Stationswert; mit der lokalen Variante.	YES	NO
2924	G407-E2924	P1009-S383	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	par	P+AR	T0_EXACT_OBSERVED	YES	NONE	NONE	P	NONE	NONE	NONE	P	NONE	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze ein; von der Ausgangsstation.	Setze ein; von der Ausgangsstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze ein; von der Ausgangsstation.	YES	NO
2925	G407-E2925	P1009-S383	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shey	SH+E+Y	T0_EXACT_OBSERVED	NO	P	NONE	SH	Y	NONE	NONE	SH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten; auf Grad I.	YES	NO
2926	G407-E2926	P1009-S383	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	keedy	K+EE+DY	T0_EXACT_OBSERVED	NO	SH	Y	K	NONE	NONE	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.	Führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Führe den Stationsposten [wie zuvor] zu; auf Grad II; schließe den Schritt.	YES	NO
2927	G407-E2927	P1009-S384	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shekal	SH+E+K+AL	T0_EXACT_OBSERVED	NO	K	Y	SH|K	NONE	NONE	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; zur Zielstation; auf Grad I.	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; zur Zielstation; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; zur Zielstation; auf Grad I.	YES	NO
2928	G407-E2928	P1009-S384	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dal	AL	T0_EXACT_OBSERVED	NO	K	Y	NONE	NONE	K	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; zur Zielstation.	YES	NO
2929	G407-E2929	P1009-S384	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dar	D_ADDR+AR	T0_EXACT_OBSERVED	NO	K	Y	NONE	NONE	K	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation; an der bezeichneten Stelle.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; von der Ausgangsstation; an der bezeichneten Stelle.	YES	NO
2930	G407-E2930	P1009-S384	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ol	OL	T0_EXACT_OBSERVED	NO	K	Y	NONE	NONE	K	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu.	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu.	YES	NO
2931	G407-E2931	P1009-S384	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	pchedy	P+CHD+DY	T0_EXACT_OBSERVED	NO	K	Y	P|CHD	NONE	NONE	Y	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	YES	NO
2932	G407-E2932	P1009-S385	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shek	SH+E+K	T0_EXACT_OBSERVED	NO	CHD	Y	SH|K	NONE	NONE	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I.	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten [wie zuvor] und führe den Stationsposten [wie zuvor] zu; auf Grad I.	YES	NO
2933	G407-E2933	P1009-S385	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dain	AIN	T0_EXACT_OBSERVED	NO	K	Y	NONE	AIN	K	NONE	K	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang führe den Stationsanteil zu.	Im laufenden Gang führe den Stationsanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang führe den Stationsanteil zu.	YES	NO
2934	G407-E2934	P1009-S385	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	T0_EXACT_OBSERVED	NO	K	AIN	SH|K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung; als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	Halte den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung; als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsposten und führe den Stationsposten zu; über die sichtbare Verbindung; als Ausführung und auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	YES	NO
2935	G407-E2935	P1009-S385	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qokedy	OK+E+DY	T0_EXACT_OBSERVED	NO	K	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO
2936	G407-E2936	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okaiin	OK+AIIN	T0_EXACT_OBSERVED	NO	OK	Y	OK	AIIN	NONE	NONE	OK	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationswert im Stationsgang an.	Setze den Stationswert im Stationsgang an.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationswert im Stationsgang an.	YES	NO
2937	G407-E2937	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	kair	K+AIR	T0_EXACT_OBSERVED	NO	OK	AIIN	K	NONE	NONE	AIIN	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Führe den Stationswert [wie zuvor] zu; entlang der Stationsbahn.	Führe den Stationswert [wie zuvor] zu; entlang der Stationsbahn.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Führe den Stationswert [wie zuvor] zu; entlang der Stationsbahn.	YES	NO
2938	G407-E2938	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okal	OK+AL	T0_EXACT_OBSERVED	NO	K	AIIN	OK	NONE	NONE	AIIN	OK	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationswert [wie zuvor] im Stationsgang an; zur Zielstation.	Setze den Stationswert [wie zuvor] im Stationsgang an; zur Zielstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationswert [wie zuvor] im Stationsgang an; zur Zielstation.	YES	NO
2939	G407-E2939	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	sar	S+AR	T0_EXACT_OBSERVED	NO	OK	AIIN	S	NONE	NONE	AIIN	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den Stationswert [wie zuvor]; von der Ausgangsstation.	Wähle den Stationswert [wie zuvor]; von der Ausgangsstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den Stationswert [wie zuvor]; von der Ausgangsstation.	YES	NO
2940	G407-E2940	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ol	OL	T0_EXACT_OBSERVED	NO	S	AIIN	NONE	NONE	S	AIIN	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang wähle den Stationswert [wie zuvor].	Weiter im laufenden Gang wähle den Stationswert [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang wähle den Stationswert [wie zuvor].	YES	NO
2941	G407-E2941	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	kain	K+AIN	T0_EXACT_OBSERVED	NO	S	AIIN	K	AIN	NONE	NONE	K	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Führe den Stationsanteil zu.	Führe den Stationsanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Führe den Stationsanteil zu.	YES	NO
2942	G407-E2942	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olkain	OL+K+AIN	T0_EXACT_OBSERVED	NO	K	AIN	K	AIN	NONE	NONE	K	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter führe den Stationsanteil zu.	Weiter führe den Stationsanteil zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter führe den Stationsanteil zu.	YES	NO
2943	G407-E2943	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	al	AL	T0_EXACT_OBSERVED	NO	K	AIN	NONE	NONE	K	AIN	K	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang führe den Stationsanteil [wie zuvor] zu; zur Zielstation.	Im laufenden Gang führe den Stationsanteil [wie zuvor] zu; zur Zielstation.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang führe den Stationsanteil [wie zuvor] zu; zur Zielstation.	YES	NO
2944	G407-E2944	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ol	OL	T0_EXACT_OBSERVED	NO	K	AIN	NONE	NONE	K	AIN	K	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang führe den Stationsanteil [wie zuvor] zu.	Weiter im laufenden Gang führe den Stationsanteil [wie zuvor] zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang führe den Stationsanteil [wie zuvor] zu.	YES	NO
2945	G407-E2945	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	rol	R+OL	T0_EXACT_OBSERVED	NO	K	AIN	R	NONE	NONE	AIN	R	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter markiere den Stationsanteil [wie zuvor].	Weiter markiere den Stationsanteil [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter markiere den Stationsanteil [wie zuvor].	YES	NO
2946	G407-E2946	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dl	L	T0_EXACT_OBSERVED	NO	R	AIN	NONE	NONE	R	AIN	R	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang markiere den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang markiere den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang markiere den Stationsanteil [wie zuvor]; über die sichtbare Verbindung.	YES	NO
2947	G407-E2947	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	saiin	S+AIIN	T0_EXACT_OBSERVED	NO	R	AIN	S	AIIN	NONE	NONE	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den Stationswert.	Wähle den Stationswert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den Stationswert.	YES	NO
2948	G407-E2948	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	daiin	AIIN	T0_EXACT_OBSERVED	NO	S	AIIN	NONE	AIIN	S	NONE	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang wähle den Stationswert.	Im laufenden Gang wähle den Stationswert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang wähle den Stationswert.	YES	NO
2949	G407-E2949	P1009-S386	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olkeedy	OL+K+EE+DY	T0_EXACT_OBSERVED	NO	S	AIIN	K	NONE	NONE	AIIN	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter führe den Stationswert [wie zuvor] zu; auf Grad II; schließe den Schritt.	Weiter führe den Stationswert [wie zuvor] zu; auf Grad II; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter führe den Stationswert [wie zuvor] zu; auf Grad II; schließe den Schritt.	YES	NO
2950	G407-E2950	P1009-S387	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	okedy	OK+E+DY	T0_EXACT_OBSERVED	NO	K	AIIN	OK	NONE	NONE	AIIN	OK	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	YES	NO
2951	G407-E2951	P1009-S388	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dykain	D_ADDR+Y+K+AIN	T0_EXACT_OBSERVED	NO	OK	AIIN	K	Y|AIN	NONE	NONE	K	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Führe den Stationsposten und den Stationsanteil zu; an der bezeichneten Stelle.	Führe den Stationsposten und den Stationsanteil zu; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Führe den Stationsposten und den Stationsanteil zu; an der bezeichneten Stelle.	YES	NO
2952	G407-E2952	P1009-S388	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	shek	SH+E+K	T0_EXACT_OBSERVED	NO	K	AIN	SH|K	NONE	NONE	AIN	K	AIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Halte den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; auf Grad I.	Halte den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Halte den Stationsanteil [wie zuvor] und führe den Stationsanteil [wie zuvor] zu; auf Grad I.	YES	NO
2953	G407-E2953	P1009-S388	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chdy	CHD+Y	T0_EXACT_OBSERVED	NO	K	AIN	CHD	Y	NONE	NONE	CHD	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Bearbeite den Stationsposten.	YES	NO
