dy_ordinal	cohort	event_id	source_event_id	statement_id	physical_page	register	card_ordinal_in_statement	statement_event_count	distance_to_statement_end	surface	recipe	dy_occurrence_in_recipe	dy_atom_position	recipe_atom_count	dy_recipe_terminal	closure_scope	statement_end_mode	explicit_action_roots	current_reading_de	successor_event_id	successor_surface	successor_recipe	successor_reading_de	successor_inherited_action_source_event_id	successor_inherited_argument_source_event_id	guard
421	OLD26_GDT407	G407-E3092	P912-E1026	G407-S476	f81v	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
422	OLD26_GDT407	G407-E3097	P912-E1031	G407-S477	f81v	BIOLOGICAL	5	5	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
423	OLD26_GDT407	G407-E3100	P912-E1034	G407-S478	f81v	BIOLOGICAL	3	3	0	dedy	D_ADDR+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	HIER · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
424	OLD26_GDT407	G407-E3108	P912-E1042	G407-S479	f81v	BIOLOGICAL	8	8	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
425	OLD26_GDT407	G407-E3110	P912-E1044	G407-S480	f81v	BIOLOGICAL	2	2	0	qoldy	OL+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	FORTSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
426	OLD26_GDT407	G407-E3111	P912-E1045	G407-S481	f81v	BIOLOGICAL	1	1	0	ltedy	L+T+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	T	VERBINDUNG · EINSTELLEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
427	OLD26_GDT407	G407-E3115	P912-E1049	G407-S482	f81v	BIOLOGICAL	4	4	0	lshedy	L+SH+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	VERBINDUNG · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
428	OLD26_GDT407	G407-E3116	P912-E1050	G407-S483	f81v	BIOLOGICAL	1	1	0	lshedy	L+SH+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	VERBINDUNG · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
429	OLD26_GDT407	G407-E3127	P912-E1061	G407-S484	f81v	BIOLOGICAL	11	11	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
430	OLD26_GDT407	G407-E3134	P912-E1068	G407-S485	f81v	BIOLOGICAL	7	7	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
431	OLD26_GDT407	G407-E3140	P912-E1074	G407-S486	f81v	BIOLOGICAL	6	6	0	okchedy	OK+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK|CHD	SETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
432	OLD26_GDT407	G407-E3147	P912-E1081	G407-S487	f81v	BIOLOGICAL	7	7	0	dchdy	CHD+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
433	OLD26_GDT407	G407-E3150	P912-E1084	G407-S488	f81v	BIOLOGICAL	3	3	0	qotedy	OT+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
434	OLD26_GDT407	G407-E3164	P912-E1098	G407-S489	f81v	BIOLOGICAL	14	14	0	okedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
435	OLD26_GDT407	G407-E3168	P912-E1102	G407-S490	f81v	BIOLOGICAL	4	4	0	olkeedy	OL+K+EE+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	FORTSETZEN · GEBEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
436	OLD26_GDT407	G407-E3172	P912-E1106	G407-S491	f81v	BIOLOGICAL	4	4	0	olkeedy	OL+K+EE+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	FORTSETZEN · GEBEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
437	OLD26_GDT407	G407-E3173	P912-E1107	G407-S492	f81v	BIOLOGICAL	1	1	0	tedy	T+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	T	EINSTELLEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
438	OLD26_GDT407	G407-E3175	P912-E1109	G407-S493	f81v	BIOLOGICAL	2	2	0	shckhedy	SH+CH+K+E+DY	1	5	5	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH|CH|K	HALTEN · NEHMEN · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
439	OLD26_GDT407	G407-E3186	P912-E1122	G407-S495	f82r	BIOLOGICAL	10	10	0	qolchedy	OL+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	FORTSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
440	OLD26_GDT407	G407-E3189	P912-E1125	G407-S496	f82r	BIOLOGICAL	3	3	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
441	OLD26_GDT407	G407-E3194	P912-E1130	G407-S497	f82r	BIOLOGICAL	5	5	0	lcheckhedy	L+CH+K+E+DY	1	5	5	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CH|K	VERBINDUNG · NEHMEN · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
442	OLD26_GDT407	G407-E3202	P912-E1138	G407-S498	f82r	BIOLOGICAL	8	8	0	ldy	L+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	VERBINDUNG · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
443	OLD26_GDT407	G407-E3209	P912-E1145	G407-S499	f82r	BIOLOGICAL	7	7	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
444	OLD26_GDT407	G407-E3213	P912-E1149	G407-S500	f82r	BIOLOGICAL	4	4	0	qoteedy	OT+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
445	OLD26_GDT407	G407-E3216	P912-E1152	G407-S501	f82r	BIOLOGICAL	3	3	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
446	OLD26_GDT407	G407-E3224	P912-E1160	G407-S502	f82r	BIOLOGICAL	8	8	0	dshedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
447	OLD26_GDT407	G407-E3227	P912-E1163	G407-S503	f82r	BIOLOGICAL	3	3	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
448	OLD26_GDT407	G407-E3228	P912-E1164	G407-S504	f82r	BIOLOGICAL	1	1	0	solshedy	OL+SH+E+DY	1	4	4	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	FORTSETZEN · HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
449	OLD26_GDT407	G407-E3234	P912-E1170	G407-S505	f82r	BIOLOGICAL	6	6	0	sheedy	SH+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
450	OLD26_GDT407	G407-E3235	P912-E1171	G407-S506	f82r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
451	OLD26_GDT407	G407-E3250	P912-E1187	G407-S508	f82r	BIOLOGICAL	2	2	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
452	OLD26_GDT407	G407-E3257	P912-E1194	G407-S509	f82r	BIOLOGICAL	7	7	0	otedy	OT+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
453	OLD26_GDT407	G407-E3266	P912-E1203	G407-S510	f82r	BIOLOGICAL	9	9	0	olchedy	OL+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	FORTSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
454	OLD26_GDT407	G407-E3267	P912-E1204	G407-S511	f82r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
455	OLD26_GDT407	G407-E3268	P912-E1205	G407-S512	f82r	BIOLOGICAL	1	1	0	qotedy	OT+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	NONE	DANACH · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
456	OLD26_GDT407	G407-E3281	P912-E1218	G407-S513	f82r	BIOLOGICAL	13	13	0	olchedy	OL+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	FORTSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
457	OLD26_GDT407	G407-E3282	P912-E1219	G407-S514	f82r	BIOLOGICAL	1	1	0	kedy	K+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	K	GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
458	OLD26_GDT407	G407-E3283	P912-E1220	G407-S515	f82r	BIOLOGICAL	1	1	0	lchedy	L+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
459	OLD26_GDT407	G407-E3284	P912-E1221	G407-S516	f82r	BIOLOGICAL	1	1	0	qokedy	OK+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
460	OLD26_GDT407	G407-E3285	P912-E1222	G407-S517	f82r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
461	OLD26_GDT407	G407-E3292	P912-E1229	G407-S518	f82r	BIOLOGICAL	7	7	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
462	OLD26_GDT407	G407-E3293	P912-E1230	G407-S519	f82r	BIOLOGICAL	1	1	0	lchedy	L+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
463	OLD26_GDT407	G407-E3294	P912-E1231	G407-S520	f82r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
464	OLD26_GDT407	G407-E3304	P912-E1241	G407-S521	f82r	BIOLOGICAL	10	10	0	dshedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
465	OLD26_GDT407	G407-E3308	P912-E1245	G407-S522	f82r	BIOLOGICAL	4	4	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
466	OLD26_GDT407	G407-E3310	P912-E1247	G407-S523	f82r	BIOLOGICAL	2	2	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
467	OLD26_GDT407	G407-E3314	P912-E1251	G407-S524	f82r	BIOLOGICAL	4	4	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
468	OLD26_GDT407	G407-E3315	P912-E1252	G407-S525	f82r	BIOLOGICAL	1	1	0	shedy	SH+E+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
469	OLD26_GDT407	G407-E3327	P912-E1264	G407-S526	f82r	BIOLOGICAL	12	12	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
470	OLD26_GDT407	G407-E3330	P912-E1267	G407-S527	f82r	BIOLOGICAL	3	3	0	qokedy	OK+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
471	OLD26_GDT407	G407-E3332	P912-E1269	G407-S528	f82r	BIOLOGICAL	2	2	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
472	OLD26_GDT407	G407-E3336	P912-E1273	G407-S529	f82r	BIOLOGICAL	4	4	0	shedy	SH+E+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
473	OLD26_GDT407	G407-E3340	P912-E1277	G407-S530	f82r	BIOLOGICAL	4	4	0	lkedy	L+K+E+DY	1	4	4	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	K	VERBINDUNG · GEBEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
474	OLD26_GDT407	G407-E3363	P912-E1300	G407-S531	f82r	BIOLOGICAL	23	23	0	qokeeedy	OK+EEE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD III · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
475	OLD26_GDT407	G407-E3364	P912-E1301	G407-S532	f82r	BIOLOGICAL	1	1	0	lchedy	L+CHD+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
476	OLD26_GDT407	G407-E3366	P912-E1303	G407-S533	f82r	BIOLOGICAL	2	2	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
477	OLD26_GDT407	G407-E3375	P912-E1312	G407-S534	f82r	BIOLOGICAL	9	9	0	ydy	Y+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	AKTIVER POSTEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
478	OLD26_GDT407	G407-E3377	P912-E1314	G407-S535	f82r	BIOLOGICAL	2	2	0	qoesedy	CARRIER_Q+O+E+S+E+DY	1	6	6	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	S	BEGINNMARKER · AUSFÜHRUNG · GRAD I · WÄHLEN · GRAD I · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
479	OLD26_GDT407	G407-E3379	P912-E1316	G407-S536	f82r	BIOLOGICAL	2	2	0	sheedy	SH+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	SH	HALTEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
480	OLD26_GDT407	G407-E3382	P912-E1319	G407-S537	f82r	BIOLOGICAL	3	3	0	lchedy	L+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	CHD	VERBINDUNG · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
481	OLD26_GDT407	G407-E3387	P912-E1324	G407-S538	f82r	BIOLOGICAL	5	5	0	qokeedy	OK+EE+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
482	OLD26_GDT407	G407-E3395	P912-E1332	G407-S539	f82r	BIOLOGICAL	8	8	0	pchedy	P+CHD+DY	1	3	3	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	P|CHD	EINSETZEN · UMSETZEN · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
483	OLD26_GDT407	G407-E3397	P912-E1334	G407-S540	f82r	BIOLOGICAL	2	2	0	daldy	AL+DY	1	2	2	YES	STATEMENT_FINAL_STEP_CLOSURE	LICENSED_DY_CLOSE	NONE	ZIELORT · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
484	OLD26_GDT407	G407-E3398	P912-E1335	G407-S541	f82r	BIOLOGICAL	1	1	0	qokeedy	OK+EE+DY	1	3	3	YES	SINGLETON_STATEMENT_CLOSURE	LICENSED_DY_CLOSE	OK	SETZEN · GRAD II · SCHLUSS	NONE	NONE	NONE	NONE	NONE	NONE	POSITIONAL_WORKING_CLOSURE_SCOPE__NO_ROOT_OR_BOUNDARY_CHANGE
