unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	content_unit_id	medical_master_frame	nonmedical_master_frame	formal_reading_changed	surface_changed
413	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A032	A1:G032	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
414	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.14	A033	A1:G033	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
415	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.14	A034	A1:G034	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
416	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.14	A035	A1:G035	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
417	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.15	A036	A1:G036	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_15	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
418	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A037	A1:G037	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
419	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A038	A1:G038	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
420	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A039	A1:G039	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
421	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A040	A1:G040	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
422	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.17	A041	A1:G041	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_17	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
423	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.17	A042	A1:G042	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_17	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
424	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.17	A043	A1:G043	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_17	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
425	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.18	A044	A1:G044	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_18	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
426	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.18	A045	A1:G045	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_18	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
427	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.18	A046	A1:G046	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_18	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
428	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A047	A1:G047	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
429	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A048	A1:G048	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
430	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A049	A1:G049	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
431	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A050	A1:G050	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
432	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.20	A051	A1:G051	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_20	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
433	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.20	A052	A1:G052	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_20	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
434	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A053	A1:G053	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
435	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A054	A1:G054	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
436	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A055	A1:G055	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
437	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.22	A056	A1:G056	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_22	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
438	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.23	A057	A1:G057	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_23	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
439	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.23	A058	A1:G058	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_23	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
440	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A059	A1:G059	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
441	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A060	A1:G060	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
442	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A061	A1:G061	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
443	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.25	A062	A1:G062	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_25	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
444	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.26	A063	A1:G063	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_26	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
445	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.26	A064	A1:G064	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_26	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
446	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.26	A065	A1:G065	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_26	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
447	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A066	A1:G066	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
448	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A067	A1:G067	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
449	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A068	A1:G068	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
450	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A069	A1:G069	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	Wähle zuerst linkes oder rechtes Rad. Zeige den lokalen Sektor, Sternplatz, Ring oder Bedingungsplatz. Kopiere das Etikett und lies ausschließlich den Eintrag dieses Rades im Meisterexemplar. Lösche beim Radwechsel jeden lokalen Schlüssel.	Schlage im linken oder rechten Rad nur den lokalen Sektor-, Stern- oder Bedingungswert nach; beide Räder bleiben getrennt.	NO	NO
