unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	content_precision
515	CELESTIAL_ALMANAC	f67r2	A1	f67r2.56:2	A1:G134	A1_LEFT_OUTER_STAR_STATION_05 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_05.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
516	CELESTIAL_ALMANAC	f67r2	A1	f67r2.57:1	A1:G135	A1_LEFT_OUTER_STAR_STATION_06 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_06.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
517	CELESTIAL_ALMANAC	f67r2	A1	f67r2.57:2	A1:G136	A1_LEFT_OUTER_STAR_STATION_06 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_06.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
518	CELESTIAL_ALMANAC	f67r2	A1	f67r2.58:1	A1:G137	A1_LEFT_OUTER_STAR_STATION_07 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_07.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
519	CELESTIAL_ALMANAC	f67r2	A1	f67r2.58:2	A1:G138	A1_LEFT_OUTER_STAR_STATION_07 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_STAR_STATION_07.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
520	CELESTIAL_ALMANAC	f67r2	A1	f67r2.58:3	A1:G139	A1_LEFT_OUTER_STAR_STATION_07 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_OUTER_STAR_STATION_07.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
521	CELESTIAL_ALMANAC	f67r2	A1	f67r2.59:1	A1:G140	A1_LEFT_OUTER_STAR_STATION_08 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_08.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
522	CELESTIAL_ALMANAC	f67r2	A1	f67r2.60:1	A1:G141	A1_LEFT_OUTER_STAR_STATION_09 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_09.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
523	CELESTIAL_ALMANAC	f67r2	A1	f67r2.61:1	A1:G142	A1_LEFT_OUTER_STAR_STATION_10 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_10.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
524	CELESTIAL_ALMANAC	f67r2	A1	f67r2.62:1	A1:G143	A1_LEFT_OUTER_STAR_STATION_11 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_11.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
525	CELESTIAL_ALMANAC	f67r2	A1	f67r2.63:1	A1:G144	A1_LEFT_OUTER_STAR_STATION_12 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_STAR_STATION_12.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
526	CELESTIAL_ALMANAC	f67r2	A1	f67r2.64:1	A1:G145	A1_RIGHT_PHASE_STATION_01 @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_01.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
527	CELESTIAL_ALMANAC	f67r2	A1	f67r2.64:2	A1:G146	A1_RIGHT_PHASE_STATION_01 @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_RIGHT_PHASE_STATION_01.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
528	CELESTIAL_ALMANAC	f67r2	A1	f67r2.65:1	A1:G147	A1_RIGHT_PHASE_STATION_02 @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_02.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
529	CELESTIAL_ALMANAC	f67r2	A1	f67r2.66:1	A1:G148	A1_RIGHT_PHASE_STATION_03 @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_03.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
530	CELESTIAL_ALMANAC	f67r2	A1	f67r2.67:1	A1:G149	A1_RIGHT_PHASE_STATION_04 @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_04.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
531	CELESTIAL_ALMANAC	f67r2	A1	f67r2.68:1	A1:G150	A1_RIGHT_PHASE_STATION_05 @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_05.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
532	CELESTIAL_ALMANAC	f67r2	A1	f67r2.69:1	A1:G151	A1_RIGHT_PHASE_STATION_06 @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_06.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
533	CELESTIAL_ALMANAC	f67r2	A1	f67r2.69:2	A1:G152	A1_RIGHT_PHASE_STATION_06 @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_RIGHT_PHASE_STATION_06.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
534	CELESTIAL_ALMANAC	f67r2	A1	f67r2.70:1	A1:G153	A1_RIGHT_PHASE_STATION_07 @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_07.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
535	CELESTIAL_ALMANAC	f67r2	A1	f67r2.71:1	A1:G154	A1_RIGHT_PHASE_STATION_08 @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_RIGHT_PHASE_STATION_08.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
536	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:1	A1:G155	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
537	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:2	A1:G156	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
538	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:3	A1:G157	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
539	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:4	A1:G158	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 4 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
540	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:5	A1:G159	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 5 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
541	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:6	A1:G160	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 6 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
542	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:7	A1:G161	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 7 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
543	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:8	A1:G162	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 8 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
544	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:9	A1:G163	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 9 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
545	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:10	A1:G164	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 10 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
546	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:11	A1:G165	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 11 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
547	CELESTIAL_ALMANAC	f67r2	A1	f67r2.72:12	A1:G166	A1_LEFT_OUTER_RING_TEXT @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 12 am Besitzer A1_LEFT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
548	CELESTIAL_ALMANAC	f67r2	A1	f67r2.73:1	A1:G167	A1_RIGHT_OUTER_RING_TEXT @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
549	CELESTIAL_ALMANAC	f67r2	A1	f67r2.73:2	A1:G168	A1_RIGHT_OUTER_RING_TEXT @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
550	CELESTIAL_ALMANAC	f67r2	A1	f67r2.73:3	A1:G169	A1_RIGHT_OUTER_RING_TEXT @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
551	CELESTIAL_ALMANAC	f67r2	A1	f67r2.73:4	A1:G170	A1_RIGHT_OUTER_RING_TEXT @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 4 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
552	CELESTIAL_ALMANAC	f67r2	A1	f67r2.73:5	A1:G171	A1_RIGHT_OUTER_RING_TEXT @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 5 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
553	CELESTIAL_ALMANAC	f67r2	A1	f67r2.73:6	A1:G172	A1_RIGHT_OUTER_RING_TEXT @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 6 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
554	CELESTIAL_ALMANAC	f67r2	A1	f67r2.73:7	A1:G173	A1_RIGHT_OUTER_RING_TEXT @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 7 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
555	CELESTIAL_ALMANAC	f67r2	A1	f67r2.73:8	A1:G174	A1_RIGHT_OUTER_RING_TEXT @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 8 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
556	CELESTIAL_ALMANAC	f67r2	A1	f67r2.73:9	A1:G175	A1_RIGHT_OUTER_RING_TEXT @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 9 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
557	CELESTIAL_ALMANAC	f67r2	A1	f67r2.73:10	A1:G176	A1_RIGHT_OUTER_RING_TEXT @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 10 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
558	CELESTIAL_ALMANAC	f67r2	A1	f67r2.73:11	A1:G177	A1_RIGHT_OUTER_RING_TEXT @ A1_RIGHT_WHEEL_ONLY	Kopiere Gruppe 11 am Besitzer A1_RIGHT_OUTER_RING_TEXT.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
559	CELESTIAL_ALMANAC	f67r2	A1	f67r2.74:1	A1:G178	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED @ A1_OWNER_UNRESOLVED_NO_JOIN	Kopiere Gruppe 1 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
560	CELESTIAL_ALMANAC	f67r2	A1	f67r2.74:2	A1:G179	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED @ A1_OWNER_UNRESOLVED_NO_JOIN	Kopiere Gruppe 2 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
561	CELESTIAL_ALMANAC	f67r2	A1	f67r2.74:3	A1:G180	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED @ A1_OWNER_UNRESOLVED_NO_JOIN	Kopiere Gruppe 3 am Besitzer A1_PAIRED_WHEEL_LEGEND_UNRESOLVED.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	UNCHANGED
