page	locus	token_ordinal	surface	v62_token_gloss_de	v63_main_token_gloss_de	focus_family	cth_family	renderer_rule_id	renderer_changed	selected_head_de	live_rivals_de	provenance_tier	apparatus_note_de	upstream_source_match	upstream_source_records	upstream_source_experiments	upstream_source_artifacts	upstream_source_glosses_de	productive_initial_head	upstream_card_status
f86v6	f86v6.31	9	olkchey	erhitzter Holzdrogenansatz, bis Mittelstufe getrocknet	erhitzter Holzansatz, bis Mittelstufe getrocknet	NONE	0	N063	1	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.31	10	otytam	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	aus dem Kaltansatz ein Maß nehmen und erneut kühlen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.31	11	orom	eine Handvoll Ansatz als Portion	eine Handvoll Ansatz als Portion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.4	1	dshor	abgemessene Blüten-/Fruchtdroge	abgemessene Blütendroge	BLUETE	0	N005	1	Blütendroge	Fruchtdroge	LOCAL_WHOLE_PLUS_MEASURE	Gemessene shor-Ganzform; der Haupttext folgt der Blütenwahl.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.4	2	shdy	feuchte Anfangsstufe erreicht	feuchte Anfangsstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.4	3	shor	Blüten-/Fruchtstand; reproduktiver Teil	Blüte	BLUETE	0	N002	1	Blüte	Fruchtstand|Samenstand|reproduktiver Pflanzenteil	LOCAL_LEARNED_WHOLE	shor wird im Haupttext einwertig als Blüte gelesen; die Fruchtlesung bleibt Rivale.	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Blüten-/Fruchtstand; reproduktiver Teil	NONE	EXPORTED
f86v6	f86v6.4	4	ol	Grundansatz	Grundansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	NONE	EXPORTED
f86v6	f86v6.4	5	aiin	Menge III	Menge III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Menge III	NONE	EXPORTED
f86v6	f86v6.4	6	olkeedy	Holzdrogenansatz vollständig erhitzt	Holzansatz vollständig erhitzt	NONE	0	N065	1	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.4	7	shdal	feuchte abgemessene Rohstoffmenge I am Gradanfang	feuchte abgemessene Rohstoffmenge I am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.4	8	oteor	eine Portion kalten Ansatzes, Mittelstufe	eine Portion kalten Ansatzes, Mittelstufe	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.4	9	chdar	abgemessene Trockenfraktion I, Anfangsstufe	abgemessene Trockenfraktion I, Anfangsstufe	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.4	10	l	Holzdroge in der gebundenen Anschlussform	Holz, gebundene Anschlussform	NONE	0	N040	1	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=lignum wird kurz als Holz gelesen; Anschlussform bleibt Funktionsapparat.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.4	11	karchees	vollständig getrocknete Kräutercharge der ersten heißen Fraktion	vollständig getrocknete Kräutercharge der ersten heißen Fraktion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.4	12	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Holzfraktion im Ansatz	HOLZBINDUNG	0	N012	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; der Scope-Tag selbst wird nicht vorgelesen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.4	13	dalam	ein Maß Rohdroge I	ein Maß Rohdroge I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.5	1	tar	kalte Drogenfraktion I	kalte Drogenfraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.5	2	lol	Holzstoff	Holzstoff	NONE	0	N048	0	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus ol=Stoff.	EXACT_GLOSS	1	GDT635	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/CONCRETE_FOUR_HEAD_PARADIGMS.tsv	Holzstoff	l	EXPORTED
f86v6	f86v6.5	3	chol	trocken	trocken	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	3	GDT635|GDT636|GDT685	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv|experiments/yolo/gdt685_v58_ch_sh_t_ol_ansatz_dispatch/artifacts/SURFACE_STATE_DISPATCH_SUMMARY.tsv	trocken || trocken; nominal trockenes Gut/Material	NONE	EXPORTED
f86v6	f86v6.5	4	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Holzfraktion im Ansatz	HOLZBINDUNG	0	N012	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; der Scope-Tag selbst wird nicht vorgelesen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.5	5	daiin	drei Portionen der ersten erhitzten Drogenfraktion im Ansatz	drei Portionen der ersten erhitzten Drogenfraktion im Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Grad- oder Maßwert III	NONE	EXPORTED
f86v6	f86v6.5	6	chear	trockene Fraktion I	trockene Fraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.5	7	or	Drogenportion	Drogenportion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Teil-/Nominalträger; genaue Basisbedeutung offen	NONE	EXPORTED
f86v6	f86v6.5	8	otshey	kalt-feuchter Ansatz in der Mitte des Grades	kalt-feuchter Ansatz in der Mitte des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.5	9	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiße Portion	NONE	EXPORTED
f86v6	f86v6.5	10	opchey	Trockenpulver-Ansatz, Form I	Trockenpulver-Ansatz, Form I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.5	11	taiky	kalt angesetzte Charge, leicht angewärmt	kalt angesetzte Charge, leicht angewärmt	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.5	12	qotar	kalte Drogenfraktion I	kalte Drogenfraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f88r	f88r.19	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f88r	f88r.19	2	chokol	heißer Trockenabsud	heißer Trockenabsud	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f88r	f88r.19	3	daiin	Qualitätsgrad III des heißen Trockenabsuds	Qualitätsgrad III des heißen Trockenabsuds	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Grad- oder Maßwert III	NONE	EXPORTED
f88r	f88r.19	4	qoekol	heißen Drogenstoff der Mittelstufe zugeben	heißen Drogenstoff der Mittelstufe zugeben	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f88r	f88r.19	5	qoekol	heißen Drogenstoff der Mittelstufe zugeben	heißen Drogenstoff der Mittelstufe zugeben	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f88r	f88r.19	6	qockhol	Drogenstoff aus Arzneikompositum zugeben	Drogenstoff aus Arzneikompositum zugeben	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f88r	f88r.19	7	okol	heißer Ansatzstoff	heißer Ansatzstoff	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f88r	f88r.19	8	cheol	trockener Drogenstoff	trockener Drogenstoff	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f8r	f8r.15	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f8r	f8r.15	2	ckhol	Drogenstoff aus Arzneikompositum	Drogenstoff aus Arzneikompositum	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f8r	f8r.15	3	chol	trocken	trocken	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	3	GDT635|GDT636|GDT685	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv|experiments/yolo/gdt685_v58_ch_sh_t_ol_ansatz_dispatch/artifacts/SURFACE_STATE_DISPATCH_SUMMARY.tsv	trocken || trocken; nominal trockenes Gut/Material	NONE	EXPORTED
f8r	f8r.15	4	chey	trocken in der Mitte des Grades	trocken in der Mitte des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f8r	f8r.15	5	kc	Charge unter Wärme getrockneter Droge	Charge unter Wärme getrockneter Droge	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f8r	f8r.15	6	chy	trocken am Anfang des Grades	trocken am Anfang des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	trocken, Grundform	NONE	EXPORTED
f8r	f8r.15	7	daiin	drei Materialmaße	drei Materialmaße	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Grad- oder Maßwert III	NONE	EXPORTED
f8r	f8r.15	8	dol	Materialmaß	Materialmaß	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f8r	f8r.15	9	daiiiry	abgemessene vierte Trockenfraktion, Anfangsstufe	abgemessene vierte Trockenfraktion, Anfangsstufe	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f8r	f8r.15	10	ckhy	Arzneikompositum am Gradanfang	Arzneikompositum am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f95v1	f95v1.7	1	dshey	eine Dosis bis zur Mittelstufe angefeuchtete Droge	eine Dosis bis zur Mittelstufe angefeuchtete Droge	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f95v1	f95v1.7	2	kain	heiß, Grad II	heiß, Grad II	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f95v1	f95v1.7	3	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiße Portion	NONE	EXPORTED
f95v1	f95v1.7	4	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Holzfraktion im Ansatz	HOLZBINDUNG	0	N012	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; der Scope-Tag selbst wird nicht vorgelesen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f95v1	f95v1.7	5	chy	trocken am Anfang des Grades	trocken am Anfang des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	trocken, Grundform	NONE	EXPORTED
f95v1	f95v1.7	6	tar	kalte Drogenfraktion I	kalte Drogenfraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f95v1	f95v1.7	7	otar	kalte Drogenfraktion I im Ansatz	kalte Drogenfraktion I im Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f95v1	f95v1.7	8	chdy	trockene Anfangsstufe erreicht	trockene Anfangsstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f95v1	f95v1.7	9	kchdy	heiß-trockene Anfangsstufe erreicht	heiß-trockene Anfangsstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f95v1	f95v1.7	10	dolkain	abgemessenes heißes Drogenmaterial, Stufe II	abgemessenes heißes Drogenmaterial, Stufe II	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f95v1	f95v1.7	11	otardy	fertige erste kalte Ansatzfraktion	fertige erste kalte Ansatzfraktion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
