locus_reading_id	physical_page	source_page	register	locus	usage_class	visible_owner_de	groups	source_sequence	workshop_flow_de	sentence_boundary_claim
P910-L241	f83r	f83r	BIOLOGICAL	f83r.55	PROSE	lokale Becken-, Figuren- und Verbindungsstationen	3	sol rtain cthal	fahre fort; setze den markierten Zustand; bediene den Abschnitt; eine Portion oder Einheit; pruefe den Stationsstatus; an der Becken- oder Anschlussstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L242	f67r2	f67r2	ZODIAC	f67r2.1	LABEL	zwei lokale Himmelsraeder	3	ykshy s aram	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.1); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.1); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.1)	NONE__PHYSICAL_LOCUS_ONLY
P910-L243	f67r2	f67r2	ZODIAC	f67r2.2	LABEL	zwei lokale Himmelsraeder	3	ykecho ols eesydy	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.2); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.2); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.2)	NONE__PHYSICAL_LOCUS_ONLY
P910-L244	f67r2	f67r2	ZODIAC	f67r2.3	LABEL	zwei lokale Himmelsraeder	3	ey shs okar	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.3); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.3); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.3)	NONE__PHYSICAL_LOCUS_ONLY
P910-L245	f67r2	f67r2	ZODIAC	f67r2.4	LABEL	zwei lokale Himmelsraeder	2	shekchy sykos	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.4); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.4)	NONE__PHYSICAL_LOCUS_ONLY
P910-L246	f67r2	f67r2	ZODIAC	f67r2.5	LABEL	zwei lokale Himmelsraeder	2	ykeody okchy	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.5); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.5)	NONE__PHYSICAL_LOCUS_ONLY
P910-L247	f67r2	f67r2	ZODIAC	f67r2.6	LABEL	zwei lokale Himmelsraeder	1	dchetay	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.6)	NONE__PHYSICAL_LOCUS_ONLY
P910-L248	f67r2	f67r2	ZODIAC	f67r2.7	LABEL	zwei lokale Himmelsraeder	3	ykchy kchey ykchys	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.7); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.7); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.7)	NONE__PHYSICAL_LOCUS_ONLY
P910-L249	f67r2	f67r2	ZODIAC	f67r2.8	LABEL	zwei lokale Himmelsraeder	1	chkchdar	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.8)	NONE__PHYSICAL_LOCUS_ONLY
P910-L250	f67r2	f67r2	ZODIAC	f67r2.9	LABEL	zwei lokale Himmelsraeder	2	ykar ykaly	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.9); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.9)	NONE__PHYSICAL_LOCUS_ONLY
P910-L251	f67r2	f67r2	ZODIAC	f67r2.10	LABEL	zwei lokale Himmelsraeder	3	lkshy kchy okar	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.10); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.10); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.10)	NONE__PHYSICAL_LOCUS_ONLY
P910-L252	f67r2	f67r2	ZODIAC	f67r2.11	LABEL	zwei lokale Himmelsraeder	3	chky chykchs chy	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.11); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.11); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.11)	NONE__PHYSICAL_LOCUS_ONLY
P910-L253	f67r2	f67r2	ZODIAC	f67r2.12	LABEL	zwei lokale Himmelsraeder	2	ykees ykchos	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.12); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.12)	NONE__PHYSICAL_LOCUS_ONLY
P910-L254	f67r2	f67r2	ZODIAC	f67r2.13	PROSE	zwei lokale Himmelsraeder	4	opodchol s ain aldy	lies den Ringgang; beginne den Eintrag; lies den Ringgang; an der Teil- oder Unteradresse; fahre fort; verwende die Stern- oder Phasenkennung; eine Portion oder Einheit; an der Figurenstelle; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L255	f67r2	f67r2	ZODIAC	f67r2.14	PROSE	zwei lokale Himmelsraeder	3	soeey doiin oldy	verwende die Stern- oder Phasenkennung; lies den Ringgang; im laengeren Grad; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; lies den Ringgang; auf der angegebenen Stufe oder am Index; fahre fort; schliesse die Teilfolge	NONE__PHYSICAL_LOCUS_ONLY
P910-L256	f67r2	f67r2	ZODIAC	f67r2.15	LABEL	zwei lokale Himmelsraeder	1	dolchsody	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.15)	NONE__PHYSICAL_LOCUS_ONLY
P910-L257	f67r2	f67r2	ZODIAC	f67r2.16	PROSE	zwei lokale Himmelsraeder	4	odaeiin okoes oekain y	lies den Ringgang; auf der markierten zweiten Stufe; im kurzen Grad; auf der angegebenen Stufe oder am Index; setze die Ringstelle; lies den Ringgang; im kurzen Grad; verwende die Stern- oder Phasenkennung; lies den Ringgang; im kurzen Grad; ordne den Wert zu; eine Portion oder Einheit; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L258	f67r2	f67r2	ZODIAC	f67r2.17	PROSE	zwei lokale Himmelsraeder	3	otchey soraiir dy	danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; lies den im Muster bezeichneten Ringwert Z-W010; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L259	f67r2	f67r2	ZODIAC	f67r2.18	PROSE	zwei lokale Himmelsraeder	3	qopchy daiin dal	lies den Ringgang; beginne den Eintrag; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; an der Figurenstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L260	f67r2	f67r2	ZODIAC	f67r2.19	PROSE	zwei lokale Himmelsraeder	4	ydchos ain ar amy	mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; lies die Kennung; lies den Ringgang; verwende die Stern- oder Phasenkennung; eine Portion oder Einheit; von der Bezugsstelle; lies den im Muster bezeichneten Ringwert Z-W004	NONE__PHYSICAL_LOCUS_ONLY
P910-L261	f67r2	f67r2	ZODIAC	f67r2.20	PROSE	zwei lokale Himmelsraeder	2	chocfhy saral	lies die Kennung; lies den Ringgang; verwende die lokale Trennkennung; mit dem aktuellen Posten oder Bezug; verwende die Stern- oder Phasenkennung; von der Bezugsstelle; an der Figurenstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L262	f67r2	f67r2	ZODIAC	f67r2.21	PROSE	zwei lokale Himmelsraeder	3	sain am ar	verwende die Stern- oder Phasenkennung; eine Portion oder Einheit; an der lokalen M-Adresse; von der Bezugsstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L263	f67r2	f67r2	ZODIAC	f67r2.22	LABEL	zwei lokale Himmelsraeder	1	okal	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.22)	NONE__PHYSICAL_LOCUS_ONLY
P910-L264	f67r2	f67r2	ZODIAC	f67r2.23	PROSE	zwei lokale Himmelsraeder	2	oparchy salsain	lies den Ringgang; beginne den Eintrag; von der Bezugsstelle; lies die Kennung; mit dem aktuellen Posten oder Bezug; verwende die Stern- oder Phasenkennung; an der Figurenstelle; verwende die Stern- oder Phasenkennung; eine Portion oder Einheit	NONE__PHYSICAL_LOCUS_ONLY
P910-L265	f67r2	f67r2	ZODIAC	f67r2.24	PROSE	zwei lokale Himmelsraeder	3	sodar ofar ar	verwende die Stern- oder Phasenkennung; lies den Ringgang; auf der markierten zweiten Stufe; setze den markierten Zustand; lies den Ringgang; verwende das lokale F-Kennzeichen; von der Bezugsstelle; von der Bezugsstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L266	f67r2	f67r2	ZODIAC	f67r2.25	PROSE	zwei lokale Himmelsraeder	1	ydam	mit dem aktuellen Posten oder Bezug; auf der markierten zweiten Stufe; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L267	f67r2	f67r2	ZODIAC	f67r2.26	PROSE	zwei lokale Himmelsraeder	3	yteoor yto ykor	mit dem aktuellen Posten oder Bezug; markiere die Stelle; im kurzen Grad; lies den Ringgang; mit dem lokalen Eintrag; lies den im Muster bezeichneten Ringwert Z-W013; mit dem aktuellen Posten oder Bezug; ordne den Wert zu; mit dem lokalen Eintrag	NONE__PHYSICAL_LOCUS_ONLY
P910-L268	f67r2	f67r2	ZODIAC	f67r2.27	PROSE	zwei lokale Himmelsraeder	4	okeo r aiin am	setze die Ringstelle; im kurzen Grad; lies den Ringgang; setze den markierten Zustand; nach vorgeschriebenem Mass; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L269	f67r2	f67r2	ZODIAC	f67r2.28	LABEL	zwei lokale Himmelsraeder	2	okain am	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.28); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.28)	NONE__PHYSICAL_LOCUS_ONLY
P910-L270	f67r2	f67r2	ZODIAC	f67r2.29	PROSE	zwei lokale Himmelsraeder	2	ytody saiin	lies den im Muster bezeichneten Ringwert Z-W014; verwende die Stern- oder Phasenkennung; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L271	f67r2	f67r2	ZODIAC	f67r2.30	PROSE	zwei lokale Himmelsraeder	2	ochol olol	lies den Ringgang; fahre fort; fahre fort; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L272	f67r2	f67r2	ZODIAC	f67r2.31	LABEL	zwei lokale Himmelsraeder	1	opcholdy	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.31)	NONE__PHYSICAL_LOCUS_ONLY
P910-L273	f67r2	f67r2	ZODIAC	f67r2.32	PROSE	zwei lokale Himmelsraeder	4	dosar odas air alaiin	an der Teil- oder Unteradresse; lies den Ringgang; verwende die Stern- oder Phasenkennung; von der Bezugsstelle; lies den Ringgang; auf der markierten zweiten Stufe; verwende die Stern- oder Phasenkennung; entlang des Ringlaufs; an der Figurenstelle; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L274	f67r2	f67r2	ZODIAC	f67r2.33	PROSE	zwei lokale Himmelsraeder	3	dokan oear odal	an der Teil- oder Unteradresse; setze die Ringstelle; mit einer weiteren Zugabe; lies den Ringgang; im kurzen Grad; von der Bezugsstelle; lies den Ringgang; auf der markierten zweiten Stufe; verbinde mit der naechsten Stelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L275	f67r2	f67r2	ZODIAC	f67r2.34	LABEL	zwei lokale Himmelsraeder	2	ofar oeoldan	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.34); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.34)	NONE__PHYSICAL_LOCUS_ONLY
P910-L276	f67r2	f67r2	ZODIAC	f67r2.35	PROSE	zwei lokale Himmelsraeder	3	chol giin okol	fahre fort; verwende das lokale G-Kennzeichen; auf der angegebenen Stufe oder am Index; setze die Ringstelle; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L277	f67r2	f67r2	ZODIAC	f67r2.36	PROSE	zwei lokale Himmelsraeder	3	ytor daiin or	mit dem aktuellen Posten oder Bezug; markiere die Stelle; mit dem lokalen Eintrag; nach vorgeschriebenem Mass; mit dem lokalen Eintrag	NONE__PHYSICAL_LOCUS_ONLY
P910-L278	f67r2	f67r2	ZODIAC	f67r2.37	LABEL	zwei lokale Himmelsraeder	1	ytoaiin	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.37)	NONE__PHYSICAL_LOCUS_ONLY
P910-L279	f67r2	f67r2	ZODIAC	f67r2.38	PROSE	zwei lokale Himmelsraeder	2	otoldos octhole	danach oder an der naechsten Stelle; fahre fort; an der Teil- oder Unteradresse; lies den Ringgang; verwende die Stern- oder Phasenkennung; lies den Ringgang; pruefe den Stellenstatus; fahre fort; im kurzen Grad	NONE__PHYSICAL_LOCUS_ONLY
P910-L280	f67r2	f67r2	ZODIAC	f67r2.39	PROSE	zwei lokale Himmelsraeder	3	sor chedaiin dy	verwende die Stern- oder Phasenkennung; mit dem lokalen Eintrag; wechsle zur Bezugsstelle; nach vorgeschriebenem Mass; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L281	f67r2	f67r2	ZODIAC	f67r2.40	PROSE	zwei lokale Himmelsraeder	3	yteos oiin og	mit dem aktuellen Posten oder Bezug; markiere die Stelle; im kurzen Grad; lies den Ringgang; an der lokalen S-Adresse; lies den Ringgang; auf der angegebenen Stufe oder am Index; lies den im Muster bezeichneten Ringwert Z-W007	NONE__PHYSICAL_LOCUS_ONLY
P910-L282	f67r2	f67r2	ZODIAC	f67r2.41	PROSE	zwei lokale Himmelsraeder	2	ytoeopchey chekody	mit dem aktuellen Posten oder Bezug; markiere die Stelle; lies den Ringgang; im kurzen Grad; lies den Ringgang; beginne den Eintrag; lies die Kennung; im kurzen Grad; mit dem aktuellen Posten oder Bezug; setze den Kennungszustand; lies den Ringgang; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L283	f67r2	f67r2	ZODIAC	f67r2.42	PROSE	zwei lokale Himmelsraeder	3	sosho chos ockhy	verwende die Stern- oder Phasenkennung; lies den Ringgang; halte den Bezug; lies den Ringgang; lies die Kennung; lies den Ringgang; verwende die Stern- oder Phasenkennung; lies den Ringgang; folge dem Ringdurchgang; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L284	f67r2	f67r2	ZODIAC	f67r2.43	PROSE	zwei lokale Himmelsraeder	4	daiin aiin os qsg	nach vorgeschriebenem Mass; nach vorgeschriebenem Mass; dazu oder ebenfalls; lies den im Muster bezeichneten Ringwert Z-W009	NONE__PHYSICAL_LOCUS_ONLY
P910-L285	f67r2	f67r2	ZODIAC	f67r2.44	PROSE	zwei lokale Himmelsraeder	3	ofydy sheody aiin	lies den im Muster bezeichneten Ringwert Z-W006; halte den Bezug; im kurzen Grad; lies den Ringgang; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L286	f67r2	f67r2	ZODIAC	f67r2.45	PROSE	zwei lokale Himmelsraeder	3	ycheody es odaiiin	mit dem aktuellen Posten oder Bezug; lies den lokalen Eintrag; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; im kurzen Grad; verwende die Stern- oder Phasenkennung; lies den Ringgang; auf der markierten zweiten Stufe; verwende das lokale I-Kennzeichen; auf der angegebenen Stufe oder am Index	NONE__PHYSICAL_LOCUS_ONLY
P910-L287	f67r2	f67r2	ZODIAC	f67r2.46	PROSE	zwei lokale Himmelsraeder	2	yekees oraly	mit dem aktuellen Posten oder Bezug; im kurzen Grad; ordne den Wert zu; im laengeren Grad; verwende die Stern- oder Phasenkennung; mit dem lokalen Eintrag; an der Figurenstelle; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L288	f67r2	f67r2	ZODIAC	f67r2.47	LABEL	zwei lokale Himmelsraeder	1	yfain	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.47)	NONE__PHYSICAL_LOCUS_ONLY
P910-L289	f67r2	f67r2	ZODIAC	f67r2.48	PROSE	zwei lokale Himmelsraeder	3	todaiin dain dy	markiere die Stelle; lies den Ringgang; nach vorgeschriebenem Mass; eine Portion oder Einheit; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L290	f67r2	f67r2	ZODIAC	f67r2.49	PROSE	zwei lokale Himmelsraeder	3	os choer aiin	dazu oder ebenfalls; lies die Kennung; lies den Ringgang; im kurzen Grad; setze den markierten Zustand; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L291	f67r2	f67r2	ZODIAC	f67r2.50	PROSE	zwei lokale Himmelsraeder	2	choeea sal	lies die Kennung; lies den Ringgang; im laengeren Grad; an der lokalen Adresse; verwende die Stern- oder Phasenkennung; an der Figurenstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L292	f67r2	f67r2	ZODIAC	f67r2.51	PROSE	zwei lokale Himmelsraeder	1	dadaiin	auf der markierten zweiten Stufe; an der Teil- oder Unteradresse; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L293	f67r2	f67r2	ZODIAC	f67r2.52	LABEL	zwei lokale Himmelsraeder	1	qotoear	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.52)	NONE__PHYSICAL_LOCUS_ONLY
P910-L294	f67r2	f67r2	ZODIAC	f67r2.53	LABEL	zwei lokale Himmelsraeder	1	dchdar	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.53)	NONE__PHYSICAL_LOCUS_ONLY
P910-L295	f67r2	f67r2	ZODIAC	f67r2.54	LABEL	zwei lokale Himmelsraeder	2	y saldal	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.54); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.54)	NONE__PHYSICAL_LOCUS_ONLY
P910-L296	f67r2	f67r2	ZODIAC	f67r2.55	LABEL	zwei lokale Himmelsraeder	1	ytodal	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.55)	NONE__PHYSICAL_LOCUS_ONLY
P910-L297	f67r2	f67r2	ZODIAC	f67r2.56	LABEL	zwei lokale Himmelsraeder	2	tol daiin	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.56); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.56)	NONE__PHYSICAL_LOCUS_ONLY
P910-L298	f67r2	f67r2	ZODIAC	f67r2.57	LABEL	zwei lokale Himmelsraeder	2	otar dy	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.57); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.57)	NONE__PHYSICAL_LOCUS_ONLY
P910-L299	f67r2	f67r2	ZODIAC	f67r2.58	LABEL	zwei lokale Himmelsraeder	3	cho dal g	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.58); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.58); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.58)	NONE__PHYSICAL_LOCUS_ONLY
P910-L300	f67r2	f67r2	ZODIAC	f67r2.59	LABEL	zwei lokale Himmelsraeder	1	ytchodly	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.59)	NONE__PHYSICAL_LOCUS_ONLY
P910-L301	f67r2	f67r2	ZODIAC	f67r2.60	LABEL	zwei lokale Himmelsraeder	1	octhys	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.60)	NONE__PHYSICAL_LOCUS_ONLY
P910-L302	f67r2	f67r2	ZODIAC	f67r2.61	LABEL	zwei lokale Himmelsraeder	1	ytokar	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.61)	NONE__PHYSICAL_LOCUS_ONLY
P910-L303	f67r2	f67r2	ZODIAC	f67r2.62	LABEL	zwei lokale Himmelsraeder	1	otolor	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.62)	NONE__PHYSICAL_LOCUS_ONLY
P910-L304	f67r2	f67r2	ZODIAC	f67r2.63	LABEL	zwei lokale Himmelsraeder	1	okodar	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.63)	NONE__PHYSICAL_LOCUS_ONLY
P910-L305	f67r2	f67r2	ZODIAC	f67r2.64	LABEL	zwei lokale Himmelsraeder	2	s air	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.64); lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.64)	NONE__PHYSICAL_LOCUS_ONLY
P910-L306	f67r2	f67r2	ZODIAC	f67r2.65	LABEL	zwei lokale Himmelsraeder	1	soear	lies die gelernte lokale Kennung: Kennung am zwei lokale Himmelsraeder (f67r2.65)	NONE__PHYSICAL_LOCUS_ONLY
