locus_order	physical_page	source_page	register	locus	source_kind	events	owner_bound_events	repaired_events	surface_sequence	atomic_sequence_de	continuous_reading_de	physical_line_is_sentence_end
205	f83r	f83r	BIOLOGICAL	f83r.19	P	11	0	0	sar · shedaiin · ockhey · sain · ched · shedy · qetal · dal · shedy · shey · lchedy	KONTEXT/PROBE · QUELLSTELLE | RUHESTUFE · SOLL-MASS | GANG · DURCHLASS · KURZ · DIESER POSTEN | KONTEXT/PROBE · PORTION | UMSETZEN | RUHESTUFE · SCHLUSS | KURZ · BEARBEITEN/MARKIEREN · ZIELSTELLE | ZIELSTELLE | RUHESTUFE · SCHLUSS | HALTEN · KURZ · DIESER POSTEN | LEITEN · UMSETZEN · SCHLUSS	die Station prüfen; von der Quellstelle; an der Station halten; nach Sollmaß; den Stationsgang ausführen; durch den Durchlass; kurz; diesen Posten; die Station prüfen; eine Portion; den Posten umsetzen; an der Station halten; den Schritt schließen; kurz; den Abschnitt bedienen; zur Zielstelle; zur Zielstelle; an der Station halten; den Schritt schließen; den Posten halten; kurz; diesen Posten; weiterleiten; den Posten umsetzen; den Schritt schließen	NO
206	f83r	f83r	BIOLOGICAL	f83r.20	P	9	0	0	solkeedy · qoteedy · qokeey · qokedy · sol · cheeety · qokedy · qoky · saiin	SAMMELSTELLE · LANG · TEILADRESSE · DIESER POSTEN | DANACH · LANG · SCHLUSS | ANSETZEN · LANG · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | FORTSETZEN | VOLL · BEARBEITEN/MARKIEREN · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · DIESER POSTEN | KONTEXT/PROBE · SOLL-MASS	an der Auffangstelle sammeln; länger; an der Teiladresse; diesen Posten; danach; länger; den Schritt schließen; die Station ansetzen; länger; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; fortsetzen; vollständig; den Abschnitt bedienen; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; diesen Posten; die Station prüfen; nach Sollmaß	NO
207	f83r	f83r	BIOLOGICAL	f83r.21	P	10	0	0	solkeedy · qokedy · otedy · sol · chedy · lkedy · qokchedy · qokedy · chckhdy · sar	SAMMELSTELLE · LANG · TEILADRESSE · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | DANACH · KURZ · SCHLUSS | FORTSETZEN | UMSETZEN · DIESER POSTEN | LEITEN · ZUORDNEN/ZUGEBEN · KURZ · SCHLUSS | ANSETZEN · UMSETZEN · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | ENTNEHMEN/ABLESEN · DURCHLASS · TEILADRESSE · DIESER POSTEN | KONTEXT/PROBE · QUELLSTELLE	an der Auffangstelle sammeln; länger; an der Teiladresse; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; danach; kurz; den Schritt schließen; fortsetzen; den Posten umsetzen; diesen Posten; weiterleiten; den Posten einsetzen; kurz; den Schritt schließen; die Station ansetzen; den Posten umsetzen; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; den Posten abnehmen; durch den Durchlass; an der Teiladresse; diesen Posten; die Station prüfen; von der Quellstelle	NO
208	f83r	f83r	BIOLOGICAL	f83r.22	P	9	0	0	schedair · otchedy · qokeedy · chedain · chedy · qotedaiin · otaiin · otedy · ldy	UMSETZEN · LAUF | DANACH · UMSETZEN · SCHLUSS | ANSETZEN · LANG · SCHLUSS | UMSETZEN · PORTION | UMSETZEN · DIESER POSTEN | DANACH · KURZ · SOLL-MASS | DANACH · SOLL-MASS | DANACH · KURZ · SCHLUSS | LEITEN · SCHLUSS	den Posten umsetzen; entlang des Laufs; danach; den Posten umsetzen; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; den Posten umsetzen; eine Portion; den Posten umsetzen; diesen Posten; danach; kurz; nach Sollmaß; danach; nach Sollmaß; danach; kurz; den Schritt schließen; weiterleiten; den Schritt schließen	NO
209	f83r	f83r	BIOLOGICAL	f83r.23	P	9	0	0	tchedy · qotedy · qokal · shedy · qokedy · shecthedy · shecthy · otor · chedy	BEARBEITEN/MARKIEREN · UMSETZEN · DIESER POSTEN | DANACH · KURZ · SCHLUSS | ANSETZEN · ZIELSTELLE | RUHESTUFE · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | HALTEN · KURZ · STATUS · KURZ · TEILADRESSE · DIESER POSTEN | HALTEN · KURZ · STATUS · DIESER POSTEN | DANACH · ANSATZ/EINTRAG | UMSETZEN · DIESER POSTEN	den Abschnitt bedienen; den Posten umsetzen; diesen Posten; danach; kurz; den Schritt schließen; die Station ansetzen; zur Zielstelle; an der Station halten; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; den Posten halten; kurz; den Stationsstatus prüfen; kurz; an der Teiladresse; diesen Posten; den Posten halten; kurz; den Stationsstatus prüfen; diesen Posten; danach; mit dem Arbeitsansatz; den Posten umsetzen; diesen Posten	NO
210	f83r	f83r	BIOLOGICAL	f83r.24	P	6	0	0	soiiin · checthy · chety · otaiin · olsaly · shedy	KONTEXT/PROBE · GANG · I-KENNZEICHEN · STUFE | STATUS · DIESER POSTEN | BEARBEITEN/MARKIEREN · DIESER POSTEN | DANACH · SOLL-MASS | FORTSETZEN · ZIELSTELLE · DIESER POSTEN | RUHESTUFE · SCHLUSS	die Station prüfen; den Stationsgang ausführen; mit lokalem I-Kennzeichen; auf der Stufe; den Stationsstatus prüfen; diesen Posten; den Abschnitt bedienen; diesen Posten; danach; nach Sollmaß; fortsetzen; zur Zielstelle; diesen Posten; an der Station halten; den Schritt schließen	NO
211	f83r	f83r	BIOLOGICAL	f83r.25	P	6	0	0	qokeedy · qolchey · qokeey · qokedy · chedy · otal	ANSETZEN · LANG · SCHLUSS | FORTSETZEN · DIESER POSTEN | ANSETZEN · LANG · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | UMSETZEN · DIESER POSTEN | DANACH · ZIELSTELLE	die Station ansetzen; länger; den Schritt schließen; fortsetzen; diesen Posten; die Station ansetzen; länger; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; den Posten umsetzen; diesen Posten; danach; zur Zielstelle	NO
212	f83r	f83r	BIOLOGICAL	f83r.26	P	6	0	0	otchey · qokeey · qoky · tol · shedy · qokylddy	DANACH · DIESER POSTEN | ANSETZEN · LANG · DIESER POSTEN | ANSETZEN · DIESER POSTEN | BEARBEITEN/MARKIEREN · FORTSETZEN | RUHESTUFE · SCHLUSS | ANSETZEN · DIESER POSTEN · BEFESTIGEN · SCHLUSS	danach; diesen Posten; die Station ansetzen; länger; diesen Posten; die Station ansetzen; diesen Posten; den Abschnitt bedienen; fortsetzen; an der Station halten; den Schritt schließen; die Station ansetzen; diesen Posten; befestigen; den Schritt schließen	NO
213	f83r	f83r	BIOLOGICAL	f83r.27	P	5	0	0	dain · chedy · qokeedy · shckhedy · shckhedy	PORTION | UMSETZEN · DIESER POSTEN | ANSETZEN · LANG · SCHLUSS | HALTEN · DURCHLASS · KURZ · SCHLUSS | HALTEN · DURCHLASS · KURZ · SCHLUSS	eine Portion; den Posten umsetzen; diesen Posten; die Station ansetzen; länger; den Schritt schließen; den Posten halten; durch den Durchlass; kurz; den Schritt schließen; den Posten halten; durch den Durchlass; kurz; den Schritt schließen	NO
214	f83r	f83r	BIOLOGICAL	f83r.28	P	6	0	0	saiin · cheeky · sheey · qokedy · shedy · oldy	KONTEXT/PROBE · SOLL-MASS | ZUSTAND BEHANDELN · LANG · DIESER POSTEN | HALTEN · LANG · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | RUHESTUFE · SCHLUSS | FORTSETZEN · SCHLUSS	die Station prüfen; nach Sollmaß; den Stationszustand behandeln; länger; diesen Posten; den Posten halten; länger; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; an der Station halten; den Schritt schließen; fortsetzen; den Schritt schließen	NO
215	f83r	f83r	BIOLOGICAL	f83r.29	P	5	0	2	salchedy · cheey · qody · kesd · oldy	KONTEXT/PROBE · ZIELSTELLE · UMSETZEN · DIESER POSTEN | HALTEN · LANG · DIESER POSTEN | GANG · SCHLUSS | ZUORDNEN/ZUGEBEN · KURZ · S-ADRESSE · TEILADRESSE | FORTSETZEN · SCHLUSS	die Station prüfen; zur Zielstelle; den Posten umsetzen; diesen Posten; den Posten halten; länger; diesen Posten; den Stationsgang ausführen; den Schritt schließen; den Posten einsetzen; kurz; an der S-Adresse; an der Teiladresse; fortsetzen; den Schritt schließen	NO
216	f83r	f83r	BIOLOGICAL	f83r.30	P	5	0	1	s · okeedy · qokeedy · qoky · saii	KONTEXT/PROBE | ANSETZEN · LANG · SCHLUSS | ANSETZEN · LANG · SCHLUSS | ANSETZEN · DIESER POSTEN | KONTEXT/PROBE · SOLL-MASS	die Station prüfen; die Station ansetzen; länger; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; die Station ansetzen; diesen Posten; die Station prüfen; nach Sollmaß	NO
217	f83r	f83r	BIOLOGICAL	f83r.31	P	4	0	0	techedy · qotchedy · okeedy · ldy	BEARBEITEN/MARKIEREN · KURZ · UMSETZEN · DIESER POSTEN | DANACH · UMSETZEN · SCHLUSS | ANSETZEN · LANG · SCHLUSS | LEITEN · SCHLUSS	den Abschnitt bedienen; kurz; den Posten umsetzen; diesen Posten; danach; den Posten umsetzen; den Schritt schließen; die Station ansetzen; länger; den Schritt schließen; weiterleiten; den Schritt schließen	NO
218	f83r	f83r	BIOLOGICAL	f83r.32	P	4	0	0	cheol · qokchedy · lchedy · qokey	REGISTER-EINTRAG · LEITEN | ANSETZEN · UMSETZEN · DIESER POSTEN | LEITEN · UMSETZEN · SCHLUSS | ANSETZEN · KURZ · DIESER POSTEN	den Arbeitsinhalt verwenden; weiterleiten; die Station ansetzen; den Posten umsetzen; diesen Posten; weiterleiten; den Posten umsetzen; den Schritt schließen; die Station ansetzen; kurz; diesen Posten	NO
219	f83r	f83r	BIOLOGICAL	f83r.33	P	6	0	0	sy · s · aiin · sheekchy · qokey · sain	DIESER POSTEN | KONTEXT/PROBE | SOLL-MASS | HALTEN · LANG · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · DIESER POSTEN | ANSETZEN · KURZ · DIESER POSTEN | KONTEXT/PROBE · PORTION	diesen Posten; die Station prüfen; nach Sollmaß; den Posten halten; länger; den Posten einsetzen; den Posten abnehmen; diesen Posten; die Station ansetzen; kurz; diesen Posten; die Station prüfen; eine Portion	NO
220	f83r	f83r	BIOLOGICAL	f83r.34	P	4	0	0	shky · lchedy · dolshed · qokchy	HALTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN | LEITEN · UMSETZEN · SCHLUSS | TEILADRESSE · FORTSETZEN · RUHESTUFE | ANSETZEN · DIESER POSTEN	den Posten halten; den Posten einsetzen; diesen Posten; weiterleiten; den Posten umsetzen; den Schritt schließen; an der Teiladresse; fortsetzen; an der Station halten; die Station ansetzen; diesen Posten	NO
221	f83r	f83r	BIOLOGICAL	f83r.35	P	5	0	0	saiin · cheky · okeeol · okain · chdy	KONTEXT/PROBE · SOLL-MASS | ZUSTAND BEHANDELN · KURZ · DIESER POSTEN | ANSETZEN · LANG · FORTSETZEN | ANSETZEN · PORTION | UMSETZEN · DIESER POSTEN	die Station prüfen; nach Sollmaß; den Stationszustand behandeln; kurz; diesen Posten; die Station ansetzen; länger; fortsetzen; die Station ansetzen; eine Portion; den Posten umsetzen; diesen Posten	NO
222	f83r	f83r	BIOLOGICAL	f83r.36	P	6	0	0	sor · aiin · shy · shey · lshedy · qoky	KONTEXT/PROBE · ANSATZ/EINTRAG | SOLL-MASS | DIESER POSTEN | HALTEN · KURZ · DIESER POSTEN | WASCHEN/SPUELEN · KURZ · SCHLUSS | ANSETZEN · DIESER POSTEN	die Station prüfen; mit dem Arbeitsansatz; nach Sollmaß; diesen Posten; den Posten halten; kurz; diesen Posten; die Station spülen; kurz; den Schritt schließen; die Station ansetzen; diesen Posten	NO
223	f83r	f83r	BIOLOGICAL	f83r.37	P	5	0	0	sol · lkedy · lchedy · qokol · shedy	FORTSETZEN | LEITEN · ZUORDNEN/ZUGEBEN · KURZ · SCHLUSS | LEITEN · UMSETZEN · SCHLUSS | ANSETZEN · FORTSETZEN | RUHESTUFE · SCHLUSS	fortsetzen; weiterleiten; den Posten einsetzen; kurz; den Schritt schließen; weiterleiten; den Posten umsetzen; den Schritt schließen; die Station ansetzen; fortsetzen; an der Station halten; den Schritt schließen	NO
224	f83r	f83r	BIOLOGICAL	f83r.38	P	4	0	0	or · chey · qockhey · dairydy	ANSATZ/EINTRAG | DIESER POSTEN | GANG · DURCHLASS · KURZ · DIESER POSTEN | LAUF · DIESER POSTEN · SCHLUSS	mit dem Arbeitsansatz; diesen Posten; den Stationsgang ausführen; durch den Durchlass; kurz; diesen Posten; entlang des Laufs; diesen Posten; den Schritt schließen	NO
225	f83r	f83r	BIOLOGICAL	f83r.39	P	4	0	0	qokain · shey · kain · chckhal	ANSETZEN · PORTION | HALTEN · KURZ · DIESER POSTEN | ZUORDNEN/ZUGEBEN · PORTION | ENTNEHMEN/ABLESEN · DURCHLASS · ZIELSTELLE	die Station ansetzen; eine Portion; den Posten halten; kurz; diesen Posten; den Posten einsetzen; eine Portion; den Posten abnehmen; durch den Durchlass; zur Zielstelle	NO
226	f83r	f83r	BIOLOGICAL	f83r.40	P	3	0	0	solchedy · olchedy · chedaiin	KONTEXT/PROBE · FORTSETZEN · UMSETZEN · DIESER POSTEN | FORTSETZEN · UMSETZEN · SCHLUSS | UMSETZEN · SOLL-MASS	die Station prüfen; fortsetzen; den Posten umsetzen; diesen Posten; fortsetzen; den Posten umsetzen; den Schritt schließen; den Posten umsetzen; nach Sollmaß	NO
227	f83r	f83r	BIOLOGICAL	f83r.41	P	4	0	0	solkey · lchedy · qolkain · dal	SAMMELSTELLE · KURZ · DIESER POSTEN | LEITEN · UMSETZEN · SCHLUSS | SAMMELSTELLE · PORTION | ZIELSTELLE	an der Auffangstelle sammeln; kurz; diesen Posten; weiterleiten; den Posten umsetzen; den Schritt schließen; an der Auffangstelle sammeln; eine Portion; zur Zielstelle	NO
228	f83r	f83r	BIOLOGICAL	f83r.42	P	6	0	0	sol · ol · chcthdy · l · chedy · lchdy	FORTSETZEN | FORTSETZEN | ENTNEHMEN/ABLESEN · STATUS · TEILADRESSE · DIESER POSTEN | LEITEN | UMSETZEN · DIESER POSTEN | LEITEN · UMSETZEN · DIESER POSTEN	fortsetzen; fortsetzen; den Posten abnehmen; den Stationsstatus prüfen; an der Teiladresse; diesen Posten; weiterleiten; den Posten umsetzen; diesen Posten; weiterleiten; den Posten umsetzen; diesen Posten	NO
229	f83r	f83r	BIOLOGICAL	f83r.43	P	5	0	0	daiin · sheol · chedy · qotal · sar	SOLL-MASS | HALTEN · KURZ · FORTSETZEN | UMSETZEN · DIESER POSTEN | DANACH · ZIELSTELLE | KONTEXT/PROBE · QUELLSTELLE	nach Sollmaß; den Posten halten; kurz; fortsetzen; den Posten umsetzen; diesen Posten; danach; zur Zielstelle; die Station prüfen; von der Quellstelle	NO
230	f83r	f83r	BIOLOGICAL	f83r.44	P	2	0	0	skar · shedy	ZUORDNEN/ZUGEBEN · QUELLSTELLE | RUHESTUFE · SCHLUSS	den Posten einsetzen; von der Quellstelle; an der Station halten; den Schritt schließen	NO
231	f83r	f83r	BIOLOGICAL	f83r.45	L	1	1	1	chtorol	ENTNEHMEN/ABLESEN · BEARBEITEN/MARKIEREN · ANSATZ/EINTRAG · FORTSETZEN	Bild-/Musterwert: Kennung am lokale Becken-, Figuren- und Verbindungsstationen (f83r.45)	NO
232	f83r	f83r	BIOLOGICAL	f83r.46	L	1	1	1	olsaiin	FORTSETZEN · KONTEXT/PROBE · SOLL-MASS	Bild-/Musterwert: Kennung am lokale Becken-, Figuren- und Verbindungsstationen (f83r.46)	NO
233	f83r	f83r	BIOLOGICAL	f83r.47	P	3	0	0	otchdy · qokchdy · shedal	DANACH · UMSETZEN · SCHLUSS | ANSETZEN · UMSETZEN · SCHLUSS | RUHESTUFE · ZIELSTELLE	danach; den Posten umsetzen; den Schritt schließen; die Station ansetzen; den Posten umsetzen; den Schritt schließen; an der Station halten; zur Zielstelle	NO
234	f83r	f83r	BIOLOGICAL	f83r.48	P	5	0	0	dal · cheol · lol · chdal · aiin	ZIELSTELLE | REGISTER-EINTRAG · LEITEN | LEITEN · FORTSETZEN | UMSETZEN · ZIELSTELLE | SOLL-MASS	zur Zielstelle; den Arbeitsinhalt verwenden; weiterleiten; weiterleiten; fortsetzen; den Posten umsetzen; zur Zielstelle; nach Sollmaß	NO
235	f83r	f83r	BIOLOGICAL	f83r.49	P	3	0	0	sol · daiiin · chedy	FORTSETZEN | ZWEITE STUFE · STUFE | UMSETZEN · DIESER POSTEN	fortsetzen; auf der zweiten Stufe; auf der Stufe; den Posten umsetzen; diesen Posten	NO
236	f83r	f83r	BIOLOGICAL	f83r.50	L	1	1	1	sasoldal	KONTEXT/PROBE · LOKALE ADRESSE · KONTEXT/PROBE · FORTSETZEN · ZWEITE STUFE · LEITEN	Bild-/Musterwert: Kennung am lokale Becken-, Figuren- und Verbindungsstationen (f83r.50)	NO
237	f83r	f83r	BIOLOGICAL	f83r.51	L	1	1	1	darolsy	ZWEITE STUFE · MARKIERTER ZUSTAND · FORTSETZEN · KONTEXT/PROBE · DIESER POSTEN	Bild-/Musterwert: Kennung am lokale Becken-, Figuren- und Verbindungsstationen (f83r.51)	NO
238	f83r	f83r	BIOLOGICAL	f83r.52	P	4	0	0	solkeey · qekey · raly · ol	SAMMELSTELLE · LANG · DIESER POSTEN | KURZ · ZUORDNEN/ZUGEBEN · KURZ · DIESER POSTEN | MARKIERTER ZUSTAND · ZIELSTELLE · DIESER POSTEN | FORTSETZEN	an der Auffangstelle sammeln; länger; diesen Posten; kurz; den Posten einsetzen; kurz; diesen Posten; den Zustand markieren; zur Zielstelle; diesen Posten; fortsetzen	NO
239	f83r	f83r	BIOLOGICAL	f83r.53	P	4	0	0	solchkal · cheol · qotar · ol	KONTEXT/PROBE · FORTSETZEN · ZUSTAND BEHANDELN · ZIELSTELLE | REGISTER-EINTRAG · LEITEN | DANACH · QUELLSTELLE | FORTSETZEN	die Station prüfen; fortsetzen; den Stationszustand behandeln; zur Zielstelle; den Arbeitsinhalt verwenden; weiterleiten; danach; von der Quellstelle; fortsetzen	NO
240	f83r	f83r	BIOLOGICAL	f83r.54	P	5	0	0	daiin · ol · dain · chey · ldalor	SOLL-MASS | FORTSETZEN | PORTION | DIESER POSTEN | LEITEN · ZIELSTELLE · ANSATZ/EINTRAG	nach Sollmaß; fortsetzen; eine Portion; diesen Posten; weiterleiten; zur Zielstelle; mit dem Arbeitsansatz	NO
241	f83r	f83r	BIOLOGICAL	f83r.55	P	3	0	0	sol · rtain · cthal	FORTSETZEN | MARKIERTER ZUSTAND · BEARBEITEN/MARKIEREN · PORTION | STATUS · ZIELSTELLE	fortsetzen; den Zustand markieren; den Abschnitt bedienen; eine Portion; den Stationsstatus prüfen; zur Zielstelle	NO
242	f67r2	f67r2	ZODIAC	f67r2.1	L	3	3	3	ykshy · s · aram	DIESER POSTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN | KONTEXT/PROBE | QUELLSTELLE · GEGEN-/INNENFELD	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.1); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.1); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.1)	NO
243	f67r2	f67r2	ZODIAC	f67r2.2	L	3	3	3	ykecho · ols · eesydy	DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · ENTNEHMEN/ABLESEN · GANG | FORTSETZEN · KONTEXT/PROBE | LANG · KONTEXT/PROBE · DIESER POSTEN · TEILADRESSE · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.2); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.2); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.2)	NO
244	f67r2	f67r2	ZODIAC	f67r2.3	L	3	3	3	ey · shs · okar	KURZ · DIESER POSTEN | HALTEN · KONTEXT/PROBE | ANSETZEN · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.3); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.3); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.3)	NO
245	f67r2	f67r2	ZODIAC	f67r2.4	L	2	2	2	shekchy · sykos	HALTEN · KURZ · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · DIESER POSTEN | KONTEXT/PROBE · DIESER POSTEN · ZUORDNEN/ZUGEBEN · GANG · S-ADRESSE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.4); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.4)	NO
246	f67r2	f67r2	ZODIAC	f67r2.5	L	2	2	2	ykeody · okchy	DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · GANG · SCHLUSS | ANSETZEN · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.5); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.5)	NO
247	f67r2	f67r2	ZODIAC	f67r2.6	L	1	1	1	dchetay	TEILADRESSE · ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · LOKALE ADRESSE · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.6)	NO
248	f67r2	f67r2	ZODIAC	f67r2.7	L	3	3	3	ykchy · kchey · ykchys	DIESER POSTEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN | ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · KURZ · DIESER POSTEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · DIESER POSTEN · KONTEXT/PROBE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.7); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.7); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.7)	NO
249	f67r2	f67r2	ZODIAC	f67r2.8	L	1	1	1	chkchdar	ZUSTAND BEHANDELN · UMSETZEN · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.8)	NO
250	f67r2	f67r2	ZODIAC	f67r2.9	L	2	2	2	ykar · ykaly	DIESER POSTEN · ZUORDNEN/ZUGEBEN · QUELLSTELLE | DIESER POSTEN · ZUORDNEN/ZUGEBEN · ZIELSTELLE · DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.9); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.9)	NO
251	f67r2	f67r2	ZODIAC	f67r2.10	L	3	3	3	lkshy · kchy · okar	LEITEN · ZUORDNEN/ZUGEBEN · HALTEN · DIESER POSTEN | ZUORDNEN/ZUGEBEN · DIESER POSTEN | ANSETZEN · QUELLSTELLE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.10); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.10); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.3)	NO
252	f67r2	f67r2	ZODIAC	f67r2.11	L	3	3	3	chky · chykchs · chy	ZUSTAND BEHANDELN · DIESER POSTEN | ENTNEHMEN/ABLESEN · DIESER POSTEN · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · KONTEXT/PROBE | DIESER POSTEN	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.11); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.11); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.11)	NO
253	f67r2	f67r2	ZODIAC	f67r2.12	L	2	2	2	ykees · ykchos	DIESER POSTEN · ZUORDNEN/ZUGEBEN · LANG · KONTEXT/PROBE | DIESER POSTEN · ZUORDNEN/ZUGEBEN · ENTNEHMEN/ABLESEN · GANG · KONTEXT/PROBE	Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.12); Bild-/Musterwert: Kennung am zwei lokale Himmelsraeder (f67r2.12)	NO
254	f67r2	f67r2	ZODIAC	f67r2.13	P	4	0	0	opodchol · s · ain · aldy	GANG · BEGINNEN/EINSETZEN · GANG · TEILADRESSE · FORTSETZEN | KONTEXT/PROBE | PORTION | ZIELSTELLE · TEILADRESSE · DIESER POSTEN	den Ringgang lesen; den Eintrag beginnen; den Ringgang lesen; an der Teiladresse; fortsetzen; die Sternkennung lesen; eine Portion; zur Zielstelle; an der Teiladresse; diesen Posten	NO
255	f67r2	f67r2	ZODIAC	f67r2.14	P	3	0	0	soeey · doiin · oldy	KONTEXT/PROBE · GANG · LANG · DIESER POSTEN | TEILADRESSE · GANG · STUFE | FORTSETZEN · SCHLUSS	die Sternkennung lesen; den Ringgang lesen; länger; diesen Posten; an der Teiladresse; den Ringgang lesen; auf der Stufe; fortsetzen; den Schritt schließen	NO
