unified_order	section	page	unit_id	source_id	visible_surface	atomic_or_local_value_de	page_job	complete_workshop_expansion_de
514	ASTRO	f68r1	A2	A2:G064	qear	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.	OBSERVATION	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: Legendenstelle A2_CENTRAL_LEGEND_UNRESOLVED: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest qe.
515	ASTRO	f68r1	A2	A2:G065	oygy	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.	OBSERVATION	lokales Bezugsmedaillon oder Zentrum innerhalb eines Paneels: A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.
516	ASTRO	f69v	A3	A3:G001	dair	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest d.
517	ASTRO	f69v	A3	A3:G002	cheyky	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: Ablesung dieses Hauses.	EXECUTION	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: Ablesung dieses Hauses.
518	ASTRO	f69v	A3	A3:G003	otaza	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest aza.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung; lokaler Namensrest aza.
519	ASTRO	f69v	A3	A3:G004	sar	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.
520	ASTRO	f69v	A3	A3:G005	ar	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.
521	ASTRO	f69v	A3	A3:G006	chykar	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest chyk.
522	ASTRO	f69v	A3	A3:G007	okoirsh	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; lokaler Namensrest oir.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; lokaler Namensrest oir.
523	ASTRO	f69v	A3	A3:G008	ar	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Ausgangssektor, Ursprung oder Bezugswert.
524	ASTRO	f69v	A3	A3:G009	chetody	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: abgeleiteter Platzwert.	EXECUTION	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: abgeleiteter Platzwert.
525	ASTRO	f69v	A3	A3:G010	okeeos	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest os.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest os.
526	ASTRO	f69v	A3	A3:G011	o	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: Grundwert.	EXECUTION	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: Grundwert.
527	ASTRO	f69v	A3	A3:G012	tey	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: aktueller Phasenwert.	EXECUTION	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: aktueller Phasenwert.
528	ASTRO	f69v	A3	A3:G013	otokeeey	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest y.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest y.
529	ASTRO	f69v	A3	A3:G014	okeeody	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; lokaler Namensrest ody.
530	ASTRO	f69v	A3	A3:G015	okeey	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: in langer Stufe setzen.
531	ASTRO	f69v	A3	A3:G016	doiir	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: fester Grundindex.	EXECUTION	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: fester Grundindex.
532	ASTRO	f69v	A3	A3:G017	teeo	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest t/o.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest t/o.
533	ASTRO	f69v	A3	A3:G018	y	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
534	ASTRO	f69v	A3	A3:G019	chey	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
535	ASTRO	f69v	A3	A3:G020	ot	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung.
536	ASTRO	f69v	A3	A3:G021	y	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
537	ASTRO	f69v	A3	A3:G022	okedy	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest edy.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest edy.
538	ASTRO	f69v	A3	A3:G023	chsdy	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: sekundärer Zustand fest.	EXECUTION	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: sekundärer Zustand fest.
539	ASTRO	f69v	A3	A3:G024	okeod	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.
540	ASTRO	f69v	A3	A3:G025	y	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
541	ASTRO	f69v	A3	A3:G026	dy	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: dieser lokale Diagrammposten.
542	ASTRO	f69v	A3	A3:G027	choaiin	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest c.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmelsobjekt oder Eingangsbedingung + Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest c.
543	ASTRO	f69v	A3	A3:G028	okar	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.
544	ASTRO	f69v	A3	A3:G029	okar	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.
545	ASTRO	f69v	A3	A3:G030	chol	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: im selben Ring oder Band fortsetzen.
546	ASTRO	f69v	A3	A3:G031	chees	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest ch/s.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: lange oder volle Diagrammstufe; lokaler Namensrest ch/s.
547	ASTRO	f69v	A3	A3:G032	yto	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: aktueller Platz.	EXECUTION	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: aktueller Platz.
548	ASTRO	f69v	A3	A3:G033	odair	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest od.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Himmels-, Ring- oder Zeigerlauf; lokaler Namensrest od.
549	ASTRO	f69v	A3	A3:G034	oty	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest o.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Teilsektor oder Untereintrag; lokaler Namensrest o.
550	ASTRO	f69v	A3	A3:G035	oteeo	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest o.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest o.
551	ASTRO	f69v	A3	A3:G036	dar	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.
552	ASTRO	f69v	A3	A3:G037	o	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: Grundwert.	EXECUTION	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: Grundwert.
553	ASTRO	f69v	A3	A3:G038	eykeody	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: ausgewählter Klassenplatz.	EXECUTION	Rubrik des linken Arbeitswahlrads: A3_LEFT_WHEEL_RING_TEXT: ausgewählter Klassenplatz.
554	ASTRO	f69v	A3	A3:G039	dchor	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest dch.
555	ASTRO	f69v	A3	A3:G040	char	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.	EXECUTION	Rubrik des linken Arbeitswahlrads: Radstelle A3_LEFT_WHEEL_RING_TEXT: vom bezeichneten Ausgangsplatz.
556	ASTRO	f69v	A3	A3:G108	okeey	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_01: in langer Stufe setzen.
557	ASTRO	f69v	A3	A3:G109	sar	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_01: vom bezeichneten Ausgangsplatz.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_01: vom bezeichneten Ausgangsplatz.
558	ASTRO	f69v	A3	A3:G110	okeo	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_02: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_02: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.
559	ASTRO	f69v	A3	A3:G111	dy	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_02: dieser lokale Diagrammposten.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_02: dieser lokale Diagrammposten.
560	ASTRO	f69v	A3	A3:G112	ochoyk	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_03: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oc/yk.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_03: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest oc/yk.
561	ASTRO	f69v	A3	A3:G113	ykeey	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_04: lange oder volle Diagrammstufe; lokaler Namensrest yk/y.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_04: lange oder volle Diagrammstufe; lokaler Namensrest yk/y.
562	ASTRO	f69v	A3	A3:G114	ytory	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_05: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt/y.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_05: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt/y.
563	ASTRO	f69v	A3	A3:G115	oeesy	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_06: lange oder volle Diagrammstufe; lokaler Namensrest o/sy.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_06: lange oder volle Diagrammstufe; lokaler Namensrest o/sy.
564	ASTRO	f69v	A3	A3:G116	ytody	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_07: Platz fest eingetragen.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_07: Platz fest eingetragen.
565	ASTRO	f69v	A3	A3:G117	okody	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_08: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_08: Diagrammposten setzen oder aktivieren; lokaler Namensrest ody.
566	ASTRO	f69v	A3	A3:G118	otody	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_09: naechster Platz oder folgende Bedingung; lokaler Namensrest ody.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_09: naechster Platz oder folgende Bedingung; lokaler Namensrest ody.
567	ASTRO	f69v	A3	A3:G119	okeal	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_10: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest e.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_10: Diagrammposten setzen oder aktivieren + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest e.
568	ASTRO	f69v	A3	A3:G120	okeod	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_11: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_11: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.
569	ASTRO	f69v	A3	A3:G121	oteeys	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_12: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ys.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_12: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; lokaler Namensrest ys.
570	ASTRO	f69v	A3	A3:G122	oteol	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_13: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest e.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_13: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest e.
571	ASTRO	f69v	A3	A3:G123	ykeydy	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_14: aktuelle Klasse fest.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_14: aktuelle Klasse fest.
572	ASTRO	f69v	A3	A3:G124	okeod	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_15: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_15: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.
573	ASTRO	f69v	A3	A3:G125	saral	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_16: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_16: Ausgangssektor, Ursprung oder Bezugswert + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s.
574	ASTRO	f69v	A3	A3:G126	saiir	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_17: sekundärer Hauptindex.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_17: sekundärer Hauptindex.
575	ASTRO	f69v	A3	A3:G127	okolar	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_18: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_18: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen + Ausgangssektor, Ursprung oder Bezugswert.
576	ASTRO	f69v	A3	A3:G128	ykeody	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_19: Klassenplatz fest eingetragen.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_19: Klassenplatz fest eingetragen.
577	ASTRO	f69v	A3	A3:G129	sarydy	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_20: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest s/ydy.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_20: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest s/ydy.
578	ASTRO	f69v	A3	A3:G130	otchy	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_21: naechster Platz oder folgende Bedingung; lokaler Namensrest chy.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_21: naechster Platz oder folgende Bedingung; lokaler Namensrest chy.
579	ASTRO	f69v	A3	A3:G131	okeey	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_22: in langer Stufe setzen.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_22: in langer Stufe setzen.
580	ASTRO	f69v	A3	A3:G132	dy	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_22: dieser lokale Diagrammposten.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_22: dieser lokale Diagrammposten.
581	ASTRO	f69v	A3	A3:G133	okey	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_23: in kurzer Stufe setzen.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_23: in kurzer Stufe setzen.
582	ASTRO	f69v	A3	A3:G134	d	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_23: Festwert.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: A3_LEFT_RADIAL_SLOT_23: Festwert.
583	ASTRO	f69v	A3	A3:G135	okeod	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_24: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.	EXECUTION	einer von achtundzwanzig ungeordneten lokalen Arbeitsfaellen: Radstelle A3_LEFT_RADIAL_SLOT_24: Diagrammposten setzen oder aktivieren; lokaler Namensrest eod.
