unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	finite_source_unit	allowed_source_program	free_master_noun_allowed	selected_source_vocabulary	content_selection_status
404	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.10	A023	A1:G023	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_10	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
405	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.11	A024	A1:G024	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
406	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.11	A025	A1:G025	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
407	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.11	A026	A1:G026	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_11	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
408	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.12	A027	A1:G027	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_12	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
409	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.12	A028	A1:G028	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_SECTOR_SLOT_12	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
410	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A029	A1:G029	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
411	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A030	A1:G030	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
412	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A031	A1:G031	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
413	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.13	A032	A1:G032	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_01	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
414	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.14	A033	A1:G033	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
415	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.14	A034	A1:G034	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
416	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.14	A035	A1:G035	A1_RIGHT_WHEEL_ONLY	A1_RIGHT_RING_BAND_02	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
417	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.15	A036	A1:G036	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_15	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
418	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A037	A1:G037	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
419	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A038	A1:G038	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
420	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A039	A1:G039	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
421	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.16	A040	A1:G040	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_16	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
422	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.17	A041	A1:G041	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_17	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
423	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.17	A042	A1:G042	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_17	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
424	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.17	A043	A1:G043	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_17	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
425	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.18	A044	A1:G044	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_18	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
426	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.18	A045	A1:G045	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_18	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
427	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.18	A046	A1:G046	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_18	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
428	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A047	A1:G047	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
429	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A048	A1:G048	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
430	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A049	A1:G049	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
431	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A050	A1:G050	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
432	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.20	A051	A1:G051	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_20	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
433	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.20	A052	A1:G052	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_20	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
434	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A053	A1:G053	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
435	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A054	A1:G054	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
436	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A055	A1:G055	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
437	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.22	A056	A1:G056	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_22	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
438	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.23	A057	A1:G057	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_23	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
439	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.23	A058	A1:G058	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_23	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
440	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A059	A1:G059	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
441	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A060	A1:G060	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
442	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A061	A1:G061	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
443	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.25	A062	A1:G062	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_25	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON
