contact_id	subject_kind	subject_surface	occurrence_id	source_selector	physical_folio	locus	token_index	side	neighbor_surface	pair_sequence_stable_all_three	assigned_disjoint_channel	channel_axis_tags	channel_macro_tags	global652_mapped	global652_axis_tags	global652_macro_tags	semantic_credit	renderer_license	component_export_credit
G806-C03185	K12_CONTROL	cthol	GDT800-O3984	f93v	f93v	f93v.9	6	L1	okchey	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03186	K12_CONTROL	cthol	GDT800-O3984	f93v	f93v	f93v.9	6	R1	oly	1	C2_GDT739_NARROW_PROJECTED	PROCESS	PROCESS	1	PROCESS	PROCESS	0	0	0
G806-C03187	K12_CONTROL	dal	GDT800-O0046	f102r1	f102r	f102r1.10	8	L1	doleodaiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03188	K12_CONTROL	dal	GDT800-O0046	f102r1	f102r	f102r1.10	8	R1	cthedy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03189	K12_CONTROL	dal	GDT800-O0101	f103r	f103r	f103r.13	11	L1	tshdy	0	C3_GDT734_GLOBAL_RESIDUAL	COLD|MOIST|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	COLD|MOIST|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C03190	K12_CONTROL	dal	GDT800-O0101	f103r	f103r	f103r.13	11	R1	kasol	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03191	K12_CONTROL	dal	GDT800-O0134	f103r	f103r	f103r.41	13	L1	qokal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03192	K12_CONTROL	dal	GDT800-O0134	f103r	f103r	f103r.41	13	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03193	K12_CONTROL	dal	GDT800-O0153	f103v	f103v	f103v.1	12	L1	shedy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C03194	K12_CONTROL	dal	GDT800-O0153	f103v	f103v	f103v.1	12	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03195	K12_CONTROL	dal	GDT800-O0239	f104r	f104r	f104r.43	11	L1	l	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03196	K12_CONTROL	dal	GDT800-O0239	f104r	f104r	f104r.43	11	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03197	K12_CONTROL	dal	GDT800-O0297	f104v	f104v	f104v.9	12	L1	qoty	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE	QUALITY|SCALAR	1	COLD|VALUE	QUALITY|SCALAR	0	0	0
G806-C03198	K12_CONTROL	dal	GDT800-O0297	f104v	f104v	f104v.9	12	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03199	K12_CONTROL	dal	GDT800-O0300	f105r	f105r	f105r.13	5	L1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03200	K12_CONTROL	dal	GDT800-O0300	f105r	f105r	f105r.13	5	R1	qoked	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03201	K12_CONTROL	dal	GDT800-O0317	f105r	f105r	f105r.24	11	L1	pcheey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03202	K12_CONTROL	dal	GDT800-O0317	f105r	f105r	f105r.24	11	R1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03203	K12_CONTROL	dal	GDT800-O0337	f105v	f105v	f105v.10	5	L1	oiiin	1	C3_GDT734_GLOBAL_RESIDUAL	PREPARATION	CARRIER	1	PREPARATION	CARRIER	0	0	0
G806-C03204	K12_CONTROL	dal	GDT800-O0337	f105v	f105v	f105v.10	5	R1	kaiin	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03205	K12_CONTROL	dal	GDT800-O0348	f105v	f105v	f105v.16	3	L1	cheey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03206	K12_CONTROL	dal	GDT800-O0348	f105v	f105v	f105v.16	3	R1	chl	1	C2_GDT739_NARROW_PROJECTED	DRY|PROCESS	PROCESS|QUALITY	1	DRY|PROCESS	PROCESS|QUALITY	0	0	0
G806-C03207	K12_CONTROL	dal	GDT800-O0466	f106v	f106v	f106v.7	11	L1	ail	0	C3_GDT734_GLOBAL_RESIDUAL	VALUE|MATERIAL	CARRIER|SCALAR	1	VALUE|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C03208	K12_CONTROL	dal	GDT800-O0466	f106v	f106v	f106v.7	11	R1	dar	0	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C03209	K12_CONTROL	dal	GDT800-O0510	f107r	f107r	f107r.36	7	L1	al	1	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C03210	K12_CONTROL	dal	GDT800-O0510	f107r	f107r	f107r.36	7	R1	qokchey	1	C2_GDT739_NARROW_PROJECTED	HOT|DRY|VALUE	QUALITY|SCALAR	1	HOT|DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03211	K12_CONTROL	dal	GDT800-O0561	f107v	f107v	f107v.18	10	L1	alkaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03212	K12_CONTROL	dal	GDT800-O0561	f107v	f107v	f107v.18	10	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03213	K12_CONTROL	dal	GDT800-O0581	f107v	f107v	f107v.27	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03214	K12_CONTROL	dal	GDT800-O0581	f107v	f107v	f107v.27	1	R1	okain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03215	K12_CONTROL	dal	GDT800-O0602	f107v	f107v	f107v.45	4	L1	okechdy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03216	K12_CONTROL	dal	GDT800-O0602	f107v	f107v	f107v.45	4	R1	keeedal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03217	K12_CONTROL	dal	GDT800-O0618	f108r	f108r	f108r.16	5	L1	daiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03218	K12_CONTROL	dal	GDT800-O0618	f108r	f108r	f108r.16	5	R1	daiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03219	K12_CONTROL	dal	GDT800-O0628	f108r	f108r	f108r.22	3	L1	shol	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST	QUALITY	1	MOIST	QUALITY	0	0	0
G806-C03220	K12_CONTROL	dal	GDT800-O0628	f108r	f108r	f108r.22	3	R1	qokaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03221	K12_CONTROL	dal	GDT800-O0665	f108r	f108r	f108r.45	11	L1	qokedy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03222	K12_CONTROL	dal	GDT800-O0665	f108r	f108r	f108r.45	11	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03223	K12_CONTROL	dal	GDT800-O0794	f111r	f111r	f111r.22	4	L1	keedy	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	HOT|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C03224	K12_CONTROL	dal	GDT800-O0794	f111r	f111r	f111r.22	4	R1	tched	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03225	K12_CONTROL	dal	GDT800-O0849	f111r	f111r	f111r.9	10	L1	chedyteey	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03226	K12_CONTROL	dal	GDT800-O0849	f111r	f111r	f111r.9	10	R1	lam	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03227	K12_CONTROL	dal	GDT800-O0927	f112r	f112r	f112r.20	9	L1	okeeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03228	K12_CONTROL	dal	GDT800-O0927	f112r	f112r	f112r.20	9	R1	aiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C03229	K12_CONTROL	dal	GDT800-O1074	f113v	f113v	f113v.10	10	L1	kchey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03230	K12_CONTROL	dal	GDT800-O1074	f113v	f113v	f113v.10	10	R1	otor	1	C2_GDT739_NARROW_PROJECTED	COLD|AMOUNT|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|AMOUNT|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03231	K12_CONTROL	dal	GDT800-O1131	f114r	f114r	f114r.15	7	L1	y	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03232	K12_CONTROL	dal	GDT800-O1131	f114r	f114r	f114r.15	7	R1	oeedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03233	K12_CONTROL	dal	GDT800-O1151	f114r	f114r	f114r.33	13	L1	cheo	1	C2_GDT739_NARROW_PROJECTED	DRY|PREPARATION	CARRIER|QUALITY	1	DRY|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C03234	K12_CONTROL	dal	GDT800-O1151	f114r	f114r	f114r.33	13	R1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03235	K12_CONTROL	dal	GDT800-O1184	f114v	f114v	f114v.3	12	L1	lchdaiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03236	K12_CONTROL	dal	GDT800-O1184	f114v	f114v	f114v.3	12	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03237	K12_CONTROL	dal	GDT800-O1220	f115r	f115r	f115r.26	11	L1	pchedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03238	K12_CONTROL	dal	GDT800-O1220	f115r	f115r	f115r.26	11	R1	dalom	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03239	K12_CONTROL	dal	GDT800-O1346	f13v	f13v	f13v.10	6	L1	kchor	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	HOT|DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03240	K12_CONTROL	dal	GDT800-O1346	f13v	f13v	f13v.10	6	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03241	K12_CONTROL	dal	GDT800-O1385	f16r	f16r	f16r.10	3	L1	daly	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C03242	K12_CONTROL	dal	GDT800-O1385	f16r	f16r	f16r.10	3	R1	opchy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03243	K12_CONTROL	dal	GDT800-O1394	f16v	f16v	f16v.4	5	L1	chotol	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|MATERIAL|PREPARATION	CARRIER|QUALITY	1	COLD|DRY|MATERIAL|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C03244	K12_CONTROL	dal	GDT800-O1394	f16v	f16v	f16v.4	5	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03245	K12_CONTROL	dal	GDT800-O1446	f18r	f18r	f18r.1	9	L1	octhor	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03246	K12_CONTROL	dal	GDT800-O1446	f18r	f18r	f18r.1	9	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03247	K12_CONTROL	dal	GDT800-O1456	f18r	f18r	f18r.6	8	L1	dar	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C03248	K12_CONTROL	dal	GDT800-O1456	f18r	f18r	f18r.6	8	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03249	K12_CONTROL	dal	GDT800-O1470	f19r	f19r	f19r.8	4	L1	daky	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03250	K12_CONTROL	dal	GDT800-O1470	f19r	f19r	f19r.8	4	R1	chor	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C03251	K12_CONTROL	dal	GDT800-O1518	f21v	f21v	f21v.3	9	L1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03252	K12_CONTROL	dal	GDT800-O1518	f21v	f21v	f21v.3	9	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03253	K12_CONTROL	dal	GDT800-O1544	f23r	f23r	f23r.1	12	L1	ololdy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03254	K12_CONTROL	dal	GDT800-O1544	f23r	f23r	f23r.1	12	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03255	K12_CONTROL	dal	GDT800-O1558	f23r	f23r	f23r.8	9	L1	s	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03256	K12_CONTROL	dal	GDT800-O1558	f23r	f23r	f23r.8	9	R1	okchy	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03257	K12_CONTROL	dal	GDT800-O1561	f23r	f23r	f23r.9	6	L1	dy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03258	K12_CONTROL	dal	GDT800-O1561	f23r	f23r	f23r.9	6	R1	dshe	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03259	K12_CONTROL	dal	GDT800-O1562	f23r	f23r	f23r.9	12	L1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03260	K12_CONTROL	dal	GDT800-O1562	f23r	f23r	f23r.9	12	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03261	K12_CONTROL	dal	GDT800-O1573	f23v	f23v	f23v.4	5	L1	ol	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03262	K12_CONTROL	dal	GDT800-O1573	f23v	f23v	f23v.4	5	R1	otchor	0	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|AMOUNT|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|DRY|AMOUNT|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03263	K12_CONTROL	dal	GDT800-O1583	f23v	f23v	f23v.9	2	L1	otshy	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|MOIST|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|MOIST|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03264	K12_CONTROL	dal	GDT800-O1583	f23v	f23v	f23v.9	2	R1	dar	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C03265	K12_CONTROL	dal	GDT800-O1590	f24r	f24r	f24r.15	4	L1	ol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03266	K12_CONTROL	dal	GDT800-O1590	f24r	f24r	f24r.15	4	R1	s	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03267	K12_CONTROL	dal	GDT800-O1593	f24r	f24r	f24r.16	3	L1	okeal	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|MATERIAL|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03268	K12_CONTROL	dal	GDT800-O1593	f24r	f24r	f24r.16	3	R1	dam	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03269	K12_CONTROL	dal	GDT800-O1595	f24r	f24r	f24r.16	5	L1	dam	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03270	K12_CONTROL	dal	GDT800-O1595	f24r	f24r	f24r.16	5	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03271	K12_CONTROL	dal	GDT800-O1614	f24r	f24r	f24r.9	5	L1	dol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03272	K12_CONTROL	dal	GDT800-O1614	f24r	f24r	f24r.9	5	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03273	K12_CONTROL	dal	GDT800-O1637	f26r	f26r	f26r.3	7	L1	olchedy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03274	K12_CONTROL	dal	GDT800-O1637	f26r	f26r	f26r.3	7	R1	y	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03275	K12_CONTROL	dal	GDT800-O1653	f27r	f27r	f27r.8	10	L1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C03276	K12_CONTROL	dal	GDT800-O1653	f27r	f27r	f27r.8	10	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03277	K12_CONTROL	dal	GDT800-O1687	f2r	f2r	f2r.11	2	L1	ychain	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03278	K12_CONTROL	dal	GDT800-O1687	f2r	f2r	f2r.11	2	R1	chy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03279	K12_CONTROL	dal	GDT800-O1713	f30v	f30v	f30v.3	7	L1	chokeor	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03280	K12_CONTROL	dal	GDT800-O1713	f30v	f30v	f30v.3	7	R1	chtoy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03281	K12_CONTROL	dal	GDT800-O1715	f31r	f31r	f31r.11	3	L1	qokchy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03282	K12_CONTROL	dal	GDT800-O1715	f31r	f31r	f31r.11	3	R1	chey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03283	K12_CONTROL	dal	GDT800-O1718	f31r	f31r	f31r.6	8	L1	aiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C03284	K12_CONTROL	dal	GDT800-O1718	f31r	f31r	f31r.6	8	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03285	K12_CONTROL	dal	GDT800-O1731	f32r	f32r	f32r.2	5	L1	ckhy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03286	K12_CONTROL	dal	GDT800-O1731	f32r	f32r	f32r.2	5	R1	dshodar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03287	K12_CONTROL	dal	GDT800-O1766	f33v	f33v	f33v.4	3	L1	shdy	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C03288	K12_CONTROL	dal	GDT800-O1766	f33v	f33v	f33v.4	3	R1	qokar	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|PART|MATERIAL	CARRIER|QUALITY	1	HOT|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C03289	K12_CONTROL	dal	GDT800-O1769	f33v	f33v	f33v.9	13	L1	okain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C03290	K12_CONTROL	dal	GDT800-O1769	f33v	f33v	f33v.9	13	R1	dy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03291	K12_CONTROL	dal	GDT800-O1783	f34r	f34r	f34r.7	2	L1	qokedy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03292	K12_CONTROL	dal	GDT800-O1783	f34r	f34r	f34r.7	2	R1	chdy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C03293	K12_CONTROL	dal	GDT800-O1801	f35r	f35r	f35r.11	7	L1	lchal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03294	K12_CONTROL	dal	GDT800-O1801	f35r	f35r	f35r.11	7	R1	dair	0	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C03295	K12_CONTROL	dal	GDT800-O1805	f35v	f35v	f35v.12	6	L1	aiin	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C03296	K12_CONTROL	dal	GDT800-O1805	f35v	f35v	f35v.12	6	R1	s	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03297	K12_CONTROL	dal	GDT800-O1825	f36v	f36v	f36v.6	4	L1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03298	K12_CONTROL	dal	GDT800-O1825	f36v	f36v	f36v.6	4	R1	dys	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03299	K12_CONTROL	dal	GDT800-O1850	f39r	f39r	f39r.12	11	L1	aiin	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C03300	K12_CONTROL	dal	GDT800-O1850	f39r	f39r	f39r.12	11	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03301	K12_CONTROL	dal	GDT800-O1874	f39v	f39v	f39v.4	10	L1	qokedy	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C03302	K12_CONTROL	dal	GDT800-O1874	f39v	f39v	f39v.4	10	R1	o	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03303	K12_CONTROL	dal	GDT800-O1876	f39v	f39v	f39v.9	3	L1	aiin	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C03304	K12_CONTROL	dal	GDT800-O1876	f39v	f39v	f39v.9	3	R1	ar	0	C3_GDT734_GLOBAL_RESIDUAL	PART|MATERIAL	CARRIER	1	PART|MATERIAL	CARRIER	0	0	0
G806-C03305	K12_CONTROL	dal	GDT800-O1933	f40r	f40r	f40r.11	4	L1	ory	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03306	K12_CONTROL	dal	GDT800-O1933	f40r	f40r	f40r.11	4	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03307	K12_CONTROL	dal	GDT800-O1976	f42r	f42r	f42r.12	8	L1	dain	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03308	K12_CONTROL	dal	GDT800-O1976	f42r	f42r	f42r.12	8	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03309	K12_CONTROL	dal	GDT800-O1995	f42r	f42r	f42r.3	5	L1	chain	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03310	K12_CONTROL	dal	GDT800-O1995	f42r	f42r	f42r.3	5	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03311	K12_CONTROL	dal	GDT800-O2068	f45r	f45r	f45r.10	9	L1	cheol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03312	K12_CONTROL	dal	GDT800-O2068	f45r	f45r	f45r.10	9	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03313	K12_CONTROL	dal	GDT800-O2078	f45r	f45r	f45r.6	7	L1	otar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03314	K12_CONTROL	dal	GDT800-O2078	f45r	f45r	f45r.6	7	R1	dary	1	C3_GDT734_GLOBAL_RESIDUAL	PART|CLOSE	CARRIER|PROCESS	1	PART|CLOSE	CARRIER|PROCESS	0	0	0
G806-C03315	K12_CONTROL	dal	GDT800-O2158	f48r	f48r	f48r.1	5	L1	y	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03316	K12_CONTROL	dal	GDT800-O2158	f48r	f48r	f48r.1	5	R1	sheodaiin	1	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|PREPARATION	CARRIER|SCALAR	1	AMOUNT|PREPARATION	CARRIER|SCALAR	0	0	0
G806-C03317	K12_CONTROL	dal	GDT800-O2205	f49v	f49v	f49v.48	6	L1	chor	0	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C03318	K12_CONTROL	dal	GDT800-O2205	f49v	f49v	f49v.48	6	R1	chaiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03319	K12_CONTROL	dal	GDT800-O2257	f51r	f51r	f51r.9	5	L1	qchodal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03320	K12_CONTROL	dal	GDT800-O2257	f51r	f51r	f51r.9	5	R1	qody	0	C3_GDT734_GLOBAL_RESIDUAL	PREPARATION|CLOSE	CARRIER|PROCESS	1	PREPARATION|CLOSE	CARRIER|PROCESS	0	0	0
G806-C03321	K12_CONTROL	dal	GDT800-O2296	f53r	f53r	f53r.6	9	L1	chees	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03322	K12_CONTROL	dal	GDT800-O2296	f53r	f53r	f53r.6	9	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03323	K12_CONTROL	dal	GDT800-O2315	f54v	f54v	f54v.10	5	L1	qokal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C03324	K12_CONTROL	dal	GDT800-O2315	f54v	f54v	f54v.10	5	R1	qocthy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
