audit_serial	event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	selection_stratum	surface_examples_archive_only	local_or_page_owner	owner_status	legacy_handle_revealed_after_source_freeze	legacy_support_class	exact_literal_layer_from_selected_edition	legacy_context_expansion	occurrence_consistency_class	occurrence_consistency_reason	exact_source_match_row_id	portable_atomic_reading_after_v77	occurrence_audit_action	strongest_contradiction_from_selected_edition	semantic_ceiling
156	298	B3	f83r	f83r.20	F103	B3-S030	276a7c2d74d1143446f4	FROZEN_14_CONTROL	choky|oky|qoky	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	ANWENDEN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen.	BROAD_CONTEXTUAL	use/application recurs, but route and object vary from internal use to external and bath use	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
157	299	B3	f83r	f83r.20	F103	B3-S030	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
158	302	B3	f83r	f83r.22	F105	B3-S031	7d25241b0e56c836372a	TOP10_RECURRENT_NONCONTROL	qokeedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	BROAD_CONTEXTUAL	a terminal construction recurs, but bathing, washing, and cloth immersion are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
159	304	B3	f83r	f83r.22	F106	B3-S032	6f7ff8287eddf4da9fdb	TOP10_RECURRENT_NONCONTROL	chdy|chedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	Rühre, bis alles gleichmäßig vermischt ist.	CONTRADICTORY	Herbal wringing/settling conflicts with repeated Bio mixing expansions	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
160	310	B3	f83r	f83r.24	F108	B3-S034	e0b630cb1b5df5e7105b	FROZEN_14_CONTROL	checthy|cthy|shcthy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	BEREIT?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:e0b630cb1b5df5e7105b] > [CARD:BEREIT?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den örtlichen Prüfzustand der Charge feststellen.	MIXED_CONTEXTUAL	flowering time, readiness, and generic test-state expansions are not one invariant atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
161	314	B3	f83r	f83r.24	F108	B3-S034	bc4f1f5c006c74a4d26d	TOP10_RECURRENT_NONCONTROL	cheedy|shedy|tedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	HIGH_CONTEXTUAL	all twelve Bio expansions mark readiness plus step ending; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
162	315	B4	f83r	f83r.25	F109	B4-S001	7d25241b0e56c836372a	TOP10_RECURRENT_NONCONTROL	qokeedy	B4_MAIN_ARCH_LINKED_PAIR	DIRECT_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	BROAD_CONTEXTUAL	a terminal construction recurs, but bathing, washing, and cloth immersion are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
163	317	B4	f83r	f83r.25	F110	B4-S002	0275fbf14e07935b0a45	FROZEN_14_CONTROL	okeey|qokeey	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	TEMPERIEREN?	EXACT_WORKING_MNEMONIC	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	Die Charge für den vorgesehenen Gebrauch temperieren.	HIGH_CONTEXTUAL	all seven Bio occurrences use a tempering expansion; no independent atomic source value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
164	318	B4	f83r	f83r.25	F110	B4-S002	7db18b2f0fb7ed0fcfd3	FROZEN_14_CONTROL	qokedy	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SPÜLEN?	EXACT_WORKING_MNEMONIC	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	HIGH_CONTEXTUAL	all occurrences receive a rinse expansion in Bio; image and local station supply its arguments	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
165	319	B4	f83r	f83r.25	F111	B4-S003	6f7ff8287eddf4da9fdb	TOP10_RECURRENT_NONCONTROL	chdy|chedy	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	Rühre, bis alles gleichmäßig vermischt ist.	CONTRADICTORY	Herbal wringing/settling conflicts with repeated Bio mixing expansions	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
166	321	B4	f83r	f83r.26	F112	B4-S003	faf321940aed922846a9	FROZEN_14_CONTROL	otchey	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	ANTEIL?	EXACT_WORKING_MNEMONIC	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:faf321940aed922846a9] > [CARD:ANTEIL?] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Einen recordlokalen Anteil auswählen.	HIGH_CONTEXTUAL_LOW_SUPPORT	two occurrences select a portion; support is too small and unattested	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
167	322	B4	f83r	f83r.26	F112	B4-S003	0275fbf14e07935b0a45	FROZEN_14_CONTROL	okeey|qokeey	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	TEMPERIEREN?	EXACT_WORKING_MNEMONIC	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	Die Charge für den vorgesehenen Gebrauch temperieren.	HIGH_CONTEXTUAL	all seven Bio occurrences use a tempering expansion; no independent atomic source value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
168	323	B4	f83r	f83r.26	F112	B4-S003	276a7c2d74d1143446f4	FROZEN_14_CONTROL	choky|oky|qoky	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	ANWENDEN?	EXACT_WORKING_MNEMONIC	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen.	BROAD_CONTEXTUAL	use/application recurs, but route and object vary from internal use to external and bath use	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
169	324	B4	f83r	f83r.26	F112	B4-S003	dcda95c81a5460feb191	FROZEN_14_CONTROL	cheol|chol|ol|qol|sol|tol	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	FORMAL_ONLY	active record-state linkage recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
170	325	B4	f83r	f83r.26	F112	B4-S003	bc4f1f5c006c74a4d26d	TOP10_RECURRENT_NONCONTROL	cheedy|shedy|tedy	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	HIGH_CONTEXTUAL	all twelve Bio expansions mark readiness plus step ending; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
171	328	B4	f83r	f83r.27	F114	B4-S005	6f7ff8287eddf4da9fdb	TOP10_RECURRENT_NONCONTROL	chdy|chedy	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	Rühre, bis alles gleichmäßig vermischt ist.	CONTRADICTORY	Herbal wringing/settling conflicts with repeated Bio mixing expansions	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
172	329	B4	f83r	f83r.27	F114	B4-S005	7d25241b0e56c836372a	TOP10_RECURRENT_NONCONTROL	qokeedy	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt.	BROAD_CONTEXTUAL	a terminal construction recurs, but bathing, washing, and cloth immersion are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
173	332	B4	f83r	f83r.28	F117	B4-S008	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_WORKING_MNEMONIC	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
174	335	B4	f83r	f83r.28	F117	B4-S008	7db18b2f0fb7ed0fcfd3	FROZEN_14_CONTROL	qokedy	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SPÜLEN?	EXACT_WORKING_MNEMONIC	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	HIGH_CONTEXTUAL	all occurrences receive a rinse expansion in Bio; image and local station supply its arguments	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
175	336	B4	f83r	f83r.28	F118	B4-S009	bc4f1f5c006c74a4d26d	TOP10_RECURRENT_NONCONTROL	cheedy|shedy|tedy	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B4_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	HIGH_CONTEXTUAL	all twelve Bio expansions mark readiness plus step ending; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
176	338	B4	f83r	f83r.35	F120	B4-S011	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	B4_MAIN_LEFT_OPEN_FRINGE_STATION	DIRECT_VISIBLE	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_WORKING_MNEMONIC	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
177	341	B4	f83r	f83r.35	F120	B4-S011	1645e612504fcef59ced	TOP10_RECURRENT_NONCONTROL	okain|qokain	B4_MAIN_LEFT_OPEN_FRINGE_STATION	DIRECT_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Gib einen abgemessenen Anteil in das Gefäß.	HIGH_CONTEXTUAL	all seven Bio expansions add a measured share to a vessel; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
178	342	B4	f83r	f83r.35	F120	B4-S011	6f7ff8287eddf4da9fdb	TOP10_RECURRENT_NONCONTROL	chdy|chedy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	DIRECT_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	Rühre, bis alles gleichmäßig vermischt ist.	CONTRADICTORY	Herbal wringing/settling conflicts with repeated Bio mixing expansions	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
179	343	B4	f83r	f83r.37	F121	B4-S011	dcda95c81a5460feb191	FROZEN_14_CONTROL	cheol|chol|ol|qol|sol|tol	B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	FORMAL_ONLY	active record-state linkage recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
180	345	B4	f83r	f83r.37	F122	B4-S012	de7321bface5628e35d6	FROZEN_14_CONTROL	lchedy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	ABLASSEN?	EXACT_WORKING_MNEMONIC	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:de7321bface5628e35d6] > [CARD:ABLASSEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	HIGH_CONTEXTUAL	Bio expansions consistently drain used liquid, but no exact historical entry anchors the card	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
181	347	B4	f83r	f83r.37	F123	B4-S013	bc4f1f5c006c74a4d26d	TOP10_RECURRENT_NONCONTROL	cheedy|shedy|tedy	B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B4_MAIN_LEFT_OPEN_FRINGE_STATION] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	HIGH_CONTEXTUAL	all twelve Bio expansions mark readiness plus step ending; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
