anaphor_ordinal	covered_argument_mention_ordinals	repeat_group_ordinal	event_id	statement_id	physical_page	register	state_status	surface	final_context_recipe	argument_root	argument_scope	source_form_class	pronoun_card_id	mention_ordinal_for_argument	mention_count_for_argument	covered_argument_mention_count	source_start_char	source_end_char	target_start_char	target_end_char	source_argument_phrase_de	pronoun_de	guard
596	596	489	G407-E3061	G407-S468	f81v	BIOLOGICAL	NONSTATE_CARD	salshcthdy	S+A_ADDR+L+SH+CH+T+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	4	1	60	78	45	48	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
597	597	489	G407-E3061	G407-S468	f81v	BIOLOGICAL	NONSTATE_CARD	salshcthdy	S+A_ADDR+L+SH+CH+T+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	4	4	1	90	108	60	63	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
598	598	490	G407-E3071	G407-S469	f81v	BIOLOGICAL	NONSTATE_CARD	rshdy	R+SH+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	38	56	38	41	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
599	599	491	G407-E3075	G407-S470	f81v	BIOLOGICAL	NONSTATE_CARD	pchdy	P+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	43	61	43	46	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
600	600	492	G407-E3076	G407-S470	f81v	BIOLOGICAL	STATE_CARD	sshkchdy	SH+K+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	3	1	41	65	41	44	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
601	601	492	G407-E3076	G407-S470	f81v	BIOLOGICAL	STATE_CARD	sshkchdy	SH+K+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	3	3	1	83	107	62	65	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
602	602	493	G407-E3082	G407-S473	f81v	BIOLOGICAL	NONSTATE_CARD	ckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
603	603	494	G407-E3085	G407-S473	f81v	BIOLOGICAL	STATE_CARD	qokchdy	OK+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	64	88	64	67	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
604	604	495	G407-E3088	G407-S474	f81v	BIOLOGICAL	NONSTATE_CARD	cheky	CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
605	605	496	G407-E3093	G407-S477	f81v	BIOLOGICAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
606	606	497	G407-E3099	G407-S478	f81v	BIOLOGICAL	NONSTATE_CARD	shckhy	SH+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
607	607	497	G407-E3099	G407-S478	f81v	BIOLOGICAL	NONSTATE_CARD	shckhy	SH+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	63	81	48	51	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
608	608	498	G407-E3105	G407-S479	f81v	BIOLOGICAL	NONSTATE_CARD	qocthey	CARRIER_Q+O+CH+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	38	56	38	41	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
609	609	499	G407-E3106	G407-S479	f81v	BIOLOGICAL	NONSTATE_CARD	chekal	CH+K+AL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	43	67	43	46	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
610	610	500	G407-E3109	G407-S480	f81v	BIOLOGICAL	NONSTATE_CARD	lshety	L+SH+E+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
611	611	501	G407-E3129	G407-S485	f81v	BIOLOGICAL	NONSTATE_CARD	salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	4	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
612	612	501	G407-E3129	G407-S485	f81v	BIOLOGICAL	NONSTATE_CARD	salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	4	1	61	79	46	49	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
613	613	501	G407-E3129	G407-S485	f81v	BIOLOGICAL	NONSTATE_CARD	salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	4	4	1	95	113	65	68	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
614	614	502	G407-E3131	G407-S485	f81v	BIOLOGICAL	NONSTATE_CARD	qetchy	CARRIER_Q+E+T+CH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	42	60	42	45	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
615	615	503	G407-E3138	G407-S486	f81v	BIOLOGICAL	STATE_CARD	olcthdy	OL+CH+T+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	46	64	46	49	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
616	616	504	G407-E3140	G407-S486	f81v	BIOLOGICAL	STATE_CARD	okchedy	OK+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	64	88	64	67	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
617	617	505	G407-E3159	G407-S489	f81v	BIOLOGICAL	NONSTATE_CARD	tchd	T+CHD	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	50	74	50	53	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
618	618	506	G407-E3162	G407-S489	f81v	BIOLOGICAL	STATE_CARD	checholtar	CH+E+OL+T+AR	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	52	76	52	55	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
619	619	507	G407-E3174	G407-S493	f81v	BIOLOGICAL	NONSTATE_CARD	cheky	CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
620	620	508	G407-E3175	G407-S493	f81v	BIOLOGICAL	STATE_CARD	shckhedy	SH+CH+K+E+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	3	1	43	67	43	46	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
621	621	508	G407-E3175	G407-S493	f81v	BIOLOGICAL	STATE_CARD	shckhedy	SH+CH+K+E+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	3	3	1	78	102	57	60	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
622	622	509	G407-E3180	G407-S495	f82r	BIOLOGICAL	NONSTATE_CARD	shckhy	SH+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
623	623	509	G407-E3180	G407-S495	f82r	BIOLOGICAL	NONSTATE_CARD	shckhy	SH+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	63	81	48	51	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
624	624	510	G407-E3191	G407-S497	f82r	BIOLOGICAL	NONSTATE_CARD	lcheckhy	L+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
625	625	511	G407-E3194	G407-S497	f82r	BIOLOGICAL	STATE_CARD	lcheckhedy	L+CH+K+E+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	43	67	43	46	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
626	626	512	G407-E3197	G407-S498	f82r	BIOLOGICAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
627	627	513	G407-E3200	G407-S498	f82r	BIOLOGICAL	STATE_CARD	octheol	O+CH+T+E+OL	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P14	2	2	1	50	72	50	53	denselben Stationswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
628	628	514	G407-E3201	G407-S498	f82r	BIOLOGICAL	NONSTATE_CARD	chkeey	CH+K+EE+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
629	629	515	G407-E3205	G407-S499	f82r	BIOLOGICAL	NONSTATE_CARD	sheckhy	SH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
630	630	515	G407-E3205	G407-S499	f82r	BIOLOGICAL	NONSTATE_CARD	sheckhy	SH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	63	81	48	51	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
631	631	516	G407-E3208	G407-S499	f82r	BIOLOGICAL	NONSTATE_CARD	lkchedy	L+K+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	42	60	42	45	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
632	632	517	G407-E3211	G407-S500	f82r	BIOLOGICAL	STATE_CARD	cthol	CH+T+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	52	76	52	55	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
633	633	518	G407-E3219	G407-S502	f82r	BIOLOGICAL	NONSTATE_CARD	sheckhy	SH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
634	634	518	G407-E3219	G407-S502	f82r	BIOLOGICAL	NONSTATE_CARD	sheckhy	SH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	63	81	48	51	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
635	635	519	G407-E3221	G407-S502	f82r	BIOLOGICAL	NONSTATE_CARD	sheky	SH+E+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	35	53	35	38	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
636	636	520	G407-E3243	G407-S507	f82r	BIOLOGICAL	NONSTATE_CARD	ssholshecthy	S+SH+O+L+SH+E+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	5	1	32	50	32	35	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
637	637	520	G407-E3243	G407-S507	f82r	BIOLOGICAL	NONSTATE_CARD	ssholshecthy	S+SH+O+L+SH+E+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	5	1	58	76	43	46	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
638	638	520	G407-E3243	G407-S507	f82r	BIOLOGICAL	NONSTATE_CARD	ssholshecthy	S+SH+O+L+SH+E+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	4	5	1	86	104	56	59	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
639	639	520	G407-E3243	G407-S507	f82r	BIOLOGICAL	NONSTATE_CARD	ssholshecthy	S+SH+O+L+SH+E+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	5	5	1	116	134	71	74	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
640	640	521	G407-E3245	G407-S507	f82r	BIOLOGICAL	NONSTATE_CARD	chkedy	CH+K+E+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
641	641	522	G407-E3246	G407-S507	f82r	BIOLOGICAL	NONSTATE_CARD	rchey	R+CH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	40	58	40	43	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
642	642	523	G407-E3249	G407-S508	f82r	BIOLOGICAL	STATE_CARD	kolchdy	K+OL+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	50	68	50	53	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
643	643	524	G407-E3253	G407-S509	f82r	BIOLOGICAL	NONSTATE_CARD	chopchedy	CH+O+P+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
644	644	524	G407-E3253	G407-S509	f82r	BIOLOGICAL	NONSTATE_CARD	chopchedy	CH+O+P+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	71	89	56	59	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
645	645	525	G407-E3261	G407-S510	f82r	BIOLOGICAL	NONSTATE_CARD	checkho	CH+E+CH+K+O	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	3	1	42	66	42	45	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
646	646	525	G407-E3261	G407-S510	f82r	BIOLOGICAL	NONSTATE_CARD	checkho	CH+E+CH+K+O	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	3	3	1	77	101	56	59	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
647	647	526	G407-E3264	G407-S510	f82r	BIOLOGICAL	NONSTATE_CARD	okarchedy	OK+AR+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	58	76	58	61	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
648	648	527	G407-E3265	G407-S510	f82r	BIOLOGICAL	NONSTATE_CARD	tcheol	T+CH+E+O+L	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	48	72	48	51	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
649	649	528	G407-E3311	G407-S524	f82r	BIOLOGICAL	NONSTATE_CARD	ralchey	R+AL+CH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	40	58	40	43	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
650	650	529	G407-E3312	G407-S524	f82r	BIOLOGICAL	STATE_CARD	polched	P+OL+CHD	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	57	81	57	60	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
651	651	530	G407-E3329	G407-S527	f82r	BIOLOGICAL	NONSTATE_CARD	posalshy	P+O+S+A_ADDR+L+SH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
652	652	530	G407-E3329	G407-S527	f82r	BIOLOGICAL	NONSTATE_CARD	posalshy	P+O+S+A_ADDR+L+SH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	65	83	50	53	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
653	653	531	G407-E3331	G407-S528	f82r	BIOLOGICAL	NONSTATE_CARD	cphal	CH+P+AL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	43	67	43	46	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
654	654	532	G407-E3339	G407-S530	f82r	BIOLOGICAL	NONSTATE_CARD	cheoky	CH+E+O+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
655	655	533	G407-E3341	G407-S531	f82r	BIOLOGICAL	NONSTATE_CARD	salshey	S+A_ADDR+L+SH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	35	53	35	38	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
656	656	534	G407-E3349	G407-S531	f82r	BIOLOGICAL	NONSTATE_CARD	cheor	CH+E+O+R	AIIN	SINGLE_ARGUMENT	CARRIED	GDT573-P14	2	2	1	44	66	44	47	denselben Stationswert	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
657	657	535	G407-E3352	G407-S531	f82r	BIOLOGICAL	NONSTATE_CARD	shckhey	SH+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
658	658	535	G407-E3352	G407-S531	f82r	BIOLOGICAL	NONSTATE_CARD	shckhey	SH+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	63	81	48	51	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
659	659	536	G407-E3356	G407-S531	f82r	BIOLOGICAL	NONSTATE_CARD	rasy	R+A_ADDR+S+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	38	56	38	41	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
660	660	537	G407-E3358	G407-S531	f82r	BIOLOGICAL	NONSTATE_CARD	qcthey	CH+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	38	56	38	41	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
661	661	538	G407-E3381	G407-S537	f82r	BIOLOGICAL	NONSTATE_CARD	qockhey	O+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
662	662	539	G407-E3390	G407-S539	f82r	BIOLOGICAL	NONSTATE_CARD	ches	CH+E+S	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	43	67	43	46	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
663	663	540	G407-E3395	G407-S539	f82r	BIOLOGICAL	STATE_CARD	pchedy	P+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	49	73	49	52	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
664	664	541	G407-E3396	G407-S540	f82r	BIOLOGICAL	NONSTATE_CARD	rsheal	R+SH+E+AL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	44	68	44	47	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
665	665	542	G407-E3399	G407-S542	f82r	BIOLOGICAL	STATE_CARD	rshedy	R+SH+E+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	44	68	44	47	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
666	666	543	G407-E3407	G407-S548	f82r	BIOLOGICAL	NONSTATE_CARD	chcthey	CH+CH+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
667	667	543	G407-E3407	G407-S548	f82r	BIOLOGICAL	NONSTATE_CARD	chcthey	CH+CH+T+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	66	84	51	54	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
668	668	544	G407-E3417	G407-S551	f82r	BIOLOGICAL	NONSTATE_CARD	rchedy	R+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	42	60	42	45	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
669	669	545	G407-E3433	G407-S555	f82r	BIOLOGICAL	NONSTATE_CARD	rsheedy	R+SH+EE+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	38	56	38	41	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
670	670	546	G407-E3442	G407-S556	f82r	BIOLOGICAL	NONSTATE_CARD	chckhey	CH+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
671	671	546	G407-E3442	G407-S556	f82r	BIOLOGICAL	NONSTATE_CARD	chckhey	CH+CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	65	83	50	53	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
672	672	547	G407-E3444	G407-S556	f82r	BIOLOGICAL	NONSTATE_CARD	lcheckhy	L+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
