projection_ordinal	in_exact_542_join	gdt800_occurrence_id	gdt791_occurrence_ordinal	gdt791_occurrence_id	source_selector	physical_page	locus	token_index	token_count	surface	stem	terminal	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	occurrence_kind	line_kind	paragraph_start	paragraph_end_line	paragraph_role	paragraph_close	legacy_statement_id	statement_close	record_id	record_close	panel_id	panel_close	topology_family	register	context_scope	structurally_internal	semantic_export_credit
441	1	GDT800-O2857	3893	G407-E2693	f77r	f77r	f77r.45	9	11	ol	o	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S392	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
442	1	GDT800-O2858	3898	G407-E2698	f77r	f77r	f77r.46	3	8	tal	ta	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S392	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
443	1	GDT800-O2859	3899	G407-E2699	f77r	f77r	f77r.46	4	8	cheol	cheo	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S392	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
444	1	GDT800-O2860	3905	G407-E2705	f77r	f77r	f77r.47	2	8	dal	da	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S392	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
445	1	GDT800-O2861	3907	G407-E2707	f77r	f77r	f77r.47	4	8	sal	sa	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S392	0	F77_P3	0	F77_LOWER_VESSEL	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DEEP_PANEL_RECORD	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
446	1	GDT800-O3275	3919	G407-E2716	f81r	f81r	f81r.1	3	7	shol	sho	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S394	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
447	1	GDT800-O3285	3927	G407-E2724	f81r	f81r	f81r.2	4	8	qokol	qoko	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S396	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
448	1	GDT800-O3286	3928	G407-E2725	f81r	f81r	f81r.2	5	8	chol	cho	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S396	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
449	1	GDT800-O3299	3935	G407-E2732	f81r	f81r	f81r.3	4	8	olkal	olka	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S396	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
450	1	GDT800-O3300	3936	G407-E2733	f81r	f81r	f81r.3	5	8	ol	o	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S396	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
451	1	GDT800-O3304	3942	G407-E2739	f81r	f81r	f81r.4	3	7	ol	o	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S397	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
452	1	GDT800-O3305	3943	G407-E2740	f81r	f81r	f81r.4	4	7	ol	o	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S397	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
453	1	GDT800-O3306	3946	G407-E2743	f81r	f81r	f81r.4	7	7	al	a	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S397	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
454	1	GDT800-O3307	3948	G407-E2745	f81r	f81r	f81r.5	2	9	cheol	cheo	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S397	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
455	1	GDT800-O3308	3950	G407-E2747	f81r	f81r	f81r.5	4	9	ol	o	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S397	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
456	1	GDT800-O3309	3951	G407-E2748	f81r	f81r	f81r.5	5	9	ol	o	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S397	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
457	1	GDT800-O3310	3953	G407-E2750	f81r	f81r	f81r.5	7	9	ol	o	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S397	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
458	1	GDT800-O3311	3957	G407-E2754	f81r	f81r	f81r.6	2	7	ol	o	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S397	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
459	1	GDT800-O3312	3962	G407-E2759	f81r	f81r	f81r.6	7	7	ol	o	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S397	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
460	1	GDT800-O3276	3978	G407-E2775	f81r	f81r	f81r.10	1	6	chol	cho	l	5	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S400	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
461	1	GDT800-O3277	3990	G407-E2787	f81r	f81r	f81r.12	3	6	ol	o	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S405	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
462	1	GDT800-O3278	3994	G407-E2791	f81r	f81r	f81r.13	1	6	dchol	dcho	l	5	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S406	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
463	1	GDT800-O3279	4004	G407-E2801	f81r	f81r	f81r.14	5	6	arol	aro	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S410	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
464	1	GDT800-O3280	4007	G407-E2804	f81r	f81r	f81r.15	2	5	ol	o	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S411	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
465	1	GDT800-O3281	4015	G407-E2812	f81r	f81r	f81r.16	5	6	opol	opo	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S415	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
466	1	GDT800-O3282	4022	G407-E2819	f81r	f81r	f81r.17	6	7	ol	o	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S417	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
467	1	GDT800-O3283	4026	G407-E2823	f81r	f81r	f81r.18	3	6	ol	o	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S419	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
468	1	GDT800-O3284	4034	G407-E2831	f81r	f81r	f81r.19	5	5	olam	ola	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S424	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
469	1	GDT800-O3287	4043	G407-E2840	f81r	f81r	f81r.21	2	7	qokal	qoka	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S425	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
470	1	GDT800-O3288	4048	G407-E2845	f81r	f81r	f81r.21	7	7	lol	lo	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S425	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
471	1	GDT800-O3289	4049	G407-E2846	f81r	f81r	f81r.22	1	9	qotal	qota	l	8	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S425	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
472	1	GDT800-O3290	4052	G407-E2849	f81r	f81r	f81r.22	4	9	ol	o	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S425	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
473	1	GDT800-O3291	4054	G407-E2851	f81r	f81r	f81r.22	6	9	ol	o	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S425	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
474	1	GDT800-O3292	4056	G407-E2853	f81r	f81r	f81r.22	8	9	ol	o	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S425	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
475	1	GDT800-O3293	4067	G407-E2864	f81r	f81r	f81r.24	4	7	cheol	cheo	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S426	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
476	1	GDT800-O3294	4076	G407-E2873	f81r	f81r	f81r.25	6	8	okal	oka	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S428	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
477	1	GDT800-O3295	4081	G407-E2878	f81r	f81r	f81r.26	3	7	oteol	oteo	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S429	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
478	1	GDT800-O3296	4086	G407-E2883	f81r	f81r	f81r.27	1	6	sol	so	l	5	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S430	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
479	1	GDT800-O3297	4090	G407-E2887	f81r	f81r	f81r.27	5	6	dol	do	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S432	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
480	1	GDT800-O3298	4107	G407-E2904	f81r	f81r	f81r.29	9	9	ol	o	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S434	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
481	1	GDT800-O3301	4113	G407-E2910	f81r	f81r	f81r.30	6	8	ol	o	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S436	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
482	1	GDT800-O3302	4116	G407-E2913	f81r	f81r	f81r.31	1	11	sol	so	l	10	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S436	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
483	1	GDT800-O3303	4118	G407-E2915	f81r	f81r	f81r.31	3	11	ol	o	l	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	1	END	0	G407-S437	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
484	1	GDT800-O3313	4130	G407-E2927	f81v	f81v	f81v.1	4	11	shekal	sheka	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S442	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
485	1	GDT800-O3314	4131	G407-E2928	f81v	f81v	f81v.1	5	11	dal	da	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S442	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
486	1	GDT800-O3315	4133	G407-E2930	f81v	f81v	f81v.1	7	11	ol	o	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S442	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
487	1	GDT800-O3330	4141	G407-E2938	f81v	f81v	f81v.2	4	12	okal	oka	l	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S444	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
488	1	GDT800-O3331	4143	G407-E2940	f81v	f81v	f81v.2	6	12	ol	o	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S444	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
489	1	GDT800-O3332	4146	G407-E2943	f81v	f81v	f81v.2	9	12	al	a	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S444	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
490	1	GDT800-O3333	4147	G407-E2944	f81v	f81v	f81v.2	10	12	ol	o	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S444	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
491	1	GDT800-O3334	4148	G407-E2945	f81v	f81v	f81v.2	11	12	rol	ro	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S444	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
492	1	GDT800-O3335	4149	G407-E2946	f81v	f81v	f81v.2	12	12	dl	d	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S444	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
493	1	GDT800-O3351	4157	G407-E2954	f81v	f81v	f81v.3	8	9	dalal	dala	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S446	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
494	1	GDT800-O3352	4163	G407-E2960	f81v	f81v	f81v.4	5	10	ol	o	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S447	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
495	1	GDT800-O3353	4180	G407-E2977	f81v	f81v	f81v.6	3	11	ol	o	l	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S448	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
496	1	GDT800-O3354	4182	G407-E2979	f81v	f81v	f81v.6	5	11	cheol	cheo	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S448	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
497	1	GDT800-O3355	4190	G407-E2987	f81v	f81v	f81v.7	2	9	ol	o	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S449	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
498	1	GDT800-O3316	4222	G407-E3019	f81v	f81v	f81v.10	8	8	dairam	daira	m	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	1	0	START	0	G407-S458	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
499	1	GDT800-O3317	4235	G407-E3032	f81v	f81v	f81v.12	2	9	ol	o	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S458	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
500	1	GDT800-O3318	4251	G407-E3048	f81v	f81v	f81v.13	9	9	okal	oka	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S465	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
501	1	GDT800-O3319	4260	G407-E3057	f81v	f81v	f81v.15	1	9	qokal	qoka	l	8	FIRST	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S468	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
502	1	GDT800-O3320	4262	G407-E3059	f81v	f81v	f81v.15	3	9	ol	o	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S468	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
503	1	GDT800-O3321	4272	G407-E3069	f81v	f81v	f81v.16	4	10	ol	o	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S469	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
504	1	GDT800-O3322	4281	G407-E3078	f81v	f81v	f81v.17	3	9	ol	o	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S471	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
505	1	GDT800-O3323	4286	G407-E3083	f81v	f81v	f81v.17	8	9	dl	d	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S473	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
506	1	GDT800-O3324	4287	G407-E3084	f81v	f81v	f81v.17	9	9	ral	ra	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S473	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
507	1	GDT800-O3325	4290	G407-E3087	f81v	f81v	f81v.18	3	10	ol	o	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S474	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
508	1	GDT800-O3326	4292	G407-E3089	f81v	f81v	f81v.18	5	10	ol	o	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S474	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
509	1	GDT800-O3327	4299	G407-E3096	f81v	f81v	f81v.19	2	10	ol	o	l	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S477	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
