statement_id	legacy_statement_id	physical_page	register	visible_owner_or_namespace_de	locus_span	locus_count	crosses_physical_line	event_count	surface_sequence	component_sequence	portable_literal_de	fluent_workshop_de	end_mode	boundary_reading_de	reading_source	source_release	event_ids
P1006-S377	P915-C268	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.11	1	NO	4	qokaiin chkain shcthey qokedy	OK+AIIN | CHK+AIN | SH+CTH+E+Y | OK+E+DY	SETZEN · MASS | BEHANDELN · PORTION | HALTEN · BEREIT · KURZ · POSTEN | SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante die vorgesehene Füllung einstellen, kurz halten und behandeln, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1500|P912-E1501|P912-E1502|P912-E1503
P1006-S378	P915-C269	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.11	1	NO	2	okair sheedy	OK+AIR | SH+EE+DY	SETZEN · LAUF | HALTEN · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante länger halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1504|P912-E1505
P1006-S379	P915-C270	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.11	1	NO	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1506
P1006-S380	P915-C271	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.11|f83r.12	2	YES	8	lo qockhol sheckhy otal qokeal sheckhdy al okedy	L+O | CARRIER_Q+O+CKH+OL | SH+E+CKH+Y | OT+AL | OK+E+AL | SH+E+CKH+D_ADDR+Y | AL | OK+E+DY	LEITEN · AUSFÜHREN | BEGINN · AUSFÜHREN · DURCHLASS · FORTSETZEN | HALTEN · KURZ · DURCHLASS · POSTEN | DANACH · ZIEL | SETZEN · KURZ · ZIEL | HALTEN · KURZ · DURCHLASS · TEIL · POSTEN | ZIEL | SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1507|P912-E1508|P912-E1509|P912-E1510|P912-E1511|P912-E1512|P912-E1513|P912-E1514
P1006-S381	P915-C272	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.12	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1515
P1006-S382	P915-C273	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.12|f83r.13	2	YES	4	qokal salcheol tar shedy	OK+AL | S+AL+CHEO+L | T+AR | SHED+DY	SETZEN · ZIEL | AUSWÄHLEN · ZIEL · AUSZUG · LEITEN | STELLEN · QUELLE | ABSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen, den Auszug weiterverwenden, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1516|P912-E1517|P912-E1518|P912-E1519
P1006-S383	P915-C274	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.13	1	NO	4	s altedy sair qokedy	S | AL+T+E+D_ADDR+Y | S+AIR | OK+E+DY	AUSWÄHLEN | ZIEL · STELLEN · KURZ · TEIL · POSTEN | AUSWÄHLEN · LAUF | SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1520|P912-E1521|P912-E1522|P912-E1523
P1006-S384	P915-C275	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.13	1	NO	1	qedy	CARRIER_Q+E+DY	BEGINN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1524
P1006-S385	P915-C276	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.13	1	NO	1	lchcphedy	L+CH+CPH+E+DY	LEITEN · NEHMEN · UMLEITEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1525
P1006-S386	P915-C277	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.13|f83r.14	2	YES	3	ldar qokchedy qokeedy	L+DA+R | OK+CHD+Y | OK+EE+DY	LEITEN · ZWEIT · MERKEN | SETZEN · UMSETZEN · POSTEN | SETZEN · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1526|P912-E1527|P912-E1528
P1006-S387	P915-C278	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.14	1	NO	1	shedy	SHED+DY	ABSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1529
P1006-S388	P915-C279	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.14	1	NO	1	qokshedy	OK+SH+E+DY	SETZEN · HALTEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1530
P1006-S389	P915-C280	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.14	1	NO	2	dal lchedy	AL | L+CHD+DY	ZIEL | LEITEN · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1531|P912-E1532
P1006-S390	P915-C281	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.14|f83r.15	2	YES	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	OK+AIIN | SH+CTH+Y | AL | Y | S+AIIN | SHED+AL | SH+E+CTH+Y | Y | T+AL | SH+CTH+Y | AL+CHD+DY	SETZEN · MASS | HALTEN · BEREIT · POSTEN | ZIEL | POSTEN | AUSWÄHLEN · MASS | ABSETZEN · ZIEL | HALTEN · KURZ · BEREIT · POSTEN | POSTEN | STELLEN · ZIEL | HALTEN · BEREIT · POSTEN | ZIEL · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1533|P912-E1534|P912-E1535|P912-E1536|P912-E1537|P912-E1538|P912-E1539|P912-E1540|P912-E1541|P912-E1542|P912-E1543
P1006-S391	P915-C282	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.15	1	NO	1	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1544
P1006-S392	P915-C283	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.15	1	NO	1	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1545
P1006-S393	P915-C284	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.16	1	NO	2	tchedy qokchdy	T+CHD+Y | OK+CHD+DY	STELLEN · UMSETZEN · POSTEN | SETZEN · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1546|P912-E1547
P1006-S394	P915-C285	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.16|f83r.17|f83r.18	3	YES	14	cheedar chldaiin chedy qokain checthy chealror dcheokedy lkeed shckhey ytaiin shechy schety pdalshdy shocphedy	EE+AR | L+AIIN | CHD+Y | OK+AIN | CTH+Y | AL+R+OR | D_ADDR+CHEO+K+E+D_ADDR+Y | L+K+EE+D_ADDR | SH+CKH+E+Y | Y+T+AIIN | SH+E+CH+Y | S+CH+E+T+Y | P+DA+LSH+D_ADDR+Y | SH+O+CPH+E+DY	LÄNGER · QUELLE | LEITEN · MASS | UMSETZEN · POSTEN | SETZEN · PORTION | BEREIT · POSTEN | ZIEL · MERKEN · ANSATZ | TEIL · AUSZUG · GEBEN · KURZ · TEIL · POSTEN | LEITEN · GEBEN · LÄNGER · TEIL | HALTEN · DURCHLASS · KURZ · POSTEN | POSTEN · STELLEN · MASS | HALTEN · KURZ · NEHMEN · POSTEN | AUSWÄHLEN · NEHMEN · KURZ · STELLEN · POSTEN | EINSETZEN · ZWEIT · SPÜLEN · TEIL · POSTEN | HALTEN · AUSFÜHREN · UMLEITEN · KURZ · SCHLUSS	Aus dem Sammelbecken den Posten nach Sollwert umsetzen, bis zum Klarpunkt führen, länger durch den sichtbaren Durchlass halten und anschließend spülen und umleiten; schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E1548|P912-E1549|P912-E1550|P912-E1551|P912-E1552|P912-E1553|P912-E1554|P912-E1555|P912-E1556|P912-E1557|P912-E1558|P912-E1559|P912-E1560|P912-E1561
P1006-S395	P915-C286	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.18	1	NO	2	otor shedy	OT+OR | SHED+DY	DANACH · ANSATZ | ABSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1562|P912-E1563
P1006-S396	P915-C287	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.18|f83r.19	2	YES	11	opshedy otshdy qokedol shdy soldy sar shedaiin ockhey sain ched shedy	O+P+SHED+Y | OT+SH+D_ADDR+Y | OK+E+D_ADDR+OL | SH+D_ADDR+Y | S+OL+D_ADDR+Y | S+AR | SHED+AIIN | O+CKH+E+Y | S+AIN | CHD | SHED+DY	AUSFÜHREN · EINSETZEN · ABSETZEN · POSTEN | DANACH · HALTEN · TEIL · POSTEN | SETZEN · KURZ · TEIL · FORTSETZEN | HALTEN · TEIL · POSTEN | AUSWÄHLEN · FORTSETZEN · TEIL · POSTEN | AUSWÄHLEN · QUELLE | ABSETZEN · MASS | AUSFÜHREN · DURCHLASS · KURZ · POSTEN | AUSWÄHLEN · PORTION | UMSETZEN | ABSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, in die Arbeitsstation geben, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1564|P912-E1565|P912-E1566|P912-E1567|P912-E1568|P912-E1569|P912-E1570|P912-E1571|P912-E1572|P912-E1573|P912-E1574
P1006-S397	P915-C288	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.19	1	NO	3	qetal dal shedy	CARRIER_Q+E+T+AL | AL | SHED+DY	BEGINN · KURZ · STELLEN · ZIEL | ZIEL | ABSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1575|P912-E1576|P912-E1577
P1006-S398	P915-C289	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.19	1	NO	2	shey lchedy	SH+E+Y | L+CHD+DY	HALTEN · KURZ · POSTEN | LEITEN · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1578|P912-E1579
P1006-S399	P915-C290	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.20	1	NO	2	solkeedy qoteedy	SOLK+EE+D_ADDR+Y | OT+EE+DY	AUFFANGEN · LÄNGER · TEIL · POSTEN | DANACH · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante im Empfangsbecken auffangen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1580|P912-E1581
P1006-S400	P915-C291	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.20	1	NO	2	qokeey qokedy	OK+EE+Y | OK+E+DY	SETZEN · LÄNGER · POSTEN | SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1582|P912-E1583
P1006-S401	P915-C292	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.20	1	NO	3	sol cheeety qokedy	OL | EEE+T+Y | OK+E+DY	FORTSETZEN | VOLL · STELLEN · POSTEN | SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1584|P912-E1585|P912-E1586
P1006-S402	P915-C293	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.20|f83r.21	2	YES	4	qoky saiin solkeedy qokedy	OK+Y | S+AIIN | SOLK+EE+D_ADDR+Y | OK+E+DY	SETZEN · POSTEN | AUSWÄHLEN · MASS | AUFFANGEN · LÄNGER · TEIL · POSTEN | SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, im Empfangsbecken auffangen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1587|P912-E1588|P912-E1589|P912-E1590
P1006-S403	P915-C294	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.21	1	NO	1	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1591
P1006-S404	P915-C295	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.21	1	NO	3	sol chedy lkedy	OL | CHD+Y | L+K+E+DY	FORTSETZEN | UMSETZEN · POSTEN | LEITEN · GEBEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1592|P912-E1593|P912-E1594
P1006-S405	P915-C296	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.21	1	NO	2	qokchedy qokedy	OK+CHD+Y | OK+E+DY	SETZEN · UMSETZEN · POSTEN | SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1595|P912-E1596
P1006-S406	P915-C297	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.21|f83r.22	2	YES	4	chckhdy sar schedair otchedy	CH+CKH+D_ADDR+Y | S+AR | CHD+AIR | OT+CHD+DY	NEHMEN · DURCHLASS · TEIL · POSTEN | AUSWÄHLEN · QUELLE | UMSETZEN · LAUF | DANACH · UMSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1597|P912-E1598|P912-E1599|P912-E1600
P1006-S407	P915-C298	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.22	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1601
P1006-S408	P915-C299	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.22	1	NO	5	chedain chedy qotedaiin otaiin otedy	CHD+AIN | CHD+Y | OT+E+AIIN | OT+AIIN | OT+E+DY	UMSETZEN · PORTION | UMSETZEN · POSTEN | DANACH · KURZ · MASS | DANACH · MASS | DANACH · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1602|P912-E1603|P912-E1604|P912-E1605|P912-E1606
P1006-S409	P915-C300	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.22	1	NO	1	ldy	L+DY	LEITEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1607
P1006-S410	P915-C301	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.23	1	NO	2	tchedy qotedy	T+CHD+Y | OT+E+DY	STELLEN · UMSETZEN · POSTEN | DANACH · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1608|P912-E1609
P1006-S411	P915-C302	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.23	1	NO	2	qokal shedy	OK+AL | SHED+DY	SETZEN · ZIEL | ABSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1610|P912-E1611
P1006-S412	P915-C303	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.23	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1612
P1006-S413	P915-C304	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.23|f83r.24	2	YES	10	shecthedy shecthy otor chedy soiiin checthy chety otaiin olsaly shedy	SH+E+CTH+E+D_ADDR+Y | SH+E+CTH+Y | OT+OR | CHD+Y | S+O+LOCAL_CHAR_I+IIN | CTH+Y | T+Y | OT+AIIN | OL+AL+Y | SHED+DY	HALTEN · KURZ · BEREIT · KURZ · TEIL · POSTEN | HALTEN · KURZ · BEREIT · POSTEN | DANACH · ANSATZ | UMSETZEN · POSTEN | AUSWÄHLEN · AUSFÜHREN · UNTERSTUFE · STUFE | BEREIT · POSTEN | STELLEN · POSTEN | DANACH · MASS | FORTSETZEN · ZIEL · POSTEN | ABSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1613|P912-E1614|P912-E1615|P912-E1616|P912-E1617|P912-E1618|P912-E1619|P912-E1620|P912-E1621|P912-E1622
P1006-S414	P915-C305	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.25	1	NO	1	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1623
P1006-S415	P915-C306	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.25	1	NO	3	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+DY	FORTSETZEN · POSTEN | SETZEN · LÄNGER · POSTEN | SETZEN · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1624|P912-E1625|P912-E1626
P1006-S416	P915-C307	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.25|f83r.26	2	YES	7	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | T+OL | SHED+DY	UMSETZEN · POSTEN | DANACH · ZIEL | DANACH · POSTEN | SETZEN · LÄNGER · POSTEN | SETZEN · POSTEN | STELLEN · FORTSETZEN | ABSETZEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1627|P912-E1628|P912-E1629|P912-E1630|P912-E1631|P912-E1632|P912-E1633
P1006-S417	P915-C308	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.26	1	NO	1	qokylddy	OK+Y+LD+DY	SETZEN · POSTEN · BEFESTIGEN · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsgang nach der Vorlage ausführen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1634
P1006-S418	P915-C309	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.27	1	NO	3	dain chedy qokeedy	AIN | CHD+Y | OK+EE+DY	PORTION | UMSETZEN · POSTEN | SETZEN · LÄNGER · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1635|P912-E1636|P912-E1637
P1006-S419	P915-C310	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.27	1	NO	1	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1638
P1006-S420	P915-C311	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.27	1	NO	1	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1639
