book_event_ordinal	event_id	physical_page	register	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	event_role	statement_id	source_release
2357	P912-E2357	f70v	CELESTIAL	f70v2.32	CURRENT_BASE	oteeos	OT+EE+O+S_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Sternbezug.	LOCAL_ADDRESS_OR_LABEL		PASS1002
2358	P912-E2358	f70v	CELESTIAL	f70v2.32	CURRENT_BASE	oteos	OT+E+O+S_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug.	LOCAL_ADDRESS_OR_LABEL		PASS1002
2359	P912-E2359	f70v	CELESTIAL	f70v2.32	CURRENT_BASE	aiin	AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: verzeichneter Sollwert.	LOCAL_ADDRESS_OR_LABEL		PASS1002
2360	P912-E2360	f70v	CELESTIAL	f70v2.32	CURRENT_BASE	daim	DA+IIN+M_LOCAL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe, m-Zeichen.	LOCAL_ADDRESS_OR_LABEL		PASS1002
2361	P912-E2361	f70v	CELESTIAL	f70v2.33	CURRENT_BASE	otolal	OT+OL+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, gleiche Reihe weiter, Zielplatz.	LOCAL_ADDRESS_OR_LABEL		PASS1002
2362	P912-E2362	f88r	PHARMA	f88r.1	CURRENT_BASE	otorchety	OT+OR+CH+E+T+Y	LOKALES DROGENETIKETT KOPIEREN	WURZELBÜNDEL	LOCAL_ADDRESS_OR_LABEL		PASS1002
2363	P912-E2363	f88r	PHARMA	f88r.2	CURRENT_BASE	osal	O+S+AL	LOKALES DROGENETIKETT KOPIEREN	SPINDELWURZEL	LOCAL_ADDRESS_OR_LABEL		PASS1002
2364	P912-E2364	f88r	PHARMA	f88r.3	CURRENT_BASE	orald	OR+AL+D_ADDR	LOKALES DROGENETIKETT KOPIEREN	FASERWURZELBÜNDEL	LOCAL_ADDRESS_OR_LABEL		PASS1002
2365	P912-E2365	f88r	PHARMA	f88r.4	CURRENT_BASE	oldar	OL+DA+R	LOKALES DROGENETIKETT KOPIEREN	KNOLLENWURZEL	LOCAL_ADDRESS_OR_LABEL		PASS1002
2366	P912-E2366	f88r	PHARMA	f88r.5	CURRENT_BASE	otoky	OT+OK+Y	LOKALES DROGENETIKETT KOPIEREN	SCHLINGWURZEL	LOCAL_ADDRESS_OR_LABEL		PASS1002
2367	P912-E2367	f88r	PHARMA	f88r.6	CURRENT_BASE	otaly	OT+AL+Y	LOKALES DROGENETIKETT KOPIEREN	LANZETTBLATT	LOCAL_ADDRESS_OR_LABEL		PASS1002
2368	P912-E2368	f88r	PHARMA	f88r.7	CURRENT_BASE	dorsheoy	D_ADDR+OR+SH+E+O+Y	TEIL · ANSATZ · HALTEN · KURZ · AUSFÜHREN · POSTEN	TEIL · ANSATZ · HALTEN · KURZ · AUSFÜHREN · POSTEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2369	P912-E2369	f88r	PHARMA	f88r.7	CURRENT_BASE	ctheol	CTH+E+OL	BEREIT · KURZ · FORTSETZEN	BEREIT · KURZ · FORTSETZEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2370	P912-E2370	f88r	PHARMA	f88r.7	CURRENT_BASE	qockhey	O+CKH+E+Y	AUSFÜHREN · DURCHLASS · KURZ · POSTEN	AUSFÜHREN · DURCHLASS · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2371	P912-E2371	f88r	PHARMA	f88r.7	CURRENT_BASE	dory	D_ADDR+OR+Y	TEIL · ANSATZ · POSTEN	TEIL · ANSATZ · POSTEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2372	P912-E2372	f88r	PHARMA	f88r.7	CURRENT_BASE	sheor	SH+E+OR	HALTEN · KURZ · ANSATZ	HALTEN · KURZ · ANSATZ	RUNNING_STATEMENT	P1006-S445	PASS1002
2373	P912-E2373	f88r	PHARMA	f88r.7	CURRENT_BASE	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	HALTEN · FORTSETZEN · NEBENWEG · NEHMEN · ANSATZ	HALTEN · FORTSETZEN · NEBENWEG · ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S445	PASS1002
2374	P912-E2374	f88r	PHARMA	f88r.7	CURRENT_BASE	dal	AL	ZIEL	ZIELSTELLE	RUNNING_STATEMENT	P1006-S445	PASS1002
2375	P912-E2375	f88r	PHARMA	f88r.7	CURRENT_BASE	chcthol	CH+CTH+OL	NEHMEN · BEREIT · FORTSETZEN	ENTNEHMEN · BEREIT · FORTSETZEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2376	P912-E2376	f88r	PHARMA	f88r.8	CURRENT_BASE	ral	R+AL	MERKEN · ZIEL	MERKEN · ZIELSTELLE	RUNNING_STATEMENT	P1006-S445	PASS1002
2377	P912-E2377	f88r	PHARMA	f88r.8	CURRENT_BASE	sheom	SH+E+O+AM_ADDR	HALTEN · KURZ · AUSFÜHREN · INNEN	HALTEN · KURZ · AUSFÜHREN · INNEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2378	P912-E2378	f88r	PHARMA	f88r.8	CURRENT_BASE	keol	K+E+OL	GEBEN · KURZ · FORTSETZEN	ZUGEBEN · KURZ · FORTSETZEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2379	P912-E2379	f88r	PHARMA	f88r.8	CURRENT_BASE	chear	CH+E+AR	NEHMEN · KURZ · QUELLE	ENTNEHMEN · KURZ · VORRAT	RUNNING_STATEMENT	P1006-S445	PASS1002
2380	P912-E2380	f88r	PHARMA	f88r.8	CURRENT_BASE	shekor	SH+E+K+OR	HALTEN · KURZ · GEBEN · ANSATZ	HALTEN · KURZ · ZUGEBEN · ANSATZ	RUNNING_STATEMENT	P1006-S445	PASS1002
2381	P912-E2381	f88r	PHARMA	f88r.8	CURRENT_BASE	qokor	OK+OR	SETZEN · ANSATZ	ANSETZEN · ANSATZ	RUNNING_STATEMENT	P1006-S445	PASS1002
2382	P912-E2382	f88r	PHARMA	f88r.8	CURRENT_BASE	daiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S445	PASS1002
2383	P912-E2383	f88r	PHARMA	f88r.8	CURRENT_BASE	sar	S+AR	AUSWÄHLEN · QUELLE	AUSWÄHLEN · VORRAT	RUNNING_STATEMENT	P1006-S445	PASS1002
2384	P912-E2384	f88r	PHARMA	f88r.8	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2385	P912-E2385	f88r	PHARMA	f88r.8	CURRENT_BASE	aiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S445	PASS1002
2386	P912-E2386	f88r	PHARMA	f88r.8	CURRENT_BASE	oky	OK+Y	SETZEN · POSTEN	ANSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2387	P912-E2387	f88r	PHARMA	f88r.8	CURRENT_BASE	sam	S+AM_ADDR	AUSWÄHLEN · INNEN	AUSWÄHLEN · INNEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2388	P912-E2388	f88r	PHARMA	f88r.9	CURRENT_BASE	oain	O+AIN	AUSFÜHREN · PORTION	AUSFÜHREN · PORTION	RUNNING_STATEMENT	P1006-S445	PASS1002
2389	P912-E2389	f88r	PHARMA	f88r.9	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	RUNNING_STATEMENT	P1006-S445	PASS1002
2390	P912-E2390	f88r	PHARMA	f88r.9	CURRENT_BASE	om	O+AM_ADDR	AUSFÜHREN · INNEN	AUSFÜHREN · INNEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2391	P912-E2391	f88r	PHARMA	f88r.9	CURRENT_BASE	otam	OT+AM_ADDR	DANACH · INNEN	DANACH · INNEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2392	P912-E2392	f88r	PHARMA	f88r.9	CURRENT_BASE	okeom	OK+E+O+AM_ADDR	SETZEN · KURZ · AUSFÜHREN · INNEN	ANSETZEN · KURZ · AUSFÜHREN · INNEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2393	P912-E2393	f88r	PHARMA	f88r.9	CURRENT_BASE	cheeor	CH+EE+OR	NEHMEN · LÄNGER · ANSATZ	ENTNEHMEN · LÄNGER · ANSATZ	RUNNING_STATEMENT	P1006-S445	PASS1002
2394	P912-E2394	f88r	PHARMA	f88r.9	CURRENT_BASE	qokeody	OK+E+O+D_ADDR+Y	SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	ANSETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2395	P912-E2395	f88r	PHARMA	f88r.9	CURRENT_BASE	dar	D_ADDR+AR	TEIL · QUELLE	TEIL · VORRAT	RUNNING_STATEMENT	P1006-S445	PASS1002
2396	P912-E2396	f88r	PHARMA	f88r.9	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	RUNNING_STATEMENT	P1006-S445	PASS1002
2397	P912-E2397	f88r	PHARMA	f88r.9	CURRENT_BASE	om	O+AM_ADDR	AUSFÜHREN · INNEN	AUSFÜHREN · INNEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2398	P912-E2398	f88r	PHARMA	f88r.9	CURRENT_BASE	cheody	CHEO+Y	AUSZUG · POSTEN	AUSZUG · POSTEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2399	P912-E2399	f88r	PHARMA	f88r.10	CURRENT_BASE	qokeol	OK+E+OL	SETZEN · KURZ · FORTSETZEN	ANSETZEN · KURZ · FORTSETZEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2400	P912-E2400	f88r	PHARMA	f88r.10	CURRENT_BASE	cheol	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2401	P912-E2401	f88r	PHARMA	f88r.10	CURRENT_BASE	saiin	S+AIIN	AUSWÄHLEN · MASS	AUSWÄHLEN · MASS	RUNNING_STATEMENT	P1006-S445	PASS1002
2402	P912-E2402	f88r	PHARMA	f88r.10	CURRENT_BASE	cheos	CHEO+S	AUSZUG · AUSWÄHLEN	AUSZUG · AUSWÄHLEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2403	P912-E2403	f88r	PHARMA	f88r.10	CURRENT_BASE	cheol	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2404	P912-E2404	f88r	PHARMA	f88r.10	CURRENT_BASE	doleeey	D_ADDR+OL+EEE+Y	TEIL · FORTSETZEN · VOLL · POSTEN	TEIL · FORTSETZEN · VOLL · POSTEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2405	P912-E2405	f88r	PHARMA	f88r.10	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	RUNNING_STATEMENT	P1006-S445	PASS1002
2406	P912-E2406	f88r	PHARMA	f88r.10	CURRENT_BASE	cheom	CHEO+AM_ADDR	AUSZUG · INNEN	AUSZUG · INNEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2407	P912-E2407	f88r	PHARMA	f88r.10	CURRENT_BASE	cheojam	CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	AUSZUG · VERBINDEN · ORT · INNEN	AUSZUG · VERBINDEN · ORT · INNEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2408	P912-E2408	f88r	PHARMA	f88r.11	CURRENT_BASE	yokeody	Y+OK+E+O+D_ADDR+Y	POSTEN · SETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	POSTEN · ANSETZEN · KURZ · AUSFÜHREN · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2409	P912-E2409	f88r	PHARMA	f88r.11	CURRENT_BASE	cheom	CHEO+AM_ADDR	AUSZUG · INNEN	AUSZUG · INNEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2410	P912-E2410	f88r	PHARMA	f88r.11	CURRENT_BASE	qoor	CARRIER_Q+O+OR	BEGINN · AUSFÜHREN · ANSATZ	BEGINNEN · AUSFÜHREN · ANSATZ	RUNNING_STATEMENT	P1006-S445	PASS1002
2411	P912-E2411	f88r	PHARMA	f88r.11	CURRENT_BASE	cheeb	CH+EE+LOCAL_CHAR_B	NEHMEN · LÄNGER · PAAR	ENTNEHMEN · LÄNGER · PAAR	RUNNING_STATEMENT	P1006-S445	PASS1002
2412	P912-E2412	f88r	PHARMA	f88r.11	CURRENT_BASE	ykeor	Y+K+E+OR	POSTEN · GEBEN · KURZ · ANSATZ	POSTEN · ZUGEBEN · KURZ · ANSATZ	RUNNING_STATEMENT	P1006-S445	PASS1002
2413	P912-E2413	f88r	PHARMA	f88r.11	CURRENT_BASE	shy	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2414	P912-E2414	f88r	PHARMA	f88r.11	CURRENT_BASE	sam	S+AM_ADDR	AUSWÄHLEN · INNEN	AUSWÄHLEN · INNEN	RUNNING_STATEMENT	P1006-S445	PASS1002
2415	P912-E2415	f88r	PHARMA	f88r.12	CURRENT_BASE	otaldy	OT+AL+DY	LOKALES DROGENETIKETT KOPIEREN	GABELWURZELSTOCK	LOCAL_ADDRESS_OR_LABEL		PASS1002
2416	P912-E2416	f88r	PHARMA	f88r.13	CURRENT_BASE	oram	OR+A_ADDR+AM_ADDR	LOKALES DROGENETIKETT KOPIEREN	HÄNGEWURZEL	LOCAL_ADDRESS_OR_LABEL		PASS1002
2417	P912-E2417	f88r	PHARMA	f88r.14	CURRENT_BASE	dary	DA+R+Y	LOKALES DROGENETIKETT KOPIEREN	ZAHNKÖRPER	LOCAL_ADDRESS_OR_LABEL		PASS1002
2418	P912-E2418	f88r	PHARMA	f88r.15	CURRENT_BASE	okol	OK+OL	LOKALES DROGENETIKETT KOPIEREN	FASERWURZELSTOCK	LOCAL_ADDRESS_OR_LABEL		PASS1002
2419	P912-E2419	f88r	PHARMA	f88r.16	CURRENT_BASE	sorory	S+OR+OR+Y	LOKALES DROGENETIKETT KOPIEREN	FLECKKNOLLE	LOCAL_ADDRESS_OR_LABEL		PASS1002
2420	P912-E2420	f88r	PHARMA	f88r.17	CURRENT_BASE	otyda	OT+Y+DA	LOKALES DROGENETIKETT KOPIEREN	BLATTZWEIG	LOCAL_ADDRESS_OR_LABEL		PASS1002
2421	P912-E2421	f88r	PHARMA	f88r.18	CURRENT_BASE	koay	K+O+A_ADDR+Y	GEBEN · AUSFÜHREN · ORT · POSTEN	ZUGEBEN · AUSFÜHREN · ORT · POSTEN	RUNNING_STATEMENT	P1006-S446	PASS1002
2422	P912-E2422	f88r	PHARMA	f88r.18	CURRENT_BASE	cphol	CPH+OL	UMLEITEN · FORTSETZEN	UMLEITEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S446	PASS1002
2423	P912-E2423	f88r	PHARMA	f88r.18	CURRENT_BASE	orchor	OR+CH+OR	ANSATZ · NEHMEN · ANSATZ	ANSATZ · ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S446	PASS1002
2424	P912-E2424	f88r	PHARMA	f88r.18	CURRENT_BASE	pcheoly	P+CHEO+L+Y	EINSETZEN · AUSZUG · LEITEN · POSTEN	EINSETZEN · AUSZUG · LEITEN · POSTEN	RUNNING_STATEMENT	P1006-S446	PASS1002
2425	P912-E2425	f88r	PHARMA	f88r.18	CURRENT_BASE	otchol	OT+CH+OL	DANACH · NEHMEN · FORTSETZEN	DANACH · ENTNEHMEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S446	PASS1002
2426	P912-E2426	f88r	PHARMA	f88r.18	CURRENT_BASE	oldy	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S446	PASS1002
2427	P912-E2427	f88r	PHARMA	f88r.18	CURRENT_BASE	salsaly	S+AL+S+AL+Y	AUSWÄHLEN · ZIEL · AUSWÄHLEN · ZIEL · POSTEN	AUSWÄHLEN · ZIELSTELLE · AUSWÄHLEN · ZIELSTELLE · POSTEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2428	P912-E2428	f88r	PHARMA	f88r.19	CURRENT_BASE	dchey	CH+E+Y	NEHMEN · KURZ · POSTEN	ENTNEHMEN · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2429	P912-E2429	f88r	PHARMA	f88r.19	CURRENT_BASE	chokol	OK+OL	SETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2430	P912-E2430	f88r	PHARMA	f88r.19	CURRENT_BASE	daiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S447	PASS1002
2431	P912-E2431	f88r	PHARMA	f88r.19	CURRENT_BASE	qoekol	CARRIER_Q+O+E+K+OL	BEGINN · AUSFÜHREN · KURZ · GEBEN · FORTSETZEN	BEGINNEN · AUSFÜHREN · KURZ · ZUGEBEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2432	P912-E2432	f88r	PHARMA	f88r.19	CURRENT_BASE	qoekol	CARRIER_Q+O+E+K+OL	BEGINN · AUSFÜHREN · KURZ · GEBEN · FORTSETZEN	BEGINNEN · AUSFÜHREN · KURZ · ZUGEBEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2433	P912-E2433	f88r	PHARMA	f88r.19	CURRENT_BASE	qockhol	CARRIER_Q+O+CKH+OL	BEGINN · AUSFÜHREN · DURCHLASS · FORTSETZEN	BEGINNEN · AUSFÜHREN · DURCHLASS · FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2434	P912-E2434	f88r	PHARMA	f88r.19	CURRENT_BASE	okol	OK+OL	SETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2435	P912-E2435	f88r	PHARMA	f88r.19	CURRENT_BASE	cheol	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2436	P912-E2436	f88r	PHARMA	f88r.20	CURRENT_BASE	dsheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	HALTEN · KURZ · FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2437	P912-E2437	f88r	PHARMA	f88r.20	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	ANSETZEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2438	P912-E2438	f88r	PHARMA	f88r.20	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2439	P912-E2439	f88r	PHARMA	f88r.20	CURRENT_BASE	chy	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2440	P912-E2440	f88r	PHARMA	f88r.20	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2441	P912-E2441	f88r	PHARMA	f88r.20	CURRENT_BASE	aiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S447	PASS1002
2442	P912-E2442	f88r	PHARMA	f88r.20	CURRENT_BASE	chor	CH+OR	NEHMEN · ANSATZ	ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S447	PASS1002
2443	P912-E2443	f88r	PHARMA	f88r.20	CURRENT_BASE	oteor	OT+E+OR	DANACH · KURZ · ANSATZ	DANACH · KURZ · ANSATZ	RUNNING_STATEMENT	P1006-S447	PASS1002
2444	P912-E2444	f88r	PHARMA	f88r.20	CURRENT_BASE	aiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S447	PASS1002
2445	P912-E2445	f88r	PHARMA	f88r.20	CURRENT_BASE	chosals	CH+O+S+AL+S	NEHMEN · AUSFÜHREN · AUSWÄHLEN · ZIEL · AUSWÄHLEN	ENTNEHMEN · AUSFÜHREN · AUSWÄHLEN · ZIELSTELLE · AUSWÄHLEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2446	P912-E2446	f88r	PHARMA	f88r.21	CURRENT_BASE	teol	E+OL	KURZ · FORTSETZEN	KURZ · FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2447	P912-E2447	f88r	PHARMA	f88r.21	CURRENT_BASE	chor	CH+OR	NEHMEN · ANSATZ	ENTNEHMEN · ANSATZ	RUNNING_STATEMENT	P1006-S447	PASS1002
2448	P912-E2448	f88r	PHARMA	f88r.21	CURRENT_BASE	olsheody	O+LSH+E+O+D_ADDR+Y	AUSFÜHREN · SPÜLEN · KURZ · AUSFÜHREN · TEIL · POSTEN	AUSFÜHREN · SPÜLEN · KURZ · AUSFÜHREN · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2449	P912-E2449	f88r	PHARMA	f88r.21	CURRENT_BASE	qokeol	OK+E+OL	SETZEN · KURZ · FORTSETZEN	ANSETZEN · KURZ · FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2450	P912-E2450	f88r	PHARMA	f88r.21	CURRENT_BASE	shoy	SH+O+Y	HALTEN · AUSFÜHREN · POSTEN	HALTEN · AUSFÜHREN · POSTEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2451	P912-E2451	f88r	PHARMA	f88r.21	CURRENT_BASE	ol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2452	P912-E2452	f88r	PHARMA	f88r.21	CURRENT_BASE	sheeol	SH+EE+OL	HALTEN · LÄNGER · FORTSETZEN	HALTEN · LÄNGER · FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2453	P912-E2453	f88r	PHARMA	f88r.21	CURRENT_BASE	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	HALTEN · KURZ · FORTSETZEN · TEIL · EINMAL	HALTEN · KURZ · FORTSETZEN · TEIL · EINMAL	RUNNING_STATEMENT	P1006-S447	PASS1002
2454	P912-E2454	f88r	PHARMA	f88r.22	CURRENT_BASE	ychey	Y+Y	POSTEN · POSTEN	POSTEN · POSTEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2455	P912-E2455	f88r	PHARMA	f88r.22	CURRENT_BASE	okaiin	OK+AIIN	SETZEN · MASS	ANSETZEN · MASS	RUNNING_STATEMENT	P1006-S447	PASS1002
2456	P912-E2456	f88r	PHARMA	f88r.22	CURRENT_BASE	chol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2457	P912-E2457	f88r	PHARMA	f88r.22	CURRENT_BASE	cheor	CHEO+R	AUSZUG · MERKEN	AUSZUG · MERKEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2458	P912-E2458	f88r	PHARMA	f88r.22	CURRENT_BASE	ol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S447	PASS1002
2459	P912-E2459	f88r	PHARMA	f88r.22	CURRENT_BASE	chorcholsal	CH+OR+OL+S+AL	NEHMEN · ANSATZ · FORTSETZEN · AUSWÄHLEN · ZIEL	ENTNEHMEN · ANSATZ · FORTSETZEN · AUSWÄHLEN · ZIELSTELLE	RUNNING_STATEMENT	P1006-S447	PASS1002
2460	P912-E2460	f88r	PHARMA	f88r.23	CURRENT_BASE	ofyskydal	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	LOKALES DROGENETIKETT KOPIEREN	WURZELKRONE	LOCAL_ADDRESS_OR_LABEL		PASS1002
2461	P912-E2461	f88r	PHARMA	f88r.24	CURRENT_BASE	otor	OT+OR	LOKALES DROGENETIKETT KOPIEREN	KRIECHSTOCK	LOCAL_ADDRESS_OR_LABEL		PASS1002
2462	P912-E2462	f88r	PHARMA	f88r.24	CURRENT_BASE	am	AM_ADDR	LOKALES DROGENETIKETT KOPIEREN	SCHNITTKÖRPER	LOCAL_ADDRESS_OR_LABEL		PASS1002
2463	P912-E2463	f88r	PHARMA	f88r.25	CURRENT_BASE	ofaldo	O+LOCAL_CHAR_F+AL+D_ADDR+O	LOKALES DROGENETIKETT KOPIEREN	SPEICHERTEIL	LOCAL_ADDRESS_OR_LABEL		PASS1002
2464	P912-E2464	f88r	PHARMA	f88r.26	CURRENT_BASE	poeear	P+O+EE+AR	EINSETZEN · AUSFÜHREN · LÄNGER · QUELLE	EINSETZEN · AUSFÜHREN · LÄNGER · VORRAT	RUNNING_STATEMENT	P1006-S448	PASS1002
2465	P912-E2465	f88r	PHARMA	f88r.26	CURRENT_BASE	sheoky	SH+E+OK+Y	HALTEN · KURZ · SETZEN · POSTEN	HALTEN · KURZ · ANSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S448	PASS1002
2466	P912-E2466	f88r	PHARMA	f88r.26	CURRENT_BASE	olkeey	SOLK+EE+Y	AUFFANGEN · LÄNGER · POSTEN	AUFFANGEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S448	PASS1002
2467	P912-E2467	f88r	PHARMA	f88r.26	CURRENT_BASE	cthol	CTH+OL	BEREIT · FORTSETZEN	BEREIT · FORTSETZEN	RUNNING_STATEMENT	P1006-S448	PASS1002
2468	P912-E2468	f88r	PHARMA	f88r.26	CURRENT_BASE	poldy	P+OL+D_ADDR+Y	EINSETZEN · FORTSETZEN · TEIL · POSTEN	EINSETZEN · FORTSETZEN · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S448	PASS1002
2469	P912-E2469	f88r	PHARMA	f88r.26	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	RUNNING_STATEMENT	P1006-S448	PASS1002
2470	P912-E2470	f88r	PHARMA	f88r.26	CURRENT_BASE	okoldy	OK+OL+DY	SETZEN · FORTSETZEN · SCHLUSS	ANSETZEN · FORTSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S448	PASS1002
2471	P912-E2471	f88r	PHARMA	f88r.27	CURRENT_BASE	qokol	OK+OL	SETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S449	PASS1002
2472	P912-E2472	f88r	PHARMA	f88r.27	CURRENT_BASE	chol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S449	PASS1002
2473	P912-E2473	f88r	PHARMA	f88r.27	CURRENT_BASE	qokol	OK+OL	SETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S449	PASS1002
2474	P912-E2474	f88r	PHARMA	f88r.27	CURRENT_BASE	qokol	OK+OL	SETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	RUNNING_STATEMENT	P1006-S449	PASS1002
2475	P912-E2475	f88r	PHARMA	f88r.27	CURRENT_BASE	chol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S449	PASS1002
2476	P912-E2476	f88r	PHARMA	f88r.27	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	HALTEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S449	PASS1002
2477	P912-E2477	f88r	PHARMA	f88r.27	CURRENT_BASE	or	OR	ANSATZ	ANSATZ	RUNNING_STATEMENT	P1006-S449	PASS1002
2478	P912-E2478	f88r	PHARMA	f88r.27	CURRENT_BASE	aiin	AIIN	MASS	MASS	RUNNING_STATEMENT	P1006-S449	PASS1002
