surface	reading_id	working_meaning_de	current_layer	semantic_scope	semantic_applicability	form_level	occurrence_count	page_count	locus_count	working_model_score_0_100_not_probability	working_model_level	source_gdts	positive_evidence_de	counterevidence_de	historical_confirmation	historical_analogue	relation_word_delta	global_export_scope	bound_span_ids	unconditional_global_export_allowed	v99_context_realizations_de	source_reading_ids	v99_audit_decision	v99_evidence_class	v99_open_semantic_slots	v99_component_global_export_allowed	v99_exact_whole_surface_default_allowed	v99_lineage_class	v99_value_kind	v99_structural_tag	v99_action_default_allowed	v99r7_spoken_default_de	gdt734_renderer_decision	gdt734_renderer_blocker_status	gdt734_renderer_positive_evidence_de	gdt734_renderer_counterevidence_de	gdt734_candidate_composition	gdt734_component_reading_ids	gdt734_component_export_allowed	gdt734_exact_whole_default_allowed	gdt734_candidate_decision	gdt734_composition_semantic_credit	gdt734_score_formula
ycheol	ycheol#GLOBAL	trockener Drogenstoff dieser Droge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	11	10	11	71	W3_SOLID_WORKING_THEORY	GDT650:STRONG_LOCAL_ENTRY_FAMILY	V48-Quelle GDT650:STRONG_LOCAL_ENTRY_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 11 exakte ZL3b-Vorkommen auf 10 Seiten und 11 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockener Drogenstoff dieser Droge	ycheol#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockener Drogenstoff dieser Droge	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ycheor	ycheor#GLOBAL	nimm hiervon eine bis zur Mittelstufe getrocknete Portion	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	6	5	6	71	W3_SOLID_WORKING_THEORY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 6 exakte ZL3b-Vorkommen auf 5 Seiten und 6 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hiervon eine bis zur Mittelstufe getrocknete Portion	ycheor#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	nimm hiervon eine bis zur Mittelstufe getrocknete Portion	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
yches	yches#GLOBAL	trockne hiervon eine Charge bis zur Mittelstufe	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon eine Charge bis zur Mittelstufe	yches#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon eine Charge bis zur Mittelstufe	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychey	ychey#GLOBAL	trockne hiervon bis zur Mittelstufe und schließe ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	13	13	13	76	W3_SOLID_WORKING_THEORY	GDT671:EXACT_WHOLE	V48-Quelle GDT671:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 13 exakte ZL3b-Vorkommen auf 13 Seiten und 13 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon bis zur Mittelstufe und schließe ab	ychey#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon bis zur Mittelstufe und schließe ab	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychklkaiin	ychklkaiin#GLOBAL	nimm Holzdroge, trockne und erhitze sie auf Stufe III	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm Holzdroge, trockne und erhitze sie auf Stufe III	ychklkaiin#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	nimm Holzdroge, trockne und erhitze sie auf Stufe III	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ycho	ycho#GLOBAL	Eintrag: Trockenansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT662:EXACT_WHOLE	V48-Quelle GDT662:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrag: Trockenansatz	ycho#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Eintrag: Trockenansatz	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychocthy	ychocthy#GLOBAL	trockne hiervon einen Ansatz mit Krautdroge leicht	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	48	W2_PROVISIONAL_WORKING	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon einen Ansatz mit Krautdroge leicht	ychocthy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon einen Ansatz mit Krautdroge leicht	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychoees	ychoees#GLOBAL	trockne hiervon eine Ansatzcharge vollständig	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon eine Ansatzcharge vollständig	ychoees#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon eine Ansatzcharge vollständig	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychol	ychol#GLOBAL	trockne hiervon den Drogenstoff	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	10	10	10	76	W3_SOLID_WORKING_THEORY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 10 exakte ZL3b-Vorkommen auf 10 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon den Drogenstoff	ychol#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon den Drogenstoff	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychor	ychor#GLOBAL	nimm hiervon den Pflanzenteil	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	14	14	14	76	W3_SOLID_WORKING_THEORY	GDT666:EXACT_WHOLE	V48-Quelle GDT666:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 14 exakte ZL3b-Vorkommen auf 14 Seiten und 14 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	nimm hiervon den Pflanzenteil	ychor#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	nimm hiervon den Pflanzenteil	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychos	ychos#GLOBAL	trockne hiervon eine Ansatzcharge	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	56	W2_PROVISIONAL_WORKING	GDT668:EXACT_WHOLE	V48-Quelle GDT668:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon eine Ansatzcharge	ychos#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon eine Ansatzcharge	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychoy	ychoy#GLOBAL	Eintrag: Trockenansatz am Gradanfang	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	24	W1_WEAK_WORKING	GDT661:EXACT_WHOLE|GDT730	V48-Quelle GDT661:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT730	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrag: Trockenansatz am Gradanfang	ychoy#GLOBAL	GDT730_LEARNED_TECHNICAL_WHOLE_SINGLE_DEFAULT_DISPATCH	INHERITED_WHOLE_AMBIGUITY_DEFAULT_DISPATCH	alternative Form-, Klassen- oder Bezugslesung bleibt offen	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48__GDT730_SINGLE_DEFAULT_DISPATCH	LEARNED_TECHNICAL_WHOLE	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Eintrag: Trockenansatz am Gradanfang	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ychy	ychy#GLOBAL	trockne hiervon leicht	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	66	W3_SOLID_WORKING_THEORY	GDT667:EXACT_WHOLE	V48-Quelle GDT667:EXACT_WHOLE mit Staerke STRONG_PRACTICAL_OR_COMPOSITIONAL und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	trockne hiervon leicht	ychy#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	trockne hiervon leicht	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
yckhey	yckhey#GLOBAL	Eintragsform: Arzneikompositum in der Gradmitte	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	2	2	2	36	W1_WEAK_WORKING	GDT660:EXACT_WHOLE|GDT730	V48-Quelle GDT660:EXACT_WHOLE mit Staerke PROVISIONAL_CONCRETE_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT730	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintragsform: Arzneikompositum in der Gradmitte	yckhey#GLOBAL	GDT730_LEARNED_TECHNICAL_WHOLE_SINGLE_DEFAULT_DISPATCH	INHERITED_WHOLE_AMBIGUITY_DEFAULT_DISPATCH	alternative Form-, Klassen- oder Bezugslesung bleibt offen	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48__GDT730_SINGLE_DEFAULT_DISPATCH	LEARNED_TECHNICAL_WHOLE	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Eintragsform: Arzneikompositum in der Gradmitte	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
yckhodaiin	yckhodaiin#GLOBAL	Eintrag: drei Portionen Kompositum-Ansatz	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	28	W1_WEAK_WORKING	GDT663:EXACT_WHOLE|GDT728	V48-Quelle GDT663:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT728	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	Eintrag: drei Portionen Kompositum-Ansatz	yckhodaiin#GLOBAL	GDT728_PORTION_EXACT_WHOLE_DISPATCH	EXACT_WHOLE_UNIT_TERM_DISPATCH	Mengenachse und Kompositumidentität offen	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48__GDT728_UNIT_TERM_DISPATCH	PORTION	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	Eintrag: drei Portionen Kompositum-Ansatz	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ycthar	ycthar#GLOBAL	hiervon Pflanzenanteil I nehmen	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	1	1	1	4	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT670:EXACT_WHOLE|GDT730	V48-Quelle GDT670:EXACT_WHOLE mit Staerke LOW_EXPLORATORY und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; Quelle ist ausdruecklich LOW/EXPLORATORY; kein seitenuebergreifender Bedeutungsbeleg	H0_NONE	NONE	0_GDT696_TO_GDT730	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	hiervon Pflanzenanteil I nehmen	ycthar#GLOBAL	GDT730_PLANT_WHOLE_SINGLE_DEFAULT_DISPATCH	INHERITED_WHOLE_AMBIGUITY_DEFAULT_DISPATCH	lokal im Herbal Blattgut; Fraktion I als technischer Rival	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48__GDT730_SINGLE_DEFAULT_DISPATCH	PLANT_WHOLE	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	hiervon Pflanzenanteil I nehmen	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
yd	yd#GLOBAL	schließe den vorstehenden Rezeptposten ab	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	3	3	3	48	W2_PROVISIONAL_WORKING	GDT665:EXACT_WHOLE	V48-Quelle GDT665:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	schließe den vorstehenden Rezeptposten ab	yd#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	schließe den vorstehenden Rezeptposten ab	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ydaiin	ydaiin#1	Bezugswert III	ACTIVE_V99_LEXICAL_CORE	ACTIVE_EXACT_WHOLE_READING	SEMANTIC_WORKING_READING	F3_EXACT_ACTIVE_ZL3B_TOKEN	1	1	1	31	W1_WEAK_WORKING	GDT662|GDT715	GDT715 trennt Wortkern und einmaligen Kontext: GDT626 bindet zwei geschriebene i-Minime an Wert III; GDT627 laesst den YDA-Kopf offen; GDT686 zeigt DAIIN als Wertzelle III und GDT662 stuetzt den gebundenen Bezugsrahmen. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT715 Gegenbeleg: Weder drei reale Maße noch eine bestimmte Wertachse sind portabel; der Y-Bezug und sein Antezedens bleiben lokal. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	H0_NONE	NONE	0_GDT696_TO_GDT709	ACTIVE_WORKING_DEFAULT	NONE	1	davon: Wert III	ydaiin#1	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_V97	INHERITED_V97	INHERITED_V97	NOT_EVALUATED_GDT725	Bezugswert III	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
ydain	ydain#GLOBAL	davon zwei Maße	GLOBAL_V48_DEFAULT	KNOWN_EXACT_WHOLE	SEMANTIC_WORKING_READING	F3_EXACT_ZL3B_WHOLE	4	4	4	48	W2_PROVISIONAL_WORKING	GDT664:EXACT_WHOLE	V48-Quelle GDT664:EXACT_WHOLE mit Staerke MEDIUM_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	H0_NONE	NONE	0_GDT696_TO_GDT709	GLOBAL_V48_EXACT_WHOLE_DEFAULT	NONE	1	davon zwei Maße	ydain#GLOBAL	OUTSIDE_ACTIVE_V98_TRANCHE	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	INHERITED_GLOBAL_V48	INHERITED_GLOBAL_V48	NOT_EVALUATED_GDT725	NOT_EVALUATED_GDT725	davon zwei Maße	INHERITED_UNCHANGED	NONE	INHERITED_GDT730_EVIDENCE	INHERITED_GDT730_COUNTEREVIDENCE	NONE	NONE	0	NOT_EVALUATED_GDT725	NONE	0	INHERITED_SCORE_UNCHANGED
