universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	iatromedical_selected_local_expansion	nonmedical_rival_local_expansion	frozen_anchor_note	nonmedical_source_status	rival_unit_text_digest	rival_fragment_digest	mechanical_identity_token_from_v67	adversarial_roundtrip_status
410	ASTRO	A1	f67r2	29	f67r2.13	f67r2.13:1	I13	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.13::1::11869	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.13:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I13	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	opodchol	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bestimme zuerst den	Reinigung und Vorratsschluss Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	f183e72bd3e485a35572	94c7b5fee3971527fd2b	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
411	ASTRO	A1	f67r2	30	f67r2.13	f67r2.13:2	I13	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.13::2::11870	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.13:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I13	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	s	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Tag und danach	freie Feuerstelle. Am zweiten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	2ec0792d1d787c44e7ab	51872aa56df02d08f015	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
412	ASTRO	A1	f67r2	31	f67r2.13	f67r2.13:3	I13	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.13::3::11871	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.13:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I13	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ain	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] die planetarische Stunde	für die Wurzelernte Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	f5dcce6b7cd3287ab8ba	2430e088b1c888db28d1	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
413	ASTRO	A1	f67r2	32	f67r2.13	f67r2.13:4	I13	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.13::4::11872	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.13:4	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I13	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	aldy	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] der vorgesehenen Maßnahme.	freie Feuerstelle. Am zweiten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	2ec0792d1d787c44e7ab	2c3b4c3cd2b96b56972c	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
414	ASTRO	A1	f67r2	33	f67r2.14	f67r2.14:1	I14	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.14::1::11873	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.14:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I14	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	soeey	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Nenne den Kranken, seine	für die Blütenernte Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	475df884f93378a4aad6	dccf92260710b5311def	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
415	ASTRO	A1	f67r2	34	f67r2.14	f67r2.14:2	I14	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.14::2::11874	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.14:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I14	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	doiin	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Stärke und die	freie Feuerstelle. Am zweiten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	2ec0792d1d787c44e7ab	6f54a989c68b0d239567	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
416	ASTRO	A1	f67r2	35	f67r2.14	f67r2.14:3	I14	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.14::3::11875	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.14:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I14	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	oldy	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] sichtbar betroffene Körperstelle.	für die Blattsichtung Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	a71fcdc7a6da499c63ea	a8b4eee836f9c09ef5b8	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
417	ASTRO	A1	f67r2	36	f67r2.15	f67r2.15:1	P01	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.15::1::11876	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SEVEN_PLANET_LOCAL_EXEMPLAR	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.15:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=P01	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	dolchsody	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 1: Saturn; überlieferte Grundqualität: kalt und trocken; als Tages- oder Stundenherr prüfen.	freie Feuerstelle. Am zweiten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	2ec0792d1d787c44e7ab	cc6183ff5da94d82b9c9	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
418	ASTRO	A1	f67r2	37	f67r2.16	f67r2.16:1	I16	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::1::11877	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.16:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I16	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	odaeiin	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Suche den Herrscher	für das Schattentrocknen Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	fe107e10ffc6dd048087	43af5db1caf576c9cbe4	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
419	ASTRO	A1	f67r2	38	f67r2.16	f67r2.16:2	I16	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::2::11878	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.16:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I16	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	okoes	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] aus der Siebenerreihe	freie Feuerstelle. Am zweiten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	2ec0792d1d787c44e7ab	748a9e736e6d151d51de	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
420	ASTRO	A1	f67r2	39	f67r2.16	f67r2.16:3	I16	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::3::11879	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.16:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I16	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	oekain	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] und bewahre	für das Zerkleinern Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	8c9707e73dce4623c36f	7f2c696da959f874c9cc	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
421	ASTRO	A1	f67r2	40	f67r2.16	f67r2.16:4	I16	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::4::11880	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.16:4	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I16	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	y	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] seine Grundqualität.	freie Feuerstelle. Am zweiten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	2ec0792d1d787c44e7ab	1a91eb5535d9919a4298	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
422	ASTRO	A1	f67r2	41	f67r2.17	f67r2.17:1	I17	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.17::1::11881	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.17:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I17	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	otchey	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Unterscheide warme, kalte, trockene	für das Einweichen Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	ff9ef38cc98787999426	977582e3027f97ca18ed	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
423	ASTRO	A1	f67r2	42	f67r2.17	f67r2.17:2	I17	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.17::2::11882	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.17:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I17	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	soraiir	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] und feuchte Wirkung	freie Feuerstelle. Am zweiten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	2ec0792d1d787c44e7ab	5938945b4a8fb47626a6	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
424	ASTRO	A1	f67r2	43	f67r2.17	f67r2.17:3	I17	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.17::3::11883	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.17:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I17	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	dy	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] nur als Exemplarregel.	für das Färbebad Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	011fde847508ee3996cd	5a1abfa823944fb69eef	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
425	ASTRO	A1	f67r2	44	f67r2.18	f67r2.18:1	I18	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.18::1::11884	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.18:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I18	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	qopchy	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bestimme das Zeichen, in	freie Feuerstelle. Am zweiten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	2ec0792d1d787c44e7ab	898c571fb8c6769f71dd	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
426	ASTRO	A1	f67r2	45	f67r2.18	f67r2.18:2	I18	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.18::2::11885	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.18:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I18	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	daiin	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] dem der Mond zur	für das Duftöl Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	ef8872affbf89014e19e	0c4bca9a79769a46b9a5	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
427	ASTRO	A1	f67r2	46	f67r2.18	f67r2.18:3	I18	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.18::3::11886	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.18:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I18	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	dal	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] fraglichen Stunde steht.	freie Feuerstelle. Am zweiten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	2ec0792d1d787c44e7ab	9f2d158c4cfd36e64def	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
428	ASTRO	A1	f67r2	47	f67r2.19	f67r2.19:1	I19	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.19::1::11887	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.19:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I19	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ydchos	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Ordne dem Zeichen	für das Erwärmen Materialbestand, Wasserqualität und	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	6a582a96ca3874f92390	bb032d326dc200ceb618	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
429	ASTRO	A1	f67r2	48	f67r2.19	f67r2.19:2	I19	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.19::2::11888	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.19:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I19	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ain	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] den Körperbezirk	freie Feuerstelle. Am zweiten Werkstatttag prüfe	ASTRO_PAGE_LOCAL_ADDRESS; NO_PROSE_CARD_OR_MNEMONIC	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c46188605c12b280c988	2ec0792d1d787c44e7ab	3e5065d1ed44c5a83cea	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
