combined_group_ordinal	unit_id	section_axis	page	source_locus	field_or_local_address	statement_or_locus_unit	opaque_whole_card_or_local_group_key	surface_display_only	fixed_exact_mnemonic	strict_formal_prompt	template_or_diagram_role	terminal_or_local_status	technical_system	complete_local_technical_default	technical_local_noun_source	selected_iatromedical_comparator	medical_local_noun_source	local_comparison_winner	strongest_local_technical_contradiction	compiler_channel_inherited	field_and_reflow_contract	formal_roundtrip	technical_content_status	medical_content_status	identity_contract
336	B4	BIO_PROCESS	f83r	f83r.28	F118	B4-S009	P:bc4f1f5c006c74a4d26d	shedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
337	B4	BIO_PROCESS	f83r	f83r.28	F119	B4-S010	P:1b1ffdd869fb1429ad03	oldy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A007+A008+A011+A015+A023:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
338	B4	BIO_PROCESS	f83r	f83r.35	F120	B4-S011	P:2f1c5e56e8f0ff459065	saiin	MASS?	NONE	PARAMETER_ASSIGN	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B4:F120:M]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005] [EXEMPLAR:A010+A011+A023:den aktiven Posten nach der örtlichen Vorschrift bemessen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
339	B4	BIO_PROCESS	f83r	f83r.35	F120	B4-S011	P:d904bf7b044dd3922781	cheky	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A023:bei sanfter Wärme]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
340	B4	BIO_PROCESS	f83r	f83r.35	F120	B4-S011	P:daf32e6db9e04413ce7f	okeeol	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[vorigen Arbeitsstand aufnehmen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A011+A023:das breite Gefäß]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
341	B4	BIO_PROCESS	f83r	f83r.35	F120	B4-S011	P:1645e612504fcef59ced	okain	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Rückgabe an die Vorstation buchen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A010+A011+A023:gib einen abgemessenen Anteil in das Gefäß]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
342	B4	BIO_PROCESS	f83r	f83r.35	F120	B4-S011	P:6f7ff8287eddf4da9fdb	chdy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
343	B4	BIO_PROCESS	f83r	f83r.37	F121	B4-S011	P:dcda95c81a5460feb191	sol	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F121]	V63_FORMAL_NO_SEMANTIC_WORD+LOCAL_APPARATUS_ARGUMENT	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005;PREVIOUS_ITEM=B4:I004] [EXEMPLAR:A010+A011+A013+A023:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	STRICT_FORMAL_PROMPT	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
344	B4	BIO_PROCESS	f83r	f83r.37	F121	B4-S011	P:b958a512ca6a3559e86e	lkedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Charge in den Sammellauf ablassen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A023:wasche zweimal und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
345	B4	BIO_PROCESS	f83r	f83r.37	F122	B4-S012	P:de7321bface5628e35d6	lchedy	ABLASSEN?	NONE	TERMINAL_DRAIN	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008] [EXEMPLAR:A001+A002+A003+A011+A013+A023:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
346	B4	BIO_PROCESS	f83r	f83r.37	F123	B4-S013	P:232195d6ff2f326322f7	qokol	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A003+A011+A013+A023:lasse die Mischung einlaufen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
347	B4	BIO_PROCESS	f83r	f83r.37	F123	B4-S013	P:bc4f1f5c006c74a4d26d	shedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[klaren Oberlauf abnehmen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
348	B4	BIO_PROCESS	f83r	f83r.38	F124	B4-S014	P:7a4bb8136330ee4e6e56	or	ANSATZ?	NONE	LINK_ACTIVE	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F124]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ANSATZ?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I006;PREVIOUS_ITEM=B4:I005] [EXEMPLAR:A010+A011+A013+A023:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
349	B4	BIO_PROCESS	f83r	f83r.38	F124	B4-S014	P:b921a237be883a820352	chey	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Charge in den Sammellauf ablassen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A023:Diese aktive Portion]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
350	B4	BIO_PROCESS	f83r	f83r.38	F124	B4-S014	P:ecce30bc8dcc400bf2c8	qockhey	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Restlauf am Auslass beobachten;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A004+A011+A014+A023:über der örtlich bezeichneten Stelle]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
351	B4	BIO_PROCESS	f83r	f83r.38	F124	B4-S014	P:8aedd154964a78e555d6	dairydy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Ablauf wieder schließen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A005+A011+A015+A023:gebrauche sie sofort und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
352	B4	BIO_PROCESS	f83r	f83r.39	F125	B4-S015	P:1645e612504fcef59ced	qokain	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A010+A011+A023:gib einen abgemessenen Anteil in das Gefäß]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
353	B4	BIO_PROCESS	f83r	f83r.39	F125	B4-S015	P:b5df9126607030b95175	shey	KLAR?	NONE	STATE_GATE	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:KLAR?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I007] [EXEMPLAR:A004+A011+A023:den örtlichen Prüfzustand der Charge feststellen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
354	B4	BIO_PROCESS	f83r	f83r.39	F125	B4-S015	P:9da1b6ac2c929daea697	kain	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Bodensatz zurückhalten;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A023:ein abgemessener Anteil]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
355	B4	BIO_PROCESS	f83r	f83r.39	F125	B4-S015	P:21ed2873b71e57269c08	chckhal	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Klarstand im Register buchen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A009+A011+A023:für die angegebene Dauer]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
356	B4	BIO_PROCESS	f83r	f83r.41	F126	B4-S015	P:42cdc187d5b9ffc60063	solkey	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A003+A009+A011+A023:öffne danach den oberen Lauf]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
357	B4	BIO_PROCESS	f83r	f83r.41	F126	B4-S015	P:de7321bface5628e35d6	lchedy	ABLASSEN?	NONE	TERMINAL_DRAIN	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I007;TARGET/STATION=B4:T010] [EXEMPLAR:A001+A002+A003+A011+A013+A023:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
358	B4	BIO_PROCESS	f83r	f83r.41	F127	B4-S016	P:94df4847b7b16c98394a	qolkain	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A011+A023:das untere Becken]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
359	B4	BIO_PROCESS	f83r	f83r.41	F127	B4-S016	P:dd0ecaf5e27d81befffc	dal	ZIEL?	NONE	TARGET_ASSIGN	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ZIEL?] [REGISTER:OWNER=B4:O01;TARGET/STATION=B4:T012] [EXEMPLAR:A003+A010+A011+A013+A014+A023:den aktiven Posten an der örtlich bezeichneten Station führen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
