global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	rival_complete_local_reading	iatromedical_comparator	shared_formal_layer	semantic_status
505	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.49	A1:G124	aiin	Lookup-Anweisungsblock I30 lesen; Fragment 03 als opaken Merker bewahren	use the indicated remedy	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
506	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.50	A1:G125	choeea	Lookup-Anweisungsblock I31 lesen; Fragment 01 als opaken Merker bewahren	when the Moon enters	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
507	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.50	A1:G126	sal	Lookup-Anweisungsblock I31 lesen; Fragment 02 als opaken Merker bewahren	use the indicated remedy	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
508	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.51	A1:G127	dadaiin	Lookup-Anweisungsblock I32 lesen; Fragment 01 als opaken Merker bewahren	use the indicated remedy	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
509	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.52	A1:G128	qotoear	Hilfs-/Kontrollspalte X01 wählen; Fragment 01 als opaken Merker bewahren	house 1: life and body	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
510	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.53	A1:G129	dchdar	Hilfs-/Kontrollspalte X02 wählen; Fragment 01 als opaken Merker bewahren	house 2: goods and wealth	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
511	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.54	A1:G130	y	Hilfs-/Kontrollspalte X03 wählen; Fragment 01 als opaken Merker bewahren	house 3: siblings and messages	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
512	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.54	A1:G131	saldal	Hilfs-/Kontrollspalte X03 wählen; Fragment 02 als opaken Merker bewahren	its permitted application	AUXILIARY_QUALIFIER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
513	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.55	A1:G132	ytodal	Hilfs-/Kontrollspalte X04 wählen; Fragment 01 als opaken Merker bewahren	house 4: home and land	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
514	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.56	A1:G133	tol	Hilfs-/Kontrollspalte X05 wählen; Fragment 01 als opaken Merker bewahren	house 5: children and pleasure	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
515	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.56	A1:G134	daiin	Hilfs-/Kontrollspalte X05 wählen; Fragment 02 als opaken Merker bewahren	its permitted application	AUXILIARY_QUALIFIER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
516	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.57	A1:G135	otar	Hilfs-/Kontrollspalte X06 wählen; Fragment 01 als opaken Merker bewahren	house 6: illness and service	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
517	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.57	A1:G136	dy	Hilfs-/Kontrollspalte X06 wählen; Fragment 02 als opaken Merker bewahren	its permitted application	AUXILIARY_QUALIFIER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
518	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.58	A1:G137	cho	Hilfs-/Kontrollspalte X07 wählen; Fragment 01 als opaken Merker bewahren	house 7: marriage and partners	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
519	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.58	A1:G138	dal	Hilfs-/Kontrollspalte X07 wählen; Fragment 02 als opaken Merker bewahren	its permitted application	AUXILIARY_QUALIFIER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
520	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.58	A1:G139	g	Hilfs-/Kontrollspalte X07 wählen; Fragment 03 als opaken Merker bewahren	its warning	AUXILIARY_QUALIFIER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
521	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.59	A1:G140	ytchodly	Hilfs-/Kontrollspalte X08 wählen; Fragment 01 als opaken Merker bewahren	house 8: death and inheritance	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
522	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.60	A1:G141	octhys	Hilfs-/Kontrollspalte X09 wählen; Fragment 01 als opaken Merker bewahren	house 9: journeys and learning	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
523	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.61	A1:G142	ytokar	Hilfs-/Kontrollspalte X10 wählen; Fragment 01 als opaken Merker bewahren	house 10: office and dignity	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
524	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.62	A1:G143	otolor	Hilfs-/Kontrollspalte X11 wählen; Fragment 01 als opaken Merker bewahren	house 11: friends and aid	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
525	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.63	A1:G144	okodar	Hilfs-/Kontrollspalte X12 wählen; Fragment 01 als opaken Merker bewahren	house 12: confinement and hidden enemies	AUXILIARY_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
526	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.64	A1:G145	s	Bedingungsslot K01 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 1: hot and dry	CONDITION_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
527	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.64	A1:G146	air	Bedingungsslot K01 prüfen; Fragment 02 als opaken Merker bewahren	central condition sector 1: hot and dry	CONDITION_REDUNDANCY_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
528	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.65	A1:G147	soear	Bedingungsslot K02 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 2: warm and dry	CONDITION_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
529	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.66	A1:G148	cpheey	Bedingungsslot K03 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 3: warm and moist	CONDITION_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
530	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.67	A1:G149	okodar	Bedingungsslot K04 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 4: hot and moist	CONDITION_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
531	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.68	A1:G150	oepchod	Bedingungsslot K05 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 5: cold and moist	CONDITION_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
532	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.69	A1:G151	s	Bedingungsslot K06 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 6: cool and moist	CONDITION_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
533	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.69	A1:G152	ay	Bedingungsslot K06 prüfen; Fragment 02 als opaken Merker bewahren	central condition sector 6: cool and moist	CONDITION_REDUNDANCY_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
534	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.70	A1:G153	osar	Bedingungsslot K07 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 7: cool and dry	CONDITION_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
535	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.71	A1:G154	oran	Bedingungsslot K08 prüfen; Fragment 01 als opaken Merker bewahren	central condition sector 8: cold and dry	CONDITION_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
536	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G155	dar	Lookup-Anweisungsblock I33 lesen; Fragment 01 als opaken Merker bewahren	for this division	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
537	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G156	aldaiin	Lookup-Anweisungsblock I33 lesen; Fragment 02 als opaken Merker bewahren	when the Moon enters	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
538	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G157	ydaiin	Lookup-Anweisungsblock I33 lesen; Fragment 03 als opaken Merker bewahren	use the indicated remedy	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
539	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G158	qkoy	Lookup-Anweisungsblock I33 lesen; Fragment 04 als opaken Merker bewahren	avoid bleeding	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
540	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G159	ydaiin	Lookup-Anweisungsblock I33 lesen; Fragment 05 als opaken Merker bewahren	favour washing	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
541	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G160	qofair	Lookup-Anweisungsblock I33 lesen; Fragment 06 als opaken Merker bewahren	favour purging	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
542	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G161	ypair	Lookup-Anweisungsblock I33 lesen; Fragment 07 als opaken Merker bewahren	apply while warm	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
543	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G162	ykoaiin	Lookup-Anweisungsblock I33 lesen; Fragment 08 als opaken Merker bewahren	wait until the next station	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
544	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G163	ydoly	Lookup-Anweisungsblock I33 lesen; Fragment 09 als opaken Merker bewahren	with the usual measure	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
545	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G164	ytalchos	Lookup-Anweisungsblock I33 lesen; Fragment 10 als opaken Merker bewahren	under the same governor	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
546	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G165	oly	Lookup-Anweisungsblock I33 lesen; Fragment 11 als opaken Merker bewahren	at night	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
547	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.72	A1:G166	okey	Lookup-Anweisungsblock I33 lesen; Fragment 12 als opaken Merker bewahren	in the morning	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
548	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.73	A1:G167	sshey	Lookup-Anweisungsblock I34 lesen; Fragment 01 als opaken Merker bewahren	when the Moon enters	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
549	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.73	A1:G168	sy	Lookup-Anweisungsblock I34 lesen; Fragment 02 als opaken Merker bewahren	use the indicated remedy	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
550	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.73	A1:G169	shees	Lookup-Anweisungsblock I34 lesen; Fragment 03 als opaken Merker bewahren	avoid bleeding	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
551	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.73	A1:G170	qeykeey	Lookup-Anweisungsblock I34 lesen; Fragment 04 als opaken Merker bewahren	favour washing	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
552	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.73	A1:G171	ykchey	Lookup-Anweisungsblock I34 lesen; Fragment 05 als opaken Merker bewahren	favour purging	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
553	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.73	A1:G172	ykchey	Lookup-Anweisungsblock I34 lesen; Fragment 06 als opaken Merker bewahren	apply while warm	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
554	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.73	A1:G173	qokeochy	Lookup-Anweisungsblock I34 lesen; Fragment 07 als opaken Merker bewahren	wait until the next station	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
555	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.73	A1:G174	oaiin	Lookup-Anweisungsblock I34 lesen; Fragment 08 als opaken Merker bewahren	with the usual measure	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
556	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.73	A1:G175	okol	Lookup-Anweisungsblock I34 lesen; Fragment 09 als opaken Merker bewahren	under the same governor	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
557	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.73	A1:G176	ar	Lookup-Anweisungsblock I34 lesen; Fragment 10 als opaken Merker bewahren	at night	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
558	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.73	A1:G177	olar	Lookup-Anweisungsblock I34 lesen; Fragment 11 als opaken Merker bewahren	in the morning	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
559	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G178	yshey	Lookup-Anweisungsblock I35 lesen; Fragment 01 als opaken Merker bewahren	use the indicated remedy	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
560	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G179	qokeeody	Lookup-Anweisungsblock I35 lesen; Fragment 02 als opaken Merker bewahren	avoid bleeding	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
561	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G180	cheos	Lookup-Anweisungsblock I35 lesen; Fragment 03 als opaken Merker bewahren	favour washing	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
562	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G181	oeeos	Lookup-Anweisungsblock I35 lesen; Fragment 04 als opaken Merker bewahren	favour purging	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
563	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G182	qockhy	Lookup-Anweisungsblock I35 lesen; Fragment 05 als opaken Merker bewahren	apply while warm	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
564	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G183	chos	Lookup-Anweisungsblock I35 lesen; Fragment 06 als opaken Merker bewahren	wait until the next station	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
565	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G184	aiin	Lookup-Anweisungsblock I35 lesen; Fragment 07 als opaken Merker bewahren	with the usual measure	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
566	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G185	okeeody	Lookup-Anweisungsblock I35 lesen; Fragment 08 als opaken Merker bewahren	under the same governor	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
567	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G186	qokoaiin	Lookup-Anweisungsblock I35 lesen; Fragment 09 als opaken Merker bewahren	at night	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
568	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G187	odain	Lookup-Anweisungsblock I35 lesen; Fragment 10 als opaken Merker bewahren	in the morning	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
569	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G188	ar	Lookup-Anweisungsblock I35 lesen; Fragment 11 als opaken Merker bewahren	for the sick person	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
570	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G189	air	Lookup-Anweisungsblock I35 lesen; Fragment 12 als opaken Merker bewahren	at the affected place	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
571	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.74	A1:G190	ay	Lookup-Anweisungsblock I35 lesen; Fragment 13 als opaken Merker bewahren	repeat once	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
572	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.1	A2:G001	shokchy	Katalogkopf-Fragment 01.01 lesen; keine Stationsnummer ableiten	identify	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
573	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.1	A2:G002	chteey	Katalogkopf-Fragment 01.02 lesen; keine Stationsnummer ableiten	the lunar station	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
574	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.1	A2:G003	choteey	Katalogkopf-Fragment 01.03 lesen; keine Stationsnummer ableiten	by its drawn place	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
575	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.1	A2:G004	cphol	Katalogkopf-Fragment 01.04 lesen; keine Stationsnummer ableiten	and consult its rule	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
576	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.1	A2:G005	cheor	Katalogkopf-Fragment 01.05 lesen; keine Stationsnummer ableiten	without changing the catalogue order	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
577	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.1	A2:G006	opcheeol	Katalogkopf-Fragment 01.06 lesen; keine Stationsnummer ableiten	identify	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
578	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.1	A2:G007	otor	Katalogkopf-Fragment 01.07 lesen; keine Stationsnummer ableiten	the lunar station	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
579	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.1	A2:G008	choctheeey	Katalogkopf-Fragment 01.08 lesen; keine Stationsnummer ableiten	by its drawn place	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
580	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.1	A2:G009	okchoal	Katalogkopf-Fragment 01.09 lesen; keine Stationsnummer ableiten	and consult its rule	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
581	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.2	A2:G010	tochso	Katalogkopf-Fragment 02.01 lesen; keine Stationsnummer ableiten	the lunar station	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
582	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.2	A2:G011	otchl	Katalogkopf-Fragment 02.02 lesen; keine Stationsnummer ableiten	by its drawn place	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
583	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.2	A2:G012	qokeeedy	Katalogkopf-Fragment 02.03 lesen; keine Stationsnummer ableiten	and consult its rule	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
584	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.2	A2:G013	cheey	Katalogkopf-Fragment 02.04 lesen; keine Stationsnummer ableiten	without changing the catalogue order	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
585	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.2	A2:G014	cheeteey	Katalogkopf-Fragment 02.05 lesen; keine Stationsnummer ableiten	identify	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
586	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.2	A2:G015	yteody	Katalogkopf-Fragment 02.06 lesen; keine Stationsnummer ableiten	the lunar station	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
587	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.2	A2:G016	chpor	Katalogkopf-Fragment 02.07 lesen; keine Stationsnummer ableiten	by its drawn place	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
588	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.2	A2:G017	cheokorchey	Katalogkopf-Fragment 02.08 lesen; keine Stationsnummer ableiten	and consult its rule	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
589	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.2	A2:G018	chod	Katalogkopf-Fragment 02.09 lesen; keine Stationsnummer ableiten	without changing the catalogue order	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
590	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.3	A2:G019	ykor	Katalogkopf-Fragment 03.01 lesen; keine Stationsnummer ableiten	by its drawn place	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
591	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.3	A2:G020	shey	Katalogkopf-Fragment 03.02 lesen; keine Stationsnummer ableiten	and consult its rule	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
592	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.3	A2:G021	qocheey	Katalogkopf-Fragment 03.03 lesen; keine Stationsnummer ableiten	without changing the catalogue order	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
593	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.3	A2:G022	chokal	Katalogkopf-Fragment 03.04 lesen; keine Stationsnummer ableiten	identify	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
594	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.3	A2:G023	okeey	Katalogkopf-Fragment 03.05 lesen; keine Stationsnummer ableiten	the lunar station	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
595	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.3	A2:G024	ror	Katalogkopf-Fragment 03.06 lesen; keine Stationsnummer ableiten	by its drawn place	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
596	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.3	A2:G025	eckhear	Katalogkopf-Fragment 03.07 lesen; keine Stationsnummer ableiten	and consult its rule	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
597	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.3	A2:G026	daram	Katalogkopf-Fragment 03.08 lesen; keine Stationsnummer ableiten	without changing the catalogue order	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
598	WORK_CALENDAR_LOOKUP	f68r1	A2	f68r1.4	A2:G027	dchor	Katalogkopf-Fragment 04.01 lesen; keine Stationsnummer ableiten	and consult its rule	CATALOGUE_HEADER_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
