group_serial	unit_id	page	locus	event_index	opaque_local_id	local_owner	local_namespace	default_local_meaning_de	copy_instruction_de	instrument_reading_de	orientation	crosspage_key
302	A3	f69v	f69v.2	7	A3:G047	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 7 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
303	A3	f69v	f69v.2	8	A3:G048	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 8 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
304	A3	f69v	f69v.2	9	A3:G049	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 9 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
305	A3	f69v	f69v.2	10	A3:G050	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 10 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
306	A3	f69v	f69v.2	11	A3:G051	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 11 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
307	A3	f69v	f69v.2	12	A3:G052	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 12 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
308	A3	f69v	f69v.2	13	A3:G053	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 13 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
309	A3	f69v	f69v.2	14	A3:G054	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 14 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
310	A3	f69v	f69v.2	15	A3:G055	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 15 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
311	A3	f69v	f69v.2	16	A3:G056	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 16 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
312	A3	f69v	f69v.2	17	A3:G057	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 17 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
313	A3	f69v	f69v.2	18	A3:G058	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 18 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
314	A3	f69v	f69v.2	19	A3:G059	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 19 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
315	A3	f69v	f69v.2	20	A3:G060	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 20 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
316	A3	f69v	f69v.2	21	A3:G061	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 21 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
317	A3	f69v	f69v.2	22	A3:G062	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 22 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
318	A3	f69v	f69v.2	23	A3:G063	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 23 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
319	A3	f69v	f69v.2	24	A3:G064	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 24 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
320	A3	f69v	f69v.2	25	A3:G065	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 25 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
321	A3	f69v	f69v.2	26	A3:G066	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 26 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
322	A3	f69v	f69v.2	27	A3:G067	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 27 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
323	A3	f69v	f69v.2	28	A3:G068	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 28 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
324	A3	f69v	f69v.2	29	A3:G069	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 29 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
325	A3	f69v	f69v.2	30	A3:G070	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 30 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
326	A3	f69v	f69v.2	31	A3:G071	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 31 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
327	A3	f69v	f69v.2	32	A3:G072	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 32 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
328	A3	f69v	f69v.2	33	A3:G073	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 33 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
329	A3	f69v	f69v.2	34	A3:G074	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 34 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
330	A3	f69v	f69v.2	35	A3:G075	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 35 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
331	A3	f69v	f69v.2	36	A3:G076	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 36 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
332	A3	f69v	f69v.2	37	A3:G077	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 37 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
333	A3	f69v	f69v.2	38	A3:G078	A3_MIDDLE_WHEEL_RING_TEXT	A3_MIDDLE_WHEEL_ONLY	örtliches Wetterzeichen	Kopiere Gruppe 38 am Besitzer A3_MIDDLE_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
334	A3	f69v	f69v.3	1	A3:G079	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 1 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
335	A3	f69v	f69v.3	2	A3:G080	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 2 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
336	A3	f69v	f69v.3	3	A3:G081	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 3 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
337	A3	f69v	f69v.3	4	A3:G082	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 4 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
338	A3	f69v	f69v.3	5	A3:G083	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 5 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
339	A3	f69v	f69v.3	6	A3:G084	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 6 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
340	A3	f69v	f69v.3	7	A3:G085	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 7 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
341	A3	f69v	f69v.3	8	A3:G086	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 8 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
342	A3	f69v	f69v.3	9	A3:G087	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 9 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
343	A3	f69v	f69v.3	10	A3:G088	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 10 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
344	A3	f69v	f69v.3	11	A3:G089	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 11 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
345	A3	f69v	f69v.3	12	A3:G090	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 12 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
346	A3	f69v	f69v.3	13	A3:G091	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 13 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
347	A3	f69v	f69v.3	14	A3:G092	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 14 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
348	A3	f69v	f69v.3	15	A3:G093	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 15 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
349	A3	f69v	f69v.3	16	A3:G094	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 16 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
350	A3	f69v	f69v.3	17	A3:G095	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 17 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
351	A3	f69v	f69v.3	18	A3:G096	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 18 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
352	A3	f69v	f69v.3	19	A3:G097	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 19 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
353	A3	f69v	f69v.3	20	A3:G098	A3_RIGHT_WHEEL_RING_TEXT	A3_RIGHT_WHEEL_ONLY	örtliches Licht-, Zeit- oder Eigenschaftszeichen	Kopiere Gruppe 20 am Besitzer A3_RIGHT_WHEEL_RING_TEXT.	Eines der drei Rosettenräder wählen. Links ein ungeordnetes 28er Feld und sein Kalenderzeichen lesen; in der mittleren Rosette Wetterzeichen, in der rechten Licht-, Zeit- oder Eigenschaftszeichen lesen. Zwischen den drei Rädern keinen Wert übertragen.	NONE	NONE
