edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt578_attachment_voice_clause_de	mixed_scope_voice_working_clause_de	gdt578_source_roundtrip_de	scope_voice_status	scope_pair_id	scope_route	guard
2754	G407-E2754	G407-S397	18	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: wähle denselben Stationsanteil.	Weiter im laufenden Gang: wähle denselben Stationsanteil.	Weiter im laufenden Gang: wähle denselben Stationsanteil.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2755	G407-E2755	G407-S397	19	f81r	BIOLOGICAL	F81R_UPPER_POOL	eses	E+S+E+S	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Stationsanteil und wähle ihn; beim ersten Wählen: auf Grad I; beim ersten Wählen: erneut auf Grad I.	Wähle denselben Stationsanteil und wähle ihn; beim ersten Wählen: auf Grad I; beim ersten Wählen: erneut auf Grad I.	Wähle denselben Stationsanteil und wähle ihn; beim ersten Wählen: auf Grad I; beim ersten Wählen: erneut auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2756	G407-E2756	G407-S397	20	f81r	BIOLOGICAL	F81R_UPPER_POOL	oteey	OT+EE+Y	STATE_CARD	OT	Danach im laufenden Gang: wähle den Stationsposten; auf Grad II.	Danach im laufenden Gang: wähle den Stationsposten; auf Grad II.	Danach im laufenden Gang: wähle den Stationsposten; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2757	G407-E2757	G407-S397	21	f81r	BIOLOGICAL	F81R_UPPER_POOL	shor	SH+OR	NONSTATE_CARD	NOT_APPLICABLE	Halte die Stationseinheit.	Halte die Stationseinheit.	Halte die Stationseinheit.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2758	G407-E2758	G407-S397	22	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokeey	OK+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2759	G407-E2759	G407-S397	23	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2760	G407-E2760	G407-S397	24	f81r	BIOLOGICAL	F81R_UPPER_POOL	dshees	D_ADDR+SH+EE+S	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Stationsposten und wähle ihn; auf Grad II; an der D-Stelle.	Halte denselben Stationsposten und wähle ihn; auf Grad II; an der D-Stelle.	Halte denselben Stationsposten und wähle ihn; auf Grad II; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2761	G407-E2761	G407-S397	25	f81r	BIOLOGICAL	F81R_UPPER_POOL	okain	OK+AIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2762	G407-E2762	G407-S397	26	f81r	BIOLOGICAL	F81R_UPPER_POOL	chcthy	CH+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten zweimal und stelle ihn ein.	Entnimm den Stationsposten zweimal und stelle ihn ein.	Entnimm den Stationsposten zweimal und stelle ihn ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2763	G407-E2763	G407-S397	27	f81r	BIOLOGICAL	F81R_UPPER_POOL	otey	OT+E+Y	STATE_CARD	OT	Danach im laufenden Gang: stelle den Stationsposten ein; auf Grad I.	Danach im laufenden Gang: stelle den Stationsposten ein; auf Grad I.	Danach im laufenden Gang: stelle den Stationsposten ein; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2764	G407-E2764	G407-S397	28	f81r	BIOLOGICAL	F81R_UPPER_POOL	okain	OK+AIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2765	G407-E2765	G407-S397	29	f81r	BIOLOGICAL	F81R_UPPER_POOL	pchedy	P+CHD+DY	STATE_CARD	DY	Setze denselben Stationsanteil ein und bearbeite ihn; schließe den Schritt.	Setze denselben Stationsanteil ein und bearbeite ihn; schließe den Schritt.	Setze denselben Stationsanteil ein und bearbeite ihn; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2766	G407-E2766	G407-S398	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokeey	OK+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2767	G407-E2767	G407-S398	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	oty	OT+Y	STATE_CARD	OT	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2768	G407-E2768	G407-S398	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	qotey	OT+E+Y	STATE_CARD	OT	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2769	G407-E2769	G407-S398	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	oteey	OT+EE+Y	STATE_CARD	OT	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2770	G407-E2770	G407-S398	5	f81r	BIOLOGICAL	F81R_UPPER_POOL	oly	OL+Y	STATE_CARD	OL	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2771	G407-E2771	G407-S398	6	f81r	BIOLOGICAL	F81R_UPPER_POOL	qoteesy	OT+EE+S+Y	STATE_CARD	OT	Danach: wähle den Stationsposten; auf Grad II.	Danach: wähle den Stationsposten; auf Grad II.	Danach: wähle den Stationsposten; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2772	G407-E2772	G407-S398	7	f81r	BIOLOGICAL	F81R_UPPER_POOL	qotedy	OT+E+DY	STATE_CARD	OT+DY	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2773	G407-E2773	G407-S399	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokeedy	OK+EE+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2774	G407-E2774	G407-S400	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	chcphey	CH+CH+P+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten zweimal und setze ihn ein; auf Grad I.	Entnimm den Stationsposten zweimal und setze ihn ein; auf Grad I.	Entnimm den Stationsposten zweimal und setze ihn ein; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2775	G407-E2775	G407-S400	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	chol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationsposten ein.	Weiter im laufenden Gang: setze denselben Stationsposten ein.	Weiter im laufenden Gang: setze denselben Stationsposten ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2776	G407-E2776	G407-S400	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	dain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Stationsanteil ein.	Im laufenden Gang setze den Stationsanteil ein.	Im laufenden Gang setze den Stationsanteil ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2777	G407-E2777	G407-S400	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	otedy	OT+E+DY	STATE_CARD	OT+DY	Danach im laufenden Gang: setze denselben Stationsanteil ein; auf Grad I; schließe den Schritt.	Danach im laufenden Gang: setze denselben Stationsanteil ein; auf Grad I; schließe den Schritt.	Danach im laufenden Gang: setze denselben Stationsanteil ein; auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2778	G407-E2778	G407-S401	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	cheey	SH+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten; auf Grad II.	Halte den Stationsposten; auf Grad II.	Halte den Stationsposten; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2779	G407-E2779	G407-S401	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	qotain	OT+AIN	STATE_CARD	OT	Danach im laufenden Gang: halte den Stationsanteil.	Danach im laufenden Gang: halte den Stationsanteil.	Danach im laufenden Gang: halte den Stationsanteil.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2780	G407-E2780	G407-S401	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	ly	L+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Stationsposten; über die sichtbare Verbindung.	Im laufenden Gang halte den Stationsposten; über die sichtbare Verbindung.	Im laufenden Gang halte den Stationsposten; über die sichtbare Verbindung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2781	G407-E2781	G407-S401	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	olsheol	OL+K+E+OL	STATE_CARD	OL+OL	Weiter: führe denselben Stationsposten zu; auf Grad I; führe den Gang weiter.	Weiter: führe denselben Stationsposten zu; auf Grad I; führe den Gang weiter.	Weiter: führe denselben Stationsposten zu; auf Grad I; führe den Gang weiter.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2782	G407-E2782	G407-S401	5	f81r	BIOLOGICAL	F81R_UPPER_POOL	olkedy	OL+K+E+DY	STATE_CARD	OL+DY	Weiter: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	Weiter: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	Weiter: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2783	G407-E2783	G407-S402	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	sheckhedy	SH+E+CH+K+E+DY	STATE_CARD	DY	Halte denselben Stationsposten und entnimm ihn und führe ihn zu; beim Halten: auf Grad I; beim Zuführen: ebenfalls auf Grad I; schließe den Schritt.	Halte denselben Stationsposten und entnimm ihn und führe ihn zu; beim Halten: auf Grad I; beim Zuführen: ebenfalls auf Grad I; schließe den Schritt.	Halte denselben Stationsposten und entnimm ihn und führe ihn zu; beim Halten: auf Grad I; beim Zuführen: ebenfalls auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2784	G407-E2784	G407-S403	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	oltedy	OL+T+E+DY	STATE_CARD	OL+DY	Weiter: stelle denselben Stationsposten ein; auf Grad I; schließe den Schritt.	Weiter: stelle denselben Stationsposten ein; auf Grad I; schließe den Schritt.	Weiter: stelle denselben Stationsposten ein; auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2785	G407-E2785	G407-S404	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	ychedy	Y+CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den äußeren Stationsposten und den inneren Stationsposten.	Bearbeite den äußeren Stationsposten und den inneren Stationsposten.	Bearbeite den äußeren Stationsposten und den inneren Stationsposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2786	G407-E2786	G407-S404	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	tedy	T+E+DY	STATE_CARD	DY	Stelle denselben Stationsposten ein; auf Grad I; schließe den Schritt.	Stelle denselben Stationsposten ein; auf Grad I; schließe den Schritt.	Stelle denselben Stationsposten ein; auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2787	G407-E2787	G407-S405	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: stelle denselben Stationsposten ein.	Weiter im laufenden Gang: stelle denselben Stationsposten ein.	Weiter im laufenden Gang: stelle denselben Stationsposten ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2788	G407-E2788	G407-S405	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	sheedy	SH+EE+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2789	G407-E2789	G407-S406	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokeey	OK+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	Setze den Stationsposten im Stationsgang an; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2790	G407-E2790	G407-S406	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	loly	L+OL+Y	STATE_CARD	OL	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2791	G407-E2791	G407-S406	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	dchol	D_ADDR+OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der D-Stelle.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der D-Stelle.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2792	G407-E2792	G407-S406	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2793	G407-E2793	G407-S407	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	qotedy	OT+E+DY	STATE_CARD	OT+DY	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2794	G407-E2794	G407-S408	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	qol	OL	STATE_CARD	OL	Weiter im laufenden Gang: halte denselben Stationsposten.	Weiter im laufenden Gang: halte denselben Stationsposten.	Weiter im laufenden Gang: halte denselben Stationsposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2795	G407-E2795	G407-S408	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2796	G407-E2796	G407-S408	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	chetyry	CH+E+T+Y+R+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den äußeren Stationsposten und den inneren Stationsposten, stelle den äußeren Stationsposten und den inneren Stationsposten ein und markiere den äußeren Stationsposten und den inneren Stationsposten; auf Grad I.	Entnimm den äußeren Stationsposten und den inneren Stationsposten, stelle den äußeren Stationsposten und den inneren Stationsposten ein und markiere den äußeren Stationsposten und den inneren Stationsposten; auf Grad I.	Entnimm den äußeren Stationsposten und den inneren Stationsposten, stelle den äußeren Stationsposten und den inneren Stationsposten ein und markiere den äußeren Stationsposten und den inneren Stationsposten; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2797	G407-E2797	G407-S408	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokechedy	OK+E+CHD+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite ihn; auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2798	G407-E2798	G407-S409	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	qolsheedy	OL+SH+EE+DY	STATE_CARD	OL+DY	Weiter: halte denselben Stationsposten; auf Grad II; schließe den Schritt.	Weiter: halte denselben Stationsposten; auf Grad II; schließe den Schritt.	Weiter: halte denselben Stationsposten; auf Grad II; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2799	G407-E2799	G407-S410	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte die Stationseinheit.	Im laufenden Gang halte die Stationseinheit.	Im laufenden Gang halte die Stationseinheit.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2800	G407-E2800	G407-S410	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	ain	AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Stationsanteil.	Im laufenden Gang halte den Stationsanteil.	Im laufenden Gang halte den Stationsanteil.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2801	G407-E2801	G407-S410	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	arol	AR+OL	STATE_CARD	OL	Weiter im laufenden Gang: halte denselben Stationsanteil; von der Ausgangsstation.	Weiter im laufenden Gang: halte denselben Stationsanteil; von der Ausgangsstation.	Weiter im laufenden Gang: halte denselben Stationsanteil; von der Ausgangsstation.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2802	G407-E2802	G407-S410	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	oeeedy	O+EEE+DY	STATE_CARD	DY	Im laufenden Gang: Halte denselben Stationsanteil; als Ausführung und auf Grad III; schließe den Schritt.	Im laufenden Gang: Halte denselben Stationsanteil; als Ausführung und auf Grad III; schließe den Schritt.	Im laufenden Gang: Halte denselben Stationsanteil; als Ausführung und auf Grad III; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2803	G407-E2803	G407-S411	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	sain	S+AIN	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Stationsanteil.	Wähle den Stationsanteil.	Wähle den Stationsanteil.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2804	G407-E2804	G407-S411	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: wähle denselben Stationsanteil.	Weiter im laufenden Gang: wähle denselben Stationsanteil.	Weiter im laufenden Gang: wähle denselben Stationsanteil.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2805	G407-E2805	G407-S411	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	cheedy	CH+EE+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten; auf Grad II; an der D-Stelle.	Entnimm den Stationsposten; auf Grad II; an der D-Stelle.	Entnimm den Stationsposten; auf Grad II; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2806	G407-E2806	G407-S411	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	qokeedy	OK+EE+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2807	G407-E2807	G407-S412	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	otedy	OT+E+DY	STATE_CARD	OT+DY	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
2808	G407-E2808	G407-S413	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	polchdy	P+OL+CHD+DY	STATE_CARD	OL+DY	Weiter: setze ein und bearbeite; schließe den Schritt.	Weiter: setze ein und bearbeite; schließe den Schritt.	Weiter: setze ein und bearbeite; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
