selection_id	source_recipe	mutation_family	neutral_selection_class	neighbor_id	target_recipe	target_is_exact_catalog_key	neutral_execution_decision	neutral_blocked_factor_rules	selection_rule
G454-V02115	L+S	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12317	S+L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02116	L+S	ATOM_DELETION	NEUTRAL_READABLE	G447-N12318	L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02117	L+S	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12320	AIR+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02118	L+S+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12331	L+Y+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02119	L+S+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12333	L+S	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02120	L+S+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12336	AIR+S+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02121	L+SH	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12350	SH+L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02122	L+SH	ATOM_DELETION	NEUTRAL_READABLE	G447-N12351	L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02123	L+SH	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12353	AIR+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02124	L+SH+AL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12364	L+AL+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02125	L+SH+AL	ATOM_DELETION	NEUTRAL_READABLE	G447-N12366	L+AL	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02126	L+SH+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12369	AIR+SH+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02127	L+SH+AR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12383	L+AR+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02128	L+SH+AR	ATOM_DELETION	NEUTRAL_READABLE	G447-N12385	L+AR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02129	L+SH+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12388	AIR+SH+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02130	L+SH+CH+T+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12403	L+SH+CH+Y+T	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02131	L+SH+CH+T+Y	ADJACENT_SWAP	NEUTRAL_STOP	G447-N12402	L+CH+SH+T+Y	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02132	L+SH+CH+T+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12406	L+CH+T+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02133	L+SH+CH+T+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12411	AIR+SH+CH+T+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02134	L+SH+CH+T+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N12415	L+CHD+CH+T+Y	NO	STOP	PAIR:CHD>CH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02135	L+SH+E	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12441	L+E+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02136	L+SH+E	ATOM_DELETION	NEUTRAL_READABLE	G447-N12443	L+E	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02137	L+SH+E	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12446	AIR+SH+E	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02138	L+SH+E+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12459	L+E+SH+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02139	L+SH+E+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N12463	L+SH+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02140	L+SH+E+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N12462	L+E+DY	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02141	L+SH+E+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12466	AIR+SH+E+DY	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02142	L+SH+E+D_ADDR+AR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12479	L+E+SH+D_ADDR+AR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02143	L+SH+E+D_ADDR+AR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12484	L+E+D_ADDR+AR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02144	L+SH+E+D_ADDR+AR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12490	AIR+SH+E+D_ADDR+AR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02145	L+SH+E+T+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12509	L+E+SH+T+Y	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02146	L+SH+E+T+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12513	L+E+T+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02147	L+SH+E+T+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12518	AIR+SH+E+T+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02148	L+SH+E+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12542	L+E+SH+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02149	L+SH+E+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12545	L+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02150	L+SH+E+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12549	AIR+SH+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02151	L+SH+EE	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12565	L+EE+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02152	L+SH+EE	ATOM_DELETION	NEUTRAL_READABLE	G447-N12567	L+EE	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02153	L+SH+EE	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12570	AIR+SH+EE	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02154	L+SH+EE+D_ADDR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12583	L+EE+SH+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02155	L+SH+EE+D_ADDR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12587	L+EE+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02156	L+SH+EE+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12592	AIR+SH+EE+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02157	L+SH+EE+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12608	L+EE+SH+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02158	L+SH+EE+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12611	L+EE+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02159	L+SH+EE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12615	AIR+SH+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02160	L+SH+L	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12631	L+L+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02161	L+SH+L	ATOM_DELETION	NEUTRAL_READABLE	G447-N12633	L+L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02162	L+SH+L	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12636	AIR+SH+L	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02163	L+SH+O	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12650	L+O+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02164	L+SH+O	ATOM_DELETION	NEUTRAL_READABLE	G447-N12652	L+O	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02165	L+SH+O	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12655	AIR+SH+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02166	L+SH+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12666	L+Y+SH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02167	L+SH+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12668	L+SH	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02168	L+SH+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12671	AIR+SH+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02169	L+T+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12685	L+AIIN+T	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02170	L+T+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N12687	L+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02171	L+T+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12690	AIR+T+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02172	L+T+AIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12704	L+AIN+T	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02173	L+T+AIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N12706	L+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02174	L+T+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12709	AIR+T+AIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02175	L+T+AR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12723	L+AR+T+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02176	L+T+AR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12726	L+AR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02177	L+T+AR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12730	AIR+T+AR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02178	L+T+E+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12747	L+E+T+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02179	L+T+E+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N12751	L+T+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02180	L+T+E+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N12750	L+E+DY	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02181	L+T+E+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12754	AIR+T+E+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02182	L+T+EE+D_ADDR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12767	L+EE+T+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02183	L+T+EE+D_ADDR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12771	L+EE+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02184	L+T+EE+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12776	AIR+T+EE+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02185	L+T+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12792	L+OR+T	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02186	L+T+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N12794	L+OR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02187	L+T+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12797	AIR+T+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02188	L+T+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12811	L+Y+T	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02189	L+T+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12813	L+T	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02190	L+T+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12816	AIR+T+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02191	L+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12830	Y+L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02192	L+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12831	L	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02193	L+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12833	AIR+Y	YES	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02194	LOCAL_CHAR_F+AR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12839	AR+LOCAL_CHAR_F	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02195	LOCAL_CHAR_F+AR	ATOM_DELETION	NEUTRAL_READABLE	G447-N12840	AR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02196	LOCAL_CHAR_F+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12842	LOCAL_CHAR_F+AIR	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02197	LOCAL_CHAR_F+A_ADDR+CH+Y+S	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12845	A_ADDR+LOCAL_CHAR_F+CH+Y+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02198	LOCAL_CHAR_F+A_ADDR+CH+Y+S	ATOM_DELETION	NEUTRAL_READABLE	G447-N12849	A_ADDR+CH+Y+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02199	LOCAL_CHAR_F+A_ADDR+CH+Y+S	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12854	LOCAL_CHAR_F+A_ADDR+CH+AIIN+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02200	LOCAL_CHAR_F+CH+EE+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12873	CH+LOCAL_CHAR_F+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02201	LOCAL_CHAR_F+CH+EE+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N12876	CH+EE+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02202	LOCAL_CHAR_F+CH+EE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12880	LOCAL_CHAR_F+CH+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02203	LOCAL_CHAR_F+CH+O+D_ADDR+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12893	CH+LOCAL_CHAR_F+O+D_ADDR+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02204	LOCAL_CHAR_F+CH+O+D_ADDR+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N12897	CH+O+D_ADDR+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02205	LOCAL_CHAR_F+CH+O+D_ADDR+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12902	LOCAL_CHAR_F+CH+O+D_ADDR+AIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02206	LOCAL_CHAR_F+O+AR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12913	LOCAL_CHAR_F+AR+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02207	LOCAL_CHAR_F+O+AR	ATOM_DELETION	NEUTRAL_READABLE	G447-N12915	LOCAL_CHAR_F+AR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02208	LOCAL_CHAR_F+O+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12918	LOCAL_CHAR_F+O+AIR	NO	READ_AMBER	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02209	LOCAL_CHAR_F+SH+O+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12921	LOCAL_CHAR_F+O+SH+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02210	LOCAL_CHAR_F+SH+O+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N12925	LOCAL_CHAR_F+SH+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02211	LOCAL_CHAR_F+SH+O+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N12924	LOCAL_CHAR_F+O+DY	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02212	LOCAL_CHAR_F+SH+O+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12928	LOCAL_CHAR_F+CH+O+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02213	LOCAL_CHAR_G	ATOM_DELETION	NEUTRAL_STOP	G447-N12936	EMPTY_RECIPE	NO	STOP	EMPTY_RECIPE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02214	LOCAL_CHAR_G+IIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12937	IIN+LOCAL_CHAR_G	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02215	LOCAL_CHAR_G+IIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N12938	IIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02216	M_LOCAL+OL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N12940	OL+M_LOCAL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02217	M_LOCAL+OL	ATOM_DELETION	NEUTRAL_READABLE	G447-N12941	M_LOCAL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V02218	M_LOCAL+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N12943	M_LOCAL+OT	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
