visible_action_ordinal	event_id	statement_id	physical_page	register	surface	recipe	written_action_roots	written_action_slot_count	effective_argument_roots	argument_source	rendered_action_chain_de	expanded_action_chain_de	visible_modifier_phrase_de	state_sequence_role	owner_free_microphrase_de	repeat_status	all_action_slots_retained	guard
532	G407-E3043	G407-S463	f81v	BIOLOGICAL	ytedy	Y+T+E+DY	T	1	Y	VISIBLE_ARGUMENT_IN_CARD	stelle den Posten ein	stelle den Posten ein	auf Grad I	CLOSE_CURRENT_OPERATION	Stelle den Posten ein; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
533	G407-E3047	G407-S464	f81v	BIOLOGICAL	ykedy	Y+K+E+DY	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Gib den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
534	G407-E3049	G407-S465	f81v	BIOLOGICAL	dshedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
535	G407-E3053	G407-S466	f81v	BIOLOGICAL	okedy	OK+E+DY	OK	1	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert	setze den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
536	G407-E3055	G407-S467	f81v	BIOLOGICAL	qokedy	OK+E+DY	OK	1	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert	setze den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
537	G407-E3067	G407-S468	f81v	BIOLOGICAL	shedy	SH+E+DY	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	auf Grad I	CLOSE_CURRENT_OPERATION	Halte die Einheit; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
538	G407-E3072	G407-S469	f81v	BIOLOGICAL	lshedy	L+SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	über die Verbindung; auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; über die Verbindung; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
539	G407-E3076	G407-S470	f81v	BIOLOGICAL	sshkchdy	SH+K+CHD+DY	SH|K|CHD	3	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten und gib den Posten und bearbeite den Posten	halte den Posten und gib den Posten und bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Halte den Posten und gib den Posten und bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
540	G407-E3079	G407-S471	f81v	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
541	G407-E3080	G407-S472	f81v	BIOLOGICAL	qolchedy	OL+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	NONE	CONTINUE_THEN_CLOSE	Weiter: bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
542	G407-E3085	G407-S473	f81v	BIOLOGICAL	qokchdy	OK+CHD+DY	OK|CHD	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten und bearbeite den Posten	setze den Posten und bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Setze den Posten und bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
543	G407-E3090	G407-S474	f81v	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
544	G407-E3091	G407-S475	f81v	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
545	G407-E3092	G407-S476	f81v	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
546	G407-E3095	G407-S477	f81v	BIOLOGICAL	solkeey	OL+K+EE+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
547	G407-E3097	G407-S477	f81v	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
548	G407-E3108	G407-S479	f81v	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
549	G407-E3111	G407-S481	f81v	BIOLOGICAL	ltedy	L+T+E+DY	T	1	Y	INHERITED_ARGUMENT_CONTEXT	stelle den Posten ein	stelle den Posten ein	über die Verbindung; auf Grad I	CLOSE_CURRENT_OPERATION	Stelle den Posten ein; über die Verbindung; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
550	G407-E3115	G407-S482	f81v	BIOLOGICAL	lshedy	L+SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	über die Verbindung; auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; über die Verbindung; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
551	G407-E3116	G407-S483	f81v	BIOLOGICAL	lshedy	L+SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	über die Verbindung; auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; über die Verbindung; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
552	G407-E3118	G407-S484	f81v	BIOLOGICAL	qolky	OL+K+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
553	G407-E3127	G407-S484	f81v	BIOLOGICAL	lchedy	L+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	über die Verbindung	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
554	G407-E3130	G407-S485	f81v	BIOLOGICAL	shol	SH+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
555	G407-E3133	G407-S485	f81v	BIOLOGICAL	olkain	OL+K+AIN	K	1	AIN	VISIBLE_ARGUMENT_IN_CARD	gib den Anteil	gib den Anteil	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Anteil.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
556	G407-E3134	G407-S485	f81v	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
557	G407-E3137	G407-S486	f81v	BIOLOGICAL	rol	R+OL	R	1	Y	INHERITED_ARGUMENT_CONTEXT	markiere den Posten	markiere den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: markiere den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
558	G407-E3138	G407-S486	f81v	BIOLOGICAL	olcthdy	OL+CH+T+D_ADDR+Y	CH|T	2	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten und stelle den Posten ein	nimm den Posten und stelle den Posten ein	hier	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und stelle den Posten ein; hier.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
559	G407-E3140	G407-S486	f81v	BIOLOGICAL	okchedy	OK+CHD+DY	OK|CHD	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten und bearbeite den Posten	setze den Posten und bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Setze den Posten und bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
560	G407-E3147	G407-S487	f81v	BIOLOGICAL	dchdy	CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
561	G407-E3151	G407-S489	f81v	BIOLOGICAL	shol	SH+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
562	G407-E3162	G407-S489	f81v	BIOLOGICAL	checholtar	CH+E+OL+T+AR	CH|T	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und stelle den Posten ein	nimm den Posten und stelle den Posten ein	auf Grad I; vom Ausgang	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und stelle den Posten ein; auf Grad I; vom Ausgang.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
563	G407-E3164	G407-S489	f81v	BIOLOGICAL	okedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
564	G407-E3167	G407-S490	f81v	BIOLOGICAL	olkeol	OL+K+E+OL	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad I	DOUBLE_CONTINUATION_BRIDGE	Weiter: gib den Posten; auf Grad I; nochmals weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
565	G407-E3168	G407-S490	f81v	BIOLOGICAL	olkeedy	OL+K+EE+DY	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad II	CONTINUE_THEN_CLOSE	Weiter: gib den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
566	G407-E3169	G407-S491	f81v	BIOLOGICAL	okeol	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
567	G407-E3170	G407-S491	f81v	BIOLOGICAL	dsheol	SH+E+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
568	G407-E3172	G407-S491	f81v	BIOLOGICAL	olkeedy	OL+K+EE+DY	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad II	CONTINUE_THEN_CLOSE	Weiter: gib den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
569	G407-E3173	G407-S492	f81v	BIOLOGICAL	tedy	T+E+DY	T	1	Y	INHERITED_ARGUMENT_CONTEXT	stelle den Posten ein	stelle den Posten ein	auf Grad I	CLOSE_CURRENT_OPERATION	Stelle den Posten ein; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
570	G407-E3175	G407-S493	f81v	BIOLOGICAL	shckhedy	SH+CH+K+E+DY	SH|CH|K	3	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten und nimm den Posten und gib den Posten	halte den Posten und nimm den Posten und gib den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
571	G407-E3178	G407-S495	f82r	BIOLOGICAL	qokeol	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
572	G407-E3186	G407-S495	f82r	BIOLOGICAL	qolchedy	OL+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	NONE	CONTINUE_THEN_CLOSE	Weiter: bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
573	G407-E3189	G407-S496	f82r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
574	G407-E3194	G407-S497	f82r	BIOLOGICAL	lcheckhedy	L+CH+K+E+DY	CH|K	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und gib den Posten	nimm den Posten und gib den Posten	über die Verbindung; auf Grad I	CLOSE_CURRENT_OPERATION	Nimm den Posten und gib den Posten; über die Verbindung; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
575	G407-E3196	G407-S498	f82r	BIOLOGICAL	solkaiin	OL+K+AIIN	K	1	AIIN	VISIBLE_ARGUMENT_IN_CARD	gib den Wert	gib den Wert	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Wert.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
576	G407-E3200	G407-S498	f82r	BIOLOGICAL	octheol	O+CH+T+E+OL	CH|T	2	AIIN	INHERITED_ARGUMENT_CONTEXT	nimm den Wert und stelle den Wert ein	nimm den Wert und stelle den Wert ein	zur Ausführung; auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Wert und stelle den Wert ein; zur Ausführung; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
577	G407-E3209	G407-S499	f82r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
578	G407-E3211	G407-S500	f82r	BIOLOGICAL	cthol	CH+T+OL	CH|T	2	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und stelle den Posten ein	nimm den Posten und stelle den Posten ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und stelle den Posten ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
579	G407-E3216	G407-S501	f82r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
580	G407-E3223	G407-S502	f82r	BIOLOGICAL	chedol	CHD+OL	CHD	1	AIIN	INHERITED_ARGUMENT_CONTEXT	bearbeite den Wert	bearbeite den Wert	NONE	CONTINUE_CURRENT_OPERATION	Weiter: bearbeite den Wert.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
581	G407-E3224	G407-S502	f82r	BIOLOGICAL	dshedy	SH+E+DY	SH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	halte den Wert	halte den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
582	G407-E3225	G407-S503	f82r	BIOLOGICAL	sotaiin	S+OT+AIIN	S	1	AIIN	VISIBLE_ARGUMENT_IN_CARD	wähle den Wert	wähle den Wert	NONE	ADVANCE_TO_NEXT_OPERATION	Danach: wähle den Wert.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
583	G407-E3227	G407-S503	f82r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	halte den Wert	halte den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
584	G407-E3228	G407-S504	f82r	BIOLOGICAL	solshedy	OL+SH+E+DY	SH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	halte den Wert	halte den Wert	auf Grad I	CONTINUE_THEN_CLOSE	Weiter: halte den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
585	G407-E3234	G407-S505	f82r	BIOLOGICAL	sheedy	SH+EE+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
586	G407-E3235	G407-S506	f82r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
587	G407-E3249	G407-S508	f82r	BIOLOGICAL	kolchdy	K+OL+CHD+Y	K|CHD	2	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten und bearbeite den Posten	gib den Posten und bearbeite den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten und bearbeite den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
588	G407-E3250	G407-S508	f82r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
589	G407-E3251	G407-S509	f82r	BIOLOGICAL	qopol	CARRIER_Q+O+P+OL	P	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten ein	setze den Posten ein	am Beginn; zur Ausführung	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten ein; am Beginn; zur Ausführung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
590	G407-E3266	G407-S510	f82r	BIOLOGICAL	olchedy	OL+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	NONE	CONTINUE_THEN_CLOSE	Weiter: bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
591	G407-E3267	G407-S511	f82r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
592	G407-E3272	G407-S513	f82r	BIOLOGICAL	solarol	S+OL+AR+OL	S	1	Y	INHERITED_ARGUMENT_CONTEXT	wähle den Posten	wähle den Posten	vom Ausgang	DOUBLE_CONTINUATION_BRIDGE	Weiter: wähle den Posten; vom Ausgang; nochmals weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
593	G407-E3274	G407-S513	f82r	BIOLOGICAL	olchy	OL+CH+Y	CH	1	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten	nimm den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
594	G407-E3281	G407-S513	f82r	BIOLOGICAL	olchedy	OL+CHD+DY	CHD	1	AIIN	INHERITED_ARGUMENT_CONTEXT	bearbeite den Wert	bearbeite den Wert	NONE	CONTINUE_THEN_CLOSE	Weiter: bearbeite den Wert; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
