complete_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	written_carrier_count	written_carrier_roots	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt599_complete_clause_de	gdt599_new_completion
914	3859	G407-S500	5	f82r	ACTION:G407-E3212@1:CHD	G407-E3212	RUNNING:G407-E3212@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3212@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
915	3863	G407-S501	1	f82r	ACTION:G407-E3214@1:OK	G407-E3214	RUNNING:G407-E3214@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:OK:STATION	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	YES
916	3864	G407-S501	2	f82r	ACTION:G407-E3215@1:S	G407-E3215	RUNNING:G407-E3215@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	NO
917	3865	G407-S501	3	f82r	ACTION:G407-E3216@1:SH	G407-E3216	RUNNING:G407-E3216@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
918	3868	G407-S502	2	f82r	ACTION:G407-E3218@1:SH	G407-E3218	RUNNING:G407-E3218@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	AIIN	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte das Stations- oder Badmaß im Bad auf Grad I	Halte den Körper im Bad bei der angegebenen Füllung auf Grad I	NO
919	3869	G407-S502	3	f82r	ACTION:G407-E3219@1:SH	G407-E3219	RUNNING:G407-E3219@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	denselben Körper	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	CARRY:G407-E3218	Halte im Bad auf Grad I	Halte denselben Körper im Bad auf Grad I	NO
920	3870	G407-S502	4	f82r	ACTION:G407-E3219@3:CH	G407-E3219	RUNNING:G407-E3219@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3219@4:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
921	3871	G407-S502	5	f82r	ACTION:G407-E3219@4:K	G407-E3219	RUNNING:G407-E3219@4	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3219@4:K	Führe den Stationsansatz zu	Führe den Stationsansatz zu	YES
922	3872	G407-S502	6	f82r	ACTION:G407-E3220@1:OK	G407-E3220	RUNNING:G407-E3220@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3219@4:K	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite denselben Stationsansatz zur Zielstation oder ins Zielbecken vor	YES
923	3873	G407-S502	7	f82r	ACTION:G407-E3221@1:SH	G407-E3221	RUNNING:G407-E3221@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E3219:RUNNING:G407-E3219@5	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	NO
924	3874	G407-S502	8	f82r	ACTION:G407-E3221@3:K	G407-E3221	RUNNING:G407-E3221@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	2	Y+AIIN	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3221@3:K	Führe den Stationsansatz und das Stations- oder Badmaß zu	Führe den Stationsansatz und das Stations- oder Badmaß zu	YES
925	3876	G407-S502	10	f82r	ACTION:G407-E3223@1:CHD	G407-E3223	RUNNING:G407-E3223@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	NO
926	3878	G407-S502	12	f82r	ACTION:G407-E3224@1:SH	G407-E3224	RUNNING:G407-E3224@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
927	3880	G407-S503	1	f82r	ACTION:G407-E3225@1:S	G407-E3225	RUNNING:G407-E3225@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIIN	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3225@1:S	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	NO
928	3882	G407-S503	3	f82r	ACTION:G407-E3226@1:OK	G407-E3226	RUNNING:G407-E3226@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:OK:STATION	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor	YES
929	3883	G407-S503	4	f82r	ACTION:G407-E3227@1:SH	G407-E3227	RUNNING:G407-E3227@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
930	3886	G407-S504	2	f82r	ACTION:G407-E3228@2:SH	G407-E3228	RUNNING:G407-E3228@2	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:SH:CONDITION	Halte den Zustand	Halte die Stationsbedingung aufrecht	YES
931	3889	G407-S505	1	f82r	ACTION:G407-E3229@1:OK	G407-E3229	RUNNING:G407-E3229@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3229@1:OK	Beschicke oder bereite den Stationsansatz auf Grad II vor	Beschicke oder bereite den Stationsansatz auf Grad II vor	YES
932	3890	G407-S505	2	f82r	ACTION:G407-E3230@1:OK	G407-E3230	RUNNING:G407-E3230@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3230@1:OK	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	YES
933	3892	G407-S505	4	f82r	ACTION:G407-E3232@1:SH	G407-E3232	RUNNING:G407-E3232@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3232:RUNNING:G407-E3232@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	NO
934	3893	G407-S505	5	f82r	ACTION:G407-E3233@3:K	G407-E3233	RUNNING:G407-E3233@3	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3233@3:K	Führe den Stationsansatz auf Grad I, auf Grad II und als neuer Bad- oder Stationsansatz zu	Führe den Stationsansatz auf Grad I, auf Grad II zu; übernimm das Ergebnis als neuen Bad- oder Stationsansatz	YES
935	3894	G407-S505	6	f82r	ACTION:G407-E3234@1:SH	G407-E3234	RUNNING:G407-E3234@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	HANDOFF:G407-E3233:RUNNING:G407-E3233@5	Halte im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	NO
936	3896	G407-S507	1	f82r	ACTION:G407-E3236@2:CH	G407-E3236	RUNNING:G407-E3236@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	FLOW	Strom	den Strom	T08_LOCAL_WORKSHOP_OVERRIDE	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	LOCAL_MODIFIER:CONTACT_OR_LINE	Entnimm oder lass in Anwendungsform und über den Stationskontakt oder die Leitung ab	Lass den Strom in Anwendungsform und über den Stationskontakt oder die Leitung ab	YES
937	3897	G407-S507	2	f82r	ACTION:G407-E3237@1:R	G407-E3237	RUNNING:G407-E3237@1	R	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	FLOW	Strom	denselben Strom	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3236@2:CH	Kennzeichne oder prüfe	Kennzeichne oder prüfe denselben Strom	YES
938	3898	G407-S507	3	f82r	ACTION:G407-E3238@1:SH	G407-E3238	RUNNING:G407-E3238@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E3238:RUNNING:G407-E3238@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	NO
939	3899	G407-S507	4	f82r	ACTION:G407-E3239@1:OK	G407-E3239	RUNNING:G407-E3239@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3239@1:OK	Beschicke oder bereite den Stationsansatz auf Grad I und zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite den Stationsansatz auf Grad I und zur Zielstation oder ins Zielbecken vor	YES
940	3901	G407-S507	6	f82r	ACTION:G407-E3241@1:CHD	G407-E3241	RUNNING:G407-E3241@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	2	Y+OR	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3241@1:CHD	Behandle den Stationsansatz und die Becken- oder Körpereinheit	Behandle den Stationsansatz und die Stationseinheit	NO
941	3904	G407-S507	9	f82r	ACTION:G407-E3243@1:S	G407-E3243	RUNNING:G407-E3243@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q02_RIGHT_SAME_EVENT_DEFINITE	DEFINITE	ACTION:G407-E3243@2:SH	Wähle die Einheit aus	Wähle den Stationsansatz aus	NO
942	3905	G407-S507	10	f82r	ACTION:G407-E3243@2:SH	G407-E3243	RUNNING:G407-E3243@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:O	Halte im Bad in Anwendungsform	Halte den Stationsansatz im Bad in Anwendungsform	NO
943	3906	G407-S507	11	f82r	ACTION:G407-E3243@5:SH	G407-E3243	RUNNING:G407-E3243@5	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:L	Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	NO
944	3907	G407-S507	12	f82r	ACTION:G407-E3243@7:CH	G407-E3243	RUNNING:G407-E3243@7	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3243@8:T	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
945	3908	G407-S507	13	f82r	ACTION:G407-E3243@8:T	G407-E3243	RUNNING:G407-E3243@8	T	T_BIO_STATION_REGULATE	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3243@8:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO
946	3909	G407-S507	14	f82r	ACTION:G407-E3244@1:OK	G407-E3244	RUNNING:G407-E3244@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3244@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Bereite eine abgemessene Menge desselben Stationsansatzes vor	YES
947	3910	G407-S507	15	f82r	ACTION:G407-E3245@1:CH	G407-E3245	RUNNING:G407-E3245@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3245@2:K	Entnimm oder lass ab	Entnimm oder lass den Stationsansatz ab	YES
948	3911	G407-S507	16	f82r	ACTION:G407-E3245@2:K	G407-E3245	RUNNING:G407-E3245@2	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3245@2:K	Führe den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle zu	Führe den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle zu	YES
949	3912	G407-S507	17	f82r	ACTION:G407-E3246@1:R	G407-E3246	RUNNING:G407-E3246@1	R	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3246@2:CH	Kennzeichne oder prüfe	Kennzeichne oder prüfe den Stationsansatz	YES
950	3913	G407-S507	18	f82r	ACTION:G407-E3246@2:CH	G407-E3246	RUNNING:G407-E3246@2	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3246@2:CH	Entnimm oder lass den Stationsansatz auf Grad I ab	Entnimm oder lass den Stationsansatz auf Grad I ab	YES
951	3914	G407-S507	19	f82r	ACTION:G407-E3247@3:CH	G407-E3247	RUNNING:G407-E3247@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3247@3:CH	Entnimm oder lass den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals ab	Entnimm oder lass den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals ab	YES
952	3915	G407-S507	20	f82r	ACTION:G407-E3248@1:OK	G407-E3248	RUNNING:G407-E3248@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3248@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Bereite eine abgemessene Menge desselben Stationsansatzes vor	YES
953	3916	G407-S508	1	f82r	ACTION:G407-E3249@1:K	G407-E3249	RUNNING:G407-E3249@1	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3249@3:CHD	Führe zu	Führe den Stationsansatz zu	YES
954	3918	G407-S508	3	f82r	ACTION:G407-E3249@3:CHD	G407-E3249	RUNNING:G407-E3249@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3249@3:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
955	3919	G407-S508	4	f82r	ACTION:G407-E3250@1:OK	G407-E3250	RUNNING:G407-E3250@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3249@3:CHD	Beschicke oder bereite auf Grad I vor	Beschicke oder bereite denselben Stationsansatz auf Grad I vor	YES
956	3921	G407-S509	1	f82r	ACTION:G407-E3251@3:P	G407-E3251	RUNNING:G407-E3251@3	P	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	OR	PORTION	Inhalt der Becken- oder Körpereinheit	den Inhalt der Becken- oder Körpereinheit	T08_LOCAL_WORKSHOP_OVERRIDE	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	LOCAL_CONTENT:OR	Wende die Becken- oder Körpereinheit in Anwendungsform und als neuer Bad- oder Stationsansatz an	Setze den Inhalt der Becken- oder Körpereinheit in Anwendungsform ein; übernimm das Ergebnis als neuen Bad- oder Stationsansatz	YES
957	3926	G407-S509	6	f82r	ACTION:G407-E3253@1:CH	G407-E3253	RUNNING:G407-E3253@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3253@4:CHD	Entnimm oder lass in Anwendungsform ab	Entnimm oder lass den Stationsansatz in Anwendungsform ab	YES
958	3927	G407-S509	7	f82r	ACTION:G407-E3253@3:P	G407-E3253	RUNNING:G407-E3253@3	P	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3253@4:CHD	Wende an	Setze den Stationsansatz ein	YES
959	3928	G407-S509	8	f82r	ACTION:G407-E3253@4:CHD	G407-E3253	RUNNING:G407-E3253@4	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3253@4:CHD	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	NO
960	3930	G407-S509	10	f82r	ACTION:G407-E3255@1:CHD	G407-E3255	RUNNING:G407-E3255@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3255@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
961	3931	G407-S509	11	f82r	ACTION:G407-E3256@1:K	G407-E3256	RUNNING:G407-E3256@1	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3255@1:CHD	Führe an der Stations-Nebenstelle zu	Führe denselben Stationsansatz an der Stations-Nebenstelle zu	YES
962	3935	G407-S510	1	f82r	ACTION:G407-E3258@4:CHD	G407-E3258	RUNNING:G407-E3258@4	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz in Anwendungsform, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	Behandle den Stationsansatz in Anwendungsform, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken; übernimm das Ergebnis als neuen Bad- oder Stationsansatz	NO
963	3938	G407-S510	4	f82r	ACTION:G407-E3261@1:CH	G407-E3261	RUNNING:G407-E3261@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3258@4:CHD	Entnimm oder lass auf Grad I ab	Entnimm oder lass denselben Stationsansatz auf Grad I ab	YES
964	3939	G407-S510	5	f82r	ACTION:G407-E3261@3:CH	G407-E3261	RUNNING:G407-E3261@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3261@1:CH	Entnimm oder lass ab	Entnimm oder lass denselben Stationsansatz ab	YES
965	3940	G407-S510	6	f82r	ACTION:G407-E3261@4:K	G407-E3261	RUNNING:G407-E3261@4	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3261@3:CH	Führe in Anwendungsform und über den Stationskontakt oder die Leitung zu	Führe denselben Stationsansatz in Anwendungsform und über den Stationskontakt oder die Leitung zu	YES
966	3943	G407-S510	9	f82r	ACTION:G407-E3263@1:OK	G407-E3263	RUNNING:G407-E3263@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E3261@4:K	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	Beschicke oder bereite denselben Stationsansatz zur Zielstation oder ins Zielbecken vor	YES
967	3944	G407-S510	10	f82r	ACTION:G407-E3264@1:OK	G407-E3264	RUNNING:G407-E3264@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E3264@3:CHD	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor	YES
968	3945	G407-S510	11	f82r	ACTION:G407-E3264@3:CHD	G407-E3264	RUNNING:G407-E3264@3	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E3264@3:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
