host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	action_root	action_slot_id	gdt584_rule_id	paragraph_boundary	integration_status	completion_layer	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed	guard	gdt599_complete_clause_de	gdt599_clause_changed_from_gdt598	gdt599_completion_status
3254	G407-S397	24	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2759@1:OL	G407-E2759	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3255	G407-S397	25	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2760@2:SH	G407-E2760	SH	RUNNING:G407-E2760@2	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:D_ADDR	Halte im Bad auf Grad II und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle	NO	ALL_ACTIONS_OBJECT_COMPLETE
3256	G407-S397	26	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2760@4:S	G407-E2760	S	RUNNING:G407-E2760@4	S_REST_SELECT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2760@2:SH	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wähle denselben Stationsansatz aus	NO	ALL_ACTIONS_OBJECT_COMPLETE
3257	G407-S397	27	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2761@1:OK	G407-E2761	OK	RUNNING:G407-E2761@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	Anwendungsportion	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2761@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite die Anwendungsportion vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
3258	G407-S397	28	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2762@1:CH	G407-E2762	CH	RUNNING:G407-E2762@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2762@3:T	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
3259	G407-S397	29	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2762@2:CH	G407-E2762	CH	RUNNING:G407-E2762@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2762@3:T	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
3260	G407-S397	30	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2762@3:T	G407-E2762	T	RUNNING:G407-E2762@3	T_BIO_STATION_REGULATE	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	2	Y+Y	Stationsansatz|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2762@3:T	Reguliere den Stationsansatz	Reguliere den Stationsansatz	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Reguliere den Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
3261	G407-S397	31	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2763@1:OT	G407-E2763	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beginne danach den nächsten Arbeitsgang	NO	NON_ACTION_RETAINED
3262	G407-S397	32	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2763:OT>G<END	G407-E2763	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad I	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	NON_ACTION_RETAINED
3263	G407-S397	33	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2764@1:OK	G407-E2764	OK	RUNNING:G407-E2764@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	Anwendungsportion	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2764@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite die Anwendungsportion vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
3264	G407-S397	34	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2765@1:P	G407-E2765	P	RUNNING:G407-E2765@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2764@1:OK	Wende an	Wende an	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wende dieselbe Anwendungsportion an	YES	ALL_ACTIONS_OBJECT_COMPLETE
3265	G407-S397	35	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2765@2:CHD	G407-E2765	CHD	RUNNING:G407-E2765@2	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz	Behandle den Stationsansatz	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Behandle den Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
3266	G407-S397	36	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2765@3:DY	G407-E2765	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3267	G407-S398	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2766@1:OK	G407-E2766	OK	RUNNING:G407-E2766@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	5	Y+Y+Y+Y+Y	Stationsansatz|Stationsansatz|Stationsansatz|Stationsansatz|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2766@1:OK	Beschicke oder bereite den Stationsansatz auf Grad II vor	Beschicke oder bereite den Stationsansatz auf Grad II vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz auf Grad II vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
3268	G407-S398	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2767@1:OT	G407-E2767	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beginne danach den nächsten Arbeitsgang	NO	NON_ACTION_RETAINED
3269	G407-S398	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2768@1:OT	G407-E2768	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beginne danach den nächsten Arbeitsgang	NO	NON_ACTION_RETAINED
3270	G407-S398	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2768:OT>G<END	G407-E2768	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad I	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	NON_ACTION_RETAINED
3271	G407-S398	5	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2769@1:OT	G407-E2769	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beginne danach den nächsten Arbeitsgang	NO	NON_ACTION_RETAINED
3272	G407-S398	6	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2769:OT>G<END	G407-E2769	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad II	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	NON_ACTION_RETAINED
3273	G407-S398	7	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2770@1:OL	G407-E2770	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3274	G407-S398	8	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2771@1:OT	G407-E2771	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beginne danach den nächsten Arbeitsgang	NO	NON_ACTION_RETAINED
3275	G407-S398	9	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2771:OT>G<END	G407-E2771	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad II	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	NON_ACTION_RETAINED
3276	G407-S398	10	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2771@3:S	G407-E2771	S	RUNNING:G407-E2771@3	S_REST_SELECT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2771@3:S	Wähle den Stationsansatz aus	Wähle den Stationsansatz aus	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wähle den Stationsansatz aus	NO	ALL_ACTIONS_OBJECT_COMPLETE
3277	G407-S398	11	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2772@1:OT	G407-E2772	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beginne danach den nächsten Arbeitsgang	NO	NON_ACTION_RETAINED
3278	G407-S398	12	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2772:OT>G<DY	G407-E2772	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad I	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	NON_ACTION_RETAINED
3279	G407-S398	13	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2772@3:DY	G407-E2772	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3280	G407-S401	1	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2778@1:SH	G407-E2778	SH	RUNNING:G407-E2778@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	3	Y+AIN+Y	Stationsansatz|Anwendungsportion|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2778:RUNNING:G407-E2778@3|RUNNING:G407-E2779@2|RUNNING:G407-E2780@2	Halte den Stationsansatz und die Anwendungsportion im Bad auf Grad II und über den Stationskontakt oder die Leitung	Halte den Stationsansatz und die Anwendungsportion im Bad auf Grad II und über den Stationskontakt oder die Leitung	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Stationsansatz und die Anwendungsportion im Bad auf Grad II und über den Stationskontakt oder die Leitung	NO	ALL_ACTIONS_OBJECT_COMPLETE
3281	G407-S401	2	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2779@1:OT	G407-E2779	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beginne danach den nächsten Arbeitsgang	NO	NON_ACTION_RETAINED
3282	G407-S401	3	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2781@1:OL	G407-E2781	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3283	G407-S401	4	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2781@2:K	G407-E2781	K	RUNNING:G407-E2781@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:K:STATION	Führe zu	Führe zu	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe den Stationsansatz zu	YES	ALL_ACTIONS_OBJECT_COMPLETE
3284	G407-S401	5	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION_CHAIN:G407-E2781:K	G407-E2781	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad I	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad I	NO	NON_ACTION_RETAINED
3285	G407-S401	6	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2781@4:OL	G407-E2781	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3286	G407-S401	7	f81r	BIOLOGICAL	F81R_UPPER_POOL	CONTROL:G407-E2782@1:OL	G407-E2782	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3287	G407-S401	8	f81r	BIOLOGICAL	F81R_UPPER_POOL	ACTION:G407-E2782@2:K	G407-E2782	K	RUNNING:G407-E2782@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2781@2:K	Führe zu	Führe zu	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Führe denselben Stationsansatz zu	YES	ALL_ACTIONS_OBJECT_COMPLETE
