bio_field_row	field_id	record_unit_id	page	locus	statement_id	event_count	event_serials	v71_local_owner	owner_status	owner_transition	visible_contact_basis	literal_exact_card_sequence	complete_event_default_sequence	readable_field_text	source_layer_counts	minimum_working_confidence	mean_working_confidence	medical_application_model	bathhouse_operation_model	iconographic_formal_model	strongest_rival	contradiction	global_flow_claim	semantic_ceiling
103	F123	B4	f83r	f83r.37	B4-S013	2	346|347	B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	gefüllter Unterlauf setzt am linken Gefäß an und endet mehrfach offen	E346:232195d6ff2f326322f7 > E347:bc4f1f5c006c74a4d26d	E346=Lasse die Mischung in das örtlich bezeichnete Gefäß oder Teilbad einlaufen. | E347=Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	An derselben lokalen Station [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: Lasse die Mischung in das örtlich bezeichnete Gefäß oder Teilbad einlaufen. Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	"{""EXEMPLAR_ONLY"": 1, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.38	0.400	linker örtlicher Wasch-/Auslassposten am offenen Fransenende	linker Beckenrand- oder Ablaufposten	ornamentaler Schweif statt Auslass	Badehausbetrieb an [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: Charge ruhig stehen lassen. Badehausbetrieb an [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: klaren Oberlauf abnehmen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
104	F124	B4	f83r	f83r.38	B4-S014	4	348|349|350|351	B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	gefüllter Unterlauf setzt am linken Gefäß an und endet mehrfach offen	E348:7a4bb8136330ee4e6e56 > E349:b921a237be883a820352 > E350:ecce30bc8dcc400bf2c8 > E351:8aedd154964a78e555d6	E348=Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. | E349=Verwende nun diese aktive Bade- oder Waschportion. | E350=Halte oder verwende den Posten über der örtlich bezeichneten Stelle. | E351=Gebrauche die aktive Portion sofort und beende den örtlichen Schritt.	An derselben lokalen Station [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Verwende nun diese aktive Bade- oder Waschportion. Halte oder verwende den Posten über der örtlich bezeichneten Stelle. Gebrauche die aktive Portion sofort und beende den örtlichen Schritt.	"{""EXEMPLAR_ONLY"": 2, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.470	linker örtlicher Wasch-/Auslassposten am offenen Fransenende	linker Beckenrand- oder Ablaufposten	ornamentaler Schweif statt Auslass	Badehausbetrieb an [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: aktive Charge/Rücklauf des Feldes F124. Badehausbetrieb an [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: Charge in den Sammellauf ablassen. Badehausbetrieb an [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: Restlauf am Auslass beobachten. Badehausbetrieb an [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: Ablauf wieder schließen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; ANSATZ? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
105	F125	B4	f83r	f83r.39	B4-S015	4	352|353|354|355	B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	gefüllter Unterlauf setzt am linken Gefäß an und endet mehrfach offen	E352:1645e612504fcef59ced > E353:b5df9126607030b95175 > E354:9da1b6ac2c929daea697 > E355:21ed2873b71e57269c08	E352=Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß. | E353=Prüfe den örtlich vorgeschriebenen Zustand der Charge. | E354=Nimm einen abgemessenen Anteil des lokalen Postens. | E355=Halte den örtlichen Posten für die im Exemplar angegebene Dauer.	An derselben lokalen Station [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß. Prüfe den örtlich vorgeschriebenen Zustand der Charge. Nimm einen abgemessenen Anteil des lokalen Postens. Halte den örtlichen Posten für die im Exemplar angegebene Dauer.	"{""EXEMPLAR_ONLY"": 3, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.470	linker örtlicher Wasch-/Auslassposten am offenen Fransenende	linker Beckenrand- oder Ablaufposten	ornamentaler Schweif statt Auslass	Badehausbetrieb an [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: Charge ruhig stehen lassen. Badehausbetrieb an [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: Arbeitsstand der Charge an dieser lokalen Station. Badehausbetrieb an [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: Bodensatz zurückhalten. Badehausbetrieb an [B4_MAIN_LEFT_OPEN_FRINGE_STATION]: Klarstand im Register buchen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; KLAR? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
106	F126	B4	f83r	f83r.41	B4-S015	2	356|357	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	DIRECT_VISIBLE	RESET_AT_V71_SCENE_GAP	S-Kontur läuft vom Figurenbecken sichtbar in den mehrarmigen Knoten	E356:42cdc187d5b9ffc60063 > E357:de7321bface5628e35d6	E356=Öffne danach den innerhalb dieser Station bezeichneten oberen Lauf. | E357=Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	Setze den lokalen Besitzer [B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION] (rechte Hauptstation mit S-Lauf und blauem Mehrarmknoten): Öffne danach den innerhalb dieser Station bezeichneten oberen Lauf. Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	"{""EXEMPLAR_ONLY"": 1, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.44	0.540	rechter örtlicher Verteil-/Anwendungsposten am S-Lauf und Mehrarmknoten	rechter Mehrport-Bedienposten ohne bekannte Flussrichtung	Band- oder Rosettenornament ohne technische Funktion	Badehausbetrieb an [B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]: unteren Ablauf öffnen. Badehausbetrieb an [B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]: Unterlauf von dieser lokalen Station.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ABLASSEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
107	F127	B4	f83r	f83r.41	B4-S016	2	358|359	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	S-Kontur läuft vom Figurenbecken sichtbar in den mehrarmigen Knoten	E358:94df4847b7b16c98394a > E359:dd0ecaf5e27d81befffc	E358=Verwende das im Exemplar bezeichnete untere Becken dieser lokalen Szene. | E359=Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation.	An derselben lokalen Station [B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]: Verwende das im Exemplar bezeichnete untere Becken dieser lokalen Szene. Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation.	"{""EXEMPLAR_ONLY"": 1, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.500	rechter örtlicher Verteil-/Anwendungsposten am S-Lauf und Mehrarmknoten	rechter Mehrport-Bedienposten ohne bekannte Flussrichtung	Band- oder Rosettenornament ohne technische Funktion	Badehausbetrieb an [B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]: Rücklaufleitung öffnen. Badehausbetrieb an [B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]: Zieladresse=dieser lokalen Station.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ZIEL? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
108	F128	B4	f83r	f83r.44	B4-S016	2	360|361	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	S-Kontur läuft vom Figurenbecken sichtbar in den mehrarmigen Knoten	E360:883a6708116c342cb10b > E361:bc4f1f5c006c74a4d26d	E360=Gieße das erwärmte Wasser in das örtlich bezeichnete Gefäß oder Teilbad. | E361=Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	An derselben lokalen Station [B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]: Gieße das erwärmte Wasser in das örtlich bezeichnete Gefäß oder Teilbad. Lasse den lokalen Posten bis zum bezeichneten Bereitschaftszustand stehen und beende den Schritt.	"{""EXEMPLAR_ONLY"": 1, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	rechter örtlicher Verteil-/Anwendungsposten am S-Lauf und Mehrarmknoten	rechter Mehrport-Bedienposten ohne bekannte Flussrichtung	Band- oder Rosettenornament ohne technische Funktion	Badehausbetrieb an [B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]: fertige Charge markieren. Badehausbetrieb an [B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION]: Zielstation bestätigen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
109	F129	B5	f83r	f83r.47	B5-S001	1	362	B5_LEFT_OPEN_FRINGE_STATION	DIRECT_VISIBLE	RESET_AT_RECORD_START	blauer Lauf und mehrere freie Enden bilden eine lokal geschlossene Besitzerfigur	E362:601b77449028deed39de	E362=Ziehe die örtliche Flüssigkeitsportion ab und beende den Schritt.	Setze den lokalen Besitzer [B5_LEFT_OPEN_FRINGE_STATION] (linker offener Endposten der f83r-Hauptstation): Ziehe die örtliche Flüssigkeitsportion ab und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.48	0.480	eigenständiger linker Endposten für Abziehen, Erwärmen und örtliche Übergabe	linker Bedien- oder Ablaufposten	die gesamte Paarstation statt eines eigenständigen linken Postens	Badehausbetrieb an [B5_LEFT_OPEN_FRINGE_STATION]: unteren Ablauf öffnen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
110	F130	B5	f83r	f83r.47	B5-S002	1	363	B5_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	blauer Lauf und mehrere freie Enden bilden eine lokal geschlossene Besitzerfigur	E363:87411f84689b4f93a303	E363=Erwärme den lokalen Posten einmal und beende den Schritt.	An derselben lokalen Station [B5_LEFT_OPEN_FRINGE_STATION]: Erwärme den lokalen Posten einmal und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	eigenständiger linker Endposten für Abziehen, Erwärmen und örtliche Übergabe	linker Bedien- oder Ablaufposten	die gesamte Paarstation statt eines eigenständigen linken Postens	Badehausbetrieb an [B5_LEFT_OPEN_FRINGE_STATION]: Wärmequelle am Becken anlegen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
111	F131	B5	f83r	f83r.47	B5-S003	1	364	B5_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	blauer Lauf und mehrere freie Enden bilden eine lokal geschlossene Besitzerfigur	E364:abb23e5e6936b4147f76	E364=Halte den örtlichen Posten für den im Exemplar bestimmten Zeitabschnitt.	An derselben lokalen Station [B5_LEFT_OPEN_FRINGE_STATION]: Halte den örtlichen Posten für den im Exemplar bestimmten Zeitabschnitt.	"{""EXEMPLAR_ONLY"": 1}"	0.42	0.420	eigenständiger linker Endposten für Abziehen, Erwärmen und örtliche Übergabe	linker Bedien- oder Ablaufposten	die gesamte Paarstation statt eines eigenständigen linken Postens	Badehausbetrieb an [B5_LEFT_OPEN_FRINGE_STATION]: Charge ruhig stehen lassen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
112	F132	B5	f83r	f83r.48	B5-S003	5	365|366|367|368|369	B5_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	blauer Lauf und mehrere freie Enden bilden eine lokal geschlossene Besitzerfigur	E365:dd0ecaf5e27d81befffc > E366:dcda95c81a5460feb191 > E367:8c97dfde96fbc78e3355 > E368:00d8ebe3c68294eeac39 > E369:2f1c5e56e8f0ff459065	E365=Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. | E366=Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. | E367=Führe den örtlichen Schritt fort, bis der Posten warm ist. | E368=Verwende die vorige Mischung ausschließlich innerhalb dieses Records. | E369=Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	An derselben lokalen Station [B5_LEFT_OPEN_FRINGE_STATION]: Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Führe den örtlichen Schritt fort, bis der Posten warm ist. Verwende die vorige Mischung ausschließlich innerhalb dieses Records. Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	"{""EXEMPLAR_ONLY"": 2, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 2, ""KNOWN_FORMAL_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.532	eigenständiger linker Endposten für Abziehen, Erwärmen und örtliche Übergabe	linker Bedien- oder Ablaufposten	die gesamte Paarstation statt eines eigenständigen linken Postens	Badehausbetrieb an [B5_LEFT_OPEN_FRINGE_STATION]: Zieladresse=dieser lokalen Station. Badehausbetrieb an [B5_LEFT_OPEN_FRINGE_STATION]: aktive Charge/Rücklauf des Feldes F132. Badehausbetrieb an [B5_LEFT_OPEN_FRINGE_STATION]: Fluss zur Zielstation führen. Badehausbetrieb an [B5_LEFT_OPEN_FRINGE_STATION]: Leitungsadresse im Register notieren. Badehausbetrieb an [B5_LEFT_OPEN_FRINGE_STATION]: Mengenbuch=B5:F132:M.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ZIEL? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; MASS? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
113	F133	B5	f83r	f83r.49	B5-S003	3	370|371|372	B5_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	blauer Lauf und mehrere freie Enden bilden eine lokal geschlossene Besitzerfigur	E370:dcda95c81a5460feb191 > E371:fcc1deda9e24ec268eb0 > E372:6f7ff8287eddf4da9fdb	E370=Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. | E371=Verwende die zweite, im Exemplar bezeichnete Öffnung dieser Station. | E372=Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist.	An derselben lokalen Station [B5_LEFT_OPEN_FRINGE_STATION]: Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Verwende die zweite, im Exemplar bezeichnete Öffnung dieser Station. Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist.	"{""EXEMPLAR_ONLY"": 2, ""KNOWN_FORMAL_WITH_EXEMPLAR_FILL"": 1}"	0.38	0.473	eigenständiger linker Endposten für Abziehen, Erwärmen und örtliche Übergabe	linker Bedien- oder Ablaufposten	die gesamte Paarstation statt eines eigenständigen linken Postens	Badehausbetrieb an [B5_LEFT_OPEN_FRINGE_STATION]: aktive Charge/Rücklauf des Feldes F133. Badehausbetrieb an [B5_LEFT_OPEN_FRINGE_STATION]: Zielstation bestätigen. Badehausbetrieb an [B5_LEFT_OPEN_FRINGE_STATION]: Charge an den nächsten Lauf übergeben.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
114	F134	B6	f83r	f83r.52	B6-S001	4	373|374|375|376	B6_RIGHT_S_RUN_MULTIPORT_STATION	DIRECT_VISIBLE	RESET_AT_RECORD_START	durchgehender S-Lauf tritt in blauen Knoten mit freien Armen ein	E373:1bfd786e6b8b63734a59 > E374:43eb9aa12959b4d5cdc9 > E375:3e9c7f217843b588489d > E376:dcda95c81a5460feb191	E373=Richte die bezeichnete lokale Beckenstation ein. | E374=Führe den örtlichen Schritt ohne Kochen aus. | E375=Verwende die erste, im Exemplar bezeichnete Öffnung dieser Station. | E376=Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter.	Setze den lokalen Besitzer [B6_RIGHT_S_RUN_MULTIPORT_STATION] (rechter S-Lauf-/Mehrarmknotenposten der f83r-Hauptstation): Richte die bezeichnete lokale Beckenstation ein. Führe den örtlichen Schritt ohne Kochen aus. Verwende die erste, im Exemplar bezeichnete Öffnung dieser Station. Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter.	"{""EXEMPLAR_ONLY"": 3, ""KNOWN_FORMAL_WITH_EXEMPLAR_FILL"": 1}"	0.44	0.520	eigenständiger rechter Filter-/Anwendungsposten am S-Lauf und Mehrarmknoten	rechter Mehrport- oder Filterposten	die gesamte Paarstation oder ein ornamentaler Knoten	Badehausbetrieb an [B6_RIGHT_S_RUN_MULTIPORT_STATION]: Beckenrand und Fugen sichten. Badehausbetrieb an [B6_RIGHT_S_RUN_MULTIPORT_STATION]: Zulauf vorerst schließen. Badehausbetrieb an [B6_RIGHT_S_RUN_MULTIPORT_STATION]: Filteraufnahme leeren. Badehausbetrieb an [B6_RIGHT_S_RUN_MULTIPORT_STATION]: aktive Charge/Rücklauf des Feldes F134.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN bleibt eine formale Slotanweisung, keine Übersetzung.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
115	F135	B6	f83r	f83r.54	B6-S001	5	377|378|379|380|381	B6_RIGHT_S_RUN_MULTIPORT_STATION	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	durchgehender S-Lauf tritt in blauen Knoten mit freien Armen ein	E377:2f1c5e56e8f0ff459065 > E378:dcda95c81a5460feb191 > E379:53cd0637c6820ba5e91f > E380:b921a237be883a820352 > E381:97ddca78c9ebcc956d04	E377=Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. | E378=Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. | E379=Führe den lokalen Posten durch ein Tuch. | E380=Verwende nun diese aktive Bade- oder Waschportion. | E381=Gebrauche die aktive Portion an der örtlich bezeichneten Stelle.	An derselben lokalen Station [B6_RIGHT_S_RUN_MULTIPORT_STATION]: Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Führe den lokalen Posten durch ein Tuch. Verwende nun diese aktive Bade- oder Waschportion. Gebrauche die aktive Portion an der örtlich bezeichneten Stelle.	"{""EXEMPLAR_ONLY"": 3, ""KNOWN_CARD_AND_FORMAL_WITH_EXEMPLAR_FILL"": 1, ""KNOWN_FORMAL_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.500	eigenständiger rechter Filter-/Anwendungsposten am S-Lauf und Mehrarmknoten	rechter Mehrport- oder Filterposten	die gesamte Paarstation oder ein ornamentaler Knoten	Badehausbetrieb an [B6_RIGHT_S_RUN_MULTIPORT_STATION]: Mengenbuch=B6:F135:M. Badehausbetrieb an [B6_RIGHT_S_RUN_MULTIPORT_STATION]: aktive Charge/Rücklauf des Feldes F135. Badehausbetrieb an [B6_RIGHT_S_RUN_MULTIPORT_STATION]: Rückstand vom Filter abnehmen. Badehausbetrieb an [B6_RIGHT_S_RUN_MULTIPORT_STATION]: Filtrat im Zielbecken auffangen. Badehausbetrieb an [B6_RIGHT_S_RUN_MULTIPORT_STATION]: Filtertuch oder Sieb einsetzen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; MASS? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; VORGABEPARAMETER? bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
