event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	local_image_owner	local_owner_label	owner_status	owner_confidence	owner_break_before	exact_literal_card_formal_exemplar_layer	v69_source_status	concrete_german_meaning_in_context	meaning_in_context_confidence	strongest_bathhouse_technical_or_formal_rival	strongest_contradiction	unsupported_nouns	carry_policy	image_geometry_guard	terminal_status	semantic_ceiling
256	B3	f83r	f83r.11	F083	B3-S013	b5fcea1eaed06b2f2291	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere korbartige Gefäß-Randstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
257	B3	f83r	f83r.11	F083	B3-S013	9da1b6ac2c929daea697	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere korbartige Gefäß-Randstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:9da1b6ac2c929daea697] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Ein abgemessener Anteil.	0.34	Badehaus-technischer Rivale am selben Besitzer: Leitung bis zum klaren Lauf spülen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Anteil|Maß/Menge	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
258	B3	f83r	f83r.11	F083	B3-S013	6b89d6dd70635bc60fe0	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere korbartige Gefäß-Randstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:6b89d6dd70635bc60fe0] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Unter derselben Einstellung.	0.34	Badehaus-technischer Rivale am selben Besitzer: Spülrest getrennt auffangen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	NONE__ACTION_ONLY	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
259	B3	f83r	f83r.11	F083	B3-S013	7db18b2f0fb7ed0fcfd3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere korbartige Gefäß-Randstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	EXACT_WORKING_MNEMONIC	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Waschflotte|Lauf|Station|Spülen	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
260	B3	f83r	f83r.11	F084	B3-S014	7d2404c835b10a2c06af	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere korbartige Gefäß-Randstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:7d2404c835b10a2c06af] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Öffne danach den oberen Lauf.	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Lauf|erste/zweite Richtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
261	B3	f83r	f83r.11	F084	B3-S014	03626ca94cb17800d767	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere korbartige Gefäß-Randstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:03626ca94cb17800d767] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Wasche einmal und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel.	Waschung/Bad	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
262	B3	f83r	f83r.11	F085	B3-S015	de7321bface5628e35d6	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere korbartige Gefäß-Randstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:de7321bface5628e35d6] > [CARD:ABLASSEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	EXACT_WORKING_MNEMONIC	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Flüssigkeit|Ablassen/Ablauf	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
263	B3	f83r	f83r.11	F086	B3-S016	2b7fa918d1b2f5c656e3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere korbartige Gefäß-Randstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:2b7fa918d1b2f5c656e3] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Schließe den unteren Ablauf.	0.34	Badehaus-technischer Rivale am selben Besitzer: Filter lösen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Ablassen/Ablauf	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
264	B3	f83r	f83r.14	F087	B3-S016	07913ef9b1fb773cd325	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:07913ef9b1fb773cd325] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse es abkühlen und beende den Schritt.	0.22	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
265	B3	f83r	f83r.14	F088	B3-S017	7d25241b0e56c836372a	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	0.22	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Becken|Körperbereich|Waschung/Bad	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
266	B3	f83r	f83r.14	F089	B3-S018	bc4f1f5c006c74a4d26d	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0.22	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bereitschaft	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
267	B3	f83r	f83r.14	F090	B3-S019	db167f8e9b53eefb58f8	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:db167f8e9b53eefb58f8] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	0.22	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bade-/Waschzusatz|Waschung/Bad|Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
268	B3	f83r	f83r.14	F091	B3-S020	dd0ecaf5e27d81befffc	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	EXACT_WORKING_MNEMONIC	Den aktiven Posten an der örtlich bezeichneten Station führen.	0.24	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Posten|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
269	B3	f83r	f83r.14	F091	B3-S020	de7321bface5628e35d6	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:de7321bface5628e35d6] > [CARD:ABLASSEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	EXACT_WORKING_MNEMONIC	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	0.24	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Flüssigkeit|Ablassen/Ablauf	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
270	B3	f83r	f83r.14	F092	B3-S021	b5fcea1eaed06b2f2291	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	0.24	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
271	B3	f83r	f83r.14	F092	B3-S021	e0b630cb1b5df5e7105b	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:e0b630cb1b5df5e7105b] > [CARD:BEREIT?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	EXACT_WORKING_MNEMONIC	Den örtlichen Prüfzustand der Charge feststellen.	0.24	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Charge|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
272	B3	f83r	f83r.14	F092	B3-S021	dd0ecaf5e27d81befffc	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	EXACT_WORKING_MNEMONIC	Den aktiven Posten an der örtlich bezeichneten Station führen.	0.24	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Posten|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
273	B3	f83r	f83r.14	F092	B3-S021	b921a237be883a820352	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Diese aktive Portion.	0.18	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Portion	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
274	B3	f83r	f83r.15	F093	B3-S021	2f1c5e56e8f0ff459065	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	EXACT_WORKING_MNEMONIC	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	0.24	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
275	B3	f83r	f83r.15	F093	B3-S021	abb23e5e6936b4147f76	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:abb23e5e6936b4147f76] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Für einen Zeitabschnitt.	0.18	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Dauer	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
276	B3	f83r	f83r.15	F093	B3-S021	cb57b696b815fdef9cb7	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:cb57b696b815fdef9cb7] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Warmes Wasser.	0.18	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wasser|Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
277	B3	f83r	f83r.15	F093	B3-S021	b921a237be883a820352	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Diese aktive Portion.	0.18	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Portion	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	one true arch-linked lower pair plus local conduits, outlets and disconnected marginal stations; no arrows	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
