bath_action_ordinal	source_event_id	action_slot_id	statement_id	physical_page	locus	surface	component_recipe	upstream_selection_route	typing_card_id	reference_scope_card_id	typing_token	scope_source_pointer	reference_mode	object_class	object_lemma_de	grammatical_gender	determiner_de	rendered_object_np_de	participant_count	selected_participant_position	participant_np_sequence_de	bath_frame	modifier_id_sequence	modifier_root_sequence	modifier_group_count	modifier_suffix_de	gdt595_clause_de	gdt596_reconstructed_clause_de	exact_replay	host_attachment_rival	default_survives_with_rival	guard
197	G407-E3384	RUNNING:G407-E3384@1	G407-S538	f82r	f82r.25	sheey	SH+EE+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3384:RUNNING:G407-E3384@3	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M04_GRADE_II|M13_SOURCE|M14_CONTACT	EE|AR|L	3	 auf Grad II, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
198	G407-E3386	RUNNING:G407-E3386@1	G407-S538	f82r	f82r.26	tshey	SH+E+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3386:RUNNING:G407-E3386@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
199	G407-E3396	RUNNING:G407-E3396@2	G407-S540	f82r	f82r.27	rsheal	R+SH+E+AL	BODY_BLOCKER_STATION	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	BLOCKER_STATION	BLOCKER:AL	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I|M12_TARGET	E|AL	2	 auf Grad I und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad I und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad I und zur Zielstation oder ins Zielbecken	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
200	G407-E3399	RUNNING:G407-E3399@2	G407-S542	f82r	f82r.27	rshedy	R+SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
201	G407-E3404	RUNNING:G407-E3404@1	G407-S546	f82r	f82r.28	shedy	SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
202	G407-E3413	RUNNING:G407-E3413@1	G407-S548	f82r	f82r.29	cheey	SH+EE+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3413:RUNNING:G407-E3413@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M04_GRADE_II	EE	1	 auf Grad II	Halte den Körper im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
203	G407-E3426	RUNNING:G407-E3426@1	G407-S552	f82r	f82r.30	shedy	SH+E+DY	GDT569_Y_LOCAL_STATION_DONOR	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	GDT594:G407-E3425	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
204	G407-E3428	RUNNING:G407-E3428@2	G407-S553	f82r	f82r.30	lshedy	L+SH+E+DY	BODY_BLOCKER_STATION	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	BLOCKER_STATION	BLOCKER:L	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I|M14_CONTACT	E|L	2	 auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
205	G407-E3433	RUNNING:G407-E3433@2	G407-S555	f82r	f82r.31	rsheedy	R+SH+EE+D_ADDR+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3433:RUNNING:G407-E3433@5	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M04_GRADE_II|M10_WORK_SITE	EE|D_ADDR	2	 auf Grad II und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
206	G407-E3441	RUNNING:G407-E3441@1	G407-S556	f82r	f82r.32	shedaiin	SH+E+AIIN	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	GDT595:G407-E3441:RUNNING:G407-E3438@4	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M01_FILL|M05_GRADE_I	AIIN_FILL|E	1	 bei der angegebenen Füllung auf Grad I	Halte denselben Stationsansatz im Bad bei der angegebenen Füllung auf Grad I	Halte denselben Stationsansatz im Bad bei der angegebenen Füllung auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
207	G407-E3445	RUNNING:G407-E3445@1	G407-S556	f82r	f82r.32	sheey	SH+EE+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3445:RUNNING:G407-E3445@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M04_GRADE_II	EE	1	 auf Grad II	Halte den Körper im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
208	G407-E3460	RUNNING:G407-E3460@1	G407-S558	f83r	f83r.1	shedy	SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
209	G407-E3463	RUNNING:G407-E3463@1	G407-S559	f83r	f83r.2	cheey	SH+EE+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3463:RUNNING:G407-E3463@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M04_GRADE_II	EE	1	 auf Grad II	Halte den Körper im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
210	G407-E3467	RUNNING:G407-E3467@1	G407-S559	f83r	f83r.2	shey	SH+E+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_CLEAR_BODY	HOST:G407-E3467:RUNNING:G407-E3467@3	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
211	G407-E3483	RUNNING:G407-E3483@2	G407-S563	f83r	f83r.4	qokshedy	OK+SH+E+DY	RESET_BODY_FIRST_WITHOUT_NONMEDIUM_PARTICIPANT	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
212	G407-E3488	RUNNING:G407-E3488@1	G407-S565	f83r	f83r.4	shetar	SH+E+T+AR	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	GDT595:G407-E3488:RUNNING:G407-E3486@5	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
213	G407-E3489	RUNNING:G407-E3489@1	G407-S565	f83r	f83r.4	shedy	SH+E+DY	RESOLVED_COLD_SOURCE_EPISODE_CARRY	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	CARRY:G407-E3488	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
214	G407-E3512	RUNNING:G407-E3512@2	G407-S572	f83r	f83r.7	lsheedy	L+SH+EE+D_ADDR+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3512:RUNNING:G407-E3512@5|RUNNING:G407-E3513@4	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M04_GRADE_II|M03_GRADE_III|M07_NEW_BATCH|M10_WORK_SITE|M14_CONTACT	EE|EEE|CARRIER_Q|D_ADDR|L	5	 auf Grad II, auf Grad III, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II, auf Grad III, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II, auf Grad III, als neuer Bad- oder Stationsansatz, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
215	G407-E3517	RUNNING:G407-E3517@2	G407-S572	f83r	f83r.7	rsheedy	R+SH+EE+D_ADDR+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3517:RUNNING:G407-E3517@5	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M04_GRADE_II|M10_WORK_SITE	EE|D_ADDR	2	 auf Grad II und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
216	G407-E3523	RUNNING:G407-E3523@1	G407-S576	f83r	f83r.8	shecthedchy	SH+E+CH+T+CHD+Y	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	T03_BOUND_TYPED_REFERENCE	Q02_RIGHT_OR_TIE_DEFINITE	RIGHT_INHERIT_STATION	RIGHT:G407-E3523:RUNNING:G407-E3523@6	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	YES	YES	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
217	G407-E3530	RUNNING:G407-E3530@2	G407-S578	f83r	f83r.9	lsheedy	L+SH+EE+D_ADDR+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3530:RUNNING:G407-E3530@5	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M04_GRADE_II|M10_WORK_SITE|M14_CONTACT	EE|D_ADDR|L	3	 auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
218	G407-E3533	RUNNING:G407-E3533@1	G407-S579	f83r	f83r.9	shedkedy	SH+E+K+E+D_ADDR+Y	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	T03_BOUND_TYPED_REFERENCE	Q02_RIGHT_OR_TIE_DEFINITE	RIGHT_INHERIT_STATION	RIGHT:G407-E3533:RUNNING:G407-E3533@6	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	YES	YES	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
219	G407-E3534	RUNNING:G407-E3534@4	G407-S579	f83r	f83r.9	qopshdy	CARRIER_Q+O+P+SH+D_ADDR+Y	WRITTEN_Y_GDT590	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	Y_BLOCKED_STATION	HOST:G407-E3534:RUNNING:G407-E3534@6	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M10_WORK_SITE	D_ADDR	1	 an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
220	G407-E3550	RUNNING:G407-E3550@1	G407-S579	f83r	f83r.11	shedy	SH+E+DY	INTERVENING_OBJECT_HANDOFF	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_BATH_UNIT	HANDOFF:G407-E3549:RUNNING:G407-E3549@2	ANAPHORIC	BATH_UNIT	Stationseinheit	FEMININE	dieselbe	dieselbe Stationseinheit	1	1	dieselbe Stationseinheit	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte dieselbe Stationseinheit im Bad auf Grad I	Halte dieselbe Stationseinheit im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
221	G407-E3556	RUNNING:G407-E3556@1	G407-S581	f83r	f83r.11	sheedy	SH+EE+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M04_GRADE_II	EE	1	 auf Grad II	Halte den Körper im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
222	G407-E3560	RUNNING:G407-E3560@1	G407-S583	f83r	f83r.12	sheckhy	SH+E+CH+K+Y	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	T03_BOUND_TYPED_REFERENCE	Q02_RIGHT_OR_TIE_DEFINITE	RIGHT_INHERIT_STATION	RIGHT:G407-E3560:RUNNING:G407-E3560@5	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
223	G407-E3563	RUNNING:G407-E3563@1	G407-S583	f83r	f83r.12	sheckhdy	SH+E+CH+K+D_ADDR+Y	SAME_EVENT_RIGHTWARD_SHARED_COMPLEMENT	T03_BOUND_TYPED_REFERENCE	Q02_RIGHT_OR_TIE_DEFINITE	RIGHT_INHERIT_STATION	RIGHT:G407-E3563:RUNNING:G407-E3563@6	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Stationsansatz im Bad auf Grad I	Halte den Stationsansatz im Bad auf Grad I	YES	YES	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
224	G407-E3570	RUNNING:G407-E3570@1	G407-S585	f83r	f83r.13	shedy	SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
225	G407-E3580	RUNNING:G407-E3580@1	G407-S590	f83r	f83r.14	shedy	SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
226	G407-E3581	RUNNING:G407-E3581@2	G407-S591	f83r	f83r.14	qokshedy	OK+SH+E+DY	GDT569_Y_RESET_BODY_FIRST	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	BODY_FIRST_DEFAULT	DEFAULT:BODY	DEFINITE	BODY	Körper	MASCULINE	den	den Körper	1	1	den Körper	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte den Körper im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
227	G407-E3589	RUNNING:G407-E3589@1	G407-S593	f83r	f83r.15	shedal	SH+E+AL	BODY_BLOCKER_STATION	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	BLOCKER_STATION	BLOCKER:AL	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	1	den Stationsansatz	BAD	M05_GRADE_I|M12_TARGET	E|AL	2	 auf Grad I und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad I und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad I und zur Zielstation oder ins Zielbecken	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
228	G407-E3590	RUNNING:G407-E3590@1	G407-S593	f83r	f83r.15	shecthy	SH+E+CH+T+Y	EPISODE_CARRY	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	CARRY:G407-E3589	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
229	G407-E3609	RUNNING:G407-E3609@1	G407-S597	f83r	f83r.17	shechy	SH+E+CH+Y	NEAREST_VISIBLE_NONMEDIUM_PARTICIPANT	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	LEFT_INHERIT_STATION	GDT595:G407-E3609:RUNNING:G407-E3608@1	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	1	denselben Stationsansatz	BAD	M05_GRADE_I	E	1	 auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	YES	NO	YES	FIVE_TYPING_CARDS__THREE_REFERENCE_SCOPE_CARDS__SEVEN_LEMMAS__FOUR_DETERMINERS__FIFTEEN_MODIFIERS__NO_NEW_PAGE_ROOT_OR_SEGMENT
