unified_serial	section	page	unit_id	local_id	surface_display_only	read_aloud_de	copy_rule_de	owner_or_namespace	meaning_or_use_de	meaning_layer
481	ASTRO	f67r2	A1	A1:G100	og	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
482	ASTRO	f67r2	A1	A1:G101	ytoeopchey	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
483	ASTRO	f67r2	A1	A1:G102	chekody	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
484	ASTRO	f67r2	A1	A1:G103	sosho	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
485	ASTRO	f67r2	A1	A1:G104	chos	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
486	ASTRO	f67r2	A1	A1:G105	ockhy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
487	ASTRO	f67r2	A1	A1:G106	daiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
488	ASTRO	f67r2	A1	A1:G107	aiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
489	ASTRO	f67r2	A1	A1:G108	os	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
490	ASTRO	f67r2	A1	A1:G109	qsg	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
491	ASTRO	f67r2	A1	A1:G110	ofydy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
492	ASTRO	f67r2	A1	A1:G111	sheody	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
493	ASTRO	f67r2	A1	A1:G112	aiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
494	ASTRO	f67r2	A1	A1:G113	ycheody	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
495	ASTRO	f67r2	A1	A1:G114	es	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
496	ASTRO	f67r2	A1	A1:G115	odaiiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
497	ASTRO	f67r2	A1	A1:G116	yekees	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
498	ASTRO	f67r2	A1	A1:G117	oraly	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
499	ASTRO	f67r2	A1	A1:G118	yfain	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
500	ASTRO	f67r2	A1	A1:G119	todaiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
501	ASTRO	f67r2	A1	A1:G120	dain	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
502	ASTRO	f67r2	A1	A1:G121	dy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
503	ASTRO	f67r2	A1	A1:G122	os	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
504	ASTRO	f67r2	A1	A1:G123	choer	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
505	ASTRO	f67r2	A1	A1:G124	aiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
506	ASTRO	f67r2	A1	A1:G125	choeea	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
507	ASTRO	f67r2	A1	A1:G126	sal	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
508	ASTRO	f67r2	A1	A1:G127	dadaiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
509	ASTRO	f67r2	A1	A1:G128	qotoear	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
510	ASTRO	f67r2	A1	A1:G129	dchdar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
511	ASTRO	f67r2	A1	A1:G130	y	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
512	ASTRO	f67r2	A1	A1:G131	saldal	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
513	ASTRO	f67r2	A1	A1:G132	ytodal	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
514	ASTRO	f67r2	A1	A1:G133	tol	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
515	ASTRO	f67r2	A1	A1:G134	daiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
516	ASTRO	f67r2	A1	A1:G135	otar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
517	ASTRO	f67r2	A1	A1:G136	dy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
518	ASTRO	f67r2	A1	A1:G137	cho	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
519	ASTRO	f67r2	A1	A1:G138	dal	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
520	ASTRO	f67r2	A1	A1:G139	g	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
521	ASTRO	f67r2	A1	A1:G140	ytchodly	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
522	ASTRO	f67r2	A1	A1:G141	octhys	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
523	ASTRO	f67r2	A1	A1:G142	ytokar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
524	ASTRO	f67r2	A1	A1:G143	otolor	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
525	ASTRO	f67r2	A1	A1:G144	okodar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
526	ASTRO	f67r2	A1	A1:G145	s	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
527	ASTRO	f67r2	A1	A1:G146	air	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
528	ASTRO	f67r2	A1	A1:G147	soear	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
529	ASTRO	f67r2	A1	A1:G148	cpheey	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
530	ASTRO	f67r2	A1	A1:G149	okodar	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
531	ASTRO	f67r2	A1	A1:G150	oepchod	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
532	ASTRO	f67r2	A1	A1:G151	s	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
533	ASTRO	f67r2	A1	A1:G152	ay	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
534	ASTRO	f67r2	A1	A1:G153	osar	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
535	ASTRO	f67r2	A1	A1:G154	oran	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
536	ASTRO	f67r2	A1	A1:G155	dar	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
537	ASTRO	f67r2	A1	A1:G156	aldaiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
538	ASTRO	f67r2	A1	A1:G157	ydaiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
539	ASTRO	f67r2	A1	A1:G158	qkoy	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
540	ASTRO	f67r2	A1	A1:G159	ydaiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
541	ASTRO	f67r2	A1	A1:G160	qofair	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
542	ASTRO	f67r2	A1	A1:G161	ypair	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
543	ASTRO	f67r2	A1	A1:G162	ykoaiin	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
544	ASTRO	f67r2	A1	A1:G163	ydoly	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
545	ASTRO	f67r2	A1	A1:G164	ytalchos	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
546	ASTRO	f67r2	A1	A1:G165	oly	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
547	ASTRO	f67r2	A1	A1:G166	okey	Etikettensegment im linkes Stern-, Strahl- oder Aspektfeldrad	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	F67_LEFT_WHEEL_NS	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	LOCAL_ASTRO_LABEL
548	ASTRO	f67r2	A1	A1:G167	sshey	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
549	ASTRO	f67r2	A1	A1:G168	sy	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
550	ASTRO	f67r2	A1	A1:G169	shees	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
551	ASTRO	f67r2	A1	A1:G170	qeykeey	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
552	ASTRO	f67r2	A1	A1:G171	ykchey	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
553	ASTRO	f67r2	A1	A1:G172	ykchey	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
554	ASTRO	f67r2	A1	A1:G173	qokeochy	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
555	ASTRO	f67r2	A1	A1:G174	oaiin	Etikettensegment im rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	F67_RIGHT_WHEEL_NS	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	LOCAL_ASTRO_LABEL
