register_replay_event_id	event_id	held_register	physical_page	statement_id	locus	surface	source_component_recipe	component_recipe	component_atom_count	surface_recipe_correction	all_atoms_on_fixed_sheet	outside_surface_registers	outside_surface_pages	outside_recipe_registers	outside_recipe_pages	register_replay_result
P1025-E2368	P1003-E0364	BIOLOGICAL	f77r	P1009-S380	f77r.42	al	AL	AL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f71v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2369	P1003-E0365	BIOLOGICAL	f77r	P1009-S380	f77r.43	d	D_ADDR	D_ADDR	1	UNCHANGED	YES	HERBAL|CELESTIAL	f11r|f13r|f17r|f56r|f72r	HERBAL|CELESTIAL	f11r|f13r|f17r|f56r|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2370	P1003-E0366	BIOLOGICAL	f77r	P1009-S380	f77r.43	chee	SH+EE	SH+EE	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2371	P1003-E0367	BIOLOGICAL	f77r	P1009-S380	f77r.43	ol	OL	OL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2372	P1003-E0368	BIOLOGICAL	f77r	P1009-S380	f77r.43	cheedy	CH+EE+D_ADDR+Y	CH+EE+D_ADDR+Y	4	UNCHANGED	YES	CELESTIAL|PHARMA	f72r|f88v|f89r	CELESTIAL|PHARMA	f72r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2373	P1003-E0369	BIOLOGICAL	f77r	P1009-S380	f77r.43	qotaiin	OT+AIIN	OT+AIIN	2	UNCHANGED	YES	NONE	NONE	CELESTIAL	f71v|f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2374	P1003-E0370	BIOLOGICAL	f77r	P1009-S380	f77r.43	qoteedy	OT+EE+DY	OT+EE+DY	3	UNCHANGED	YES	NONE	NONE	CELESTIAL	f72r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2375	P1003-E0371	BIOLOGICAL	f77r	P1009-S381	f77r.43	qotedy	OT+E+DY	OT+E+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2376	P1003-E0372	BIOLOGICAL	f77r	P1009-S382	f77r.43	raiin	R+AIIN	R+AIIN	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2377	P1003-E0373	BIOLOGICAL	f77r	P1009-S382	f77r.44	sheey	SH+EE+Y	SH+EE+Y	3	UNCHANGED	YES	CELESTIAL|PHARMA	f72r|f89r	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2378	P1003-E0374	BIOLOGICAL	f77r	P1009-S382	f77r.44	qepchedy	CARRIER_Q+E+P+CHD+Y	CARRIER_Q+E+P+CHD+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2379	P1003-E0375	BIOLOGICAL	f77r	P1009-S382	f77r.44	qol	OL	OL	1	UNCHANGED	YES	HERBAL|PHARMA	f55v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2380	P1003-E0376	BIOLOGICAL	f77r	P1009-S382	f77r.44	cheedy	CH+EE+D_ADDR+Y	CH+EE+D_ADDR+Y	4	UNCHANGED	YES	CELESTIAL|PHARMA	f72r|f88v|f89r	CELESTIAL|PHARMA	f72r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2381	P1003-E0377	BIOLOGICAL	f77r	P1009-S382	f77r.44	qokear	OK+E+AR	OK+E+AR	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2382	P1003-E0378	BIOLOGICAL	f77r	P1009-S382	f77r.44	cheey	SH+EE+Y	SH+EE+Y	3	UNCHANGED	YES	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	CELESTIAL|PHARMA	f68r1|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2383	P1003-E0379	BIOLOGICAL	f77r	P1009-S382	f77r.44	loly	L+OL+Y	L+OL+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2384	P1003-E0380	BIOLOGICAL	f77r	P1009-S382	f77r.44	dy	Y	Y	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f56r|f67r2|f71v|f72r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2385	P1003-E0381	BIOLOGICAL	f77r	P1009-S382	f77r.45	qokaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL	f55v	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2386	P1003-E0382	BIOLOGICAL	f77r	P1009-S382	f77r.45	ches	CH+E+S	CH+E+S	3	UNCHANGED	YES	CELESTIAL	f72r	CELESTIAL	f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2387	P1003-E0383	BIOLOGICAL	f77r	P1009-S382	f77r.45	lchear	L+CH+E+AR	L+CH+E+AR	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2388	P1003-E0384	BIOLOGICAL	f77r	P1009-S382	f77r.45	dal	AL	AL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2389	P1003-E0385	BIOLOGICAL	f77r	P1009-S382	f77r.45	chr	CH+R	CH+R	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2390	P1003-E0386	BIOLOGICAL	f77r	P1009-S382	f77r.45	sl	S+L	S+L	2	UNCHANGED	YES	HERBAL	f55v	HERBAL	f55v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2391	P1003-E0387	BIOLOGICAL	f77r	P1009-S382	f77r.45	s	S	S	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2392	P1003-E0388	BIOLOGICAL	f77r	P1009-S382	f77r.45	ain	AIN	AIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f67r2|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f18r|f55v|f67r2|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2393	P1003-E0389	BIOLOGICAL	f77r	P1009-S382	f77r.45	ol	OL	OL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2394	P1003-E0390	BIOLOGICAL	f77r	P1009-S382	f77r.45	raiin	R+AIIN	R+AIIN	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2395	P1003-E0391	BIOLOGICAL	f77r	P1009-S382	f77r.45	lod	L+O+D_ADDR	L+O+D_ADDR	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2396	P1003-E0392	BIOLOGICAL	f77r	P1009-S382	f77r.46	daiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2397	P1003-E0393	BIOLOGICAL	f77r	P1009-S382	f77r.46	chlchpsheey	CH+L+CH+P+SH+EE+Y	CH+L+CH+P+SH+EE+Y	7	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2398	P1003-E0394	BIOLOGICAL	f77r	P1009-S382	f77r.46	tal	T+AL	T+AL	2	UNCHANGED	YES	CELESTIAL	f71v	CELESTIAL	f71v|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2399	P1003-E0395	BIOLOGICAL	f77r	P1009-S382	f77r.46	cheol	CH+E+O+L	CH+E+O+L	4	UNCHANGED	YES	CELESTIAL|PHARMA	f71v|f72r|f88r|f89r	CELESTIAL|PHARMA	f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2400	P1003-E0396	BIOLOGICAL	f77r	P1009-S382	f77r.46	dag	DA+LOCAL_CHAR_G	DA+LOCAL_CHAR_G	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2401	P1003-E0397	BIOLOGICAL	f77r	P1009-S382	f77r.46	as	A_ADDR+S	A_ADDR+S	2	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2402	P1003-E0398	BIOLOGICAL	f77r	P1009-S382	f77r.46	otey	OT+E+Y	OT+E+Y	3	UNCHANGED	YES	CELESTIAL	f72r	CELESTIAL|PHARMA	f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2403	P1003-E0399	BIOLOGICAL	f77r	P1009-S382	f77r.46	daiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2404	P1003-E0400	BIOLOGICAL	f77r	P1009-S382	f77r.47	ysheey	Y+SH+EE+Y	Y+SH+EE+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2405	P1003-E0401	BIOLOGICAL	f77r	P1009-S382	f77r.47	dal	AL	AL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2406	P1003-E0402	BIOLOGICAL	f77r	P1009-S382	f77r.47	saiisol	S+A_ADDR+IIN+S+OL	S+A_ADDR+IIN+S+OL	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2407	P1003-E0403	BIOLOGICAL	f77r	P1009-S382	f77r.47	sal	S+AL	S+AL	2	UNCHANGED	YES	CELESTIAL	f67r2|f72r	CELESTIAL	f67r2|f72r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2408	P1003-E0404	BIOLOGICAL	f77r	P1009-S382	f77r.47	dalo	D_ADDR+AL+O	D_ADDR+AL+O	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2409	P1003-E0405	BIOLOGICAL	f77r	P1009-S382	f77r.47	tain	T+AIN	T+AIN	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2410	P1003-E0406	BIOLOGICAL	f77r	P1009-S382	f77r.47	dary	DA+R+Y	DA+R+Y	3	UNCHANGED	YES	HERBAL|CELESTIAL	f18r|f55v|f68r1	HERBAL|CELESTIAL	f18r|f55v|f68r1	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2411	P1003-E0407	BIOLOGICAL	f77r	P1009-S382	f77r.47	dalo	D_ADDR+AL+O	D_ADDR+AL+O	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2412	P1003-E0408	BIOLOGICAL	f77r	P1009-S382	f77r.48	sodar	S+O+DA+R	S+O+DA+R	4	UNCHANGED	YES	CELESTIAL	f67r2	CELESTIAL	f67r2	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2413	P1003-E0409	BIOLOGICAL	f77r	P1009-S382	f77r.48	oloky	OL+OK+Y	OL+OK+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2414	P912-E0858	BIOLOGICAL	f81v	P1009-S383	f81v.1	par	P+AR	P+AR	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2415	P912-E0859	BIOLOGICAL	f81v	P1009-S383	f81v.1	shey	SH+E+Y	SH+E+Y	3	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f68r1|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f11r|f13r|f68r1|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2416	P912-E0860	BIOLOGICAL	f81v	P1009-S383	f81v.1	keedy	K+EE+DY	K+EE+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2417	P912-E0861	BIOLOGICAL	f81v	P1009-S384	f81v.1	shekal	SH+E+K+AL	SH+E+K+AL	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2418	P912-E0862	BIOLOGICAL	f81v	P1009-S384	f81v.1	dal	AL	AL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2419	P912-E0863	BIOLOGICAL	f81v	P1009-S384	f81v.1	dar	D_ADDR+AR	D_ADDR+AR	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f13r|f17r|f18r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f13r|f17r|f18r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2420	P912-E0864	BIOLOGICAL	f81v	P1009-S384	f81v.1	ol	OL	OL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2421	P912-E0865	BIOLOGICAL	f81v	P1009-S384	f81v.1	pchedy	P+CHD+DY	P+CHD+DY	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2422	P912-E0866	BIOLOGICAL	f81v	P1009-S385	f81v.1	shek	SH+E+K	SH+E+K	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2423	P912-E0867	BIOLOGICAL	f81v	P1009-S385	f81v.1	dain	AIN	AIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f18r|f67r2|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f18r|f55v|f67r2|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2424	P912-E0868	BIOLOGICAL	f81v	P1009-S385	f81v.1	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	O+LOCAL_CHAR_F+A_ADDR+L+SH+E+K+Y	8	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2425	P912-E0869	BIOLOGICAL	f81v	P1009-S385	f81v.2	qokedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2426	P912-E0870	BIOLOGICAL	f81v	P1009-S386	f81v.2	okaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2427	P912-E0871	BIOLOGICAL	f81v	P1009-S386	f81v.2	kair	K+AIR	K+AIR	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2428	P912-E0872	BIOLOGICAL	f81v	P1009-S386	f81v.2	okal	OK+AL	OK+AL	2	UNCHANGED	YES	HERBAL|CELESTIAL	f18r|f55v|f71v|f72r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f68r1|f71v|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2429	P912-E0873	BIOLOGICAL	f81v	P1009-S386	f81v.2	sar	S+AR	S+AR	2	UNCHANGED	YES	HERBAL|PHARMA	f55v|f88r	HERBAL|PHARMA	f17r|f55v|f88r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2430	P912-E0874	BIOLOGICAL	f81v	P1009-S386	f81v.2	ol	OL	OL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2431	P912-E0875	BIOLOGICAL	f81v	P1009-S386	f81v.2	kain	K+AIN	K+AIN	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2432	P912-E0876	BIOLOGICAL	f81v	P1009-S386	f81v.2	olkain	OL+K+AIN	OL+K+AIN	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2433	P912-E0877	BIOLOGICAL	f81v	P1009-S386	f81v.2	al	AL	AL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f55v|f71v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2434	P912-E0878	BIOLOGICAL	f81v	P1009-S386	f81v.2	ol	OL	OL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2435	P912-E0879	BIOLOGICAL	f81v	P1009-S386	f81v.2	rol	R+OL	R+OL	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2436	P912-E0880	BIOLOGICAL	f81v	P1009-S386	f81v.2	dl	L	L	1	UNCHANGED	YES	NONE	NONE	CELESTIAL|PHARMA	f72r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2437	P912-E0881	BIOLOGICAL	f81v	P1009-S386	f81v.3	saiin	S+AIIN	S+AIIN	2	UNCHANGED	YES	CELESTIAL|PHARMA	f67r2|f72r|f88r|f88v|f89r	CELESTIAL|PHARMA	f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2438	P912-E0882	BIOLOGICAL	f81v	P1009-S386	f81v.3	daiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2439	P912-E0883	BIOLOGICAL	f81v	P1009-S386	f81v.3	olkeedy	OL+K+EE+DY	OL+K+EE+DY	4	UNCHANGED	YES	NONE	NONE	PHARMA	f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2440	P912-E0884	BIOLOGICAL	f81v	P1009-S387	f81v.3	okedy	OK+E+DY	OK+E+DY	3	UNCHANGED	YES	NONE	NONE	PHARMA	f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2441	P912-E0885	BIOLOGICAL	f81v	P1009-S388	f81v.3	dykain	D_ADDR+Y+K+AIN	D_ADDR+Y+K+AIN	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2442	P912-E0886	BIOLOGICAL	f81v	P1009-S388	f81v.3	shek	SH+E+K	SH+E+K	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E2443	P912-E0887	BIOLOGICAL	f81v	P1009-S388	f81v.3	chdy	CHD+Y	CHD+Y	2	UNCHANGED	YES	HERBAL	f56r	HERBAL|CELESTIAL|PHARMA	f55v|f56r|f72r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2444	P912-E0888	BIOLOGICAL	f81v	P1009-S388	f81v.3	dalal	AL+AL	AL+AL	2	UNCHANGED	YES	NONE	NONE	PHARMA	f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E2445	P912-E0889	BIOLOGICAL	f81v	P1009-S388	f81v.3	oldy	OL+DY	OL+DY	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f13r|f55v|f67r2|f88r|f89r	HERBAL|CELESTIAL|PHARMA	f13r|f18r|f55v|f67r2|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2446	P912-E0890	BIOLOGICAL	f81v	P1009-S389	f81v.4	qokaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL	f55v	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2447	P912-E0891	BIOLOGICAL	f81v	P1009-S389	f81v.4	okain	OK+AIN	OK+AIN	2	UNCHANGED	YES	HERBAL	f18r	HERBAL|PHARMA	f18r|f55v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2448	P912-E0892	BIOLOGICAL	f81v	P1009-S389	f81v.4	cheeky	CH+K+EE+Y	CH+K+EE+Y	4	UNCHANGED	YES	HERBAL	f55v	HERBAL	f55v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2449	P912-E0893	BIOLOGICAL	f81v	P1009-S389	f81v.4	dy	Y	Y	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f56r|f67r2|f71v|f72r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2450	P912-E0894	BIOLOGICAL	f81v	P1009-S389	f81v.4	ol	OL	OL	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f18r|f55v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2451	P912-E0895	BIOLOGICAL	f81v	P1009-S389	f81v.4	kaiin	K+AIIN	K+AIIN	2	UNCHANGED	YES	CELESTIAL	f71v	CELESTIAL	f71v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2452	P912-E0896	BIOLOGICAL	f81v	P1009-S389	f81v.4	dain	AIN	AIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f18r|f67r2|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f18r|f55v|f67r2|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2453	P912-E0897	BIOLOGICAL	f81v	P1009-S389	f81v.4	dy	Y	Y	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f56r|f67r2|f71v|f72r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2454	P912-E0898	BIOLOGICAL	f81v	P1009-S389	f81v.4	daiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2455	P912-E0899	BIOLOGICAL	f81v	P1009-S389	f81v.4	chcthy	CH+CH+T+Y	CH+CH+T+Y	4	UNCHANGED	YES	HERBAL	f10r|f18r	HERBAL	f10r|f18r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E2456	P912-E0900	BIOLOGICAL	f81v	P1009-S389	f81v.5	okaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r	HERBAL|CELESTIAL|PHARMA	f17r|f55v|f56r|f71v|f72r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
