profile	all_carriers	paragraph_counts	eligible_families	all_single_column_deficits
397	sar	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]	LIVER,SPLEEN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":1},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":2,""required"":2,""observed"":1}],""STOMACH"":[{""count"":1,""required"":13,""observed"":10}],""OCULUS"":[{""count"":2,""required"":2,""observed"":1}],""SKIN"":[{""count"":2,""required"":2,""observed"":1}]}"
398	schedy	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	LUNG,KIDNEY,BLADDER,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":5},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":5}],""OCULUS"":[{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":5}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":5}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}]}"
399	shal	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":4}],""OCULUS"":[{""count"":1,""required"":5,""observed"":4},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":4}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":4}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":4}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":4}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":4}]}"
400	shar	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER,WOMB,NERVOUS_TISSUE	"{""AQUA"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":13,""observed"":2},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":3}],""STOMACH"":[{""count"":1,""required"":13,""observed"":3}],""OCULUS"":[{""count"":1,""required"":5,""observed"":3}],""LIVER"":[{""count"":1,""required"":9,""observed"":3}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":3}],""SKIN"":[{""count"":1,""required"":4,""observed"":3}],""LUNG"":[{""count"":1,""required"":5,""observed"":3}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":3}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":3}]}"
401	shckhedy	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":3}],""OCULUS"":[{""count"":1,""required"":5,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":3}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":3}],""SKIN"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":3}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":3}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":3}]}"
402	shckhey	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]	LUNG,KIDNEY,BLADDER,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":5},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":5}],""OCULUS"":[{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":5}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":5}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}]}"
403	shckhy	[1, 0, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	OCULUS,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":4},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":7}],""STOMACH"":[{""count"":1,""required"":13,""observed"":7}],""LIVER"":[{""count"":1,""required"":9,""observed"":7}]}"
404	shcthey	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
405	shcthy	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]	SKIN,BLADDER,WOMB,NERVOUS_TISSUE	"{""AQUA"":[{""count"":2,""required"":13,""observed"":2},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":4}],""STOMACH"":[{""count"":1,""required"":13,""observed"":4}],""OCULUS"":[{""count"":1,""required"":5,""observed"":4}],""LIVER"":[{""count"":1,""required"":9,""observed"":4}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":4}],""LUNG"":[{""count"":1,""required"":5,""observed"":4}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":4}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":4}]}"
406	shdy	[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]	BLADDER,WOMB,NERVOUS_TISSUE	"{""AQUA"":[{""count"":2,""required"":13,""observed"":1},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":4},{""count"":2,""required"":2,""observed"":1}],""STOMACH"":[{""count"":1,""required"":13,""observed"":4}],""OCULUS"":[{""count"":1,""required"":5,""observed"":4},{""count"":2,""required"":2,""observed"":1}],""LIVER"":[{""count"":1,""required"":9,""observed"":4}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":4}],""SKIN"":[{""count"":2,""required"":2,""observed"":1}],""LUNG"":[{""count"":1,""required"":5,""observed"":4}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":4}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":4}]}"
407	sheal	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":3}],""OCULUS"":[{""count"":1,""required"":5,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":3}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":3}],""SKIN"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":3}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":3}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":3}]}"
408	shear	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER,WOMB,NERVOUS_TISSUE	"{""AQUA"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":13,""observed"":1},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":3},{""count"":2,""required"":2,""observed"":1}],""STOMACH"":[{""count"":1,""required"":13,""observed"":3}],""OCULUS"":[{""count"":1,""required"":5,""observed"":3},{""count"":2,""required"":2,""observed"":1}],""LIVER"":[{""count"":1,""required"":9,""observed"":3}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":3}],""SKIN"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":2,""observed"":1}],""LUNG"":[{""count"":1,""required"":5,""observed"":3}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":3}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":3}]}"
409	sheckhedy	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":3}],""OCULUS"":[{""count"":1,""required"":5,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":3}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":3}],""SKIN"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":3}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":3}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":3}]}"
410	sheckhy	[0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]	HEAD,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":3},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":11}]}"
411	shecphy	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":2}],""OCULUS"":[{""count"":1,""required"":5,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":2}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":2}],""SKIN"":[{""count"":1,""required"":4,""observed"":2},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":2}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":2}],""BLADDER"":[{""count"":1,""required"":3,""observed"":2}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":2}]}"
412	shecthy	[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]	SPLEEN,LUNG,KIDNEY,BLADDER,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":1},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":7},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":7}],""OCULUS"":[{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":7}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}]}"
413	shed	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	BLADDER	"{""AQUA"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":3}],""OCULUS"":[{""count"":1,""required"":5,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":3}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":3}],""SKIN"":[{""count"":1,""required"":4,""observed"":3},{""count"":2,""required"":2,""observed"":0}],""LUNG"":[{""count"":1,""required"":5,""observed"":3}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":3}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":3}]}"
414	shedaiin	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]		"{""AQUA"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":13,""observed"":1},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":1},{""count"":2,""required"":2,""observed"":1}],""STOMACH"":[{""count"":1,""required"":13,""observed"":1}],""OCULUS"":[{""count"":1,""required"":5,""observed"":1},{""count"":2,""required"":2,""observed"":1}],""LIVER"":[{""count"":1,""required"":9,""observed"":1}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":1}],""SKIN"":[{""count"":1,""required"":4,""observed"":1},{""count"":2,""required"":2,""observed"":1}],""LUNG"":[{""count"":1,""required"":5,""observed"":1}],""KIDNEY"":[{""count"":1,""required"":5,""observed"":1}],""BLADDER"":[{""count"":1,""required"":3,""observed"":1}],""WOMB"":[{""count"":1,""required"":2,""observed"":1}],""NERVOUS_TISSUE"":[{""count"":1,""required"":2,""observed"":1}],""HYDROPS"":[{""count"":1,""required"":5,""observed"":1}]}"
415	shedal	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]	LUNG,KIDNEY,BLADDER,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":0},{""count"":3,""required"":6,""observed"":0},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}],""HEAD"":[{""count"":1,""required"":8,""observed"":5},{""count"":2,""required"":2,""observed"":0}],""STOMACH"":[{""count"":1,""required"":13,""observed"":5}],""OCULUS"":[{""count"":2,""required"":2,""observed"":0}],""LIVER"":[{""count"":1,""required"":9,""observed"":5}],""SPLEEN"":[{""count"":1,""required"":7,""observed"":5}],""SKIN"":[{""count"":2,""required"":2,""observed"":0}],""WOMB"":[{""count"":2,""required"":1,""observed"":0}],""NERVOUS_TISSUE"":[{""count"":2,""required"":1,""observed"":0}]}"
416	shedy	[7, 1, 1, 1, 1, 1, 4, 1, 2, 4, 0, 0, 5, 3, 2, 7, 5, 5, 7, 3, 6, 4, 5, 3, 0, 1, 0, 1, 1, 2, 2, 0, 0, 0, 0, 0, 1, 4, 3, 3, 3, 0, 1, 1, 1, 1, 0, 2, 1, 2, 2, 2, 5, 1, 7, 2, 0, 4, 1, 1, 3, 2, 1, 3, 3, 5, 0, 0, 3, 8, 5]		"{""AQUA"":[{""count"":2,""required"":13,""observed"":10},{""count"":4,""required"":6,""observed"":5}],""HEAD"":[{""count"":0,""required"":22,""observed"":14}],""STOMACH"":[{""count"":0,""required"":19,""observed"":14}],""OCULUS"":[{""count"":0,""required"":25,""observed"":14}],""LIVER"":[{""count"":0,""required"":23,""observed"":14}],""SPLEEN"":[{""count"":0,""required"":25,""observed"":14}],""SKIN"":[{""count"":0,""required"":26,""observed"":14}],""LUNG"":[{""count"":0,""required"":27,""observed"":14}],""KIDNEY"":[{""count"":0,""required"":27,""observed"":14}],""BLADDER"":[{""count"":0,""required"":29,""observed"":14}],""WOMB"":[{""count"":0,""required"":29,""observed"":14}],""NERVOUS_TISSUE"":[{""count"":0,""required"":29,""observed"":14}],""HYDROPS"":[{""count"":0,""required"":27,""observed"":14}]}"
417	sheedy	[0, 3, 0, 1, 0, 0, 0, 1, 3, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]	HEAD,STOMACH,OCULUS,LIVER,SPLEEN,SKIN,LUNG,KIDNEY,BLADDER,WOMB,NERVOUS_TISSUE,HYDROPS	"{""AQUA"":[{""count"":2,""required"":13,""observed"":2},{""count"":3,""required"":6,""observed"":2},{""count"":4,""required"":6,""observed"":0},{""count"":5,""required"":2,""observed"":0}]}"
