voice_repair_ordinal	voice_repair_id	focus_host_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	focus_root	focus_family	focus_final_position	focus_machine_link	attachment_geometry	selected_head_link	selected_head_root	effective_grammar_host_kind	effective_grammar_host_key	voice_head_link	audible_first_action_root	audible_first_imperative	selector_trigger_class	voice_repair_class	source_clause_de	event_repair_id	explicit_head_block_de	guard
193	GDT581-V193	G407-A03558	G407-E3305	G407-S522	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteey	OT+EE+Y	EE	GRADE	2	G407-A03558:G407-E3305@2:EE#1	BOUNDED_NEXT_CARD_ACTION	G407-E3306@1:CHD	CHD	CONTROL_ENVELOPE	CONTROL:G407-E3305:OT>G<END	CONTROL:G407-E3305:OT>G<END	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: halte den Stationsposten; auf Grad II.	GDT581-EV167	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3305:OT>G<END]: auf Grad II [G407-A03558:G407-E3305@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
194	GDT581-V194	G407-A03559	G407-E3305	G407-S522	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteey	OT+EE+Y	Y	ARGUMENT	3	G407-A03559:G407-E3305@3:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E3306@1:CHD	CHD	PRIMARY_ACTION	ACTION:G407-E3306@1:CHD	G407-E3306@1:CHD	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationsposten; auf Grad II.	GDT581-EV167	Bezug auf das folgende Bearbeiten [G407-E3306@1:CHD]: den Stationsposten [G407-A03559:G407-E3305@3:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
195	GDT581-V195	G407-A03574	G407-E3316	G407-S526	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	dal	AL	AL	RELATION	1	G407-A03574:G407-E3316@1:AL#1	OWNER_ONLY	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER	OWNER_CONTEXT	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER:mehrere getrennte Bad- und Leitungsstationen	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte denselben Stationsanteil; zur Zielstation.	GDT581-EV168	Bezug auf den Besitzerrahmen [OWNER:mehrere getrennte Bad- und Leitungsstationen]: zur Zielstation [G407-A03574:G407-E3316@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
196	GDT581-V196	G407-A03603	G407-E3337	G407-S530	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoly	OL+Y	Y	ARGUMENT	2	G407-A03603:G407-E3337@2:Y#1	OWNER_ONLY	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER	OWNER_CONTEXT	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER:mehrere getrennte Bad- und Leitungsstationen	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: halte den Stationsposten.	GDT581-EV169	Bezug auf den Besitzerrahmen [OWNER:mehrere getrennte Bad- und Leitungsstationen]: den Stationsposten [G407-A03603:G407-E3337@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
197	GDT581-V197	G407-A03604	G407-E3338	G407-S530	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	daiin	AIIN	AIIN	ARGUMENT	1	G407-A03604:G407-E3338@1:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E3339@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E3339@1:CH	G407-E3339@1:CH	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationswert.	GDT581-EV170	Bezug auf das folgende Entnehmen [G407-E3339@1:CH]: den Stationswert [G407-A03604:G407-E3338@1:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
198	GDT581-V198	G407-A03643	G407-E3365	G407-S533	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lar	L+AR	L	RELATION	1	G407-A03643:G407-E3365@1:L#1	BOUNDED_NEXT_CARD_ACTION	G407-E3366@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E3366@1:OK	G407-E3366@1:OK	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite denselben Stationsposten; über die sichtbare Verbindung und von der Ausgangsstation.	GDT581-EV171	Bezug auf das folgende Ansetzen [G407-E3366@1:OK]: über die sichtbare Verbindung [G407-A03643:G407-E3365@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
199	GDT581-V199	G407-A03644	G407-E3365	G407-S533	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lar	L+AR	AR	RELATION	2	G407-A03644:G407-E3365@2:AR#1	BOUNDED_NEXT_CARD_ACTION	G407-E3366@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E3366@1:OK	G407-E3366@1:OK	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite denselben Stationsposten; über die sichtbare Verbindung und von der Ausgangsstation.	GDT581-EV171	Bezug auf das folgende Ansetzen [G407-E3366@1:OK]: von der Ausgangsstation [G407-A03644:G407-E3365@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
200	GDT581-V200	G407-A03672	G407-E3383	G407-S538	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lar	L+AR	L	RELATION	1	G407-A03672:G407-E3383@1:L#1	BOUNDED_NEXT_CARD_ACTION	G407-E3384@1:SH	SH	PRIMARY_ACTION	ACTION:G407-E3384@1:SH	G407-E3384@1:SH	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite denselben Stationsposten; über die sichtbare Verbindung und von der Ausgangsstation.	GDT581-EV172	Bezug auf das folgende Halten [G407-E3384@1:SH]: über die sichtbare Verbindung [G407-A03672:G407-E3383@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
201	GDT581-V201	G407-A03673	G407-E3383	G407-S538	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lar	L+AR	AR	RELATION	2	G407-A03673:G407-E3383@2:AR#1	BOUNDED_NEXT_CARD_ACTION	G407-E3384@1:SH	SH	PRIMARY_ACTION	ACTION:G407-E3384@1:SH	G407-E3384@1:SH	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite denselben Stationsposten; über die sichtbare Verbindung und von der Ausgangsstation.	GDT581-EV172	Bezug auf das folgende Halten [G407-E3384@1:SH]: von der Ausgangsstation [G407-A03673:G407-E3383@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
202	GDT581-V202	G407-A03680	G407-E3388	G407-S539	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	cheal	AL	AL	RELATION	1	G407-A03680:G407-E3388@1:AL#1	OWNER_ONLY	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER	OWNER_CONTEXT	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER:mehrere getrennte Bad- und Leitungsstationen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; zur Zielstation.	GDT581-EV173	Bezug auf den Besitzerrahmen [OWNER:mehrere getrennte Bad- und Leitungsstationen]: zur Zielstation [G407-A03680:G407-E3388@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
203	GDT581-V203	G407-A03695	G407-E3400	G407-S543	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteedy	OT+EE+DY	EE	GRADE	2	G407-A03695:G407-E3400@2:EE#1	OWNER_ONLY	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E3400:OT>G<DY	CONTROL:G407-E3400:OT>G<DY	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad II; schließe den Schritt.	GDT581-EV174	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3400:OT>G<DY]: auf Grad II [G407-A03695:G407-E3400@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
204	GDT581-V204	G407-A03700	G407-E3406	G407-S548	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotaiin	OT+AIIN	AIIN	ARGUMENT	2	G407-A03700:G407-E3406@2:AIIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E3407@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E3407@1:CH	G407-E3407@1:CH	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze den Stationswert im Stationsgang an.	GDT581-EV175	Bezug auf das folgende Entnehmen [G407-E3407@1:CH]: den Stationswert [G407-A03700:G407-E3406@2:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
205	GDT581-V205	G407-A03715	G407-E3420	G407-S552	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoty	OT+Y	Y	ARGUMENT	2	G407-A03715:G407-E3420@2:Y#1	OWNER_ONLY	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER	OWNER_CONTEXT	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER:mehrere getrennte Bad- und Leitungsstationen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT581-EV176	Bezug auf den Besitzerrahmen [OWNER:mehrere getrennte Bad- und Leitungsstationen]: den Stationsposten [G407-A03715:G407-E3420@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
206	GDT581-V206	G407-A03716	G407-E3421	G407-S552	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoty	OT+Y	Y	ARGUMENT	2	G407-A03716:G407-E3421@2:Y#1	OWNER_ONLY	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER	OWNER_CONTEXT	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER:mehrere getrennte Bad- und Leitungsstationen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT581-EV177	Bezug auf den Besitzerrahmen [OWNER:mehrere getrennte Bad- und Leitungsstationen]: den Stationsposten [G407-A03716:G407-E3421@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
207	GDT581-V207	G407-A03717	G407-E3422	G407-S552	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteey	OT+EE+Y	EE	GRADE	2	G407-A03717:G407-E3422@2:EE#1	BOUNDED_NEXT_CARD_ACTION	G407-E3423@1:R	R	CONTROL_ENVELOPE	CONTROL:G407-E3422:OT>G<END	CONTROL:G407-E3422:OT>G<END	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	GDT581-EV178	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3422:OT>G<END]: auf Grad II [G407-A03717:G407-E3422@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
208	GDT581-V208	G407-A03718	G407-E3422	G407-S552	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteey	OT+EE+Y	Y	ARGUMENT	3	G407-A03718:G407-E3422@3:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E3423@1:R	R	PRIMARY_ACTION	ACTION:G407-E3423@1:R	G407-E3423@1:R	OK	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	GDT581-EV178	Bezug auf das folgende Markieren [G407-E3423@1:R]: den Stationsposten [G407-A03718:G407-E3422@3:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
209	GDT581-V209	G407-A03735	G407-E3435	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoty	OT+Y	Y	ARGUMENT	2	G407-A03735:G407-E3435@2:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E3436@2:CH	CH	PRIMARY_ACTION	ACTION:G407-E3436@2:CH	G407-E3436@2:CH	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: bearbeite den Stationsposten.	GDT581-EV179	Bezug auf das folgende Entnehmen [G407-E3436@2:CH]: den Stationsposten [G407-A03735:G407-E3435@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
210	GDT581-V210	G407-A03763	G407-E3454	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	chey	Y	Y	ARGUMENT	1	G407-A03763:G407-E3454@1:Y#1	PREVIOUS_CARD_ACTION	G407-E3453@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E3453@1:CH	G407-E3453@1:CH	R	markiere	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang markiere den Stationsposten.	GDT581-EV180	Bezug auf das vorangehende Entnehmen [G407-E3453@1:CH]: den Stationsposten [G407-A03763:G407-E3454@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
211	GDT581-V211	G407-A03784	G407-E3474	G407-S561	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qotal	OT+AL	AL	RELATION	2	G407-A03784:G407-E3474@2:AL#1	BOUNDED_NEXT_CARD_ACTION	G407-E3475@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E3475@1:CH	G407-E3475@1:CH	K	führe	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: führe dieselbe Stationseinheit zu; zur Zielstation.	GDT581-EV181	Bezug auf das folgende Entnehmen [G407-E3475@1:CH]: zur Zielstation [G407-A03784:G407-E3474@2:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
212	GDT581-V212	G407-A03786	G407-E3476	G407-S562	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chey	Y	Y	ARGUMENT	1	G407-A03786:G407-E3476@1:Y#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	OWNER_CONTEXT	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER:Variantenatlas lokaler Becken und Anwendungen	K	führe	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang führe den Stationsposten zu.	GDT581-EV182	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: den Stationsposten [G407-A03786:G407-E3476@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
213	GDT581-V213	G407-A03787	G407-E3477	G407-S562	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	daiin	AIIN	AIIN	ARGUMENT	1	G407-A03787:G407-E3477@1:AIIN#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	OWNER_CONTEXT	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER:Variantenatlas lokaler Becken und Anwendungen	K	führe	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang führe den Stationswert zu.	GDT581-EV183	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: den Stationswert [G407-A03787:G407-E3477@1:AIIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
214	GDT581-V214	G407-A03788	G407-E3478	G407-S562	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chey	Y	Y	ARGUMENT	1	G407-A03788:G407-E3478@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E3479@2:CHD	CHD	PRIMARY_ACTION	ACTION:G407-E3479@2:CHD	G407-E3479@2:CHD	K	führe	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang führe den Stationsposten zu.	GDT581-EV184	Bezug auf das folgende Bearbeiten [G407-E3479@2:CHD]: den Stationsposten [G407-A03788:G407-E3478@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
215	GDT581-V215	G407-A03835	G407-E3519	G407-S573	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qoteedy	OT+EE+DY	EE	GRADE	2	G407-A03835:G407-E3519@2:EE#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E3519:OT>G<DY	CONTROL:G407-E3519:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	GDT581-EV185	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3519:OT>G<DY]: auf Grad II [G407-A03835:G407-E3519@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
216	GDT581-V216	G407-A03836	G407-E3520	G407-S574	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qoteedy	OT+EE+DY	EE	GRADE	2	G407-A03836:G407-E3520@2:EE#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E3520:OT>G<DY	CONTROL:G407-E3520:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	GDT581-EV186	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3520:OT>G<DY]: auf Grad II [G407-A03836:G407-E3520@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
217	GDT581-V217	G407-A03878	G407-E3558	G407-S583	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lo	L+O	L	RELATION	1	G407-A03878:G407-E3558@1:L#1	BOUNDED_NEXT_CARD_ACTION	G407-E3559@3:CH	CH	PRIMARY_ACTION	ACTION:G407-E3559@3:CH	G407-E3559@3:CH	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite denselben Stationsposten; über die sichtbare Verbindung; als Ausführung.	GDT581-EV187	Bezug auf das folgende Entnehmen [G407-E3559@3:CH]: über die sichtbare Verbindung [G407-A03878:G407-E3558@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
218	GDT581-V218	G407-A03895	G407-E3572	G407-S586	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	altedy	AL+T+E+D_ADDR+Y	AL	RELATION	1	G407-A03895:G407-E3572@1:AL#1	PREVIOUS_CARD_ACTION	G407-E3571@1:S	S	PRIMARY_ACTION	ACTION:G407-E3571@1:S	G407-E3571@1:S	T	stelle	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Stelle den Stationsposten ein; zur Zielstation; auf Grad I; an der D-Stelle.	GDT581-EV188	Bezug auf das vorangehende Wählen [G407-E3571@1:S]: zur Zielstation [G407-A03895:G407-E3572@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
219	GDT581-V219	G407-A03900	G407-E3575	G407-S587	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qedy	CARRIER_Q+E+DY	E	GRADE	2	G407-A03900:G407-E3575@2:E#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	OWNER_CONTEXT	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER:Variantenatlas lokaler Becken und Anwendungen	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; als neuen Einsatz und auf Grad I; schließe den Schritt.	GDT581-EV189	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: auf Grad I [G407-A03900:G407-E3575@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
220	GDT581-V220	G407-A03908	G407-E3582	G407-S592	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	dal	AL	AL	RELATION	1	G407-A03908:G407-E3582@1:AL#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	OWNER_CONTEXT	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER:Variantenatlas lokaler Becken und Anwendungen	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	GDT581-EV190	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: zur Zielstation [G407-A03908:G407-E3582@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
221	GDT581-V221	G407-A03922	G407-E3594	G407-S593	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	dalchdy	AL+CHD+DY	AL	RELATION	1	G407-A03922:G407-E3594@1:AL#1	PREVIOUS_CARD_ACTION	G407-E3593@3:T	T	PRIMARY_ACTION	ACTION:G407-E3593@3:T	G407-E3593@3:T	CHD	bearbeite	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	GDT581-EV191	Bezug auf das vorangehende Einstellen [G407-E3593@3:T]: zur Zielstation [G407-A03922:G407-E3594@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
222	GDT581-V222	G407-A03925	G407-E3599	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	cheedar	EE+AR	EE	GRADE	1	G407-A03925:G407-E3599@1:EE#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	OWNER_CONTEXT	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER:Variantenatlas lokaler Becken und Anwendungen	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite denselben Stationsposten; von der Ausgangsstation; auf Grad II.	GDT581-EV192	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: auf Grad II [G407-A03925:G407-E3599@1:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
223	GDT581-V223	G407-A03926	G407-E3599	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	cheedar	EE+AR	AR	RELATION	2	G407-A03926:G407-E3599@2:AR#1	OWNER_ONLY	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER	OWNER_CONTEXT	OWNER:Variantenatlas lokaler Becken und Anwendungen	OWNER:Variantenatlas lokaler Becken und Anwendungen	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite denselben Stationsposten; von der Ausgangsstation; auf Grad II.	GDT581-EV192	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: von der Ausgangsstation [G407-A03926:G407-E3599@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
224	GDT581-V224	G407-A03932	G407-E3604	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chealror	AL+R+OR	AL	RELATION	1	G407-A03932:G407-E3604@1:AL#1	PREVIOUS_CARD_ACTION	G407-E3603@2:T	T	PRIMARY_ACTION	ACTION:G407-E3603@2:T	G407-E3603@2:T	R	markiere	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Markiere die Stationseinheit; zur Zielstation.	GDT581-EV193	Bezug auf das vorangehende Einstellen [G407-E3603@2:T]: zur Zielstation [G407-A03932:G407-E3604@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
