local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard
430	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2333	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2333	f70v	CELESTIAL	f70v2.26	Fischrad mit Stern tragenden Figuren	dolaram	D_ADDR+OL+AR+AM_ADDR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
431	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2334	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2334	f70v	CELESTIAL	f70v2.27	Fischrad mit Stern tragenden Figuren	okaram	OK+AR+AM_ADDR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
432	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2335	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2335	f70v	CELESTIAL	f70v2.28	Fischrad mit Stern tragenden Figuren	oteosal	OT+E+O+S_ADDR+AL	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
433	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2336	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2336	f70v	CELESTIAL	f70v2.29	Fischrad mit Stern tragenden Figuren	salols	S_LABEL+AL+OL+S_LABEL	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
434	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2337	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2337	f70v	CELESTIAL	f70v2.30	Fischrad mit Stern tragenden Figuren	okaldal	OK+AL+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
435	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2338	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2338	f70v	CELESTIAL	f70v2.31	Fischrad mit Stern tragenden Figuren	ykolaiin	Y+K+OL+AIIN	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
436	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2339	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2339	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	otal	OT+AL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
437	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2340	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2340	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	daly	AL+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
438	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2341	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2341	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	oteoal	OT+E+O+AL	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
439	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2342	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2342	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	dal	AL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
440	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2343	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2343	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	aildy	A_ADDR+IIN+L+DY	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
441	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2344	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2344	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	otaiin	OT+AIIN	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
442	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2345	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2345	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	ar	AR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
443	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2346	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2346	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	oteey	OT+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
444	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2347	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2347	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	shal	SH+AL	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
445	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2348	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2348	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	o	O	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
446	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2349	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2349	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	qoteeal	OT+EE+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
447	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2350	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2350	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	ar	AR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
448	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2351	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2351	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	al	AL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
449	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2352	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2352	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	otaiin	OT+AIIN	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
450	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2353	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2353	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	al	AL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
451	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2354	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2354	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	teodaiin	T+E+O+AIIN	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
452	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2355	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2355	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	oteeo	OT+EE+O	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
453	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2356	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2356	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	cthey	CTH+E+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
454	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2357	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2357	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	oteeos	OT+EE+O+S_ADDR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
455	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2358	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2358	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	oteos	OT+E+O+S_ADDR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
456	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2359	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2359	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	aiin	AIIN	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
457	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2360	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2360	f70v	CELESTIAL	f70v2.32	Fischrad mit Stern tragenden Figuren	daim	DA+IIN+M_LOCAL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
458	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2361	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2361	f70v	CELESTIAL	f70v2.33	Fischrad mit Stern tragenden Figuren	otolal	OT+OL+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
459	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0595	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0595	f71v	CELESTIAL	f71v.2	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	char	AR	1	LOCAL_ADDRESS_OR_LABEL	G475-R002	LOCAL_RECORD:G475-R002	G474-B002	LOCAL_BUNDLE:G474-B002	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
460	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0596	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0596	f71v	CELESTIAL	f71v.2	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	arom	AR	1	LOCAL_ADDRESS_OR_LABEL	G475-R002	LOCAL_RECORD:G475-R002	G474-B002	LOCAL_BUNDLE:G474-B002	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
461	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0597	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0597	f71v	CELESTIAL	f71v.3	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	chfaly	AL+Y	2	LOCAL_ADDRESS_OR_LABEL	G475-R003	LOCAL_RECORD:G475-R003	G474-B003	LOCAL_BUNDLE:G474-B003	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
462	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0598	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0598	f71v	CELESTIAL	f71v.4	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	okolar	OK+OL+AR	3	LOCAL_ADDRESS_OR_LABEL	G475-R004	LOCAL_RECORD:G475-R004	G474-B004	LOCAL_BUNDLE:G474-B004	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
463	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0599	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0599	f71v	CELESTIAL	f71v.5	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	otchody	OT	1	LOCAL_ADDRESS_OR_LABEL	G475-R005	LOCAL_RECORD:G475-R005	G474-B005	LOCAL_BUNDLE:G474-B005	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
464	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0600	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0600	f71v	CELESTIAL	f71v.6	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	alcphy	AL+CH+P+Y	4	LOCAL_ADDRESS_OR_LABEL	G475-R006	LOCAL_RECORD:G475-R006	G474-B006	LOCAL_BUNDLE:G474-B006	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
465	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0601	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0601	f71v	CELESTIAL	f71v.7	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	otaiin	OT+AIIN	2	LOCAL_ADDRESS_OR_LABEL	G475-R007	LOCAL_RECORD:G475-R007	G474-B007	LOCAL_BUNDLE:G474-B007	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
466	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0602	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0602	f71v	CELESTIAL	f71v.8	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	okaraiin	OK+AR+AIIN	3	LOCAL_ADDRESS_OR_LABEL	G475-R008	LOCAL_RECORD:G475-R008	G474-B008	LOCAL_BUNDLE:G474-B008	INSTRUCTION	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
467	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0603	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0603	f71v	CELESTIAL	f71v.9	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	otar	OT+AR	2	LOCAL_ADDRESS_OR_LABEL	G475-R009	LOCAL_RECORD:G475-R009	G474-B009	LOCAL_BUNDLE:G474-B009	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
468	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0604	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0604	f71v	CELESTIAL	f71v.9	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	ar	AR	1	LOCAL_ADDRESS_OR_LABEL	G475-R009	LOCAL_RECORD:G475-R009	G474-B009	LOCAL_BUNDLE:G474-B009	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
469	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0605	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0605	f71v	CELESTIAL	f71v.9	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	aly	AL+Y	2	LOCAL_ADDRESS_OR_LABEL	G475-R009	LOCAL_RECORD:G475-R009	G474-B009	LOCAL_BUNDLE:G474-B009	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
470	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0606	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0606	f71v	CELESTIAL	f71v.10	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	opalar	AL+AR	2	LOCAL_ADDRESS_OR_LABEL	G475-R010	LOCAL_RECORD:G475-R010	G474-B010	LOCAL_BUNDLE:G474-B010	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
471	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0607	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0607	f71v	CELESTIAL	f71v.10	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	am	AM_ADDR	1	LOCAL_ADDRESS_OR_LABEL	G475-R010	LOCAL_RECORD:G475-R010	G474-B010	LOCAL_BUNDLE:G474-B010	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
472	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0608	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0608	f71v	CELESTIAL	f71v.10	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	dan	AIN	1	LOCAL_ADDRESS_OR_LABEL	G475-R010	LOCAL_RECORD:G475-R010	G474-B010	LOCAL_BUNDLE:G474-B010	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
473	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0609	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0609	f71v	CELESTIAL	f71v.11	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	opalor	AL+OR	2	LOCAL_ADDRESS_OR_LABEL	G475-R011	LOCAL_RECORD:G475-R011	G474-B011	LOCAL_BUNDLE:G474-B011	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
474	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0610	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0610	f71v	CELESTIAL	f71v.11	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	ar	AR	1	LOCAL_ADDRESS_OR_LABEL	G475-R011	LOCAL_RECORD:G475-R011	G474-B011	LOCAL_BUNDLE:G474-B011	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
475	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0641	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0641	f71v	CELESTIAL	f71v.13	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	ofaom	O+LOCAL_CHAR_F	2	LOCAL_ADDRESS_OR_LABEL	G475-R012	LOCAL_RECORD:G475-R012	G474-B012	LOCAL_BUNDLE:G474-B012	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
476	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0642	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0642	f71v	CELESTIAL	f71v.14	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	otalody	OT+AL	2	LOCAL_ADDRESS_OR_LABEL	G475-R013	LOCAL_RECORD:G475-R013	G474-B013	LOCAL_BUNDLE:G474-B013	CATALOGUE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
477	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0643	GDT479_MICRORECORD_183	ORIGINAL22_LOCAL_ADDRESS	P1003-E0643	f71v	CELESTIAL	f71v.15	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	otalaiin	OT+AL+AIIN	3	LOCAL_ADDRESS_OR_LABEL	G475-R014	LOCAL_RECORD:G475-R014	G474-B014	LOCAL_BUNDLE:G474-B014	COORDINATE	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
