focus_host_ordinal	focus_host_id	source_layer	source_attachment_id	statement_id	event_id	physical_page	register	owner_id	surface	source_recipe	final_recipe	focus_root	focus_value_de	focus_family	focus_occurrence_rank	focus_source_position	focus_final_position	selector_rule	attachment_geometry	primary_governor_kind	primary_governor_event_id	primary_governor_atom_position	primary_governor_root	primary_governor_occurrence_rank	effective_grammar_host_kind	effective_grammar_host_key	grade_host_mode	grade_carrier_envelope	prose_realization_scope	coordinate_reconciled	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	guard
2198	G407-A02198	GDT407_5051_ATTACHMENT_EDITION	G407-A02198	G407-S249	G407-E2085	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	oly	OL+Y	OL+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2082	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2082@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2199	G407-A02199	GDT407_5051_ATTACHMENT_EDITION	G407-A02199	G407-S249	G407-E2086	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	dy	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2082	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2082@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2200	G407-A02200	GDT407_5051_ATTACHMENT_EDITION	G407-A02200	G407-S250	G407-E2088	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	sheey	SH+EE+Y	SH+EE+Y	EE	GRAD II	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2088	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2088@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2201	G407-A02201	GDT407_5051_ATTACHMENT_EDITION	G407-A02201	G407-S250	G407-E2088	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	sheey	SH+EE+Y	SH+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2088	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2088@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2202	G407-A02202	GDT407_5051_ATTACHMENT_EDITION	G407-A02202	G407-S250	G407-E2089	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	chear	CH+E+AR	CH+E+AR	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2089	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2089@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2203	G407-A02203	GDT407_5051_ATTACHMENT_EDITION	G407-A02203	G407-S250	G407-E2089	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	chear	CH+E+AR	CH+E+AR	AR	AUSGANG	RELATION	1	3	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2089	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2089@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2204	G407-A02204	GDT407_5051_ATTACHMENT_EDITION	G407-A02204	G407-S250	G407-E2091	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	aiin	AIIN	AIIN	AIIN	WERT	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2089	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2089@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2205	G407-A02205	GDT407_5051_ATTACHMENT_EDITION	G407-A02205	G407-S250	G407-E2092	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	chodaiin	CH+O+D_ADDR+AIIN	CH+O+D_ADDR+AIIN	AIIN	WERT	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2092	1	CH	1	PRIMARY_ACTION	ACTION:G407-E2092@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2206	G407-A02206	GDT407_5051_ATTACHMENT_EDITION	G407-A02206	G407-S250	G407-E2093	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	qokaiin	OK+AIIN	OK+AIIN	AIIN	WERT	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2093	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2093@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2207	G407-A02207	GDT407_5051_ATTACHMENT_EDITION	G407-A02207	G407-S250	G407-E2094	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	chey	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2093	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2093@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2208	G407-A02208	GDT407_5051_ATTACHMENT_EDITION	G407-A02208	G407-S250	G407-E2095	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	qokalchey	OK+AL+CH+E+Y	OK+AL+CH+E+Y	AL	ZIELORT	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2095	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2095@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2209	G407-A02209	GDT407_5051_ATTACHMENT_EDITION	G407-A02209	G407-S250	G407-E2095	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	qokalchey	OK+AL+CH+E+Y	OK+AL+CH+E+Y	E	GRAD I	GRADE	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2095	3	CH	1	PRIMARY_ACTION	ACTION:G407-E2095@3:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2210	G407-A02210	GDT407_5051_ATTACHMENT_EDITION	G407-A02210	G407-S250	G407-E2095	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	qokalchey	OK+AL+CH+E+Y	OK+AL+CH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2095	3	CH	1	PRIMARY_ACTION	ACTION:G407-E2095@3:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2211	G407-A02211	GDT407_5051_ATTACHMENT_EDITION	G407-A02211	G407-S250	G407-E2096	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	dal	AL	AL	AL	ZIELORT	RELATION	1	1	1	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2095	3	CH	1	PRIMARY_ACTION	ACTION:G407-E2095@3:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2212	G407-A02212	GDT407_5051_ATTACHMENT_EDITION	G407-A02212	G407-S250	G407-E2097	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	chdy	CHD+Y	CHD+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2097	1	CHD	1	PRIMARY_ACTION	ACTION:G407-E2097@1:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2213	G407-A02213	GDT407_5051_ATTACHMENT_EDITION	G407-A02213	G407-S250	G407-E2098	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	dal	AL	AL	AL	ZIELORT	RELATION	1	1	1	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2097	1	CHD	1	PRIMARY_ACTION	ACTION:G407-E2097@1:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2214	G407-A02214	GDT407_5051_ATTACHMENT_EDITION	G407-A02214	G407-S250	G407-E2099	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	ytal	Y+T+AL	Y+T+AL	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E2099	2	T	1	PRIMARY_ACTION	ACTION:G407-E2099@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2215	G407-A02215	GDT407_5051_ATTACHMENT_EDITION	G407-A02215	G407-S250	G407-E2099	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	ytal	Y+T+AL	Y+T+AL	AL	ZIELORT	RELATION	1	3	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2099	2	T	1	PRIMARY_ACTION	ACTION:G407-E2099@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2216	G407-A02216	GDT407_5051_ATTACHMENT_EDITION	G407-A02216	G407-S250	G407-E2100	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	qokar	OK+AR	OK+AR	AR	AUSGANG	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2100	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2100@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2217	G407-A02217	GDT407_5051_ATTACHMENT_EDITION	G407-A02217	G407-S250	G407-E2101	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shedy	SH+E+DY	SH+E+DY	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2101	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2101@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2218	G407-A02218	GDT407_5051_ATTACHMENT_EDITION	G407-A02218	G407-S251	G407-E2102	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shedy	SH+E+DY	SH+E+DY	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2102	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2102@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2219	G407-A02219	GDT407_5051_ATTACHMENT_EDITION	G407-A02219	G407-S252	G407-E2103	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	qokar	OK+AR	OK+AR	AR	AUSGANG	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2103	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2103@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2220	G407-A02220	GDT407_5051_ATTACHMENT_EDITION	G407-A02220	G407-S252	G407-E2104	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shedy	SH+E+DY	SH+E+DY	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2104	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2104@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2221	G407-A02221	GDT407_5051_ATTACHMENT_EDITION	G407-A02221	G407-S253	G407-E2105	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	qokain	OK+AIN	OK+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2105	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2105@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2222	G407-A02222	GDT407_5051_ATTACHMENT_EDITION	G407-A02222	G407-S253	G407-E2106	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	dar	D_ADDR+AR	D_ADDR+AR	AR	AUSGANG	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2105	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2105@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2223	G407-A02223	GDT407_5051_ATTACHMENT_EDITION	G407-A02223	G407-S253	G407-E2107	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shey	SH+E+Y	SH+E+Y	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2107	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2107@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2224	G407-A02224	GDT407_5051_ATTACHMENT_EDITION	G407-A02224	G407-S253	G407-E2107	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shey	SH+E+Y	SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2107	1	SH	1	PRIMARY_ACTION	ACTION:G407-E2107@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2225	G407-A02225	GDT407_5051_ATTACHMENT_EDITION	G407-A02225	G407-S253	G407-E2108	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	lshcthy	L+SH+CH+T+Y	L+SH+CH+T+Y	L	VERBINDUNG	RELATION	1	1	1	L_AIR_RIGHT_FALLBACK	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E2108	2	SH	1	PRIMARY_ACTION	ACTION:G407-E2108@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2226	G407-A02226	GDT407_5051_ATTACHMENT_EDITION	G407-A02226	G407-S253	G407-E2108	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	lshcthy	L+SH+CH+T+Y	L+SH+CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2108	4	T	1	PRIMARY_ACTION	ACTION:G407-E2108@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2227	G407-A02227	GDT407_5051_ATTACHMENT_EDITION	G407-A02227	G407-S253	G407-E2109	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	okar	OK+AR	OK+AR	AR	AUSGANG	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2109	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2109@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2228	G407-A02228	GDT407_5051_ATTACHMENT_EDITION	G407-A02228	G407-S253	G407-E2110	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	okain	OK+AIN	OK+AIN	AIN	ANTEIL	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2110	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2110@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2229	G407-A02229	GDT407_5051_ATTACHMENT_EDITION	G407-A02229	G407-S253	G407-E2111	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	y	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E2110	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2110@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2230	G407-A02230	GDT407_5051_ATTACHMENT_EDITION	G407-A02230	G407-S253	G407-E2112	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	laiin	L+AIIN	L+AIIN	L	VERBINDUNG	RELATION	1	1	1	L_AIR_RIGHT_FALLBACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2110	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2110@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2231	G407-A02231	GDT407_5051_ATTACHMENT_EDITION	G407-A02231	G407-S253	G407-E2112	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	laiin	L+AIIN	L+AIIN	AIIN	WERT	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2110	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2110@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2232	G407-A02232	GDT407_5051_ATTACHMENT_EDITION	G407-A02232	G407-S253	G407-E2113	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	y	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2110	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2110@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2233	G407-A02233	GDT407_5051_ATTACHMENT_EDITION	G407-A02233	G407-S253	G407-E2114	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	darchey	AR+CH+EE+Y	AR+CH+EE+Y	AR	AUSGANG	RELATION	1	1	1	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E2110	1	OK	1	PRIMARY_ACTION	ACTION:G407-E2110@1:OK	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2234	G407-A02234	GDT407_5051_ATTACHMENT_EDITION	G407-A02234	G407-S253	G407-E2114	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	darchey	AR+CH+EE+Y	AR+CH+EE+Y	EE	GRAD II	GRADE	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2114	2	CH	1	PRIMARY_ACTION	ACTION:G407-E2114@2:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2235	G407-A02235	GDT407_5051_ATTACHMENT_EDITION	G407-A02235	G407-S253	G407-E2114	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	darchey	AR+CH+EE+Y	AR+CH+EE+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2114	2	CH	1	PRIMARY_ACTION	ACTION:G407-E2114@2:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2236	G407-A02236	GDT407_5051_ATTACHMENT_EDITION	G407-A02236	G407-S253	G407-E2115	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	cheolchey	CH+E+OL+CH+E+Y	CH+E+OL+CH+E+Y	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2115	1	CH	1	VISIBLE_ACTION_CHAIN	ACTION_CHAIN:G407-E2115:CH	VISIBLE_SAME_BLOCK_ACTION_CHAIN	START>G<OL	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2237	G407-A02237	GDT407_5051_ATTACHMENT_EDITION	G407-A02237	G407-S253	G407-E2115	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	cheolchey	CH+E+OL+CH+E+Y	CH+E+OL+CH+E+Y	E	GRAD I	GRADE	2	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2115	4	CH	2	VISIBLE_ACTION_CHAIN	ACTION_CHAIN:G407-E2115:CH	VISIBLE_SAME_BLOCK_ACTION_CHAIN	OL>G<END	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2238	G407-A02238	GDT407_5051_ATTACHMENT_EDITION	G407-A02238	G407-S253	G407-E2115	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	cheolchey	CH+E+OL+CH+E+Y	CH+E+OL+CH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	6	6	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2115	4	CH	2	PRIMARY_ACTION	ACTION:G407-E2115@4:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2239	G407-A02239	GDT407_5051_ATTACHMENT_EDITION	G407-A02239	G407-S253	G407-E2116	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shcthy	SH+CH+T+Y	SH+CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2116	3	T	1	PRIMARY_ACTION	ACTION:G407-E2116@3:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
2240	G407-A02240	GDT407_5051_ATTACHMENT_EDITION	G407-A02240	G407-S253	G407-E2117	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	chedy	CHD+Y	CHD+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E2117	1	CHD	1	PRIMARY_ACTION	ACTION:G407-E2117@1:CHD	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
