event_repair_ordinal	event_repair_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	audible_first_action_root	selected_repair_focus_count	represented_event_focus_count	represented_non_grade_modifier_count	explicit_focus_head_block_count	explicit_modifier_head_block_count	explicit_head_block_count	bare_local_action_block_count	visible_action_count	selector_trigger_classes	voice_repair_classes	repair_focus_ids	represented_focus_ids	visible_action_links	source_gdt580_clause_de	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	guard
195	GDT581-EV195	G407-E3642	G407-S606	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	otedy	OT+E+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A03986	G407-A03986	NONE	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3642:OT>G<DY]: auf Grad I [G407-A03986:G407-E3642@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E3642@1:OT; DY@3→CONTROL:G407-E3642@3:DY.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
196	GDT581-EV196	G407-E3658	G407-S612	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ldy	L+DY	CHD	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04002	G407-A04002	NONE	Im laufenden Gang: Bearbeite denselben Stationswert; über die sichtbare Verbindung; schließe den Schritt.	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: über die sichtbare Verbindung [G407-A04002:G407-E3658@1:L#1]. Strukturspur: DY@2→CONTROL:G407-E3658@2:DY.	Im laufenden Gang: Bearbeite denselben Stationswert; über die sichtbare Verbindung; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
197	GDT581-EV197	G407-E3686	G407-S621	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	dain	AIN	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04035	G407-A04035	NONE	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	Bezug auf das folgende Bearbeiten [G407-E3687@1:CHD]: den Stationsanteil [G407-A04035:G407-E3686@1:AIN#1].	Im laufenden Gang setze den Stationsanteil im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
198	GDT581-EV198	G407-E3710	G407-S633	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	ldy	L+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04059	G407-A04059	NONE	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung; schließe den Schritt.	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: über die sichtbare Verbindung [G407-A04059:G407-E3710@1:L#1]. Strukturspur: DY@2→CONTROL:G407-E3710@2:DY.	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; über die sichtbare Verbindung; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
199	GDT581-EV199	G407-E3741	G407-S640	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	or	OR	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04095	G407-A04095	NONE	Im laufenden Gang halte die Stationseinheit.	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: die Stationseinheit [G407-A04095:G407-E3741@1:OR#1].	Im laufenden Gang halte die Stationseinheit.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
200	GDT581-EV200	G407-E3742	G407-S640	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chey	Y	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04096	G407-A04096	NONE	Im laufenden Gang halte den Stationsposten.	Bezug auf das folgende Entnehmen [G407-E3743@2:CH]: den Stationsposten [G407-A04096:G407-E3742@1:Y#1].	Im laufenden Gang halte den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
201	GDT581-EV201	G407-E3907	G407-S652	f88r	PHARMA	sechzehn Drogenposten und drei Gefäßansätze	alsy	AL+S+Y	S	1	2	0	2	0	2	0	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04274	G407-A04274|G407-A04275	G407-E3907@2:S	Wähle den Drogenposten; zum Zielgefäß.	Bezug auf das fortgeführte Halten [G407-E3905@1:SH]: zum Zielgefäß [G407-A04274:G407-E3907@1:AL#1]. Lokales Wählen [G407-E3907@2:S]: den Drogenposten [G407-A04275:G407-E3907@3:Y#1].	Wähle den Drogenposten; zum Zielgefäß.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
202	GDT581-EV202	G407-E3963	G407-S654	f88v	PHARMA	erste Gefaess-/Zutatengruppe	archeey	AR+CH+EE+Y	CH	1	3	0	3	0	3	0	1	SAME_ROOT_DIFFERENT_ACTION_OCCURRENCE	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04352	G407-A04352|G407-A04353|G407-A04354	G407-E3963@2:CH	Nimm den Drogenposten; vom Ausgangsgefäß; auf Grad II.	Bezug auf das vorangehende Nehmen [G407-E3962@4:CH]: vom Ausgangsgefäß [G407-A04352:G407-E3963@1:AR#1]. Lokales Nehmen [G407-E3963@2:CH]: auf Grad II [G407-A04353:G407-E3963@3:EE#1]. Lokales Nehmen [G407-E3963@2:CH]: den Drogenposten [G407-A04354:G407-E3963@4:Y#1].	Nimm den Drogenposten; vom Ausgangsgefäß; auf Grad II.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
203	GDT581-EV203	G407-E3974	G407-S658	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	yfolaiin	Y+LOCAL_CHAR_F+OL+AIIN	K	2	2	1	2	1	3	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04367|G407-A04368	G407-A04367|G407-A04368	NONE	Weiter im laufenden Gang: gib den Drogenposten und den Mengenwert zu; bei der f-Kennmarke.	Bezug auf den Besitzerrahmen [OWNER:zweite Gefaess-/Zutatengruppe]: den Drogenposten [G407-A04367:G407-E3974@1:Y#1]. Bezug auf den Steuerungsrahmen [CONTROL:G407-E3974:STATE_CARD]: bei der f-Kennmarke [RUNNING:G407-E3974@2:LOCAL_CHAR_F]. Bezug auf den Besitzerrahmen [OWNER:zweite Gefaess-/Zutatengruppe]: den Mengenwert [G407-A04368:G407-E3974@4:AIIN#1]. Strukturspur: OL@3→CONTROL:G407-E3974@3:OL.	Weiter im laufenden Gang: gib den Drogenposten und den Mengenwert zu; bei der f-Kennmarke.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
204	GDT581-EV204	G407-E3975	G407-S658	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	oraiin	OR+AIIN	K	2	2	0	2	0	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04369|G407-A04370	G407-A04369|G407-A04370	NONE	Im laufenden Gang gib die Ansatzeinheit und den Mengenwert zu.	Bezug auf das folgende Halten [G407-E3976@2:SH]: die Ansatzeinheit [G407-A04369:G407-E3975@1:OR#1]. Bezug auf das folgende Halten [G407-E3976@2:SH]: den Mengenwert [G407-A04370:G407-E3975@2:AIIN#1].	Im laufenden Gang gib die Ansatzeinheit und den Mengenwert zu.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
205	GDT581-EV205	G407-E4027	G407-S663	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	qoteo	OT+E+O	SH	1	1	1	1	1	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A04441	G407-A04441	NONE	Danach im laufenden Gang: halte denselben Drogenanteil; auf Grad I und als Ausführung.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E4027:OT>G<END]: auf Grad I [G407-A04441:G407-E4027@2:E#1]. Bezug auf den Steuerungsrahmen [CONTROL:G407-E4027:STATE_CARD]: als Ausführung [RUNNING:G407-E4027@3:O]. Strukturspur: OT@1→CONTROL:G407-E4027@1:OT.	Danach im laufenden Gang: halte denselben Drogenanteil; auf Grad I und als Ausführung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
206	GDT581-EV206	G407-E4060	G407-S665	f88v	PHARMA	zweite Gefaess-/Zutatengruppe	shy	Y	R	1	1	0	1	0	1	0	0	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04479	G407-A04479	NONE	Im laufenden Gang markiere den Drogenposten.	Bezug auf das vorangehende Nehmen [G407-E4059@1:CH]: den Drogenposten [G407-A04479:G407-E4060@1:Y#1].	Im laufenden Gang markiere den Drogenposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
207	GDT581-EV207	G407-E4121	G407-S669	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	dalchom	AL+CHD+DY	CHD	1	1	0	1	0	1	1	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04545	G407-A04545	G407-E4121@2:CHD	Bearbeite denselben Mengenwert; zum Zielgefäß; schließe den Schritt.	Bezug auf das fortgeführte Ansetzen [G407-E4118@1:OK]: zum Zielgefäß [G407-A04545:G407-E4121@1:AL#1]. Lokales Bearbeiten [G407-E4121@2:CHD]. Strukturspur: DY@3→CONTROL:G407-E4121@3:DY.	Bearbeite denselben Mengenwert; zum Zielgefäß; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
208	GDT581-EV208	G407-E4122	G407-S670	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	chy	Y	CHD	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04546	G407-A04546	NONE	Im laufenden Gang bearbeite den Drogenposten.	Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe B]: den Drogenposten [G407-A04546:G407-E4122@1:Y#1].	Im laufenden Gang bearbeite den Drogenposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
209	GDT581-EV209	G407-E4136	G407-S670	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	dals	AL+S	S	1	1	0	1	0	1	1	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04563	G407-A04563	G407-E4136@2:S	Wähle denselben Mengenwert; zum Zielgefäß.	Bezug auf das fortgeführte Ansetzen [G407-E4131@1:OK]: zum Zielgefäß [G407-A04563:G407-E4136@1:AL#1]. Lokales Wählen [G407-E4136@2:S].	Wähle denselben Mengenwert; zum Zielgefäß.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
210	GDT581-EV210	G407-E4141	G407-S671	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	al	AL	CH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04570	G407-A04570	NONE	Im laufenden Gang nimm denselben Drogenanteil; zum Zielgefäß.	Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe B]: zum Zielgefäß [G407-A04570:G407-E4141@1:AL#1].	Im laufenden Gang nimm denselben Drogenanteil; zum Zielgefäß.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
211	GDT581-EV211	G407-E4142	G407-S671	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe B	daldal	AL+AL	CH	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04571|G407-A04572	G407-A04571|G407-A04572	NONE	Im laufenden Gang nimm denselben Drogenanteil; zum Zielgefäß im äußeren und im inneren Zweig.	Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe B]: zum Zielgefäß im äußeren Zweig [G407-A04571:G407-E4142@1:AL#1]. Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe B]: zum Zielgefäß im inneren Zweig [G407-A04572:G407-E4142@2:AL#2].	Im laufenden Gang nimm denselben Drogenanteil; zum Zielgefäß im äußeren und im inneren Zweig.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
212	GDT581-EV212	G407-E4192	G407-S675	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe D	cheal	AL	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04627	G407-A04627	NONE	Im laufenden Gang setze als Ansatz an; zum Zielgefäß.	Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe D]: zum Zielgefäß [G407-A04627:G407-E4192@1:AL#1].	Im laufenden Gang setze als Ansatz an; zum Zielgefäß.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
213	GDT581-EV213	G407-E4233	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	qoteol	OT+E+OL	CH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A04672	G407-A04672	NONE	Danach im laufenden Gang: nimm denselben Drogenposten; auf Grad I; führe den Gang weiter.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E4233:OT>G<OL]: auf Grad I [G407-A04672:G407-E4233@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E4233@1:OT; OL@3→CONTROL:G407-E4233@3:OL.	Danach im laufenden Gang: nimm denselben Drogenposten; auf Grad I; führe den Gang weiter.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
214	GDT581-EV214	G407-E4234	G407-S678	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe E	oldaiin	OL+D_ADDR+AIIN	CH	1	1	1	1	1	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04673	G407-A04673	NONE	Weiter im laufenden Gang: nimm den Mengenwert; an der D-Stelle.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E4234:STATE_CARD]: an der D-Stelle [RUNNING:G407-E4234@2:D_ADDR]. Bezug auf den Besitzerrahmen [OWNER:Gefäß-/Pflanzenteilgruppe E]: den Mengenwert [G407-A04673:G407-E4234@3:AIIN#1]. Strukturspur: OL@1→CONTROL:G407-E4234@1:OL.	Weiter im laufenden Gang: nimm den Mengenwert; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
215	GDT581-EV215	G407-E4306	G407-S684	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	daiin	AIIN	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04750	G407-A04750	NONE	Im laufenden Gang halte den Mengenwert.	Bezug auf das folgende Nehmen [G407-E4307@1:CH]: den Mengenwert [G407-A04750:G407-E4306@1:AIIN#1].	Im laufenden Gang halte den Mengenwert.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
216	GDT581-EV216	G407-E4355	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sy	Y	R	1	1	0	1	0	1	0	0	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04809	G407-A04809	NONE	Im laufenden Gang markiere den Drogenposten.	Bezug auf das vorangehende Nehmen [G407-E4354@2:CH]: den Drogenposten [G407-A04809:G407-E4355@1:Y#1].	Im laufenden Gang markiere den Drogenposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
217	GDT581-EV217	G407-E4356	G407-S685	f89r	PHARMA	Gefäß-/Pflanzenteilgruppe F	sorcheey	OR+Y	R	2	2	0	2	0	2	0	0	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04810|G407-A04811	G407-A04810|G407-A04811	NONE	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	Bezug auf das fortgeführte Nehmen [G407-E4354@2:CH]: die Ansatzeinheit [G407-A04810:G407-E4356@1:OR#1]. Bezug auf das fortgeführte Nehmen [G407-E4354@2:CH]: den Drogenposten [G407-A04811:G407-E4356@2:Y#1].	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
218	GDT581-EV218	G407-E4402	G407-S688	f95v	HERBAL	F95V_WHOLE_PLANT	qofaiin	CARRIER_Q+O+LOCAL_CHAR_F+AIIN	SH	1	1	3	1	3	4	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04859	G407-A04859	NONE	Im laufenden Gang halte den Arbeitswert; als neuen Einsatz und als Ausführung; bei der f-Kennmarke.	Bezug auf das folgende Bearbeiten [G407-E4403@3:CHD]: am Beginn [RUNNING:G407-E4402@1:CARRIER_Q]. Bezug auf das folgende Bearbeiten [G407-E4403@3:CHD]: als Ausführung [RUNNING:G407-E4402@2:O]. Bezug auf das folgende Bearbeiten [G407-E4403@3:CHD]: bei der f-Kennmarke [RUNNING:G407-E4402@3:LOCAL_CHAR_F]. Bezug auf das folgende Bearbeiten [G407-E4403@3:CHD]: den Arbeitswert [G407-A04859:G407-E4402@4:AIIN#1].	Im laufenden Gang halte den Arbeitswert; als neuen Einsatz und als Ausführung; bei der f-Kennmarke.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
219	GDT581-EV219	G407-E4405	G407-S689	f95v	HERBAL	F95V_WHOLE_PLANT	qotedaiin	OT+E+AIIN	CHD	2	2	0	2	0	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK|GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A04862|G407-A04863	G407-A04862|G407-A04863	NONE	Danach im laufenden Gang: bearbeite den Arbeitswert; auf Grad I.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E4405:OT>G<END]: auf Grad I [G407-A04862:G407-E4405@2:E#1]. Bezug auf das folgende Halten [G407-E4406@1:SH]: den Arbeitswert [G407-A04863:G407-E4405@3:AIIN#1]. Strukturspur: OT@1→CONTROL:G407-E4405@1:OT.	Danach im laufenden Gang: bearbeite den Arbeitswert; auf Grad I.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
220	GDT581-EV220	G407-E4419	G407-S690	f95v	HERBAL	F95V_WHOLE_PLANT	archytaiin	AR+CH+Y+T+AIIN	CH	1	3	0	3	0	3	0	2	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04878	G407-A04878|G407-A04879|G407-A04880	G407-E4419@2:CH|G407-E4419@4:T	Nimm den Pflanzenposten und den Arbeitswert und stelle beide ein; vom Ausgangsmaterial.	Bezug auf das vorangehende Einsetzen [G407-E4418@4:P]: vom Ausgangsmaterial [G407-A04878:G407-E4419@1:AR#1]. Lokales Nehmen [G407-E4419@2:CH]: den Pflanzenposten [G407-A04879:G407-E4419@3:Y#1]. Lokales Einstellen [G407-E4419@4:T]: den Arbeitswert [G407-A04880:G407-E4419@5:AIIN#1].	Nimm den Pflanzenposten und den Arbeitswert und stelle beide ein; vom Ausgangsmaterial.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
221	GDT581-EV221	G407-E4428	G407-S691	f95v	HERBAL	F95V_WHOLE_PLANT	daiin	AIIN	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04889	G407-A04889	NONE	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.	Bezug auf das folgende Zugeben [G407-E4429@2:K]: den Arbeitswert [G407-A04889:G407-E4428@1:AIIN#1].	Im laufenden Gang setze den Arbeitswert im Arbeitsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
222	GDT581-EV222	G407-E4467	G407-S695	f95v	HERBAL	F95V_WHOLE_PLANT	alfshed	AL+LOCAL_CHAR_F+SH+E+D_ADDR	SH	1	2	2	2	2	4	0	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04938	G407-A04938|G407-A04939	G407-E4467@3:SH	Halte denselben Materialanteil; zur Zielstelle; auf Grad I; bei der f-Kennmarke und an der D-Stelle.	Bezug auf das fortgeführte Ansetzen [G407-E4465@1:OK]: zur Zielstelle [G407-A04938:G407-E4467@1:AL#1]. Lokales Halten [G407-E4467@3:SH]: bei der f-Kennmarke [RUNNING:G407-E4467@2:LOCAL_CHAR_F]. Lokales Halten [G407-E4467@3:SH]: auf Grad I [G407-A04939:G407-E4467@4:E#1]. Lokales Halten [G407-E4467@3:SH]: an der D-Stelle [RUNNING:G407-E4467@5:D_ADDR].	Halte denselben Materialanteil; zur Zielstelle; auf Grad I; bei der f-Kennmarke und an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
223	GDT581-EV223	G407-E4475	G407-S696	f95v	HERBAL	F95V_WHOLE_PLANT	otal	OT+AL	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04946	G407-A04946	NONE	Danach im laufenden Gang: setze denselben Pflanzenposten im Arbeitsgang an; zur Zielstelle.	Bezug auf das folgende Einstellen [G407-E4476@2:T]: zur Zielstelle [G407-A04946:G407-E4475@2:AL#1]. Strukturspur: OT@1→CONTROL:G407-E4475@1:OT.	Danach im laufenden Gang: setze denselben Pflanzenposten im Arbeitsgang an; zur Zielstelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
224	GDT581-EV224	G407-E4502	G407-S701	f95v	HERBAL	F95V_WHOLE_PLANT	odaiin	O+D_ADDR+AIIN	SH	1	1	2	1	2	3	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04981	G407-A04981	NONE	Im laufenden Gang halte den Arbeitswert; als Ausführung; an der D-Stelle.	Bezug auf den Besitzerrahmen [OWNER:F95V_WHOLE_PLANT]: als Ausführung [RUNNING:G407-E4502@1:O]. Bezug auf den Besitzerrahmen [OWNER:F95V_WHOLE_PLANT]: an der D-Stelle [RUNNING:G407-E4502@2:D_ADDR]. Bezug auf den Besitzerrahmen [OWNER:F95V_WHOLE_PLANT]: den Arbeitswert [G407-A04981:G407-E4502@3:AIIN#1].	Im laufenden Gang halte den Arbeitswert; als Ausführung; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
225	GDT581-EV225	G407-E4503	G407-S701	f95v	HERBAL	F95V_WHOLE_PLANT	chey	Y	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A04982	G407-A04982	NONE	Im laufenden Gang halte den Pflanzenposten.	Bezug auf den Besitzerrahmen [OWNER:F95V_WHOLE_PLANT]: den Pflanzenposten [G407-A04982:G407-E4503@1:Y#1].	Im laufenden Gang halte den Pflanzenposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
226	GDT581-EV226	G515-E0367	G515-S042	f66r	SOURCE_SECTION_T	F66R_TEXT_BLOCK_02	dalky	AL+K+Y	K	1	2	0	2	0	2	0	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G515-A00341	G515-A00341|G515-A00342	G515-E0367@2:K	Ordne den laufenden Eintrag zu; zur Zielspalte.	Bezug auf das vorangehende Festhalten [G515-E0366@2:SH]: zur Zielspalte [G515-A00341:G515-E0367@1:AL#1]. Lokales Zuordnen [G515-E0367@2:K]: den laufenden Eintrag [G515-A00342:G515-E0367@3:Y#1].	Ordne den laufenden Eintrag zu; zur Zielspalte.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
