local_component_ordinal	slot_id	source_event_id	local_card_host_key	source_partition	physical_page	register	locus	owner_de	record_governor_key	surface	component_recipe	component_position	component_root	local_component_subtype	boundary_class	fill_status	primary_governor_kind	primary_governor_key	guard
1167	LOCAL_COMPONENT:P912-E2299@2	P912-E2299	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2299	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	otair	OT+AIR	2	AIR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2299	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1168	LOCAL_COMPONENT:P912-E2300@1	P912-E2300	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2300	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chedaiin	CHD+AIIN	1	CHD	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2300@1:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1169	LOCAL_COMPONENT:P912-E2300@2	P912-E2300	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2300	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chedaiin	CHD+AIIN	2	AIIN	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2300@1:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1170	LOCAL_COMPONENT:P912-E2301@1	P912-E2301	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2301	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteey	OT+EE+Y	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2301@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1171	LOCAL_COMPONENT:P912-E2301@2	P912-E2301	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2301	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteey	OT+EE+Y	2	EE	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2301	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1172	LOCAL_COMPONENT:P912-E2301@3	P912-E2301	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2301	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteey	OT+EE+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2301	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1173	LOCAL_COMPONENT:P912-E2302@1	P912-E2302	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2302	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	dair	D_ADDR+AIR	1	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2302	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1174	LOCAL_COMPONENT:P912-E2302@2	P912-E2302	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2302	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	dair	D_ADDR+AIR	2	AIR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2302	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1175	LOCAL_COMPONENT:P912-E2303@1	P912-E2303	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2303	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	shchey	SH+Y	1	SH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2303@1:SH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1176	LOCAL_COMPONENT:P912-E2303@2	P912-E2303	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2303	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	shchey	SH+Y	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2303@1:SH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1177	LOCAL_COMPONENT:P912-E2304@1	P912-E2304	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2304	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	daiin	AIIN	1	AIIN	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2304	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1178	LOCAL_COMPONENT:P912-E2305@1	P912-E2305	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2305	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chalaly	CH+AL+AL+Y	1	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2305@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1179	LOCAL_COMPONENT:P912-E2305@2	P912-E2305	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2305	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chalaly	CH+AL+AL+Y	2	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2305@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1180	LOCAL_COMPONENT:P912-E2305@3	P912-E2305	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2305	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chalaly	CH+AL+AL+Y	3	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2305@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1181	LOCAL_COMPONENT:P912-E2305@4	P912-E2305	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2305	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chalaly	CH+AL+AL+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2305@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1182	LOCAL_COMPONENT:P912-E2306@1	P912-E2306	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteody	OT+E+O+Y	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2306@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1183	LOCAL_COMPONENT:P912-E2306@2	P912-E2306	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteody	OT+E+O+Y	2	E	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1184	LOCAL_COMPONENT:P912-E2306@3	P912-E2306	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteody	OT+E+O+Y	3	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1185	LOCAL_COMPONENT:P912-E2306@4	P912-E2306	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteody	OT+E+O+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2306	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1186	LOCAL_COMPONENT:P912-E2307@1	P912-E2307	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2307	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chotol	CH+OT+OL	1	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2307@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1187	LOCAL_COMPONENT:P912-E2307@2	P912-E2307	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2307	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chotol	CH+OT+OL	2	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2307@2:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1188	LOCAL_COMPONENT:P912-E2307@3	P912-E2307	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2307	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chotol	CH+OT+OL	3	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2307@3:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1189	LOCAL_COMPONENT:P912-E2308@1	P912-E2308	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2308	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chedy	CHD+Y	1	CHD	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2308@1:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1190	LOCAL_COMPONENT:P912-E2308@2	P912-E2308	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2308	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	chedy	CHD+Y	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2308@1:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1191	LOCAL_COMPONENT:P912-E2309@1	P912-E2309	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2309	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteotey	OT+E+O+T+E+Y	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2309@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1192	LOCAL_COMPONENT:P912-E2309@2	P912-E2309	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2309	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteotey	OT+E+O+T+E+Y	2	E	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2309@4:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1193	LOCAL_COMPONENT:P912-E2309@3	P912-E2309	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2309	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteotey	OT+E+O+T+E+Y	3	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2309@4:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1194	LOCAL_COMPONENT:P912-E2309@4	P912-E2309	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2309	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteotey	OT+E+O+T+E+Y	4	T	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2309@4:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1195	LOCAL_COMPONENT:P912-E2309@5	P912-E2309	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2309	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteotey	OT+E+O+T+E+Y	5	E	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2309@4:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1196	LOCAL_COMPONENT:P912-E2309@6	P912-E2309	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2309	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteotey	OT+E+O+T+E+Y	6	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2309@4:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1197	LOCAL_COMPONENT:P912-E2310@1	P912-E2310	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2310	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteeeor	OT+EEE+OR	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2310@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1198	LOCAL_COMPONENT:P912-E2310@2	P912-E2310	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2310	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteeeor	OT+EEE+OR	2	EEE	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2310	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1199	LOCAL_COMPONENT:P912-E2310@3	P912-E2310	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2310	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteeeor	OT+EEE+OR	3	OR	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2310	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1200	LOCAL_COMPONENT:P912-E2311@1	P912-E2311	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2311	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	ar	AR	1	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2311	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1201	LOCAL_COMPONENT:P912-E2312@1	P912-E2312	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2312	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	alody	AL+O+DY	1	AL	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2312	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1202	LOCAL_COMPONENT:P912-E2312@2	P912-E2312	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2312	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	alody	AL+O+DY	2	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2312	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1203	LOCAL_COMPONENT:P912-E2312@3	P912-E2312	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2312	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	alody	AL+O+DY	3	DY	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2312@3:DY	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1204	LOCAL_COMPONENT:P912-E2313@1	P912-E2313	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2313	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	daiir	DA+IIN+R	1	DA	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2313@3:R	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1205	LOCAL_COMPONENT:P912-E2313@2	P912-E2313	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2313	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	daiir	DA+IIN+R	2	IIN	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2313@3:R	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1206	LOCAL_COMPONENT:P912-E2313@3	P912-E2313	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2313	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	daiir	DA+IIN+R	3	R	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2313@3:R	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1207	LOCAL_COMPONENT:P912-E2314@1	P912-E2314	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2314	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteedar	OT+EE+AR	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2314@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1208	LOCAL_COMPONENT:P912-E2314@2	P912-E2314	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2314	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteedar	OT+EE+AR	2	EE	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2314	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1209	LOCAL_COMPONENT:P912-E2314@3	P912-E2314	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2314	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteedar	OT+EE+AR	3	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2314	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1210	LOCAL_COMPONENT:P912-E2315@1	P912-E2315	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2315	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteey	OT+EE+Y	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2315@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1211	LOCAL_COMPONENT:P912-E2315@2	P912-E2315	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2315	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteey	OT+EE+Y	2	EE	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2315	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1212	LOCAL_COMPONENT:P912-E2315@3	P912-E2315	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2315	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	oteey	OT+EE+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2315	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1213	LOCAL_COMPONENT:P912-E2316@1	P912-E2316	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2316	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	teey	T+EE+Y	1	T	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2316@1:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1214	LOCAL_COMPONENT:P912-E2316@2	P912-E2316	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2316	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	teey	T+EE+Y	2	EE	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2316@1:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
1215	LOCAL_COMPONENT:P912-E2316@3	P912-E2316	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2316	GDT513_REMAINDER_510	f70v	CELESTIAL	f70v2.21	Fischrad mit Stern tragenden Figuren	NOT_APPLICABLE	teey	T+EE+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2316@1:T	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
