selector_cell_ordinal	selector_cell_id	recipe	portable_route	selector_fields	selector_key	effective_action_signatures	effective_argument_signatures	owner_free_microphrase_de	event_count	event_ids	physical_page_count	physical_pages	register_count	registers	cohort_count	cohorts	resolution_modes	statement_positions	source_layers	cross_page_status	guard
294	GDT564-C0294	OT+E+O+D_ADDR+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=Y	SH	Y	Danach: halte den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	1	G407-E1353	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
295	GDT564-C0295	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=AIN	CH	AIN	Danach: nimm den Anteil; auf Grad I; zur Ausführung; hier.	1	G407-E4182	1	f89r	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
296	GDT564-C0296	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=Y	K	Y	Danach: gib den Posten; auf Grad I; zur Ausführung; hier.	1	G407-E1357	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
297	GDT564-C0297	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=NONE | ARGUMENT=NONE	NONE	NONE	Danach: auf Grad I; zur Ausführung; hier.	1	G407-E1219	1	f72r	1	CELESTIAL	1	OLD26_GDT407	FORMAL_RELATION_PROLOGUE	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
298	GDT564-C0298	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=OR	OK	OR	Danach: setze die Einheit; auf Grad I; zur Ausführung; hier.	1	G407-E1213	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
299	GDT564-C0299	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Danach: setze den Posten; auf Grad I; zur Ausführung; hier.	1	G407-E1422	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
300	GDT564-C0300	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=AIIN	S	AIIN	Danach: wähle den Wert; auf Grad I; zur Ausführung; hier.	1	G407-E4336	1	f89r	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
301	GDT564-C0301	OT+E+O+S_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=Y	S	Y	Danach: wähle den Posten; auf Grad I; zur Ausführung; hier.	1	G407-E0033	1	f1r	1	SOURCE_SECTION_T	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
302	GDT564-C0302	OT+E+O+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CH	CH	Y	Danach: nimm den Posten; auf Grad I; zur Ausführung.	1	G407-E3988	1	f88v	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
303	GDT564-C0303	OT+E+O+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=OK	OK	Y	Danach: setze den Posten; auf Grad I; zur Ausführung.	1	G407-E1369	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
304	GDT564-C0304	OT+E+O+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	Y	Danach: halte den Posten; auf Grad I; zur Ausführung.	1	G515-E0533	1	f66r	1	SOURCE_SECTION_T	1	CURRENT4_GDT539	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
305	GDT564-C0305	OT+E+O+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=T	T	Y	Danach: stelle den Posten ein; auf Grad I; zur Ausführung.	2	G407-E1310 || G407-E4008	2	f72r || f88v	2	CELESTIAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
306	GDT564-C0306	OT+E+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=Y	CH	Y	Danach: nimm den Posten; auf Grad I; weiterführen.	3	G407-E1406 || G407-E4012 || G407-E4233	3	f72r || f88v || f89r	2	CELESTIAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
307	GDT564-C0307	OT+E+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Danach: setze den Posten; auf Grad I; weiterführen.	1	G407-E2878	1	f81r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
308	GDT564-C0308	OT+E+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=OR	S	OR	Danach: wähle die Einheit; auf Grad I; weiterführen.	1	G407-E1375	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
309	GDT564-C0309	OT+E+OL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=Y	SH	Y	Danach: halte den Posten; auf Grad I; weiterführen.	1	G407-E0083	1	f1r	1	SOURCE_SECTION_T	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
310	GDT564-C0310	OT+E+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CH	CH	OR	Danach: nimm die Einheit; auf Grad I.	1	G407-E3865	1	f88r	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
311	GDT564-C0311	OT+E+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CHD	CHD	OR	Danach: bearbeite die Einheit; auf Grad I.	1	G407-E3242	1	f82r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
312	GDT564-C0312	OT+E+OR	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=OK	OK	OR	Danach: setze die Einheit; auf Grad I.	1	G515-E0252	1	f31r	1	HERBAL	1	CURRENT4_GDT539	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
313	GDT564-C0313	OT+E+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CHD	CHD	Y	Danach: bearbeite den Posten; auf Grad I.	1	G407-E1349	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
314	GDT564-C0314	OT+E+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=K	K	Y	Danach: gib den Posten; auf Grad I.	4	G407-E1510 || G407-E1773 || G407-E1876 || G515-E0538	3	f66r || f75r || f76r	2	BIOLOGICAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
315	GDT564-C0315	OT+E+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=NONE	NONE	Y	Danach: Bezug auf den Posten; auf Grad I.	1	G515-E0336	1	f66r	1	SOURCE_SECTION_T	1	CURRENT4_GDT539	ARGUMENT_REFERENCE_INITIALIZER	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
316	GDT564-C0316	OT+E+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=OK	OK	Y	Danach: setze den Posten; auf Grad I.	6	G407-E1271 || G407-E1957 || G407-E1984 || G407-E2556 || G407-E2729 || G407-E2768	4	f72r || f76r || f77r || f81r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
317	GDT564-C0317	OT+E+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=S	S	Y	Danach: wähle den Posten; auf Grad I.	2	G407-E2702 || G407-E4130	2	f77r || f89r	2	BIOLOGICAL || PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
318	GDT564-C0318	OT+E+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	Y	Danach: halte den Posten; auf Grad I.	2	G407-E2844 || G515-E0006	2	f4r || f81r	2	BIOLOGICAL || HERBAL	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
319	GDT564-C0319	OT+E+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=T	T	Y	Danach: stelle den Posten ein; auf Grad I.	3	G407-E1181 || G407-E2763 || G407-E2894	2	f72r || f81r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
320	GDT564-C0320	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=AIIN	CH	AIIN	Danach: nimm den Wert; auf Grad II; abschließen.	1	G407-E2674	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
321	GDT564-C0321	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=OR	CHD	OR	Danach: bearbeite die Einheit; auf Grad II; abschließen.	1	G407-E2543	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
322	GDT564-C0322	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=Y	CHD	Y	Danach: bearbeite den Posten; auf Grad II; abschließen.	4	G407-E1145 || G407-E2830 || G407-E3213 || G407-E3500	4	f72r || f81r || f82r || f83r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
323	GDT564-C0323	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=Y	K	Y	Danach: gib den Posten; auf Grad II; abschließen.	1	G407-E3632	1	f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
324	GDT564-C0324	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=NONE | ARGUMENT=NONE	NONE	NONE	Danach: auf Grad II; abschließen.	1	G515-E0503	1	f66r	1	SOURCE_SECTION_T	1	CURRENT4_GDT539	STANDALONE_GRADED_CLOSE	SINGLETON_STATEMENT	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
325	GDT564-C0325	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIIN	OK	AIIN	Danach: setze den Wert; auf Grad II; abschließen.	2	G407-E2465 || G407-E2466	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
326	GDT564-C0326	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIN	OK	AIN	Danach: setze den Anteil; auf Grad II; abschließen.	1	G407-E1784	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
327	GDT564-C0327	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Danach: setze den Posten; auf Grad II; abschließen.	4	G407-E1793 || G407-E2419 || G407-E3519 || G407-E3520	3	f75r || f77r || f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
328	GDT564-C0328	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=P | ARGUMENT=AIIN	P	AIIN	Danach: setze den Wert ein; auf Grad II; abschließen.	1	G515-E0301	1	f66r	1	SOURCE_SECTION_T	1	CURRENT4_GDT539	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
329	GDT564-C0329	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=Y	S	Y	Danach: wähle den Posten; auf Grad II; abschließen.	2	G407-E1330 || G407-E2412	2	f72r || f77r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
330	GDT564-C0330	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=AIN	SH	AIN	Danach: halte den Anteil; auf Grad II; abschließen.	2	G407-E1926 || G407-E2442	2	f76r || f77r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
331	GDT564-C0331	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=OR	SH	OR	Danach: halte die Einheit; auf Grad II; abschließen.	1	G407-E2362	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
332	GDT564-C0332	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=Y	SH	Y	Danach: halte den Posten; auf Grad II; abschließen.	3	G407-E2510 || G407-E3400 || G407-E3468	3	f77r || f82r || f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
333	GDT564-C0333	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=AIN	T	AIN	Danach: stelle den Anteil ein; auf Grad II; abschließen.	1	G407-E2311	1	f76r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
334	GDT564-C0334	OT+EE+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=Y	T	Y	Danach: stelle den Posten ein; auf Grad II; abschließen.	3	G407-E1311 || G407-E2422 || G407-E2622	2	f72r || f77r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
335	GDT564-C0335	OT+EE+O+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=Y	SH	Y	Danach: halte den Posten; auf Grad II; zur Ausführung; abschließen.	1	G407-E1280	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
336	GDT564-C0336	OT+EE+O+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=Y	T	Y	Danach: stelle den Posten ein; auf Grad II; zur Ausführung; abschließen.	1	G407-E4016	1	f88v	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
337	GDT564-C0337	OT+EE+S	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	S	AIIN	Danach: wähle den Wert; auf Grad II.	2	G407-E1259 || G407-E1290	1	f72r	1	CELESTIAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_FINAL || STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
338	GDT564-C0338	OT+EE+S	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	S	Y	Danach: wähle den Posten; auf Grad II.	1	G407-E1371	1	f72r	1	CELESTIAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
339	GDT564-C0339	OT+EE+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=CH	CH	Y	Danach: nimm den Posten; auf Grad II.	3	G407-E1135 || G407-E1143 || G407-E3425	3	f71v || f72r || f82r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
340	GDT564-C0340	OT+EE+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=K	K	Y	Danach: gib den Posten; auf Grad II.	3	G407-E1068 || G407-E2842 || G407-E3203	3	f71v || f81r || f82r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
341	GDT564-C0341	OT+EE+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=NONE	NONE	Y	Danach: Bezug auf den Posten; auf Grad II.	3	G407-E1260 || G407-E1389 || G407-E2195	2	f72r || f76r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	ARGUMENT_REFERENCE_INITIALIZER	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
342	GDT564-C0342	OT+EE+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=OK	OK	Y	Danach: setze den Posten; auf Grad II.	7	G407-E1088 || G407-E1177 || G407-E1313 || G407-E1792 || G407-E2497 || G407-E2769 || G407-E3422	6	f71v || f72r || f75r || f77r || f81r || f82r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
343	GDT564-C0343	OT+EE+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=S	S	Y	Danach: wähle den Posten; auf Grad II.	4	G407-E0032 || G407-E1284 || G407-E2756 || G407-E3392	4	f1r || f72r || f81r || f82r	3	BIOLOGICAL || CELESTIAL || SOURCE_SECTION_T	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
