dictionary_entry_id	surfaces	component_recipe	short_component_reading_de	events	physical_pages	registers	channels	default_rule
P912-D0550	oekain	O+E+K+AIN	AUSFUEHREN + KURZ + ZUGEBEN + PORTION	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1274	y	Y	DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0795	otchey	OT+Y	DANACH/NAECHSTER + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1215	soraiir	S+OR+AIIN+R	WAEHLEN + ANSATZ + SOLLMASS + KENNZEICHNEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0393	dy	Y	DIESER POSTEN	3	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0999	qopchy	O+P+Y	AUSFUEHREN + EINSETZEN + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0292	daiin	AIIN	SOLLMASS	3	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0310	dal	AL	ZIELSTELLE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1288	ydchos	Y+D_ADDR+CH+O+S	DIESER POSTEN + TEILSTELLE + ENTNEHMEN + AUSFUEHREN + WAEHLEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0044	ar	AR	ENTNAHMESTELLE	5	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0039	amy	AM_ADDR+Y	INNENSTELLE + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0188	chocfhy	CH+O+CFH+Y	ENTNEHMEN + AUSFUEHREN + TRENNEN + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1097	saral	S+AR+AL	WAEHLEN + ENTNAHMESTELLE + ZIELSTELLE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1071	sain	S+AIN	WAEHLEN + PORTION	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0036	am	AM_ADDR	INNENSTELLE	2	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0579	okal	OK+AL	ANSETZEN + ZIELSTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0723	oparchy	O+P+AR+CH+Y	AUSFUEHREN + EINSETZEN + ENTNAHMESTELLE + ENTNEHMEN + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1085	salsain	S+AL+S+AIN	WAEHLEN + ZIELSTELLE + WAEHLEN + PORTION	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1194	sodar	S+O+DA+R	WAEHLEN + AUSFUEHREN + ZWEITE STUFE + KENNZEICHNEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0557	ofar	O+LOCAL_CHAR_F+AR	AUSFUEHREN + F-ZEICHEN + ENTNAHMESTELLE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1287	ydam	Y+DA+AM_ADDR	DIESER POSTEN + ZWEITE STUFE + INNENSTELLE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1366	yteoor	Y+T+E+O+OR	DIESER POSTEN + EINSTELLEN + KURZ + AUSFUEHREN + ANSATZ	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1370	yto	Y+T+O	DIESER POSTEN + EINSTELLEN + AUSFUEHREN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1342	ykor	Y+K+OR	DIESER POSTEN + ZUGEBEN + ANSATZ	2	f67r2,f68r1	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0630	okeo	OK+E+O	ANSETZEN + KURZ + AUSFUEHREN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1033	r	R	KENNZEICHNEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0005	aiin	AIIN	SOLLMASS	5	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0573	okain	OK+AIN	ANSETZEN + PORTION	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0035	am	AM_ADDR	INNENSTELLE	3	f67r2,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1375	ytody	Y+T+O+DY	DIESER POSTEN + EINSTELLEN + AUSFUEHREN + SCHLUSS	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1067	saiin	S+AIIN	WAEHLEN + SOLLMASS	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0516	ochol	O+OL	AUSFUEHREN + FORTSETZEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0705	olol	OL+OL	FORTSETZEN + FORTSETZEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0727	opcholdy	O+P+OL+D_ADDR+Y	AUSFUEHREN + EINSETZEN + FORTSETZEN + TEILSTELLE + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0381	dosar	D_ADDR+O+S+AR	TEILSTELLE + AUSFUEHREN + WAEHLEN + ENTNAHMESTELLE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0536	odas	O+DA+S	AUSFUEHREN + ZWEITE STUFE + WAEHLEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0012	air	AIR	LAUF	2	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0020	alaiin	AL+AIIN	ZIELSTELLE + SOLLMASS	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0367	dokan	D_ADDR+OK+AN	TEILSTELLE + ANSETZEN + ZUSATZ	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0542	oear	O+E+AR	AUSFUEHREN + KURZ + ENTNAHMESTELLE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0534	odal	O+DA+L	AUSFUEHREN + ZWEITE STUFE + LEITEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0556	ofar	O+LOCAL_CHAR_F+AR	AUSFUEHREN + F-ZEICHEN + ENTNAHMESTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0551	oeoldan	O+E+OL+D_ADDR+AN	AUSFUEHREN + KURZ + FORTSETZEN + TEILSTELLE + ZUSATZ	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0217	chol	OL	FORTSETZEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0406	giin	LOCAL_CHAR_G+IIN	G-LOKALZEICHEN + STUFE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0656	okol	OK+OL	ANSETZEN + FORTSETZEN	2	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1379	ytor	Y+T+OR	DIESER POSTEN + EINSTELLEN + ANSATZ	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0740	or	OR	ANSATZ	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1372	ytoaiin	Y+T+O+AIIN	DIESER POSTEN + EINSTELLEN + AUSFUEHREN + SOLLMASS	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0853	otoldos	OT+OL+D_ADDR+O+S	DANACH/NAECHSTER + FORTSETZEN + TEILSTELLE + AUSFUEHREN + WAEHLEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0527	octhole	O+CTH+OL+E	AUSFUEHREN + BEREITSTELLEN + FORTSETZEN + KURZ	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1214	sor	S+OR	WAEHLEN + ANSATZ	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0101	chedaiin	CHD+AIIN	UMSETZEN + SOLLMASS	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1367	yteos	Y+T+E+O+S_ADDR	DIESER POSTEN + EINSTELLEN + KURZ + AUSFUEHREN + STERN-/S-STELLE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0565	oiin	O+IIN	AUSFUEHREN + STUFE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0561	og	O+G_LABEL	AUSFUEHREN + G-ZEICHEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1376	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	DIESER POSTEN + EINSTELLEN + AUSFUEHREN + KURZ + AUSFUEHREN + EINSETZEN + ENTNEHMEN + KURZ + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0134	chekody	CHK+O+D_ADDR+Y	BEHANDELN + AUSFUEHREN + TEILSTELLE + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1219	sosho	S+O+SH+O	WAEHLEN + AUSFUEHREN + HALTEN + AUSFUEHREN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0231	chos	CH+O+S	ENTNEHMEN + AUSFUEHREN + WAEHLEN	2	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0521	ockhy	O+CKH+Y	AUSFUEHREN + DURCHLASS + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0751	os	OS	DAZU	2	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1030	qsg	CARRIER_Q+S+G_LABEL	Q-EINTRITTSTRAEGER + WAEHLEN + G-ZEICHEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0559	ofydy	O+LOCAL_CHAR_F+Y+DY	AUSFUEHREN + F-ZEICHEN + DIESER POSTEN + SCHLUSS	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1151	sheody	SH+E+O+D_ADDR+Y	HALTEN + KURZ + AUSFUEHREN + TEILSTELLE + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1277	ycheody	Y+CHEO+D_ADDR+Y	DIESER POSTEN + AUSZUG/EINTRAG + TEILSTELLE + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0399	es	E+S	KURZ + WAEHLEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0530	odaiiin	O+DA+LOCAL_CHAR_I+IIN	AUSFUEHREN + ZWEITE STUFE + I-ZEICHEN + STUFE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1291	yekees	Y+E+K+EE+S	DIESER POSTEN + KURZ + ZUGEBEN + LAENGER + WAEHLEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0743	oraly	OR+AL+Y	ANSATZ + ZIELSTELLE + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1293	yfain	Y+LOCAL_CHAR_F+AIN	DIESER POSTEN + F-ZEICHEN + PORTION	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1262	todaiin	T+O+AIIN	EINSTELLEN + AUSFUEHREN + SOLLMASS	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0299	dain	AIN	PORTION	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0199	choer	CH+O+E+R	ENTNEHMEN + AUSFUEHREN + KURZ + KENNZEICHNEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0198	choeea	CH+O+EE+A_ADDR	ENTNEHMEN + AUSFUEHREN + LAENGER + LOKALE ADRESSE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1077	sal	S+AL	WAEHLEN + ZIELSTELLE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0283	dadaiin	DA+D_ADDR+AIIN	ZWEITE STUFE + TEILSTELLE + SOLLMASS	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1025	qotoear	OT+O+E+AR	DANACH/NAECHSTER + AUSFUEHREN + KURZ + ENTNAHMESTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0337	dchdar	D_ADDR+CHD+AR	TEILSTELLE + UMSETZEN + ENTNAHMESTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1273	y	Y	DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1082	saldal	S+AL+DA+L	WAEHLEN + ZIELSTELLE + ZWEITE STUFE + LEITEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1373	ytodal	Y+T+O+DA+L	DIESER POSTEN + EINSTELLEN + AUSFUEHREN + ZWEITE STUFE + LEITEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1265	tol	T+OL	EINSTELLEN + FORTSETZEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0291	daiin	AIIN	SOLLMASS	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0786	otar	OT+AR	DANACH/NAECHSTER + ENTNAHMESTELLE	4	f67r2,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0392	dy	Y	DIESER POSTEN	2	f67r2,f70v	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0184	cho	HO	TEIL	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0309	dal	AL	ZIELSTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0405	g	G_LABEL	G-ZEICHEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1359	ytchodly	Y+T+CH+O+D_ADDR+L+Y	DIESER POSTEN + EINSTELLEN + ENTNEHMEN + AUSFUEHREN + TEILSTELLE + LEITEN + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0528	octhys	O+CTH+Y+S	AUSFUEHREN + BEREITSTELLEN + DIESER POSTEN + WAEHLEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1378	ytokar	Y+T+OK+AR	DIESER POSTEN + EINSTELLEN + ANSETZEN + ENTNAHMESTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0854	otolor	OT+OL+OR	DANACH/NAECHSTER + FORTSETZEN + ANSATZ	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0646	okodar	OK+O+DA+R	ANSETZEN + AUSFUEHREN + ZWEITE STUFE + KENNZEICHNEN	2	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0011	air	AIR	LAUF	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1195	soear	S+O+E+AR	WAEHLEN + AUSFUEHREN + KURZ + ENTNAHMESTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0261	cpheey	CPH+EE+Y	UMLEITEN + LAENGER + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0552	oepchod	O+E+P+CH+O+D_ADDR	AUSFUEHREN + KURZ + EINSETZEN + ENTNEHMEN + AUSFUEHREN + TEILSTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0054	ay	A_ADDR+Y	LOKALE ADRESSE + DIESER POSTEN	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0754	osar	O+S+AR	AUSFUEHREN + WAEHLEN + ENTNAHMESTELLE	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0745	oran	OR+AN	ANSATZ + ZUSATZ	1	f67r2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0324	dar	D_ADDR+AR	TEILSTELLE + ENTNAHMESTELLE	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0023	aldaiin	AL+D_ADDR+AIIN	ZIELSTELLE + TEILSTELLE + SOLLMASS	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1284	ydaiin	Y+D_ADDR+AIIN	DIESER POSTEN + TEILSTELLE + SOLLMASS	2	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0910	qkoy	CARRIER_Q+K+O+Y	Q-EINTRITTSTRAEGER + ZUGEBEN + AUSFUEHREN + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0929	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	Q-EINTRITTSTRAEGER + AUSFUEHREN + F-ZEICHEN + LAUF	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1347	ypair	Y+P+AIR	DIESER POSTEN + EINSETZEN + LAUF	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1337	ykoaiin	Y+K+O+AIIN	DIESER POSTEN + ZUGEBEN + AUSFUEHREN + SOLLMASS	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1289	ydoly	Y+D_ADDR+OL+Y	DIESER POSTEN + TEILSTELLE + FORTSETZEN + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1358	ytalchos	Y+T+AL+CH+O+S	DIESER POSTEN + EINSTELLEN + ZIELSTELLE + ENTNEHMEN + AUSFUEHREN + WAEHLEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0720	oly	OL+Y	FORTSETZEN + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0642	okey	OK+E+Y	ANSETZEN + KURZ + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1227	sshey	S+SH+E+Y	WAEHLEN + HALTEN + KURZ + DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1231	sy	Y	DIESER POSTEN	1	f67r2	ZODIAC	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
