page	quire	general_description	illustrations	text_description	tentative_identifications	other_information	source_tags	source_url	tentative_identifications_are_role_evidence
f107r	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). There is a small round hole near the right margin of the page. It has the folio nr (107) in the upper right corner.	There are 15 stars in the left margin, all with a tail. They have coloured dots in their centres which are alternatingly red and faded yellow. There are three dots to the left of the 11th star. It is not clear whether this is original to the MS.	This page has 51 text items (loci), as follows: 51 lines of standard text in paragraphs. || There are most probably 15 paragraphs. || Currier language: B RZ language: C (page) / C (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f107r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f107r	0
f107v	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). There is a small round hole near the left margin of the page.	There are 15 stars in the left margin. They all seem to have a tail, but some are short and others very faint. They have coloured dots in the centre, alternatingly red and fadd yellow. The first start has three short vertical lines both left and right of it.	This page has 49 text items (loci), as follows: 49 lines of standard text in paragraphs. || The text has been subdivided into 15 paragraphs. || Currier language: B RZ language: C+ (page) / C (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f107v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f107v	0
f108r	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). It has the folio nr (108) in the upper right corner.	There are 16 stars in the left margin, all with a tail. Some are painted red, others have a yellow faded dot in the middle, and others again are left white.	This page has 50 text items (loci), as follows: 50 lines of standard text in paragraphs. || There are probably 16 paragraphs of text. One or two paragraph breaks are not certain. || Currier language: B RZ language: Bs+ (page) / Bs+ (folio) / Bs+ (bifolio) LFD hand: 3 || Browse interlinear transliteration of f108r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f108r	0
f108v	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ).	There are 16 stars in the left margin, all with a tail. The first nine alternate with red and faded yellow dots in the centre. The tenth stands out a bit and is a new start with a red dot (as was the ninth).	This page has 53 text items (loci), as follows: 53 lines of standard text in paragraphs, of which one is right-justified. || The number of paragraphs is hard to count, but most probably is only 8, i.e. clearly fewer than the number of stars. The first five are short and aligned with the stars. The sixth and seventh are longer and the eighth appears to cover lines 34 to 53, with the last 7 stars in the margin. || Currier language: B RZ language: Bs+ (page) / Bs+ (folio) / Bs+ (bifolio) LFD hand: 3 || Browse interlinear transliteration of f108v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || This is one of the few cases in this section where a number of marginal stars appear that are not aligned to short paragraphs.	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f108v	0
f111r	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). It has the folio nr (111) in the upper right corner.	There are 17 stars in the left margin, all with a tail. They have coloured dots in the centre, alternatingly red and faded yellow.	This page has 54 text items (loci), as follows: 54 lines of standard text in paragraphs. || The text appears to be in 6 paragraphs. The first is normal, but the second very long, filling more than half the page. || Currier language: B RZ language: Bs (page) / Bs+ (folio) / Bs+ (bifolio) LFD hand: 3 || Browse interlinear transliteration of f111r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || This is another example where the stars in the margin do not match up with the paragraphs of text.	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f111r	0
f111v	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ).	There are 19 stars in the margin. The ninth has a long tail, several have short(er) tails, but most have no tail. They have coloured dots in the centre, alternatingly red and faded yellow.	This page has 51 text items (loci), as follows: 51 lines of standard text in paragraphs. || There appear to be 8 paragraphs, but the number is hard to count. The first paragraph fills almost half the page. || Currier language: B RZ language: Bs+ (page) / Bs+ (folio) / Bs+ (bifolio) LFD hand: 3 || Browse interlinear transliteration of f111v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || This is another example where the stars in the margin do not match up with the paragraphs of text.	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f111v	0
f112r	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). The right edge of the parchment is concave in the upper part, and a large area near it has not been written upon, as if the quality was not good enough. It has the folio nr (112) in the upper right corner.	There are 12 stars in the left margin. All have a small tail. They have coloured dots in the centre, alternatingly red and faded yellow.	This page has 45 text items (loci), as follows: 45 lines of standard text in paragraphs. || There appear to be 11 or 12 paragraphs. The break that should be between the first two cannot really be recognised. || Currier language: B RZ language: Bs (page) / Bs+ (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f112r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS;TEXT_BETWEEN_GRAPHICS	https://www.voynich.nu/q20/index.html#f112r	0
f112v	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). The left edge of the parchment is concave in the upper part, and a large area near it has not been written upon, as if the quality was not good enough.	There are 13 stars in the left margin, all with a tail. They have coloured dots in the centre, alternatingly red and faded yellow.	This page has 47 text items (loci), as follows: 47 lines of standard text in paragraphs. || There appear to be 12 or 13 paragraphs. The break that should be between the last two paragraphs cannot really be recognised. The first two paragraphs are indented significantly, as if to avoid the patch of bad parchment. The next three paragraphs are also indented, but much less. || Currier language: B RZ language: Bs+ (page) / Bs+ (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f112v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS;TEXT_BETWEEN_GRAPHICS	https://www.voynich.nu/q20/index.html#f112v	0
f113r	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). There are two tiny round holes in the left margin, and a slightly smaller oval one near the right edge of the page. The latter looks like an insect hole. It has the folio nr (113) in the upper right corner.	There are 16 stars in the left margin, all with a tail. Their centres have coloured dots, alternatingly red and faded yellow, and unusually starting with faded yellow.	This page has 51 text items (loci), as follows: 51 lines of standard text in paragraphs. || The text appears to be in 17 paragraphs, i.e. one more than the number of marginal stars. || Currier language: B RZ language: Ce (page) / C (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f113r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f113r	0
f113v	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). There are two tiny round holes in the right margin, and a slightly smaller oval one near the left edge of the page. The latter looks like an insect hole.	There are 15 stars in the left margin, all with a tail. They have coloured dots in the centre, alternatingly red and faded yellow.	This page has 49 text items (loci), as follows: 49 lines of standard text in paragraphs. || The test has been subdivided into 15 paragraphs. || Currier language: B RZ language: C (page) / C (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f113v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f113v	0
f114r	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). There is a concave part in the edge of the parchment. The number of insect holes is increasing. It has the folio nr (114) in the upper right corner.	There are 13 stars in the left margin, all with a tail. They have coloured dots in the centre, alternatingly red and faded yellow.	This page has 45 text items (loci), as follows: 45 lines of standard text in paragraphs, one of which is right-justified. || There are 13 paragraphs. The tenth ends with a right-justified partial line. || Currier language: B RZ language: B (page) / B+ (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f114r		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f114r	0
f114v	q20	This is a so-called recipes page, which is text-only, with stars drawn in the margin ( see also here ). There is a concave part in the edge of the parchment. The number of insect holes is increasing.	There are 12 stars in the left margin, all with a tail. There are 12 coloured dots in the centre, alternatingly faded yellow and red, unusually starting with faded yellow.	This page has 41 text items (loci), as follows: 41 lines of standard text in paragraphs. || The text has been subdivided into 12 paragraphs. || Currier language: B RZ language: B+ (page) / B+ (folio) / Bs (bifolio) LFD hand: 3 || Browse interlinear transliteration of f114v		>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	TEXT_PARAGRAPHS	https://www.voynich.nu/q20/index.html#f114v	0
