root_tuple	atom_count	structural_class	hybrid95_status	present_all_readings	ZL3b_count	ZL3b_prose_count	ZL3b_pages	ZL3b_sections	ZL3b_dominant_role_pattern	ZL3b_role_patterns	ZL3b_kind_counts	ZL3b_top_surfaces	ZL3b_line_start_share	ZL3b_line_end_share	IT2a_count	IT2a_prose_count	IT2a_pages	IT2a_sections	IT2a_dominant_role_pattern	IT2a_role_patterns	IT2a_kind_counts	IT2a_top_surfaces	IT2a_line_start_share	IT2a_line_end_share	RF1b_count	RF1b_prose_count	RF1b_pages	RF1b_sections	RF1b_dominant_role_pattern	RF1b_role_patterns	RF1b_kind_counts	RF1b_top_surfaces	RF1b_line_start_share	RF1b_line_end_share
l+H+t	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	3	3	2	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:2;BARE+BOUND_E+FREE_L:1	P:3	lshety:2;lsheetal:1	0.0	0.0	3	3	2	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:2;BARE+BOUND_E+FREE_L:1	P:3	lshety:2;lsheetal:1	0.0	0.0	3	3	2	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:2;BARE+BOUND_E+FREE_L:1	P:3	lshety:2;lsheetal:1	0.0	0.0
l+Haiir	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lshaiir:1	1.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lshaiir:1	1.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lshaiir:1	1.0	0.0
l+Har	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+FREE_R	BARE+FREE_R:1	P:1	lcharar:1	0.0	0.0	1	1	1	1	BARE+FREE_R	BARE+FREE_R:1	P:1	lcharar:1	0.0	0.0	1	1	1	1	BARE+FREE_R	BARE+FREE_R:1	P:1	lcharar:1	0.0	0.0
l+Hchd	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lchpchdy:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lchpchdy:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lchpchdy:1	0.0	1.0
l+Hckh	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	lshckhy:1;lchckhy:1	0.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	lshckhy:1;lchckhy:1	0.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	lshckh:1;lchckhy:1	0.0	0.0
l+Hcph	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BOUND_D	BARE+BOUND_D:1	P:1	lchcphedy:1	0.0	0.0	1	1	1	1	BARE+BOUND_D	BARE+BOUND_D:1	P:1	lchcphedy:1	0.0	0.0	1	1	1	1	BARE+BOUND_D	BARE+BOUND_D:1	P:1	lchcphedy:1	0.0	0.0
l+Hcth	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lshcthy:1	0.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	lshcthy:1;lchcthy:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lshcthy:1	0.0	0.0
l+Hd	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	35	35	24	5	BARE+BARE	BARE+BARE:28;BARE+REL_I:5;BARE+FREE_L:2	P:35	lchdy:18;lshdy:3;lchdal:2;lpchdy:2;dlchd:2;lchdaiin:2;lfchdy:1;ylchdy:1	0.02857142857142857	0.2	34	34	24	5	BARE+BARE	BARE+BARE:27;BARE+REL_I:4;BARE+FREE_L:2;BARE+FREE_R:1	P:34	lchdy:18;lchdal:2;lpchdy:2;lshdy:2;dlchd:2;lchdain:2;lfchdy:1;ylchdy:1	0.029411764705882353	0.20588235294117646	27	27	21	4	BARE+BARE	BARE+BARE:22;BARE+REL_I:3;BARE+FREE_L:1;BARE+FREE_R:1	P:27	lchdy:14;lpchdy:2;lshdy:2;dlchd:2;lchdal:1;ylchdy:1;lshd:1;lchdaiin:1	0.037037037037037035	0.2222222222222222
l+Hd+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BARE+BARE+Q_BARE	BARE+BARE+Q_BARE:1	P:1	lshdyqo:1	0.0	1.0										
l+Hd+ol	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lchdol:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lchdol:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lchdol:1	0.0	0.0
l+Heal	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+REL_I	BARE+REL_I:1	P:1	lchealaim:1	0.0	0.0	2	2	2	1	BARE+REL_I	BARE+REL_I:2	P:2	lchealaiin:1;lchealaim:1	0.0	0.0	1	1	1	1	BARE+REL_I	BARE+REL_I:1	P:1	lchealaim:1	0.0	0.0
l+Hedr	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lchedr:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lchedr:1	0.0	1.0										
l+Heel	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lcheel:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lcheel:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lcheel:1	0.0	0.0
l+Hees	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	lpchees:1;lshees:1	0.0	0.0	4	4	4	3	BARE+BARE	BARE+BARE:4	P:4	lchees:2;lpchees:1;lshees:1	0.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	lpchees:1;lshees:1	0.0	0.5
l+Hel+H	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lcheylchy:1	0.0	1.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lcheylchy:1	0.0	1.0
l+Hel+ol	3	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lcheyloly:1	0.0	1.0
l+Hes	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	dylches:1;lshes:1	0.5	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	dylches:1;lshes:1	0.5	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	dylches:1;lshes:1	0.5	0.0
l+Hi+od	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lchiody:1	0.0	1.0																				
l+Hl	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	3	3	2	2	BARE+BARE	BARE+BARE:3	P:3	lchl:2;lshl:1	0.0	0.3333333333333333	3	3	2	2	BARE+BARE	BARE+BARE:3	P:3	lchl:2;lshl:1	0.0	0.3333333333333333	3	3	2	2	BARE+BARE	BARE+BARE:3	P:3	lchl:2;lshl:1	0.0	0.3333333333333333
l+Ho	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	9	9	8	4	BARE+BARE	BARE+BARE:9	P:9	lcho:7;lsho:2	0.3333333333333333	0.0	7	6	6	4	BARE+BARE	BARE+BARE:5;BARE+FREE_R:1	P:6;R:1	lcho:3;lsho:2;lchoar:1;ylcho:1	0.5	0.0	8	8	6	3	BARE+BARE	BARE+BARE:7;BARE+FREE_R:1	P:8	lcho:4;lsho:3;lchoar:1	0.375	0.0
l+Ho+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0																					1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lshopchy:1	1.0	0.0
l+Hod	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	1	4	4	4	3	BARE+BARE	BARE+BARE:4	P:4	lchody:2;lshod:1;lchod:1	0.0	0.0	5	5	5	4	BARE+BARE	BARE+BARE:5	P:5	lchody:3;lshody:1;lchod:1	0.0	0.2	3	3	3	2	BARE+BARE	BARE+BARE:3	P:3	lchod:2;lchody:1	0.0	0.0
l+Hod+k+od	4	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE+BOUND_E+FREE_L	BARE+BARE+BOUND_E+FREE_L:1	P:1	lshodykeodal:1	0.0	0.0											1	1	1	1	BARE+BARE+BOUND_E+FREE_L	BARE+BARE+BOUND_E+FREE_L:1	P:1	lshodykeodal:1	0.0	0.0
l+Hodair	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lshodair:1	1.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lshodair:1	1.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lshodair:1	1.0	0.0
l+Hor	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+REL_I	BARE+REL_I:1	P:1	lchoraiin:1	0.0	0.0
l+Hr	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lchr:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lchr:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lchr:1	0.0	0.0
l+Hs	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	lchs:2	0.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	lchs:2	0.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	lchs:2	0.0	0.0
l+Hs+od	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			L:1	dylchsody:1	0.0	0.0										
l+Hsl	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lchsl:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lchsl:1	0.0	1.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lchsl:1	0.0	1.0
l+al	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	REL_I+BARE	REL_I+BARE:1	P:1	lainal:1	0.0	1.0																				
l+d	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	45	44	31	6	BARE+BARE	BARE+BARE:29;BARE+REL_I:7;BARE+FREE_R:5;FREE_L+FREE_A:1;BARE+FREE_A:1;BARE+FREE_L:1	P:44;C:1	ldy:25;ldar:5;ld:4;ldaiin:4;ldain:2;dld:1;laldan:1;ldam:1	0.0	0.5227272727272727	43	43	29	5	BARE+BARE	BARE+BARE:30;BARE+REL_I:6;BARE+FREE_R:5;FREE_L+FREE_A:1;BARE+FREE_L:1	P:43	ldy:25;ldar:5;ld:4;ldaiin:3;ldain:2;dld:1;laldan:1;ldaly:1	0.0	0.4883720930232558	48	45	35	6	BARE+BARE	BARE+BARE:30;BARE+REL_I:7;BARE+FREE_R:5;FREE_L+FREE_A:1;FREE_L+BARE:1;BARE+FREE_L:1	P:45;L:2;C:1	ldy:23;ldar:7;ld:5;ldaiin:4;ldain:2;dld:1;laldan:1;laldy:1	0.0	0.4444444444444444
l+d+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BOUND_E	BARE+BARE+BOUND_E:1	P:1	ldchey:1	0.0	0.0	1	1	1	1	BARE+BARE+BOUND_E	BARE+BARE+BOUND_E:1	P:1	ldchey:1	0.0	0.0	1	1	1	1	BARE+BARE+BOUND_E	BARE+BARE+BOUND_E:1	P:1	ldchey:1	0.0	0.0
l+d+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	ldo:1	0.0	1.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	ldo:1	0.0	1.0										
l+d+ol	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	2	2	1	BARE+BARE+BARE	BARE+BARE+BARE:2	P:2	ldol:2	0.0	0.5	2	2	2	1	BARE+BARE+BARE	BARE+BARE+BARE:2	P:2	ldol:2	0.0	0.5	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	ldol:1	0.0	0.0
l+d+or	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+FREE_L+BARE	BARE+FREE_L+BARE:1	P:1	ldalor:1	0.0	1.0	1	1	1	1	BARE+FREE_L+BARE	BARE+FREE_L+BARE:1	P:1	ldalor:1	0.0	1.0	1	1	1	1	BARE+FREE_L+BARE	BARE+FREE_L+BARE:1	P:1	ldalor:1	0.0	1.0
l+d+s	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+FREE_L+BARE	BARE+FREE_L+BARE:1	P:1	ldals:1	0.0	1.0	1	1	1	1	BARE+FREE_L+BARE	BARE+FREE_L+BARE:1	P:1	ldals:1	0.0	1.0	1	1	1	1	BARE+FREE_L+BARE	BARE+FREE_L+BARE:1	P:1	ldals:1	0.0	1.0
l+dr	2	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	ldyr:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	ldyr:1	0.0	0.0										
l+e	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	3	2	3	2	BARE+BOUND_D	BARE+BOUND_D:1;BARE+BARE:1	P:2;C:1	dleed:1;leedaiin:1;le:1	0.0	0.0	3	3	2	1	BARE+BOUND_D	BARE+BOUND_D:1;BARE+BOUND_E:1;BARE+BARE:1	P:3	leedaiin:1;leeey:1;le:1	0.0	0.0	5	5	4	3	BARE+BARE	BARE+BARE:2;BARE+BOUND_E:2;BARE+BOUND_D:1	P:5	ley:1;lee:1;leedaiin:1;leeey:1;le:1	0.2	0.0
l+e+ckh	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0	1	1	1	1	BARE+BOUND_E+BOUND_E	BARE+BOUND_E+BOUND_E:1	P:1	leeckhey:1	0.0	0.0											1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	leckhy:1	0.0	0.0
l+e+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	0											1	1	1	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1	P:1	leeo:1	0.0	0.0										
l+ed	2	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0											1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	ledy:1	0.0	0.0	2	2	2	2	BARE+BARE	BARE+BARE:2	P:2	ledy:2	0.5	0.0
l+ed+e	3	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0											1	0	1	1			C:1	ykledey:1	0.0	0.0										
l+eees	2	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+REL_I	BARE+REL_I:1	P:1	leeesain:1	0.0	0.0	1	1	1	1	BARE+REL_I	BARE+REL_I:1	P:1	leeesain:1	0.0	0.0	1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	leees:1	0.0	0.0
l+ees	2	NONCORE_PRESENT	UNCOVERED_AT_95	0																					1	1	1	1	BARE+BARE	BARE+BARE:1	P:1	lees:1	0.0	0.0
l+eiir	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			C:1	leiir:1	0.0	0.0										
l+es	2	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	0	1	1			R:1	les:1	0.0	0.0										
l+k	2	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	286	286	49	5	BARE+REL_I	BARE+REL_I:85;BARE+BOUND_D:81;BARE+BOUND_E:58;BARE+FREE_R:31;BARE+BARE:19;BARE+FREE_A:6;BARE+FREE_L:6	P:286	lkaiin:48;lkeey:39;lkeedy:37;lkain:34;lkar:31;lkedy:27;lky:19;lkey:7	0.013986013986013986	0.11888111888111888	301	301	48	5	BARE+BOUND_D	BARE+BOUND_D:89;BARE+REL_I:88;BARE+BOUND_E:61;BARE+FREE_R:30;BARE+BARE:18;BARE+FREE_A:8;BARE+FREE_L:6;Q_BARE+BARE:1	P:301	lkaiin:49;lkeedy:41;lkeey:41;lkain:35;lkar:30;lkedy:29;lky:17;lkeeey:8	0.013289036544850499	0.132890365448505	303	302	50	5	BARE+BOUND_E	BARE+BOUND_E:91;BARE+REL_I:82;BARE+BOUND_D:60;BARE+FREE_R:32;BARE+BARE:23;BARE+FREE_A:8;BARE+FREE_L:6	P:302;L:1	lkaiin:48;lkeey:38;lkar:32;lkeedy:30;lkain:30;lky:21;lkedy:16;lke:14	0.016556291390728478	0.1357615894039735
l+k+H	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	47	45	20	5	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:19;BARE+BARE+BOUND_E:11;BARE+BOUND_E+BOUND_D:5;BARE+BARE+BARE:3;BARE+BOUND_E+BOUND_E:2;BARE+BOUND_E+FREE_R:1;BARE+BARE+FREE_L:1;BARE+FREE_R+FREE_R:1;BARE+BARE+FREE_R:1;BARE+BOUND_E+BARE:1	P:45;L:1;C:1	lkchedy:15;lkchey:8;lkshedy:4;lkechedy:3;lkshey:2;lkchy:2;lkshy:1;lkchol:1	0.022222222222222223	0.022222222222222223	48	46	20	5	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:20;BARE+BARE+BOUND_E:11;BARE+BOUND_E+BOUND_D:4;BARE+BOUND_E+BOUND_E:3;BARE+BARE+BARE:2;BARE+BOUND_E+FREE_R:1;BARE+BARE+FREE_L:1;BARE+BOUND_D+BOUND_D:1;BARE+FREE_R+FREE_R:1;BARE+BARE+FREE_R:1;BARE+BOUND_E+BARE:1	P:46;C:2	lkchedy:16;lkchey:8;lkshedy:4;lkechedy:3;lkechey:2;lkshey:2;lkchol:1;lkech:1	0.021739130434782608	0.021739130434782608	47	46	18	4	BARE+BARE+BOUND_D	BARE+BARE+BOUND_D:16;BARE+BARE+BOUND_E:14;BARE+BOUND_E+BOUND_D:5;BARE+BARE+BARE:4;BARE+BOUND_E+BOUND_E:2;BARE+BOUND_E+BARE:2;BARE+BOUND_E+FREE_R:1;BARE+BARE+FREE_L:1;BARE+BARE+FREE_R:1	P:46;C:1	lkchedy:12;lkchey:8;lkechedy:3;lkch:3;lkche:3;lkshedy:2;lkchol:1;lkshe:1	0.0	0.021739130434782608
l+k+H+o	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BOUND_E+BARE	BARE+BARE+BOUND_E+BARE:1	P:1	lkcheo:1	0.0	0.0	3	3	3	1	BARE+BARE+BOUND_E+BARE	BARE+BARE+BOUND_E+BARE:3	P:3	lkcheo:3	0.0	0.0	1	1	1	1	BARE+BARE+BOUND_E+BARE	BARE+BARE+BOUND_E+BARE:1	P:1	lkcheo:1	0.0	0.0
l+k+H+ol	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BOUND_E+BARE	BARE+BARE+BOUND_E+BARE:1	P:1	lkcheol:1	0.0	0.0	1	1	1	1	BARE+BARE+BOUND_E+BARE	BARE+BARE+BOUND_E+BARE:1	P:1	lkcheol:1	0.0	0.0	1	1	1	1	BARE+BARE+BOUND_E+BARE	BARE+BARE+BOUND_E+BARE:1	P:1	lkcheol:1	0.0	0.0
l+k+Hch	3	NONCORE_PRESENT	UNCOVERED_AT_95	0	1	0	1	1			C:1	lkechch:1	0.0	0.0											1	0	1	1			C:1	lkechch:1	0.0	0.0
l+k+Hd	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	9	9	4	1	BARE+BARE+BARE	BARE+BARE+BARE:5;BARE+BOUND_E+BARE:3;BARE+BARE+FREE_L:1	P:9	lkchdy:5;lkchdal:1;lkeshdy:1;lkechdy:1;lkeeshdy:1	0.0	0.1111111111111111	8	8	3	1	BARE+BARE+BARE	BARE+BARE+BARE:5;BARE+BOUND_E+BARE:3	P:8	lkchdy:5;lkeshdy:1;lkechdy:1;lkeeshdy:1	0.0	0.0	4	4	2	1	BARE+BARE+BARE	BARE+BARE+BARE:3;BARE+BOUND_E+BARE:1	P:4	lkchdy:3;lkechdy:1	0.0	0.0
l+k+Hees	3	NONCORE_PRESENT	UNCOVERED_AT_95	0											1	1	1	1	BARE+FREE_R+BARE	BARE+FREE_R+BARE:1	P:1	lkarchees:1	0.0	0.0	1	1	1	1	BARE+FREE_R+BARE	BARE+FREE_R+BARE:1	P:1	lkarchees:1	0.0	0.0
l+k+Hes	3	NONCORE_PRESENT	UNCOVERED_AT_95	1	2	2	2	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1;BARE+BARE+BARE:1	P:2	lkeches:1;lkches:1	0.0	0.0	3	3	2	1	BARE+BARE+BARE	BARE+BARE+BARE:2;BARE+BOUND_E+BARE:1	P:3	lkches:2;lkeches:1	0.0	0.0	2	2	2	1	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:1;BARE+BARE+BARE:1	P:2	lkeches:1;lkches:1	0.0	0.0
l+k+Hk+H	4	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0											1	0	1	1			L:1	lkshykchy:1	0.0	0.0	1	0	1	1			L:1	lkshykchy:1	0.0	0.0
l+k+Ho	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lksho:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lksho:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lksho:1	0.0	0.0
l+k+Hs	3	NONCORE_PRESENT	UNCOVERED_AT_95	1	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lkchs:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lkchs:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE	BARE+BARE+BARE:1	P:1	lkchs:1	0.0	0.0
l+k+d	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+FREE_L+BARE	BARE+FREE_L+BARE:1	P:1	lkaldy:1	0.0	1.0	1	1	1	1	BARE+FREE_L+BARE	BARE+FREE_L+BARE:1	P:1	lkaldy:1	0.0	1.0	1	1	1	1	BARE+FREE_L+BARE	BARE+FREE_L+BARE:1	P:1	lkaldy:1	0.0	1.0
l+k+e	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	2	2	2	2	BARE+BOUND_D+BARE	BARE+BOUND_D+BARE:1;BARE+BOUND_D+BOUND_D:1	P:2	lkedey:1;lkedeed:1	0.0	0.0	3	3	3	2	BARE+BOUND_D+BARE	BARE+BOUND_D+BARE:2;BARE+BOUND_D+BOUND_D:1	P:3	lkedey:1;lkedeed:1;lkeede:1	0.0	0.0	2	2	2	2	BARE+BOUND_D+BARE	BARE+BOUND_D+BARE:1;BARE+BOUND_D+BOUND_D:1	P:2	lkedey:1;lkedeed:1	0.0	0.0
l+k+ed	3	CORE34_SPARSE_OR_MIXED	UNCOVERED_AT_95	0	1	1	1	1	BARE+BOUND_D+BARE	BARE+BOUND_D+BARE:1	P:1	lkededy:1	0.0	0.0											1	1	1	1	BARE+BOUND_D+BARE	BARE+BOUND_D+BARE:1	P:1	lkededy:1	0.0	0.0
l+k+o	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	9	9	8	4	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:5;BARE+FREE_A+BARE:1;BARE+BOUND_E+FREE_L:1;BARE+BOUND_E+FREE_R:1;BARE+BARE+BARE:1	P:9	lkeo:3;lkeeo:2;lkamo:1;lkeopol:1;lkeeoar:1;lko:1	0.0	0.0	13	13	12	4	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:7;BARE+BARE+BARE:3;BARE+FREE_A+BARE:1;BARE+BOUND_E+FREE_L:1;BARE+BOUND_E+FREE_R:1	P:13	lkeeo:4;lkeo:3;lko:3;lkamo:1;lkeopol:1;lkeeoar:1	0.0	0.0	12	12	11	4	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:7;BARE+BARE+BARE:2;BARE+FREE_A+BARE:1;BARE+BOUND_E+FREE_L:1;BARE+BOUND_E+FREE_R:1	P:12	lkeeo:4;lkeo:3;lko:2;lkago:1;lkeopol:1;lkeeoar:1	0.0	0.0
l+k+od	3	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	13	13	10	2	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:10;BARE+BOUND_E+REL_I:2;BARE+BARE+BARE:1	P:13	lkeeody:5;lkeody:4;lkody:1;lkeodaiin:1;lkeeeody:1;lkeodain:1	0.0	0.0	14	14	11	2	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:11;BARE+BOUND_E+REL_I:2;BARE+BARE+BARE:1	P:14	lkeeody:6;lkeody:4;lkody:1;lkeodaiin:1;lkeeeody:1;lkeodain:1	0.0	0.0	12	12	10	2	BARE+BOUND_E+BARE	BARE+BOUND_E+BARE:9;BARE+BOUND_E+REL_I:2;BARE+BARE+BARE:1	P:12	lkeody:5;lkeeody:3;lkody:1;lkeodaiin:1;lkeeod:1;lkeodain:1	0.0	0.08333333333333333
l+k+od+ol	4	SUPPORTED_COMPONENT_TUPLE	COMPOSED_FROM_SELECTED_ATOMS	1	1	1	1	1	BARE+BARE+BARE+BARE	BARE+BARE+BARE+BARE:1	P:1	lkodol:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE+BARE	BARE+BARE+BARE+BARE:1	P:1	lkodol:1	0.0	0.0	1	1	1	1	BARE+BARE+BARE+BARE	BARE+BARE+BARE+BARE:1	P:1	lkodol:1	0.0	0.0
