left_tuple	right_tuple	present_all_readings	stable_confirmed_role_edges	ZL3b_count	ZL3b_pages	ZL3b_sections	ZL3b_role_edges	IT2a_count	IT2a_pages	IT2a_sections	IT2a_role_edges	RF1b_count	RF1b_pages	RF1b_sections	RF1b_role_edges
l+o	l	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
l+o	l+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+o	l+k	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
l+o	oaiir	0						1	1	1	REL_I>FREE_L:1	1	1	1	REL_I>FREE_L:1
l+o	oii+al	0		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1				
l+o	ok	1		2	2	2	BARE>Q_BOUND_D:1;REL_I>BOUND_D:1	3	3	2	BARE>Q_BOUND_D:1;BOUND_E>Q_REL_I:1;REL_I>BOUND_D:1	2	2	2	BARE>Q_BOUND_D:1;REL_I>BOUND_D:1
l+o	r	0		3	3	2	BARE>BARE:3					3	2	2	BARE>BARE:3
l+o	rair	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
l+o+H	aii	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
l+o+t	ok	1		1	1	1	BARE>Q_BOUND_D:1	1	1	1	BARE>Q_BOUND_D:1	1	1	1	BARE>Q_BOUND_E:1
l+od	H	1		1	1	1	REL_I>BOUND_D:1	1	1	1	REL_I>BOUND_D:1	1	1	1	REL_I>BOUND_D:1
l+od	Hcfh	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+od	Hdair	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+od	Hol	1		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1
l+od	Ht	1		1	1	1	FREE_R>FREE_R:1	1	1	1	FREE_R>FREE_R:1	1	1	1	FREE_R>FREE_R:1
l+od	o	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>FREE_R:1	1	1	1	REL_I>BARE:1
l+od	ot	1		1	1	1	FREE_L>BOUND_E:1	1	1	1	FREE_L>BOUND_E:1	1	1	1	FREE_L>BOUND_E:1
l+oeees	ot	1		2	2	2	BARE>Q_BARE:1;BARE>REL_I:1	2	2	2	BARE>Q_BARE:1;BARE>REL_I:1	2	2	2	BARE>Q_BARE:1;BARE>REL_I:1
l+oees	ar	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+oh	H	0						1	1	1	BOUND_D>BOUND_D:1				
l+oh+or	air	0						1	1	1	BARE>BARE:1				
l+oii	H	1		3	3	2	BARE>BOUND_D:2;BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+oii	H+k	0						1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+oii	Hckh	0						1	1	1	BARE>BARE:1				
l+oii	o	0		1	1	1	BARE>BARE:1								
l+oii	oi+th	0						1	1	1	BARE>BARE:1				
l+oiii	ai	0										1	1	1	BARE>BARE:1
l+oiii	ai+o	0						1	1	1	BARE>BARE:1				
l+oiii	oi+o	0		1	1	1	BARE>BARE:1								
l+oiii	ot+or	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+ok	H	1		2	2	2	REL_I>FREE_L:1;REL_I>BOUND_D:1	2	2	2	REL_I>FREE_L:1;REL_I>BOUND_D:1	2	2	2	REL_I>FREE_L:1;REL_I>BOUND_D:1
l+ok	H+ckh	0		1	1	1	BOUND_D>BOUND_E:1	1	1	1	BOUND_D>BOUND_E:1				
l+ok	ai	0										1	1	1	BOUND_E>BARE:1
l+ok	l+H	1		2	2	1	BOUND_E>BARE:1;BOUND_D>BARE:1	2	2	1	BOUND_E>BARE:1;BOUND_D>BARE:1	2	2	1	BOUND_E>BARE:2
l+ok	ok	1		2	2	2	FREE_R>Q_FREE_R:1;BOUND_E>Q_BOUND_D:1	2	2	2	FREE_R>Q_FREE_R:1;BOUND_E>Q_BOUND_D:1	2	2	2	FREE_R>Q_FREE_R:1;BOUND_E>Q_BOUND_E:1
l+ol	H	1		7	5	4	BARE>BOUND_D:2;BARE>BOUND_E:2;BARE>BARE:1;BARE>FREE_R:1;BARE>FREE_L:1	11	7	4	BARE>BOUND_D:5;BARE>BOUND_E:3;BARE>BARE:1;BARE>FREE_R:1;BARE>FREE_L:1	9	7	4	BARE>BOUND_E:4;BARE>BARE:2;BARE>FREE_R:1;BARE>FREE_L:1;BARE>BOUND_D:1
l+ol	H+or	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+ol	Hd	1		2	2	2	BARE>BARE:1;BARE>FREE_L:1	2	2	2	BARE>BARE:1;BARE>FREE_L:1	1	1	1	BARE>FREE_L:1
l+ol	aii	1		2	2	1	BARE>BARE:2	3	3	2	BARE>BARE:3	1	1	1	BARE>BARE:1
l+ol	aiii	0		1	1	1	BARE>BARE:1								
l+ol	ar	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+ol	e	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
l+ol	e+ol	0		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1				
l+ol	eees	0						1	1	1	BARE>BARE:1				
l+ol	l+o	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+ol	ol	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+ol	ol+d	0										1	1	1	BARE>BARE:1
l+ol	ot+H	0										1	1	1	BARE>BARE:1
l+ol	ot+Hd	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
l+ol	r	1		1	1	1	BARE>BARE:1	1	1	1	BARE>FREE_L:1	1	1	1	BARE>BARE:1
l+ol	r+ol	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+ol	s	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	2	2	2	BARE>BARE:2
l+ol+H	aii	1		1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1	1	1	1	FREE_R>BARE:1
l+ol+H	ok	0		1	1	1	BOUND_D>REL_I:1					1	1	1	BOUND_D>REL_I:1
l+ol+d	al	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+ol+d	l+ol	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+ol+k	H	1		1	1	1	REL_I>BOUND_E:1	1	1	1	REL_I>BOUND_E:1	1	1	1	REL_I>BOUND_E:1
l+ol+k	ai	0						1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_E>BARE:1
l+ol+k	ol	0						1	1	1	REL_I>BARE:1				
l+ol+k+ol	ot+ol+Hes	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+ol+kair	H	0		1	1	1	BARE>BOUND_E:1					1	1	1	BARE>BOUND_E:1
l+ol+kair	H+s	0						1	1	1	BARE>BOUND_E:1				
l+ol+keees	ckh	0										1	1	1	BARE>BARE:1
l+ol+ol	ok	0		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1				
l+ol+s	ok	0						1	1	1	REL_I>Q_REL_I:1				
l+ooi	oaiir	0		1	1	1	BARE>FREE_L:1								
l+or	H	1		8	8	3	BARE>BOUND_E:3;BARE>BOUND_D:2;BARE>FREE_R:1;REL_I>BOUND_E:1;BARE>REL_I:1	9	9	3	BARE>BOUND_D:3;BARE>BOUND_E:3;BARE>FREE_R:1;REL_I>BOUND_E:1;BARE>REL_I:1	6	6	2	BARE>BOUND_E:5;BARE>REL_I:1
l+or	H+d	1		1	1	1	BARE>BOUND_D:1	1	1	1	BARE>BOUND_D:1	1	1	1	BARE>BOUND_D:1
l+or	H+o	1		2	2	1	BARE>BOUND_E:2	2	2	2	BARE>BOUND_E:2	2	2	1	BARE>BOUND_E:2
l+or	H+od	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+or	H+or	1		1	1	1	BARE>BOUND_E:1	2	2	2	BARE>BOUND_E:2	1	1	1	BARE>BOUND_E:1
l+or	Hd+t	0										1	1	1	BARE>BARE:1
l+or	a	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+or	aii	1		6	6	2	BARE>BARE:6	8	8	2	BARE>BARE:8	6	6	2	BARE>BARE:6
l+or	aiii	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+or	aiir	0						1	1	1	BARE>BARE:1				
l+or	air	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+or	al	0										1	1	1	BARE>BARE:1
l+or	ar	1		3	3	3	BARE>BARE:3	3	3	3	BARE>BARE:3	2	2	2	BARE>BARE:2
l+or	ckh	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+or	e	1		1	1	1	BARE>BOUND_D:1	1	1	1	BARE>BOUND_D:1	1	1	1	BARE>BOUND_E:1
l+or	e+ol	0										1	1	1	BARE>BOUND_E:1
l+or	eees	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+or	o+H	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+or	oii	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+or	ok+Hd	1		1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1	1	1	1	BARE>Q_BARE:1
l+or	ol	1		2	2	2	BARE>BARE:2	2	2	2	BARE>BARE:2	2	2	2	BARE>BARE:2
l+or	ol+k	1		2	2	1	REL_I>BARE:1;BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+or	ot	1		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1	2	2	2	BARE>FREE_L:2
l+or+oi	ol+k	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+oraiir	aii+al	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
l+os	H	1		1	1	1	REL_I>BOUND_E:1	1	1	1	REL_I>BOUND_E:1	1	1	1	REL_I>BOUND_E:1
l+os	aii	1		2	2	2	BARE>BARE:2	2	2	2	BARE>BARE:2	2	2	2	BARE>BARE:2
l+os	air	0										1	1	1	BARE>BARE:1
l+os	ar	1		2	2	2	BARE>BARE:2	2	2	2	BARE>BARE:2	2	2	2	BARE>BARE:2
l+os	ckh+od	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+osair	e+od	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
l+osd	H+ok+o	0						1	1	1	BARE>BOUND_E:1				
l+ot	H	0						1	1	1	BARE>BOUND_D:1	1	1	1	BARE>BOUND_D:1
l+ot	Hedar	0		1	1	1	BARE>FREE_L:1								
l+ot	aii	0										1	1	1	BOUND_E>BARE:1
l+ot	ot	0		2	2	1	FREE_R>FREE_A:1;BOUND_D>BOUND_D:1	2	2	1	FREE_R>FREE_A:1;BOUND_D>BOUND_D:1				
l+ot	ot+ol	1		1	1	1	FREE_L>Q_BARE:1	1	1	1	FREE_L>Q_BARE:1	1	1	1	FREE_L>Q_BARE:1
l+oteir	ot	0										1	1	1	BARE>FREE_A:1
l+s	H	1		1	1	1	BARE>BOUND_E:1	2	2	2	BARE>BOUND_E:1;REL_I>Q_FREE_R:1	3	3	3	BARE>FREE_L:1;BARE>BOUND_E:1;REL_I>Q_FREE_R:1
l+s	H+k+ol	0										1	1	1	BARE>BOUND_E:1
l+s	H+ol+k	0										1	1	1	FREE_R>BOUND_E:1
l+s	Harii	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+s	Ho	0		1	1	1	BARE>BARE:1								
l+s	Hok	0										1	1	1	BARE>REL_I:1
l+s	Ht+H	0		1	1	1	BARE>BARE:1								
l+s	Ht+or	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
l+s	a	0						1	1	1	REL_I>BARE:1				
l+s	ai	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+s	aii	1		2	2	1	BARE>BARE:2	2	2	2	BARE>BARE:2	2	2	1	BARE>BARE:2
l+s	air	1		2	2	2	BARE>BARE:2	2	2	2	BARE>BARE:2	3	2	2	BARE>BARE:3
l+s	ar	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
l+s	l+k	0						1	1	1	FREE_R>BARE:1				
l+s+Ho	ol	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+s+e	e+od	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
l+s+or	or	0						1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
l+s+s	a	0						1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+s+s	a+z	0		1	1	1	BARE>BARE:1								
l+sair	ol+H	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
l+sair	ot+o	0										1	1	1	BARE>BOUND_E:1
l+t	H	1		3	3	2	REL_I>BOUND_D:1;BOUND_E>BOUND_D:1;BOUND_E>BOUND_E:1	3	3	2	REL_I>BOUND_D:1;BOUND_E>BOUND_D:1;BOUND_E>BOUND_E:1	3	3	2	BOUND_E>BOUND_E:2;REL_I>BOUND_E:1
l+t	aii	1		1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1
l+t	al	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+t	ar	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_E>BARE:1
l+t	ar+o	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
l+t	e	1		1	1	1	FREE_L>BOUND_D:1	1	1	1	FREE_L>BOUND_D:1	1	1	1	FREE_L>BOUND_E:1
l+t	l+ol+o	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
l+t	l+t	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+t	ok	1	BOUND_D>Q_BOUND_D	2	2	1	BOUND_D>Q_BOUND_D:2	2	2	1	BOUND_D>Q_BOUND_D:2	2	2	1	BOUND_D>Q_BOUND_D:2
l+t	okeeddl	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_E>BARE:1
l+t	ol	0						1	1	1	FREE_R>BARE:1				
l+t	ol+H	1		1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1	1	1	1	FREE_L>BARE:1
l+t	ol+k	1		1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
l+t	ot	1		2	2	2	BOUND_D>Q_REL_I:1;BOUND_D>BOUND_D:1	3	3	2	BOUND_D>Q_REL_I:1;BOUND_D>FREE_R:1;BOUND_D>BOUND_D:1	3	3	2	BOUND_E>Q_REL_I:1;BOUND_D>FREE_R:1;BOUND_D>BOUND_D:1
l+t	r	0		1	1	1	BOUND_D>BARE:1					1	1	1	BOUND_E>BARE:1
l+t	r+dl	0						1	1	1	BOUND_D>FREE_L:1				
l+t	r+o	1		1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1	1	1	1	BOUND_D>BARE:1
l+t+H	H+cth	1		1	1	1	FREE_L>BOUND_E:1	1	1	1	FREE_L>BOUND_E:1	1	1	1	FREE_L>BOUND_E:1
l+t+H	Hk+darar	0										1	1	1	BARE>REL_I:1
l+t+H	ar	0		1	1	1	BOUND_D>BARE:1								
l+t+H	l+H	0										1	1	1	BOUND_E>BARE:1
l+t+H	o	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
l+t+H+o	ot	0										1	1	1	BARE>FREE_L:1
l+t+H+od	ot	0		1	1	1	BARE>FREE_L:1	1	1	1	BARE>FREE_L:1				
l+t+Hd	Hk+darar	0		1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1				
l+t+Hs	al+Hd	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+t+od	or	0						1	1	1	BARE>FREE_L:1				
l+t+od	ot+od	0										1	1	1	BARE>BARE:1
l+t+or	ol+or	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
l+td	al+k+Hd	0										1	1	1	BARE>BARE:1
l+td	ol+k+Hd	0		1	1	1	BARE>BARE:1								
l+x	or	0										1	1	1	BARE>BARE:1
l+x+or	x+oii	0		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1				
lair	H+od	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
lair	a+j	0										1	1	1	BARE>BARE:1
lair	od	0		1	1	1	BARE>BARE:1								
lair	ol	0										1	1	1	BARE>BARE:1
ll	al	0										1	1	1	REL_I>BARE:1
ll+H	aii	1		1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1	1	1	1	BOUND_E>BARE:1
ll+Hs	o	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
ll+Hs	olr	0						1	1	1	BARE>BARE:1				
ll+d	H	1		1	1	1	FREE_R>BOUND_E:1	1	1	1	FREE_R>BOUND_E:1	1	1	1	FREE_R>BOUND_E:1
ll+or	H	0						1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
ll+or	ear+o	0		1	1	1	BARE>FREE_A:1								
ll+s	air	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
ll+s	ar+or+o+Hees	1		1	1	1	FREE_A>BARE:1	1	1	1	FREE_A>BARE:1	1	1	1	FREE_A>BARE:1
lr	H	1		1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1	1	1	1	BARE>BOUND_E:1
lr	Hd	1		1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1	1	1	1	BARE>REL_I:1
lr	ai	1		2	2	1	BARE>BARE:2	2	2	1	BARE>BARE:2	2	2	1	BARE>BARE:2
lr	al	1		2	2	2	BARE>BARE:2	2	2	2	BARE>BARE:2	2	2	2	BARE>BARE:2
lr	ar	1		1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1	1	1	1	BARE>BARE:1
lr	l	0		1	1	1	FREE_L>BARE:1								
lr	l+H	0						1	1	1	FREE_L>BARE:1				
lr	l+kl	0						1	1	1	REL_I>BARE:1	1	1	1	REL_I>BARE:1
lr	ok	0						1	1	1	REL_I>REL_I:1	1	1	1	REL_I>REL_I:1
lral	H	0										1	1	1	FREE_L>BOUND_E:1
o	H	1		95	70	6	BARE>BARE:9;BARE>BOUND_E:8;BARE>FREE_L:6;BARE>BOUND_D:6;Q_BARE>BARE:5;Q_BARE>BOUND_E:4;Q_BARE>FREE_L:3;REL_I>BARE:3;Q_BARE>FREE_R:3;Q_BARE>BOUND_D:3;REL_I>FREE_L:3;FREE_R>BOUND_E:3;Q_FREE_R>BOUND_E:3;REL_I>BOUND_E:3;FREE_R>BOUND_D:3;BARE>FREE_R:2;Q_FREE_L>FREE_L:2;FREE_R>FREE_L:2;Q_FREE_R>FREE_R:2;BARE>FREE_A:2;Q_BOUND_E>BOUND_E:2;BOUND_D>BOUND_E:2;Q_FREE_L>BOUND_E:2;BOUND_E>FREE_R:1;Q_REL_I>BARE:1;REL_I>FREE_R:1;Q_FREE_R>FREE_L:1;FREE_R>FREE_R:1;Q_FREE_R>BOUND_D:1;BOUND_E>BOUND_E:1;Q_REL_I>BOUND_E:1;Q_BOUND_D>BOUND_D:1;FREE_L>BOUND_D:1;FREE_L>FREE_R:1;Q_BOUND_D>FREE_L:1;Q_REL_I>FREE_L:1;Q_REL_I>BOUND_D:1	72	55	5	BARE>FREE_L:6;BARE>BOUND_E:6;Q_FREE_R>FREE_R:3;BARE>BARE:3;REL_I>BARE:3;REL_I>FREE_L:3;BARE>BOUND_D:3;REL_I>BOUND_E:3;FREE_R>BOUND_D:3;Q_FREE_L>FREE_L:2;FREE_R>FREE_L:2;Q_BARE>BOUND_D:2;Q_BARE>FREE_R:2;Q_FREE_R>BOUND_D:2;Q_BARE>BOUND_E:2;FREE_R>BOUND_E:2;Q_FREE_R>BOUND_E:2;Q_BOUND_E>BOUND_E:2;BOUND_D>BOUND_E:2;Q_FREE_L>BOUND_E:2;BOUND_E>FREE_R:1;BARE>FREE_R:1;BOUND_E>BOUND_E:1;Q_BARE>FREE_L:1;Q_REL_I>BARE:1;REL_I>FREE_R:1;Q_FREE_R>FREE_L:1;FREE_R>FREE_R:1;Q_BARE>BARE:1;FREE_A>FREE_R:1;Q_REL_I>BOUND_E:1;Q_BOUND_D>BOUND_D:1;FREE_L>BOUND_D:1;FREE_L>FREE_R:1;Q_BOUND_D>FREE_L:1;Q_REL_I>FREE_L:1;Q_REL_I>BOUND_D:1	94	71	6	BARE>BOUND_E:10;BARE>BARE:8;Q_BARE>BARE:6;BARE>FREE_L:5;Q_BARE>BOUND_E:5;BARE>BOUND_D:5;Q_BARE>FREE_R:4;Q_BARE>FREE_L:3;Q_BARE>BOUND_D:3;REL_I>FREE_L:3;FREE_R>BOUND_E:3;Q_BOUND_E>BOUND_E:3;Q_FREE_R>BOUND_E:3;REL_I>BOUND_E:3;FREE_R>BOUND_D:3;Q_FREE_L>FREE_L:2;FREE_R>FREE_L:2;Q_FREE_R>FREE_R:2;REL_I>BARE:2;FREE_R>FREE_R:2;BOUND_D>BOUND_E:2;Q_FREE_L>BOUND_E:2;BOUND_E>FREE_R:1;Q_REL_I>BARE:1;REL_I>FREE_R:1;Q_FREE_R>FREE_L:1;Q_FREE_R>BOUND_D:1;BOUND_E>BOUND_E:1;Q_REL_I>BOUND_E:1;Q_BOUND_D>BOUND_D:1;FREE_L>BOUND_E:1;FREE_L>FREE_R:1;Q_BOUND_E>FREE_L:1;Q_REL_I>FREE_L:1;Q_REL_I>BOUND_D:1
o	H+H	0		1	1	1	FREE_R>BOUND_E:1					1	1	1	FREE_R>BOUND_E:1
o	H+Ho	0		1	1	1	BARE>BOUND_E:1								
o	H+b	0		1	1	1	Q_FREE_R>BOUND_E:1					1	1	1	Q_FREE_R>BOUND_E:1
o	H+ckh	0						1	1	1	REL_I>BOUND_E:1				
o	H+cth	0		1	1	1	REL_I>BOUND_E:1	1	1	1	REL_I>BOUND_E:1				
o	H+d	1		1	1	1	Q_BARE>FREE_L:1	1	1	1	Q_BARE>FREE_L:1	1	1	1	Q_BARE>FREE_L:1
o	H+k	1		4	4	3	REL_I>BOUND_E:2;FREE_R>BOUND_E:1;Q_BARE>BOUND_E:1	5	5	4	REL_I>BOUND_E:2;FREE_R>BOUND_E:1;FREE_L>BOUND_E:1;BOUND_E>BOUND_E:1	5	5	4	BARE>FREE_L:1;REL_I>BOUND_E:1;FREE_R>BOUND_E:1;Q_BARE>BOUND_E:1;FREE_L>BOUND_E:1
o	H+k+H	0		1	1	1	BARE>BOUND_E:1					1	1	1	BARE>BOUND_E:1
o	H+o	1		10	9	4	BARE>BOUND_E:3;FREE_L>BOUND_E:2;Q_FREE_R>BOUND_E:1;REL_I>BOUND_E:1;BOUND_D>BOUND_E:1;Q_REL_I>BOUND_E:1;Q_BARE>BOUND_E:1	8	8	4	FREE_L>BOUND_E:2;BARE>BOUND_E:2;REL_I>BOUND_E:1;BOUND_D>BOUND_E:1;Q_REL_I>BOUND_E:1;Q_BOUND_E>BOUND_E:1	8	7	4	BARE>BOUND_E:3;FREE_L>BOUND_E:1;REL_I>BOUND_E:1;BOUND_D>BOUND_E:1;Q_REL_I>BOUND_E:1;Q_BARE>BOUND_E:1
o	H+o+cph	0		1	1	1	Q_FREE_A>BOUND_E:1					1	1	1	Q_FREE_A>BOUND_E:1
o	H+oaiir	0										1	1	1	FREE_L>BOUND_E:1
o	H+oc	0										1	1	1	BARE>BOUND_E:1
o	H+od	1		3	3	2	BARE>BOUND_E:2;Q_REL_I>BOUND_E:1	2	2	2	BARE>BOUND_E:2	2	2	2	BARE>BOUND_E:1;Q_REL_I>BOUND_E:1
o	H+ods	0										1	1	1	BARE>BOUND_E:1
o	H+ok	1		2	2	2	BOUND_E>BOUND_E:1;Q_BARE>BOUND_E:1	1	1	1	Q_BARE>BOUND_E:1	3	3	2	BOUND_E>BOUND_E:1;REL_I>BOUND_E:1;Q_BARE>BOUND_E:1
o	H+ok+os	0						1	1	1	REL_I>BOUND_E:1				
o	H+ok+s	0		1	1	1	REL_I>BOUND_E:1								
o	H+ol	1		6	6	4	Q_FREE_R>BOUND_E:2;BOUND_E>BOUND_E:1;BOUND_D>BOUND_E:1;BARE>BOUND_E:1;REL_I>BOUND_E:1	6	6	3	BARE>BOUND_E:2;Q_FREE_R>BOUND_E:2;BOUND_E>BOUND_E:1;REL_I>BOUND_E:1	7	7	3	BARE>BOUND_E:3;Q_FREE_R>BOUND_E:2;BOUND_E>BOUND_E:1;Q_BARE>BOUND_E:1
o	H+ol+Hod	0						1	1	1	BARE>BOUND_E:1				
o	H+ol+s	1		1	1	1	Q_REL_I>FREE_L:1	1	1	1	Q_REL_I>FREE_L:1	1	1	1	Q_REL_I>FREE_L:1
o	H+or	1		6	6	3	BARE>BOUND_E:2;FREE_L>BOUND_E:1;Q_BOUND_E>BOUND_E:1;Q_BARE>BOUND_D:1;Q_FREE_R>BOUND_E:1	4	4	3	Q_FREE_R>BOUND_E:2;FREE_L>BOUND_E:1;BARE>BOUND_E:1	3	3	2	FREE_L>BOUND_E:1;Q_BARE>BOUND_D:1;Q_FREE_R>BOUND_E:1
o	H+ot+ol	0						1	1	1	Q_FREE_R>BOUND_E:1	1	1	1	Q_FREE_R>BOUND_E:1
o	H+s	0		1	1	1	Q_FREE_R>FREE_A:1					1	1	1	Q_FREE_R>FREE_A:1
o	H+t	1		1	1	1	Q_FREE_R>BOUND_E:1	1	1	1	Q_FREE_R>BOUND_E:1	1	1	1	Q_FREE_R>BOUND_E:1
o	Hcfh	0										1	1	1	BARE>FREE_L:1
o	Hckh	1		3	3	2	BARE>BARE:1;BOUND_D>BARE:1;Q_BOUND_D>BOUND_E:1	5	5	2	BARE>BARE:2;REL_I>BOUND_E:1;BOUND_D>BARE:1;Q_BOUND_D>BOUND_E:1	1	1	1	Q_BOUND_D>BOUND_E:1
o	Hckho	0		1	1	1	BARE>BARE:1					1	1	1	BARE>BARE:1
