source_order	manifest_id	manifest_sha256	label	manuscript_number	century	archetype	theme	description	circle_match	people_match	element_quality_match	marking_match	metadata_candidate
164	316aaef0-afb6-4977-b84c-5235accf99e7	5b26dfaa98de97ddfe0e441cb1a725da09e0733dd8c06e914baef10311ba389a	The four elements	Harley 3099, f. 157r	1134 AD	Four Elements	Natural Philosophy	The four elements of Nature (the primary material of things) expressed in a diagram that functions as a synthesis of their properties (density, angularity and mobility), in this way: 'ignis acutus tenuis ac mobilis; aqua crassa mobilis et obtunsa; aer mobilis acutus crassus; terra crassa obtunsa et inmobilis'. There is a gradation from the most subtle of the elements (fire) to the densest and most obtuse (nothing is more solid than earth); air and water are in intermediate degrees (water is, as the earth, obtuse and dense, but water is mobile and earth immobile). The angularity of the four elements is related to the representation by geometrical solids (as described in Plato’s 'Timaeus'). The 'figura' also reads: 'figura solidata est; hec ratio prima'.	0	0	1	0	0
165	4730ced8-c595-407c-88d1-fa299ff8531b	4b31d695990c92d1501a0c5a711f8ecaf5dc5d0a3369d4bf7d59b1897be3fb69	Rota Elementorum	VadSlg Ms. 391, f. 17r	c. 1500-1550 AD	Four Elements	Alchemy	This paper copy of alchemy texts attributed to Pseudo Llull, possibly produced in Catalonia, belonged to a metal merchant from St. Gall, Bartlome Schobinger (1500-1585), and is annotated by him. The work is devoted to the transformation of metals and it includes 22 folios with diagrams, a few tables and drawings of instruments used in alchemical practice. The author used a combination of alphabetical letters related to classes and orders, present in all diagrams of this work, to explain the factors involved in natural and artificial transmutation of matter. On f. 17r, the diagram of the 'rota elementorum', linked to the 'arboris elementalis' diagram (located on folio 5r), displays a combination of elements (Terra, Aer, Ignis and Aqua), geometric shapes (circles, squares and triangles) and alphabetical labels; the texts described it as 'Rota que est separacionis et ablucionis elementorum'.	1	0	1	1	0
166	624c3343-d96c-44c4-bd2f-fc8206a4ecb4	cda079474683bdf7e5827b92f61ecac52e6b1f44076f763d8bd8a4c257e037f7	Tetragonus	Clm 210, f. 132v	0818 AD	Four Elements	Natural Philosophy	Diagram of the mundus tetragonus concept, coloured in green and red shades, present in a large (in size and length) composite manuscript, with texts on mathematics, computistics and natural philosophy, including an Aratus (constellations), occupations of the twelve months (labours of the months), astronomical maps and diagrams, believed to have been created at Salzburg and used at the monastery of Saint Emmeram in Regensburg. The diagram illustrates chapter X (de plagis mundi) of De Natura Rerum, by Bede. It is a square with a rhombus inside it: on the vertices of the rhombus shape, small circles note the four main winds (cardinal directions), in the triangular space created by the imposition of the square and the rhombus, there are the four elements and their qualities (i.e., fire: cold and dry, sits between Oriens and Auster, etc.). In the middle of the composition, inside the rhombus, there is a T-O map (Asia and Africa above, Europa, bellow).	0	0	1	0	0
167	729a5f4a-195f-4c9a-bc2c-fc22e52a0a05	f8c3e7012e34dd72cc2a9051579a4a5e8a8972b7f2859e97b869c60ebd9ed422	Macrobius's Golden Chain	Burney 224, f. 3r	c. 1250-1300 AD	Four Elements	Cosmology	At the beginning of Ovid's “Metamorphoses” and in the lower margin, the interlinking of the cosmos is presented in visual terms: with an image of the Macrobius’s Golden Chain in a circular pattern with a centre label stating “Aurea cathena macrobii”, and intersecting semi-circles marked “ignis”, “calidus”, “aer”, “humidus”, “aqua”, “frigidus”, “terra”, and “siccus”. The diagram shows the unbroken chain of the universe, a chain formed with intertwined links. According to Macrobius’s doctrine, elements were bound together with an unbreakable chain, which he calls “golden”.	1	0	1	1	0
168	40c6e23f-9ca9-4091-bb32-ca749d907a9a	d34224f913d9e7e572e77e286cd1eee51b17802847dbc03c51fc082128f8917d	Four Elements	Cod. Sang. 238, p. 337	c. 0750-0800 AD	Four Elements	Natural Philosophy	The diagram of the four elements is commonly present in Isidorus 'De natura rerum' and takes the shape of a cube. This version, on page 337, belonging to chapter XI, it is topped by the label: 'haec figura solis' and shows four squares (with a yellow frame), placed in such a way each touches another two squares. Inside each square the text contains the names and properties of the elements. Surrounding the composition of squares there is a free-hand decoration in orange of triangular shapes. In overall, the combination of the squares, its placement and the decoration, points to the three dimensions normally depicted in this context.	0	0	1	1	0
169	e4984cc4-493b-470a-a23d-30161fa15e39	7e78904d64f5af2b5202348bfc321e3f2e5fd36bc385757b9331c0b98c109dd1	Annus Diagram	Cod. Sang. 225, f. 126	c. 0750-0800 AD	Four Elements	Natural Philosophy	This diagram combines directional elements (the cardinal points) with the qualities of the elements of matter (cold, dry, hot and wet) using intersecting circles. In the middle it is written 'Annus', abbreviated from the more classical note 'mundus / annus / homo', a diagram that highlights the harmony of nature, commonly found in Isidorus' copies. It is the only diagram or illustration present in this manuscript (apart from some initials and tables). The manuscript possibly dates to 773(?) and is a miscellany of texts on language, computistics, medical recipes and hagiography, written by different hands at the monastary of St. Gall.	0	0	1	0	0
170	7ad700e5-6525-4511-a8d4-cb060f177354	a99612de2f2c35be753440ef221776c707e8e5ef870feafa56ba0cb1a7211860	Device of astrological medicine	Egerton 2572, f. 51r	c. 1450-1500 AD	Aratea | Zodiac	Medicine | Astrology	A volvelle surrounded by four human figures. This chart apparatus has a moveable disc rotating (in the central part of the volvelle) with a moveable pointer that could be set for a particular day (in the wheel, in red, numbers from 1-30), at the sign and degree of the zodiac presented in a fixed matrix of concentric circles. It was then possible to calculate the best time for medical treatment. This device of astrological medicine also contains drawings of the Zodiac signs, their names and the respective months, and emblems for the labours of the months. For example, as represented by the image of a scythe, June is the time to harvest the hay. The volvelle is surrounded by the two major religious figures John the Baptist (holding the symbol of the Lamb of God) and John the Evangelist (with a cup and a tiny dragon), at the top, and at the bottom by the two physicians Saint Cosmas (holding an urine flask) and Damian (with a medicine box and spoon), all with scrolls bearing captions.	1	1	0	0	0
171	7ba8a61e-dea6-42a7-8a71-81742f534dfc	46b21d08ea9fa50c699a324668e8a11b14d3484885659326788fb7bf1f107aec	Microcosm of the Soul	999/2Philos.787(1/2), p. 217	1619 AD	Micro/Macro Cosmos | Imago Mundi	Astrology	Diagram of the microcosm of the soul, located on page 217 at the end of liber X of the Tomus Secundus of the Microcosmi Historia, by Roberto Fludd. Fludd represents an example of seventeenth-century occultist approach to science, establishing a renewed tendency to view man as an image of God, in contrast to the early modern tendency to rationalisation. A human face is presented in profile (facing left); the organs of the five senses are connected with dotted lines to a sphere with concentric circles labelled Mundus Sensibilis: Tactus links to Earth, Gustus to Water; Odour to Aer grossus (thick air); Vision to light and fire and Audition to Aer tenuis (thin air). In turn, this sphere is conneted to the frontal brain area where the sensitive and imaginative properties intersect revealing one of the three locations of the soul; another sphere with concentric circles emerges from it, labelled Mundus Imaginabilis which contains the shadows of the Mundus Sensibilis. In the central area of the brain, a worm (vermis) connects imagination with Mens Intelectus Ratio, revealing yet another section of the soul that embodies cognition and instinct; from it emerges the Mundus Intellectualis containing all celestial entities. Finally, to the right of the diagram, instinct is connected to memory and intention, yet another part of the soul, located in the extreme of the brain and in the spinal medulla, which is related to a triad of memory and vision as guardians of the three Mundus.	1	0	0	0	0
172	01d6e9f8-ffcf-4f30-adf5-01e6649d6da1	c36c9d637a4913e50e434bd2ca1c9606b8e5751ea0ae3cc1a92a4b1762a78ac0	Aries	Harley 647, f. 2v	c. 0800 AD	Aratea | Zodiac	Astrology	A full-page representation of the zodiacal sign Aries’s constellation, the ram, with its head, hooves and tail tip painted and the rest of the animal's body with text or scholia filling in the figure’s shapes.	0	0	0	0	0
173	837d0bb2-4839-45c6-8732-256d4eeff87a	457d19ddf2a6be79c54ea82c56268dbf50ee346e7eb199f4dc7e0b86aa6cab07	Syllogism diagram	Ripoll, 144, f. 7r	c. 1300 AD		Logic	Illustrating a commentary on Aristotles' definition of syllogisms, this circular diagram presents fifteen imperfect moods in the outer ring, which in turn radiate to the inside of the circle where the four perfect moods are arranged. It is found on a manuscript of Paul of Venice's Logica Parva, folio 7r. Paul’s Logica is part of the late medieval logic and semantics traditions; it had an influence on posterior authors and his works were frequently published and widely read up to the seventeenth century.	1	0	0	0	0
174	88095943-f9f6-4d60-ae10-caf65ffce1c1	8fcab93d806fefd8525606d6bf34d2540a314b346a2b38a43801e074aa5962d0	Drawings	Egerton 845, ff. 15v-16r	c. 1500-1550 AD		Alchemy	These two folios depict important alchemical imagery. On the left, drawings of a frog, a crescent moon combined with a sun, a snake, an eagle and rain falling or dew. The flying aquila represents the spiritual force which will unite the opposing forces. On the right, an alembic and flask containing the frog, the snake, a naked man and woman embracing, the eagle and the liquid element. All of these are symbols representing different stages of an alchemical process of transformation.	0	0	1	0	0
