unified_serial	domain	page	unit_id	local_address	visible_identity	owner_or_namespace	construction_or_event	short_form_reading	concrete_unit_reading_de	unit_program_word_ids	unit_program_words_de	anchor_mix	provenance_warning
480	CELESTIAL_ALMANAC	f67r2	A1	f67r2.40:2	A1:G099	A1_LEFT_LOCAL_FIELD_40 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_40.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
481	CELESTIAL_ALMANAC	f67r2	A1	f67r2.40:3	A1:G100	A1_LEFT_LOCAL_FIELD_40 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_40.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
482	CELESTIAL_ALMANAC	f67r2	A1	f67r2.41:1	A1:G101	A1_LEFT_LOCAL_FIELD_41 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_41.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
483	CELESTIAL_ALMANAC	f67r2	A1	f67r2.41:2	A1:G102	A1_LEFT_LOCAL_FIELD_41 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_41.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
484	CELESTIAL_ALMANAC	f67r2	A1	f67r2.42:1	A1:G103	A1_LEFT_LOCAL_FIELD_42 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_42.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
485	CELESTIAL_ALMANAC	f67r2	A1	f67r2.42:2	A1:G104	A1_LEFT_LOCAL_FIELD_42 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_42.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
486	CELESTIAL_ALMANAC	f67r2	A1	f67r2.42:3	A1:G105	A1_LEFT_LOCAL_FIELD_42 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_42.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
487	CELESTIAL_ALMANAC	f67r2	A1	f67r2.43:1	A1:G106	A1_LEFT_LOCAL_FIELD_43 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_43.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
488	CELESTIAL_ALMANAC	f67r2	A1	f67r2.43:2	A1:G107	A1_LEFT_LOCAL_FIELD_43 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_43.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
489	CELESTIAL_ALMANAC	f67r2	A1	f67r2.43:3	A1:G108	A1_LEFT_LOCAL_FIELD_43 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_43.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
490	CELESTIAL_ALMANAC	f67r2	A1	f67r2.43:4	A1:G109	A1_LEFT_LOCAL_FIELD_43 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 4 am Besitzer A1_LEFT_LOCAL_FIELD_43.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
491	CELESTIAL_ALMANAC	f67r2	A1	f67r2.44:1	A1:G110	A1_LEFT_LOCAL_FIELD_44 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_44.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
492	CELESTIAL_ALMANAC	f67r2	A1	f67r2.44:2	A1:G111	A1_LEFT_LOCAL_FIELD_44 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_44.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
493	CELESTIAL_ALMANAC	f67r2	A1	f67r2.44:3	A1:G112	A1_LEFT_LOCAL_FIELD_44 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_44.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
494	CELESTIAL_ALMANAC	f67r2	A1	f67r2.45:1	A1:G113	A1_LEFT_LOCAL_FIELD_45 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_45.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
495	CELESTIAL_ALMANAC	f67r2	A1	f67r2.45:2	A1:G114	A1_LEFT_LOCAL_FIELD_45 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_45.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
496	CELESTIAL_ALMANAC	f67r2	A1	f67r2.45:3	A1:G115	A1_LEFT_LOCAL_FIELD_45 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_45.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
497	CELESTIAL_ALMANAC	f67r2	A1	f67r2.46:1	A1:G116	A1_LEFT_LOCAL_FIELD_46 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_46.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
498	CELESTIAL_ALMANAC	f67r2	A1	f67r2.46:2	A1:G117	A1_LEFT_LOCAL_FIELD_46 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_46.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
499	CELESTIAL_ALMANAC	f67r2	A1	f67r2.47:1	A1:G118	A1_LEFT_LOCAL_FIELD_47 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_47.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
500	CELESTIAL_ALMANAC	f67r2	A1	f67r2.48:1	A1:G119	A1_LEFT_LOCAL_FIELD_48 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_48.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
501	CELESTIAL_ALMANAC	f67r2	A1	f67r2.48:2	A1:G120	A1_LEFT_LOCAL_FIELD_48 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_48.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
502	CELESTIAL_ALMANAC	f67r2	A1	f67r2.48:3	A1:G121	A1_LEFT_LOCAL_FIELD_48 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_48.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
503	CELESTIAL_ALMANAC	f67r2	A1	f67r2.49:1	A1:G122	A1_LEFT_LOCAL_FIELD_49 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_49.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
504	CELESTIAL_ALMANAC	f67r2	A1	f67r2.49:2	A1:G123	A1_LEFT_LOCAL_FIELD_49 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_49.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
505	CELESTIAL_ALMANAC	f67r2	A1	f67r2.49:3	A1:G124	A1_LEFT_LOCAL_FIELD_49 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 3 am Besitzer A1_LEFT_LOCAL_FIELD_49.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
506	CELESTIAL_ALMANAC	f67r2	A1	f67r2.50:1	A1:G125	A1_LEFT_LOCAL_FIELD_50 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 1 am Besitzer A1_LEFT_LOCAL_FIELD_50.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
507	CELESTIAL_ALMANAC	f67r2	A1	f67r2.50:2	A1:G126	A1_LEFT_LOCAL_FIELD_50 @ A1_LEFT_WHEEL_ONLY	Kopiere Gruppe 2 am Besitzer A1_LEFT_LOCAL_FIELD_50.	örtliche opake Nomenklatorkarte	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	C_A01;C_A02;C_A03;C_A04;C_A05;C_A06;C_A07;C_A08;C_A16	Wahlrad;Himmelssektor;Sternort;Bedingungsfeld;Ringrubrik;Himmelszeichen;Kalenderzeichen;Wahlzeichen;Ortsschlüssel	LOCAL_NOMENCLATOR_ONLY=4;VISIBLE_OWNER_ANCHORED=5	UNIT_PROGRAM_NOT_ONE_WORD_PER_VISIBLE_GROUP
