surface_id	visible_surface	register_status	observed_groups	pages	atom_sequence	teaching_class	short_spoken_value_de	owner_rule_de	apprentice_action_de	memorized_body_or_residue	example_group	example_owner	example_value_de	original_classification
SF0451	ykan	PROSE_ONLY	1	f55v	Y+AIN	PRODUCTIVE_COMMON_COMPOSITION	dieser Anteil	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	Y+AIN	E059	H4	dieser Anteil	PRODUCTIVE_BREVIGRAPH
SF0452	ykar	ASTRO_ONLY	3	f67r2|f69v	YK+AR	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus + AR	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G019	A1_RIGHT_SECTOR_SLOT_09	bezeichnete Klasse oder Haus + AR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0453	ykchdy	ASTRO_ONLY	1	f68r1	YK+KCH	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus + KCH	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G053	A2_STAR_STATION_21	bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0454	ykchey	ASTRO_ONLY	2	f67r2	YK+KCH	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus + KCH	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G171	A1_RIGHT_OUTER_RING_TEXT	bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0455	ykchos	ASTRO_ONLY	1	f67r2	YK+KCH	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus + KCH	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G028	A1_RIGHT_SECTOR_SLOT_12	bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0456	ykchy	ASTRO_ONLY	1	f67r2	YK+KCH	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus + KCH	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G015	A1_RIGHT_SECTOR_SLOT_07	bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0457	ykchys	ASTRO_ONLY	1	f67r2	YK+KCH	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus + KCH	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G017	A1_RIGHT_SECTOR_SLOT_07	bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0458	ykecho	ASTRO_ONLY	1	f67r2	YK+HO	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus + HO	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G004	A1_RIGHT_SECTOR_SLOT_02	bezeichnete Klasse oder Haus + HO	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0459	ykeeal	ASTRO_ONLY	1	f69v	YK+AL	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus + AL	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G049	A3_MIDDLE_WHEEL_RING_TEXT	bezeichnete Klasse oder Haus + AL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0460	ykeeody	ASTRO_ONLY	1	f69v	YK+EE+OD+Y	TABLE_LOCAL_CODE	diesen Klassenposten länger markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G071	A3_MIDDLE_WHEEL_RING_TEXT	diesen Klassenposten länger markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0461	ykees	ASTRO_ONLY	1	f67r2	YK	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G027	A1_RIGHT_SECTOR_SLOT_12	bezeichnete Klasse oder Haus	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0462	ykeey	ASTRO_ONLY	1	f69v	YK	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G113	A3_LEFT_RADIAL_SLOT_04	bezeichnete Klasse oder Haus	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0463	ykeody	ASTRO_ONLY	2	f67r2|f69v	YK+E+OD+Y	TABLE_LOCAL_CODE	diesen Klassenposten kurz markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G012	A1_RIGHT_SECTOR_SLOT_05	diesen Klassenposten kurz markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0464	ykey	ASTRO_ONLY	1	f69v	YK	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G063	A3_MIDDLE_WHEEL_RING_TEXT	bezeichnete Klasse oder Haus	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0465	ykeydy	ASTRO_ONLY	1	f69v	YK	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G123	A3_LEFT_RADIAL_SLOT_14	bezeichnete Klasse oder Haus	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0466	ykoaiin	ASTRO_ONLY	1	f67r2	YK+AIIN	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus + AIIN	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G162	A1_LEFT_OUTER_RING_TEXT	bezeichnete Klasse oder Haus + AIIN	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0467	ykor	ASTRO_ONLY	2	f67r2|f68r1	YK+OR	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus + OR	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G065	A1_LEFT_LOCAL_FIELD_26	bezeichnete Klasse oder Haus + OR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0468	ykshy	ASTRO_ONLY	1	f67r2	YK	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G001	A1_RIGHT_SECTOR_SLOT_01	bezeichnete Klasse oder Haus	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0469	yky	ASTRO_ONLY	1	f68r1	YK	TABLE_LOCAL_CODE	bezeichnete Klasse oder Haus	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G029	A2_MULTIPANEL_HEADER_FRAGMENT_05	bezeichnete Klasse oder Haus	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0470	ypair	ASTRO_ONLY	1	f67r2	AIR	REGISTERED_RENDERER_ALLOGRAPH	Himmels-, Ring- oder Zeigerlauf	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	Schreiberrahmen normalisieren und Kern lesen	NONE	A1:G161	A1_LEFT_OUTER_RING_TEXT	Himmels-, Ring- oder Zeigerlauf	REGISTERED_ASTRO_OPERATION_ALLOGRAPH
SF0471	yshey	ASTRO_ONLY	1	f67r2	Y+CHEEY	PRODUCTIVE_COMMON_COMPOSITION	sichtbares Ergebnis / Ablesewert	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	gemeinsame Kerne in Reihenfolge lesen	NONE	A1:G178	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	aktueller Ablesewert	CROSS_REGISTER_PRODUCTIVE_CHEEY_RESULT
SF0472	ytalchos	ASTRO_ONLY	1	f67r2	YT+AL+HO	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase + AL+HO	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G164	A1_LEFT_OUTER_RING_TEXT	bezeichneter Platz oder Phase + AL+HO	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0473	ytchodly	ASTRO_ONLY	1	f67r2	YT+HO	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase + HO	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G140	A1_LEFT_OUTER_STAR_STATION_08	bezeichneter Platz oder Phase + HO	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0474	ytchody	ASTRO_ONLY	1	f68r1	YT+HO	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase + HO	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G042	A2_STAR_STATION_10	bezeichneter Platz oder Phase + HO	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0475	yteody	ASTRO_ONLY	1	f68r1	YT+E+OD+Y	TABLE_LOCAL_CODE	diesen Platz kurz markieren	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A2:G015	A2_MIDDLE_PANEL_HEADER	diesen Platz kurz markieren	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0476	yteoor	ASTRO_ONLY	1	f67r2	YT+OR	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase + OR	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G063	A1_LEFT_LOCAL_FIELD_26	bezeichneter Platz oder Phase + OR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0477	yteos	ASTRO_ONLY	1	f67r2	YT	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G098	A1_LEFT_LOCAL_FIELD_40	bezeichneter Platz oder Phase	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0478	ytey	PROSE_ONLY	1	f81v	Y+E+TY	PRODUCTIVE_COMMON_COMPOSITION	kurzen Teil des aktuellen Postens nehmen	Bildbesitzer und laufender Record liefern Stoff, Gerät oder Stelle	gemeinsame Kerne in Reihenfolge lesen	TY	E150	B1	kurzen Teil des aktuellen Postens nehmen	PRODUCTIVE_BREVIGRAPH
SF0479	yto	ASTRO_ONLY	2	f67r2|f69v	YT	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G064	A1_LEFT_LOCAL_FIELD_26	bezeichneter Platz oder Phase	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0480	ytoaiin	ASTRO_ONLY	1	f67r2	YT+AIIN	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase + AIIN	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G092	A1_LEFT_LOCAL_FIELD_37	bezeichneter Platz oder Phase + AIIN	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0481	ytodal	ASTRO_ONLY	1	f67r2	YT+AL	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase + AL	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G132	A1_LEFT_OUTER_STAR_STATION_04	bezeichneter Platz oder Phase + AL	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0482	ytody	ASTRO_ONLY	2	f67r2|f69v	YT+OD+Y	TABLE_LOCAL_CODE	diesen Platz eintragen	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G072	A1_LEFT_LOCAL_FIELD_29	diesen Platz eintragen	ASTRO_OD_PRODUCTIVE_MODIFIER
SF0483	ytoeopchey	ASTRO_ONLY	1	f67r2	YT	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G101	A1_LEFT_LOCAL_FIELD_41	bezeichneter Platz oder Phase	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0484	ytokar	ASTRO_ONLY	1	f67r2	YT+OK+AR	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase + OK+AR	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G142	A1_LEFT_OUTER_STAR_STATION_10	bezeichneter Platz oder Phase + OK+AR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0485	ytor	ASTRO_ONLY	1	f67r2	YT+OR	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase + OR	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A1:G089	A1_LEFT_LOCAL_FIELD_36	bezeichneter Platz oder Phase + OR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0486	ytory	ASTRO_ONLY	1	f69v	YT+OR	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase + OR	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G114	A3_LEFT_RADIAL_SLOT_05	bezeichneter Platz oder Phase + OR	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
SF0487	ytyd	ASTRO_ONLY	1	f69v	YT+TY	TABLE_LOCAL_CODE	bezeichneter Platz oder Phase + TY	sichtbare Diagrammadresse liefert den konkreten Tabellengegenstand	lokalen Tafelwert am sichtbaren Besitzer nachschlagen	NONE	A3:G095	A3_RIGHT_WHEEL_RING_TEXT	bezeichneter Platz oder Phase + TY	ASTRO_LOCAL_PRODUCTIVE_TABLE_STEM
